id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2494887893,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-01-03T18:45:30.735Z,2023-01-03T18:45:30Z,3964813681,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813677,59,"1, 3, 19, 27, 30, 2, 17, 26, 9, 7, 11, 13, 15, 16, 20, 22, 23, 29, 50, 60",3964813673,30,"e8dina16u5kt5ho4u5igtmimt, a559ewan4122b6orx6d0f6s16, 9o1vesnpfiucpoq35ihhpstex, ceerfv28fygp7m2euv5n5uu39, ed4w2l6hglrrxu2a75bn0tt5h, 35jaxclh329duzefna708jk5x, 8kb5h8df97ju107n9ibigo1cl, cpd8prwzxf0rzevtk33fpryt, 374kcix9j7e1cob4uxmfncwyd, 7qgt7sht6py670pt6t4wjhqay, 4n782p6eaok71ai7ecj1jo1jp, d4vdrtte9kb9qmlkrx1rvgk45, 5tlxrhab4kdeud8d2r9z9hk2d, 8g7clz1z04oqjxhg8xnqc7105, xu7mykgl15kaib3olilmsez9, 8ro3lpzufz8ea9pa2j1jivqad, 9nq9bocnqq6bu8ho4m26qmkt1, 4nk3po2hbfahzgq57g8k4cg6h, 4b3axlxopby87f4luevihgwdl, 8v8c3iwgajawy736g8r7od2lm",3964813687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813683,194,e8dina16u5kt5ho4u5igtmimt,3964813685,197,409,3964813679,130,4,3964813675,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494887919,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-01-03T18:45:35.003Z,2023-01-03T18:45:35Z,3964813803,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813817,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813787,30,"d9yxninyn4bac8f0ufxsnlqll, bh20puvz2w21mnag7ul1g3c9h, 87g6qlasqe627i5g7ir30j2sp, 3k6znit6fd9mbfcnphlwyvj6d, jagvvzc7329tf2c64mnc251, 573hlc6devy50gjotyav9ql4a, 2wwo7wcxz4gfy0ubkzynvrsnp, 3uc9z96xvain84leorf4ls962, b0dpz0ixcb9hiyurc87z0rotm, 8ok0giwhuu7ax85ngr8tunpey, aititrd343hal6ount0dp5zze, 83jpq8fuprm9h1e2thoxv1tyh, am6ppbdrbz4ml3xsbty53o73d, 8qwpdf5jof7o6yy47v6iv11hx, f34582vxl4yv5qqudl09a7umt, 1mf7tr17fqnddm23nx1z1tsh6, 31xsuz1icsj7zt1462swjpk2d, 5okl8s3e8ad2add75m46ojo4p, 2gj7h5fxuh4y0tbp6j308yk4q, crkiffz2cvig7rpf1llg3mane",3964813799,130,8,3964813807,194,jagvvzc7329tf2c64mnc251,3964813811,197,16720,3964813795,59,"1, 34, 30, 13, 5, 6, 7, 25, 28, 19, 22, 2, 10, 11, 14, 20, 23, 27, 29, 49",3964813793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900769,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-01-03T19:45:35.238Z,2023-01-04T03:20:35Z,3964884713,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900775,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-01-03T19:45:35.238Z,2023-01-03T19:45:36Z,3964884753,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900799,3,1,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,49.3,49.9,2023-01-03T19:45:35.269Z,2023-01-04T04:04:08Z,3964884839,140,30.4,3964884841,141,46.6,3964884847,279,S,3965076003,178,,3964884843,212,20.0,3964884837,56,Back,3964884845,213,3.3,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900819,4,1,1,0,3,ehd2iemqmschhj2ec0vayztzz,1,28.4,40.9,2023-01-03T19:45:39.051Z,2023-01-04T04:04:14Z,3964884977,213,4.8,3964884971,140,29.5,3964884969,56,Back,3965076039,178,,3964884975,212,17.1,3964884973,141,15.8,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900827,5,1,1,0,9,ehd2iemqmschhj2ec0vayztzz,0,30.3,13.9,2023-01-03T19:45:44.301Z,2023-01-04T04:04:28Z,3964885021,212,41.9,3964885017,140,69.4,3965076103,178,,3964885023,213,0.2,3964885015,56,Center,3964885019,141,25.9,3964885013,155,,3964885025,1,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900839,3,1,1,0,11,e5p0ehyguld7egzhiedpdnc3w,1,24.2,86.8,2023-01-03T19:45:46.438Z,2023-01-04T04:04:41Z,3964885081,56,Back,3964885087,212,10.1,3965076177,178,,3964885079,3,,3964885083,140,30.8,3964885085,141,76.0,3964885089,213,5.5,,,,573hlc6devy50gjotyav9ql4a,L. Colwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494937383,859,67,1,0,12,e5p0ehyguld7egzhiedpdnc3w,1,29.2,68.8,2023-01-03T19:45:47.663Z,2023-01-04T05:28:09Z,3965090757,233,872,,,,,,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494937381,872,67,1,0,12,ehd2iemqmschhj2ec0vayztzz,0,70.8,31.2,2023-01-03T19:45:47.664Z,2023-01-04T04:46:58Z,3965090761,233,859,,,,,,,,,,,,,,,,,,,,,,cpd8prwzxf0rzevtk33fpryt,T. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
