id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,assist,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2530348797,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-04-08T15:30:27.992Z,2023-04-11T10:51:45Z,4172803085,197,425,4172803081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172803073,30,"8jw1c54yfsk2m13uyl5yi5hm2, dzsd79k6345s9105mb2r4fqol, 2uiza5b6fbum38chxtvmnkzqh, 7r6vds5j65fohi1k28cnqjqvp, 1tbc8iokapjgu8zjrc1knq28l, 7zkku0gboniozaks9yx0ous8a, 2oijcg6e36mwy3ie1num5wclx, dgjl6ks0r7lbh09fe8cuwj7ro, 448wxnlqhqqf2hcecwut90n6y, 18qxb54ol1s4mtgl7n3224ciy, 6tckvu2rw7ns18dq7dim0sout, d3p7p18i2ybzlwz5p5gjdd239, 6gymgqxnu2zavuxgp6amm3zkl, 7wh91ajt4v3w9kfdpp5hf5mmt, 67qku7vyvbw76086eu05nowd1, axnmil0bg1giwhoa31tks7ljp, 1qcj2upaz0xa98zkc835djo8a, e382powtgetwn8npxf9nqeaga, 67oh9fkwrut68eegfjf5emaui, 6xdgasd4dvfgg4n23jw38473d",4172803087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172803075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172803079,130,2,4172803083,194,7r6vds5j65fohi1k28cnqjqvp,4172803077,59,"31, 3, 2, 8, 35, 37, 32, 45, 20, 26, 24, 1, 6, 12, 15, 17, 18, 19, 23, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530348863,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-04-08T15:30:31.694Z,2023-04-08T15:30:31Z,4172803423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172803417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172803419,194,9wbf00lybk9fqablaqwg5cn2t,4172803411,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172803415,130,24,4172803409,30,"23637o19ff0sw18pqv8g96ndh, 3gem1jrrkgye0omb88fk1lsk5, dqfk7czrayirrvonirtk2mk15, 7jn9kl5wq29d41ekc2fz2rs2d, 2t5s4f41jefzuzth0bhcixtcl, almf0gtdjmsdm5zhyot1hvydx, c2jqa9vozhqu7x79h5rr2n1ed, 9wbf00lybk9fqablaqwg5cn2t, atzboo800gv7gic2rgvgo0kq1, exiribcpg9vnuq9ekhlk74dlh, 72nph557ee2a9tdky8rvk12vp, e9wu8dcamrtj3ftbx3nmhusid, 99d29g8af71vt1hrur06qvy7d, 7fmpgkx58o9pivo2bbnxxkt05, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, b3974hgsmyff5xtq7qf1onhlh, d4tdx2ctadv6kc3tbq4as8bmx, dl10343h8yopcgerzur5samwa, d0azo0spzov2hg6ul40l58e3u",4172803413,59,"31, 5, 16, 6, 3, 25, 17, 8, 9, 26, 10, 2, 4, 14, 18, 19, 20, 21, 80, 82",4172803421,197,16396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391497,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-04-08T16:30:13.733Z,2023-04-08T23:02:12Z,4173030521,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391493,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-04-08T16:30:13.733Z,2023-04-08T16:30:14Z,4173030515,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391573,3,1,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,49.9,49.8,2023-04-08T16:30:13.833Z,2023-04-09T00:08:19Z,4173030835,212,32.5,4173030831,140,19.0,4173030839,1,,4173030841,279,S,4173030837,213,3.2,4174471833,178,,4173030829,56,Back,4173030833,141,46.5,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391583,4,1,1,0,8,a3nyxabgsqlnqfkeg41m6tnpp,1,30.6,53.2,2023-04-08T16:30:22.638Z,2023-04-09T00:08:24Z,4174472295,178,,4173030895,212,52.5,4173030891,140,74.2,4173030887,155,,4173030889,56,Right,4173030897,213,5.8,4173033621,1,,4173030893,141,15.5,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391615,5,44,1,0,11,a3nyxabgsqlnqfkeg41m6tnpp,1,74.6,13.4,2023-04-08T16:30:25.702Z,2023-04-09T00:54:13Z,4173031043,286,,4173031091,233,3,4173031041,56,Right,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391619,3,44,1,0,11,d5ydtvt96bv7fq04yqm2w2632,0,25.4,86.6,2023-04-08T16:30:25.703Z,2023-04-09T00:08:34Z,4173031061,285,,4173031059,56,Back,4173031209,233,5,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391637,6,1,1,0,11,a3nyxabgsqlnqfkeg41m6tnpp,0,75.4,10.7,2023-04-08T16:30:25.732Z,2023-04-09T00:54:13Z,4173031155,213,3.9,4173031151,141,0.0,4174472687,388,,4173031145,3,,4173031149,140,66.9,4173031153,212,12.4,4173031147,56,Right,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391847,4,5,1,0,14,d5ydtvt96bv7fq04yqm2w2632,1,33.5,101.8,2023-04-08T16:30:28.458Z,2023-04-09T00:08:38Z,4173032179,233,7,4173032177,347,,4173032175,56,Back,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391641,7,5,1,0,14,a3nyxabgsqlnqfkeg41m6tnpp,0,66.5,-1.8,2023-04-08T16:30:28.458Z,2023-04-09T00:08:38Z,4173031173,347,,4173032187,233,4,4173031171,56,Right,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391891,5,1,1,0,34,d5ydtvt96bv7fq04yqm2w2632,1,27.9,100,2023-04-08T16:30:48.020Z,2023-04-09T00:08:41Z,4173032323,141,94.2,4173032317,107,,4173032319,56,Back,4173032327,213,5.9,4173032325,212,15.0,4173032321,140,41.3,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391921,6,1,1,0,36,d5ydtvt96bv7fq04yqm2w2632,1,36.9,93.3,2023-04-08T16:30:50.396Z,2023-04-09T00:08:45Z,4173032419,141,95.4,4173032423,213,2.9,4173032417,140,30.6,4173032415,56,Back,4174473701,178,,4173032421,212,6.8,,,,,,,448wxnlqhqqf2hcecwut90n6y,K. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391937,7,1,1,0,38,d5ydtvt96bv7fq04yqm2w2632,0,30.6,95.4,2023-04-08T16:30:51.935Z,2023-04-09T00:08:48Z,4173032483,56,Left,4173032487,141,100.0,4173032489,212,24.3,4174473917,178,,4173032481,155,,4173032491,213,0.2,4173032485,140,53.4,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392021,8,5,1,0,40,a3nyxabgsqlnqfkeg41m6tnpp,1,48,-1.2,2023-04-08T16:30:53.781Z,2023-04-09T00:08:51Z,4173032945,347,,4173032943,56,Back,4173032959,233,8,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530391941,8,5,1,0,40,d5ydtvt96bv7fq04yqm2w2632,0,52,101.2,2023-04-08T16:30:53.781Z,2023-04-09T00:08:52Z,4173032507,56,Left,4173032509,347,,4173032981,233,8,,,,,,,,,,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392059,9,1,1,0,49,a3nyxabgsqlnqfkeg41m6tnpp,1,50.2,0,2023-04-08T16:31:03.501Z,2023-04-09T00:08:56Z,4173033153,56,Back,4173033161,213,2.7,4173033159,212,16.9,4173033157,141,9.0,4173033155,140,35.6,4173033151,107,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392081,10,1,1,0,54,a3nyxabgsqlnqfkeg41m6tnpp,1,31.5,24.4,2023-04-08T16:31:08.403Z,2023-04-09T00:08:59Z,4173033231,212,15.6,4173033227,140,22.1,4173033233,213,2.3,4173033229,141,42.1,4174474751,178,,4173033225,56,Back,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530392127,11,1,1,0,57,a3nyxabgsqlnqfkeg41m6tnpp,1,21.5,42.8,2023-04-08T16:31:11.033Z,2023-04-09T00:09:02Z,4173033343,141,70.0,4174474899,178,,4173033339,56,Back,4173033345,212,20.8,4173033341,140,12.4,4173033347,213,2.0,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
