id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/17/value,qualifier/18/value
2472830495,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-10-16T12:00:12.760Z,2022-10-17T15:07:27Z,3848528615,194,6clj9dk6hdeaomo6yi7vcsv6d,3848528605,30,"8szyip8c62bier901hmpqc7vt, dn3llv8xjdbbndltfym5ar561, b275i2lg3anqae5lv9gmrzmqx, 4r6jcuotjs6rz8iwu20996z85, 1zumt9vkrqd8d3p3eqtwezi6t, 6clj9dk6hdeaomo6yi7vcsv6d, 8rrcscn29rs1gk8mi1pwpu92i, 7dbzcwyph2xoljyhaogjo7mcp, 4hmivvhmplqof776e9tbqg251, 6kih58n0fzlod6c792xpey57t, 7xlnqr43lvc8coshx65qd5omh, 983mn5yig2f4upkq9e97hx87p, 9rfwfsz5cmckyjripqgtbc7op, 6q6i9x4w4vcdwwmiwq8k6sixh, 7sdbx7mzjxhvofvke9mp26kbu, 9trvbmdwo8fkndwjz9mr1bfmx, 9ao7l82r1xd2rjnvv5u6plcr9, 3ojnucluy7h8fgk2myyo0zx4a, 7oikovl62nfxs6z54dzd85gx5, 1r5zkfhxkrrgzhd0k0huxtas5",3848528619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848528607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848528617,197,4773,3848528609,59,"1, 25, 21, 8, 5, 6, 7, 12, 19, 11, 23, 2, 3, 9, 10, 13, 14, 30, 42, 43",3848528613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848528611,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472830527,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-10-16T12:00:15.431Z,2022-11-17T16:55:03Z,3848528759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848528761,194,b1lcxeihx8z6pfv1jef4j5jh1,3848528757,130,4,3848528763,197,15722,3848528749,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 2922aevmtpw4qvcwohmxmqtbd, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 4qrvwap878sl5dz5n3o8mr71m, 375gnysvjk9bvq02ex1lkmynd, bzummkjt2ya27kvolzmqn91wp, 98hc25d8y4c7o985f3li1y7ai, hwcrfg4h2ystqbd11qlmj015",3848528753,59,"1, 4, 18, 5, 12, 6, 8, 34, 9, 7, 11, 3, 14, 16, 17, 21, 23, 24, 27, 30",3848528751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848528765,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890289,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-10-16T13:01:36.513Z,2023-02-15T15:56:29Z,3848834293,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890267,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-10-16T13:01:36.513Z,2022-10-17T15:07:29Z,3848834197,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890307,3,1,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,50.1,49.9,2022-10-16T13:01:36.552Z,2022-12-19T08:20:17Z,3851422561,178,,3848834375,141,47.8,3848834371,56,Back,3848834373,140,25.3,3848834381,279,S,3848834377,212,26.1,3848834379,213,3.2,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890421,4,1,1,0,3,4dsgumo7d4zupm2ugsvm4zm4d,0,28.4,47.9,2022-10-16T13:01:39.678Z,2022-12-19T08:20:17Z,3848834929,213,0.2,3848834927,212,69.7,3848834919,155,,3848834923,140,93.8,3851422589,178,,3848834921,56,Center,3848834931,1,,3848834925,141,65.4,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890427,3,52,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,1.8,32.8,2022-10-16T13:01:45.024Z,2022-12-19T08:21:20Z,3850324473,377,,3851422597,178,,,,,,,,,,,,,,,,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890641,4,1,1,0,18,48gk2hpqtsl6p9sx9kjhaydq4,1,13.8,48.2,2022-10-16T13:01:54.855Z,2022-12-19T08:21:20Z,3851422601,178,,3848835985,141,15.9,3848835981,56,Back,3848835983,140,21.5,3848835987,212,23.4,3848896685,123,,3848835989,213,5.1,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890671,5,1,1,0,20,48gk2hpqtsl6p9sx9kjhaydq4,1,21.5,15.9,2022-10-16T13:01:56.720Z,2022-12-19T08:21:20Z,3848836155,141,47.3,3848836157,212,22.6,3848836159,213,1.9,3851422605,178,,3848836151,56,Back,3848836153,140,14.4,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472890797,6,1,1,0,22,48gk2hpqtsl6p9sx9kjhaydq4,1,14.4,47.3,2022-10-16T13:01:59.399Z,2022-12-19T08:21:19Z,3851422633,178,,3848836819,213,5.0,3848836817,212,21.0,3848836813,140,19.2,3848836811,56,Back,3848836815,141,17.3,,,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
