id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2528635019,9,1,1,0,19,b496gs285it6bheuikox6z9mj,1,25.4,34.1,2023-04-04T18:46:15.529Z,2023-04-05T00:26:22Z,4164236539,178,,4163695051,213,1.7,4163695045,140,22.4,4163695043,56,Back,4163695047,141,66.1,4163695049,212,22.0,,,,,,,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635031,10,1,1,0,22,b496gs285it6bheuikox6z9mj,1,23.5,67.9,2023-04-04T18:46:17.819Z,2023-04-05T00:26:25Z,4163695121,213,1.3,4163695119,212,17.1,4163695113,56,Back,4163695117,141,92.3,4163695115,140,27.4,4164236723,178,,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635045,11,1,1,0,25,b496gs285it6bheuikox6z9mj,1,27.5,87.4,2023-04-04T18:46:20.745Z,2023-04-05T00:26:30Z,4163695181,213,4.6,4164236861,178,,4163695175,140,25.0,4163695179,212,20.0,4163695173,56,Back,4163695177,141,58.2,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635071,12,1,1,0,27,b496gs285it6bheuikox6z9mj,1,24.7,56.4,2023-04-04T18:46:22.891Z,2023-04-05T00:26:33Z,4163695259,56,Back,4164236901,178,,4163695267,213,4.1,4163695263,141,33.6,4163695265,212,19.0,4163695261,140,14.2,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635081,13,1,1,0,30,b496gs285it6bheuikox6z9mj,1,14.5,28.4,2023-04-04T18:46:25.690Z,2023-04-05T00:26:35Z,4164236993,178,,4163695339,140,21.9,4163695337,56,Back,4163695343,212,16.9,4163695345,213,5.2,4163695341,141,6.3,,,,,,,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635085,5,45,1,0,31,avxknfz4f6ob0rv9dbnxdzde0,0,72.2,88.7,2023-04-04T18:46:27.635Z,2023-04-05T00:26:39Z,4163695395,233,14,4163695363,56,Left,4163695365,286,,,,,,,,,,,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635091,14,3,1,0,31,b496gs285it6bheuikox6z9mj,1,27.8,11.3,2023-04-04T18:46:27.635Z,2023-04-05T00:26:39Z,4163695389,285,,4163695387,56,Back,4163695391,233,5,4164034823,465,,4164237103,178,,,,,,,,,,,7paw998ux29k7hx4t1g0wu85x,A. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528699105,853,42,1,0,32,b496gs285it6bheuikox6z9mj,1,23.3,13.8,2023-04-04T18:46:27.728Z,2023-04-05T00:26:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7paw998ux29k7hx4t1g0wu85x,A. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635101,15,1,1,0,33,b496gs285it6bheuikox6z9mj,1,26.7,11.5,2023-04-04T18:46:29.182Z,2023-04-05T00:26:48Z,4163695447,140,24.7,4163695449,141,24.7,4163695445,56,Back,4163695453,213,1.8,4163695451,212,9.2,4164237313,178,,,,,,,,7paw998ux29k7hx4t1g0wu85x,A. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635115,17,4,1,0,36,b496gs285it6bheuikox6z9mj,1,31.2,25.9,2023-04-04T18:46:32.013Z,2023-04-05T00:27:08Z,4163695511,152,,4163695513,265,,4163695509,56,Back,4163695507,13,,4163695515,285,,4163695567,233,6,,,,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635123,6,4,1,0,36,avxknfz4f6ob0rv9dbnxdzde0,0,68.8,74.1,2023-04-04T18:46:32.014Z,2023-04-05T00:27:07Z,4163695535,13,,4163695539,152,,4163695537,56,Center,4163695573,233,17,4163695577,286,,4163695541,265,,4164237795,389,,,,,6v1o4s2acog9guff3folo1jh1,J. Vardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635105,16,43,1,0,36,b496gs285it6bheuikox6z9mj,1,0,0,2023-04-04T18:46:32.413Z,2023-04-04T18:46:36Z,4163695471,285,0,4163695583,144,50,4163695469,56,Back,,,,,,,,,,,,,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635193,18,1,1,0,50,b496gs285it6bheuikox6z9mj,1,25.5,28.5,2023-04-04T18:46:46.435Z,2023-04-05T00:27:18Z,4163695975,56,Back,4163695973,152,,4163695979,141,33.8,4163695977,140,38.0,4163695971,5,,4164237953,178,,4163697329,189,,4163695981,212,13.6,8qys6qtdwgsycxducl062zld5,E. Konsa,4163695983,213,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635211,20,1,1,0,53,b496gs285it6bheuikox6z9mj,1,40,39.8,2023-04-04T18:46:48.886Z,2023-04-05T00:27:25Z,4163696059,155,,4164238063,178,,4163696061,56,Left,4163696071,1,,4163696069,213,1.2,4163696063,140,52.8,4163696067,212,36.7,4163696065,141,90.0,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635199,19,43,1,0,53,b496gs285it6bheuikox6z9mj,1,0,0,2023-04-04T18:46:49.557Z,2023-04-04T23:08:10Z,4164090841,1,0,4163697393,189,0,4164090855,155,0,4163696007,140,53.7,4163696019,213,1.2,4163696003,56,Left,4163696015,212,37.6,4164101499,144,1,btvuam6p4391am219taqtcted,J.  McGinn,4163696011,141,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635259,21,1,1,0,55,b496gs285it6bheuikox6z9mj,1,52.8,90,2023-04-04T18:46:51.412Z,2023-04-05T00:27:30Z,4164238145,178,,4163696343,56,Back,4163696349,212,24.0,4163696347,141,69.4,4163696345,140,34.2,4163696351,213,3.8,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635267,22,1,1,1,3,b496gs285it6bheuikox6z9mj,1,33.2,66.2,2023-04-04T18:46:59.270Z,2023-04-05T00:27:37Z,4164238343,178,,4163696425,212,18.3,4163696419,56,Back,4163696427,213,4.7,4163696423,141,39.3,4163696421,140,33.2,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635269,23,1,1,1,7,b496gs285it6bheuikox6z9mj,1,33.2,39.3,2023-04-04T18:47:03.038Z,2023-04-05T00:27:43Z,4163696435,56,Back,4163696439,141,40.6,4163696437,140,45.2,4163696441,212,12.6,4163696443,213,0.1,4164238513,178,,,,,,,,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635281,24,1,1,1,8,b496gs285it6bheuikox6z9mj,1,45.2,40.6,2023-04-04T18:47:03.941Z,2023-04-05T00:27:47Z,4163696501,141,66.4,4164238649,178,,4163696507,213,2.1,4163696505,212,20.8,4163696527,156,,4163696497,140,34.6,4163696495,56,Back,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635361,25,1,1,1,16,b496gs285it6bheuikox6z9mj,1,41.6,64.8,2023-04-04T18:47:12.635Z,2023-04-05T00:27:52Z,4163696915,141,35.3,4163696913,140,40.5,4163696919,213,4.7,4163696917,212,20.1,4164238755,178,,4163696911,56,Back,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635369,26,1,1,1,20,b496gs285it6bheuikox6z9mj,1,46.4,37.2,2023-04-04T18:47:16.532Z,2023-04-05T00:27:55Z,4163696977,155,,4163696979,56,Left,4163696983,141,85.9,4164238867,178,,4163696989,1,,4163696987,213,1.2,4163696985,212,36.1,4163696981,140,60.1,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635391,27,1,1,1,23,b496gs285it6bheuikox6z9mj,0,60.9,86,2023-04-04T18:47:18.901Z,2023-04-05T00:27:59Z,4163697119,213,0.4,4163697117,212,27.6,4163697109,3,,4163697113,140,85.2,4163697115,141,100.0,4164239027,388,,4163697111,56,Left,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635403,7,5,1,1,28,avxknfz4f6ob0rv9dbnxdzde0,1,11.8,-1.7,2023-04-04T18:47:24.303Z,2023-04-05T00:28:03Z,4163697181,233,28,4163697179,347,,4163697177,56,Back,,,,,,,,,,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635393,28,5,1,1,28,b496gs285it6bheuikox6z9mj,0,88.2,101.7,2023-04-04T18:47:24.303Z,2023-04-05T00:28:03Z,4163697197,233,7,4163697121,56,Left,4163697123,347,,,,,,,,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635491,8,1,1,1,45,avxknfz4f6ob0rv9dbnxdzde0,0,11.7,0,2023-04-04T18:47:41.059Z,2023-04-05T00:28:19Z,4163697629,107,,4163697635,141,12.3,4163697639,213,0.6,4163697637,212,16.9,4163697633,140,24.9,4163697631,56,Back,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635823,22,1,1,1,46,avxknfz4f6ob0rv9dbnxdzde0,0,32.2,6.4,2023-04-04T18:47:42.291Z,2023-04-05T01:01:03Z,4163699887,56,Back,4163699889,140,31.3,4163699899,213,3.8,4163699895,212,1.2,4163699891,141,5.4,4163699907,233,31,4163699913,286,,4163699905,236,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,4164240849,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635617,31,74,1,1,46,b496gs285it6bheuikox6z9mj,1,71.3,86.3,2023-04-04T18:47:42.293Z,2023-04-05T01:00:58Z,4164241481,21,,4163699917,233,22,4164241483,178,,4163698343,285,,4163698341,56,Left,,,,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635497,29,50,1,1,47,b496gs285it6bheuikox6z9mj,1,70,88.8,2023-04-04T18:47:43.014Z,2023-04-05T00:29:49Z,4163697671,56,Left,4163697673,286,,4163697931,233,9,,,,,,,,,,,,,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635537,9,7,1,1,47,avxknfz4f6ob0rv9dbnxdzde0,1,30,11.2,2023-04-04T18:47:43.522Z,2023-04-05T00:29:55Z,4163697927,233,29,4164035003,384,,4164242361,389,,4163697883,56,Back,4163697885,285,,,,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635539,10,4,1,1,50,avxknfz4f6ob0rv9dbnxdzde0,1,28.1,6.6,2023-04-04T18:47:46.654Z,2023-04-05T00:30:00Z,4163697891,56,Back,4163697901,233,30,4163697893,152,,4163697895,285,,4163697887,13,,4163697889,294,,,,,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635525,30,4,1,1,50,b496gs285it6bheuikox6z9mj,0,71.9,93.4,2023-04-04T18:47:46.655Z,2023-04-05T00:30:00Z,4163697829,294,,4163697827,13,,4164242531,178,,4163697831,56,Left,4163697835,286,,4163697833,152,,4163697925,233,10,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635595,11,1,1,2,6,avxknfz4f6ob0rv9dbnxdzde0,1,29.3,9.1,2023-04-04T18:48:02.275Z,2023-04-05T00:30:13Z,4163698221,213,2.6,4163698211,152,,4163698209,5,,4163698213,56,Back,4163698217,141,19.7,4163698219,212,13.1,4163698215,140,18.9,4164242913,178,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635611,12,1,1,2,9,avxknfz4f6ob0rv9dbnxdzde0,1,21,25.7,2023-04-04T18:48:05.151Z,2023-04-05T00:30:16Z,4164242989,178,,4163698317,212,26.3,4163698313,140,22.0,4163698319,213,1.5,4163698315,141,64.3,4163698311,56,Back,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635623,13,1,1,2,12,avxknfz4f6ob0rv9dbnxdzde0,1,26.7,66.1,2023-04-04T18:48:08.537Z,2023-04-05T00:30:20Z,4164243113,178,,4163698371,140,34.9,4163698369,56,Back,4163698377,213,1.1,4163698373,141,89.9,4163698375,212,18.3,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635631,14,1,1,2,15,avxknfz4f6ob0rv9dbnxdzde0,0,34.9,90.6,2023-04-04T18:48:11.235Z,2023-04-05T00:30:24Z,4163698411,140,58.5,4163698415,212,24.8,4163698407,155,,4163698413,141,91.9,4163698409,56,Left,4163698417,213,0.0,4164243241,178,,,,,bwai2k262meugz2fj7s2g58iy,V. Kristiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635635,32,49,1,2,17,b496gs285it6bheuikox6z9mj,1,39.4,4,2023-04-04T18:48:13.315Z,2023-04-05T00:30:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7paw998ux29k7hx4t1g0wu85x,A. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635663,33,4,1,2,21,b496gs285it6bheuikox6z9mj,1,57.8,5.6,2023-04-04T18:48:17.272Z,2023-04-05T00:30:32Z,4163698585,265,,4163698583,152,,4163698587,286,,4163698581,56,Right,4163698649,233,15,4163698579,13,,,,,,,,7paw998ux29k7hx4t1g0wu85x,A. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635669,15,4,1,2,21,avxknfz4f6ob0rv9dbnxdzde0,0,42.2,94.4,2023-04-04T18:48:17.273Z,2023-04-05T00:30:32Z,4164243447,178,,4163698623,265,,4163698617,13,,4163698625,285,,4163698619,56,Back,4163698621,152,,4163698653,233,33,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635707,34,1,1,2,27,b496gs285it6bheuikox6z9mj,1,58.6,6.6,2023-04-04T18:48:23.046Z,2023-04-05T00:30:37Z,4163698869,141,4.3,4163698867,140,65.7,4163698863,152,,4163698865,56,Right,4164243591,178,,4163698875,213,6.1,4163698871,212,7.6,4163698861,5,,7paw998ux29k7hx4t1g0wu85x,A. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635717,35,1,1,2,28,b496gs285it6bheuikox6z9mj,1,65.7,4.3,2023-04-04T18:48:24.041Z,2023-04-05T00:30:42Z,4163698921,212,5.0,4164243759,178,,4163698917,140,69.5,4163698919,141,8.8,4163698923,213,0.7,4163698915,56,Right,,,,,,,bhsh1n3qfg8awmctxlh8k7yzt,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635719,36,50,1,2,29,b496gs285it6bheuikox6z9mj,1,70.9,8.9,2023-04-04T18:48:24.683Z,2023-04-05T00:31:08Z,4163711875,233,16,4163698929,286,,4163698927,56,Right,,,,,,,,,,,,,,,,4jyrztlaueae7eg18kuvxa489,L. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635733,16,7,1,2,30,avxknfz4f6ob0rv9dbnxdzde0,0,29.1,91.1,2023-04-04T18:48:25.752Z,2023-04-05T00:31:10Z,4163698991,233,36,4164035063,383,,4163698981,56,Back,4164244587,178,,4163698983,285,,,,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635741,37,61,1,2,31,b496gs285it6bheuikox6z9mj,1,78.4,7.2,2023-04-04T18:48:26.793Z,2023-04-05T00:31:14Z,4163699027,56,Right,4164244759,178,,,,,,,,,,,,,,,,,,,,bhsh1n3qfg8awmctxlh8k7yzt,J. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528635743,38,50,1,2,32,b496gs285it6bheuikox6z9mj,1,89.2,9.5,2023-04-04T18:48:28.303Z,2023-04-05T00:31:52Z,4163699039,56,Right,4163699041,286,,4163699093,233,17,,,,,,,,,,,,,,,,4jyrztlaueae7eg18kuvxa489,L. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
