id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/20/value,assist,qualifier/17/value
2509068955,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-02-18T14:00:03.392Z,2023-02-18T14:00:03Z,4039335293,197,409,4039335295,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039335281,30,"e8dina16u5kt5ho4u5igtmimt, 9nq9bocnqq6bu8ho4m26qmkt1, 9o1vesnpfiucpoq35ihhpstex, 8g7clz1z04oqjxhg8xnqc7105, ed4w2l6hglrrxu2a75bn0tt5h, 35jaxclh329duzefna708jk5x, 8kb5h8df97ju107n9ibigo1cl, do3duah478rhz9cg2icde4h9m, xu7mykgl15kaib3olilmsez9, ceerfv28fygp7m2euv5n5uu39, 7qgt7sht6py670pt6t4wjhqay, 4njl5iqybub0cxbhjh2xbft9l, 6og6s61vrg51rfqxk9cipylzp, 4n782p6eaok71ai7ecj1jo1jp, d4vdrtte9kb9qmlkrx1rvgk45, 5tlxrhab4kdeud8d2r9z9hk2d, 8ro3lpzufz8ea9pa2j1jivqad, cpd8prwzxf0rzevtk33fpryt, 4nk3po2hbfahzgq57g8k4cg6h, 4b3axlxopby87f4luevihgwdl",4039335289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039335287,130,5,4039335291,194,9nq9bocnqq6bu8ho4m26qmkt1,4039335283,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039335285,59,"1, 23, 19, 16, 30, 2, 17, 8, 20, 27, 7, 4, 5, 11, 13, 15, 22, 26, 29, 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509068965,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-02-18T14:00:05.115Z,2023-02-18T14:00:05Z,4039335345,197,16497,4039335335,59,"1, 2, 3, 12, 5, 39, 10, 28, 9, 11, 29, 6, 7, 18, 22, 24, 25, 34, 42, 49",4039335343,194,983mn5yig2f4upkq9e97hx87p,4039335347,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4039335337,130,8,4039335329,30,"8szyip8c62bier901hmpqc7vt, 983mn5yig2f4upkq9e97hx87p, 9rfwfsz5cmckyjripqgtbc7op, 7dbzcwyph2xoljyhaogjo7mcp, 1zumt9vkrqd8d3p3eqtwezi6t, 9r20sl10trs6903jz83hmt6nd, 7sdbx7mzjxhvofvke9mp26kbu, 288nn7pbq5ewriiyb9o7da86h, 6q6i9x4w4vcdwwmiwq8k6sixh, 6kih58n0fzlod6c792xpey57t, 9z2j13bl5yh4i1vyofautc9yi, 6clj9dk6hdeaomo6yi7vcsv6d, 8rrcscn29rs1gk8mi1pwpu92i, a7k01exbkdcshdjzq049ywkq, ax5fuknlz3zc3fcesya61iod1, e8ekkg0yayhhmmhinl0v9une, dn3llv8xjdbbndltfym5ar561, 3k04wdlmjvnoib8q2zc806y5m, 7oikovl62nfxs6z54dzd85gx5, 9d4cokmqyy9vabji5g0ascavo",4039335331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4039335341,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121693,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-02-18T15:00:46.601Z,2023-02-18T21:25:44Z,4039614283,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121679,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-02-18T15:00:46.601Z,2023-02-18T15:00:46Z,4039614227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121803,3,1,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,50,50,2023-02-18T15:00:46.771Z,2023-02-18T21:33:06Z,4039614811,140,36.8,4039614819,279,S,4039614813,141,60.0,4039614815,212,15.4,4039614809,56,Back,4041906329,178,,4039614817,213,2.7,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121811,4,1,1,0,2,48gk2hpqtsl6p9sx9kjhaydq4,0,39.6,55.7,2023-02-18T15:00:48.890Z,2023-02-18T21:33:11Z,4039614847,155,,4039614859,1,,4039614851,140,74.8,4041906607,178,,4039614857,213,5.8,4039614855,212,40.9,4039614849,56,Center,4039614853,141,29.8,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121877,3,1,1,0,4,ehd2iemqmschhj2ec0vayztzz,1,23.8,70.5,2023-02-18T15:00:51.213Z,2023-02-18T21:33:18Z,4039615117,141,71.1,4039615115,140,29.3,4039615113,56,Back,4041906997,178,,4039615121,213,0.1,4039615119,212,5.8,4039615111,3,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509564991,899,43,1,0,6,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-02-18T15:00:52.907Z,2023-02-18T22:25:38Z,4041980007,233,918,4042027265,144,67,,,,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509564989,918,43,1,0,6,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-02-18T15:00:52.908Z,2023-02-18T22:25:37Z,4041980015,233,899,4042027263,144,67,,,,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509121887,4,1,1,0,6,ehd2iemqmschhj2ec0vayztzz,0,29.3,71.1,2023-02-18T15:00:52.937Z,2023-02-18T22:20:41Z,4039615157,56,Back,4041907805,178,,4039615163,212,1.2,4039615165,213,4.4,4039615159,140,29.0,4039615161,141,69.4,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
