id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/8/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/18/value
2521489741,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-03-18T14:00:05.067Z,2023-03-18T14:04:04Z,4105019299,130,8,4105019297,59,"31, 21, 27, 22, 18, 15, 37, 25, 20, 10, 7, 1, 9, 14, 24, 26, 33, 34, 40, 42",4105019307,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019295,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105019303,194,a1yoz8f4985o166nzcyigpj2t,4105019293,30,"bm9qgspytvdwy514kk6ytztg5, 33p3p5buydosugm9alv57o0r9, p87gxg8kc9ta6iipqt5fxmtx, 2bkp1lcaxmvwoanxwo0775cdl, enyatxtjef9lacem6c8cc1mmt, dfqpevw7bneap02x7mxo74pgp, 79nno03ww57p02dz5o0g60rqi, 6tma6gvgf6xphc5gm2el35vbp, otz9c2ifww514ummo10nfoix, a1yoz8f4985o166nzcyigpj2t, 18paf5a7rfe4kutxjl4cwd695, 5h2biadv4hd2ntcd7zo2c8639, 6v1o4s2acog9guff3folo1jh1, 51xwrb0qit04oz9x01p2gghjp, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, 70jmsf551d1sspqnm8t5lrch5, dhx0lu8rw0jupzzmbvqe8txwp, b6gva8y8bdyy7bmv6se449ap6, egi71rvlclvis07nzbvjhl9m1",4105019301,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019305,197,16498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521489775,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-03-18T14:00:08.236Z,2023-03-18T15:01:40Z,4105019445,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 8ju1opnca42o8i00wq3onzmqd, d9a62lhx21b0ym73rxd6mw8h5, 66939rcic8zhw13nlcniiq4t1, ek0k9s7axizns3vtzyy3z5nu, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, bxjc2heo4ve54cyvw98qcck45, 1h3mduwlaf89ebwtqxuegsodm, bs7iyv9ys61m88qh4rvb0tpzp, 45zetxtrvjb3muvcrr9b5it3p, 2xgvd7xovqcd6q30m59dbi11x, 34b0oqo4725okjxxngin9piw9, 4j6a6qec8m58zgojpbv8wxnf9, ebzt12h6z4a9mok0rohagmzf9, 84xefpsrml48n7czpnruzxkru, 9y3cnx4ymvbndjyu6sk936k4q",4105019453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4105019455,194,8ju1opnca42o8i00wq3onzmqd,4105019451,130,4,4105019447,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4105019449,59,"1, 2, 3, 6, 5, 16, 24, 8, 17, 19, 11, 9, 10, 13, 14, 15, 18, 22, 26, 33",4105019457,197,2058,4105019459,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558495,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-03-18T15:00:52.133Z,2023-03-18T15:00:53Z,4105373941,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558461,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-03-18T15:00:52.133Z,2023-03-18T19:10:10Z,4105373789,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558569,3,1,1,0,0,7yx5dqhhphyvfisohikodajhv,1,50,50,2023-03-18T15:00:52.140Z,2023-03-18T19:15:35Z,4105374333,213,3.3,4105374325,56,Back,4105374335,279,S,4105374331,212,19.9,4105374329,141,45.4,4107193595,178,,4105374327,140,31.3,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558585,4,1,1,0,2,7yx5dqhhphyvfisohikodajhv,0,31.5,45.4,2023-03-18T15:00:54.618Z,2023-03-18T19:15:38Z,4107193889,178,,4105374443,140,80.8,4105374445,141,71.5,4105374437,56,Center,4105374433,155,,4105374671,1,,4105374447,212,54.7,4105374449,213,0.3,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558683,3,1,1,0,6,avxknfz4f6ob0rv9dbnxdzde0,0,22.1,33.2,2023-03-18T15:00:58.277Z,2023-03-18T19:15:43Z,4105374993,141,29.8,4107194301,178,,4105374991,140,34.0,4105374995,212,12.7,4105374989,56,Back,4105374997,213,6.1,4105374987,3,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558939,5,1,1,0,8,7yx5dqhhphyvfisohikodajhv,1,62.5,77.6,2023-03-18T15:01:00.548Z,2023-03-18T19:15:46Z,4105376293,141,67.5,4105376249,3,,4105376295,212,10.4,4105376291,140,69.9,4107194621,388,,4105376297,213,5.6,4105376289,56,Center,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558953,6,4,1,0,10,7yx5dqhhphyvfisohikodajhv,1,75.1,64.5,2023-03-18T15:01:02.178Z,2023-03-18T19:15:59Z,4105376343,294,,4105376341,13,,4105376345,56,Center,4105376361,233,4,4105376347,152,,4105376349,286,,,,,,,,bxjc2heo4ve54cyvw98qcck45,Y. Wissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558903,4,4,1,0,10,avxknfz4f6ob0rv9dbnxdzde0,0,24.9,35.5,2023-03-18T15:01:02.179Z,2023-03-18T19:15:58Z,4105376109,294,,4105376389,233,6,4105376107,13,,4105376113,152,,4107195735,388,,4105376115,285,,4105376111,56,Back,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
