id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/10/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,assist,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2476218887,9,1,1,0,13,avxknfz4f6ob0rv9dbnxdzde0,1,26,28.9,2022-10-23T13:00:32.206Z,2022-10-23T19:19:11Z,3868311839,178,,3866368237,141,54.6,3866368241,213,2.2,3866368239,212,21.5,3866368233,56,Back,3866368235,140,14.1,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218919,10,1,1,0,16,avxknfz4f6ob0rv9dbnxdzde0,1,14.1,54.6,2022-10-23T13:00:35.238Z,2022-10-23T19:19:15Z,3868312207,178,,3866368437,213,1.2,3866368427,140,20.3,3866368425,56,Back,3866368433,212,17.1,3866368429,141,77.9,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218977,11,1,1,0,19,avxknfz4f6ob0rv9dbnxdzde0,1,20.3,77.9,2022-10-23T13:00:38.359Z,2022-10-23T19:19:18Z,3866368753,140,7.8,3866368755,141,54.7,3866368759,213,4.0,3868312435,178,,3866368757,212,20.5,3866368751,56,Back,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219019,12,1,1,0,23,avxknfz4f6ob0rv9dbnxdzde0,1,6,49.7,2022-10-23T13:00:41.456Z,2022-10-23T19:19:22Z,3866368991,56,Back,3866368997,212,21.4,3866368999,213,5.2,3868312643,178,,3866368993,140,14.7,3866368995,141,21.3,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219043,13,1,1,0,25,avxknfz4f6ob0rv9dbnxdzde0,1,14.7,21,2022-10-23T13:00:44Z,2022-10-23T19:19:25Z,3866369149,212,15.8,3866369145,140,8.1,3866369143,56,Back,3866369151,213,2.0,3868312779,178,,3866369147,141,41.9,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219139,14,1,1,0,27,avxknfz4f6ob0rv9dbnxdzde0,1,8.1,41.9,2022-10-23T13:00:46.046Z,2022-10-23T19:19:28Z,3866369595,140,15.1,3866369593,56,Back,3866369599,212,23.1,3868312959,178,,3866369597,141,74.1,3866369601,213,1.2,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219165,15,1,1,0,31,avxknfz4f6ob0rv9dbnxdzde0,1,20.6,74.6,2022-10-23T13:00:49.755Z,2022-10-23T19:19:32Z,3866369747,141,88.7,3868313279,178,,3866369751,213,1.2,3866369743,56,Back,3866369745,140,24.1,3866369749,212,10.3,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219207,16,1,1,0,33,avxknfz4f6ob0rv9dbnxdzde0,1,23.8,86,2022-10-23T13:00:51.715Z,2022-10-23T19:20:19Z,3866369961,140,25.4,3866369959,56,Back,3868316465,178,,3866369967,213,4.9,3866369965,212,9.7,3866369963,141,71.9,,,,,,,6icypdqtfk2k81ax0i49j5xpl,J. Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219235,17,1,1,0,34,avxknfz4f6ob0rv9dbnxdzde0,0,30.3,73.6,2022-10-23T13:00:52.646Z,2022-10-23T19:20:24Z,3866370085,141,71.7,3866370083,140,21.5,3866370089,213,3.3,3868316855,178,,3866370087,212,9.3,3866370079,56,Back,,,,,,,egi71rvlclvis07nzbvjhl9m1,B. Soumaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219199,3,49,1,0,35,b9si1jn1lfxfund69e9ogcu2n,1,79,26,2022-10-23T13:00:53.668Z,2022-10-23T19:20:30Z,,,,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219211,4,1,1,0,35,b9si1jn1lfxfund69e9ogcu2n,1,79,26.6,2022-10-23T13:00:53.757Z,2022-10-23T19:20:32Z,3866369979,212,4.1,3866369981,213,1.9,3866369975,140,77.6,3866369973,56,Center,3866369977,141,32.3,3868317335,178,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219305,5,1,1,0,37,b9si1jn1lfxfund69e9ogcu2n,1,78.6,33.8,2022-10-23T13:00:55.445Z,2022-10-23T19:20:39Z,3866370425,141,68.0,3866370423,140,85.4,3866370429,213,1.3,3868317967,178,,3866370427,212,24.3,3866370421,56,Center,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219353,6,1,1,0,40,b9si1jn1lfxfund69e9ogcu2n,1,86.9,73.1,2022-10-23T13:00:58.841Z,2022-10-23T19:20:49Z,3866370659,213,3.2,3866370655,141,71.1,3866370653,140,73.9,3866370651,56,Center,3868318749,178,,3866370657,212,13.7,,,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219381,7,1,1,0,41,b9si1jn1lfxfund69e9ogcu2n,1,73.9,71.1,2022-10-23T13:01:00.087Z,2022-10-23T19:20:53Z,3868318951,178,,3866370843,212,14.3,3866370839,140,73.5,3866370845,213,1.6,3866370837,56,Left,3866370841,141,92.1,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219419,8,1,1,0,44,b9si1jn1lfxfund69e9ogcu2n,1,72.2,91.2,2022-10-23T13:01:02.838Z,2022-10-23T19:20:56Z,3866371065,56,Center,3866371069,141,78.5,3866371071,212,12.2,3868319217,178,,3866371067,140,64.0,3866371073,213,3.9,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219479,9,1,1,0,46,b9si1jn1lfxfund69e9ogcu2n,1,64,77.4,2022-10-23T13:01:05.047Z,2022-10-23T19:21:05Z,3868319511,178,,3866371337,140,88.7,3866371341,212,26.3,3866371795,210,15,3866371339,141,71.3,3866371345,213,6.1,3866371797,154,,3866371333,155,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,1,3866371335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219487,10,15,1,0,49,b9si1jn1lfxfund69e9ogcu2n,1,89.6,70.7,2022-10-23T13:01:08.094Z,2022-10-23T19:21:06Z,3866371821,55,9,3866371561,72,,3866371565,82,,3866371825,102,49.1,3866371817,29,,3866371819,154,,3866371375,22,,3866371833,230,98.6,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,3866371827,103,19,3866371829,146,92.3,3868319891,178,3866376045,328,3866371831,147,65.2,3866371377,64,3866371379,56,Center,3866371835,231,53.1,3866371815,78,3866371577,233,18,,,,,,,,,,,,,,
2476219501,18,10,1,0,49,avxknfz4f6ob0rv9dbnxdzde0,1,6.2,31.6,2022-10-23T13:01:08.281Z,2022-10-23T19:21:09Z,3866371453,94,,3866371457,56,Back,3866371597,233,10,3868320173,178,,,,,,,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476607043,766,67,1,0,51,avxknfz4f6ob0rv9dbnxdzde0,1,3.9,39,2022-10-23T13:01:09.934Z,2022-10-23T21:37:09Z,3868429465,233,957,,,,,,,,,,,,,,,,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476607035,957,67,1,0,51,b9si1jn1lfxfund69e9ogcu2n,0,96.1,61,2022-10-23T13:01:09.935Z,2022-10-23T19:50:10Z,3868429487,233,766,,,,,,,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219523,19,12,1,0,51,avxknfz4f6ob0rv9dbnxdzde0,1,3.3,39.4,2022-10-23T13:01:09.964Z,2022-10-23T21:37:10Z,3868320589,178,,3866371663,167,,3866371631,141,0.0,3866371627,56,Back,3866371629,140,5.9,3866371633,212,28.3,3866371635,213,4.8,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219683,11,5,1,0,52,b9si1jn1lfxfund69e9ogcu2n,1,93.6,101.8,2022-10-23T13:01:10.925Z,2022-10-23T19:21:20Z,3866372437,233,20,3866372355,56,Left,3866372357,347,,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219527,20,5,1,0,52,avxknfz4f6ob0rv9dbnxdzde0,0,6.4,-1.8,2022-10-23T13:01:10.925Z,2022-10-23T19:21:20Z,3866372483,233,11,3866371649,56,Back,3866371651,347,,,,,,,,,,,,,,,,,enyatxtjef9lacem6c8cc1mmt,D. Amartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476221783,35,43,1,1,6,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-10-23T13:01:24.441Z,2022-10-23T13:56:37Z,3866769045,144,61,3866383405,56,Left,,,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219769,12,1,1,1,6,b9si1jn1lfxfund69e9ogcu2n,1,93.2,100,2022-10-23T13:01:24.478Z,2022-10-23T19:21:25Z,3866372783,140,94.1,3866372787,212,8.2,3866372785,141,89.6,3866372781,56,Left,3866372779,107,,3866372789,213,4.8,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219803,13,1,1,1,6,b9si1jn1lfxfund69e9ogcu2n,1,94.1,89.6,2022-10-23T13:01:25.260Z,2022-10-23T19:22:00Z,3866372995,140,89.2,3866373001,213,2.4,3866372993,56,Left,3866372999,212,7.1,3868323819,178,,3866372997,141,96.8,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220295,24,50,1,1,7,b9si1jn1lfxfund69e9ogcu2n,1,83.2,97.2,2022-10-23T13:01:26.236Z,2022-10-23T19:22:06Z,3866375471,286,,3866375467,56,Left,3866376015,233,25,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220251,25,7,1,1,8,avxknfz4f6ob0rv9dbnxdzde0,0,16.8,2.8,2022-10-23T13:01:26.686Z,2022-10-23T19:22:12Z,3866375237,167,,3866375241,56,Back,3866375985,233,24,3867535495,385,,3868324467,178,,3866375243,285,,,,,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219811,14,61,1,1,8,b9si1jn1lfxfund69e9ogcu2n,1,85.3,94.6,2022-10-23T13:01:26.809Z,2022-10-23T19:22:16Z,3866373055,56,Left,3868324847,178,,,,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219797,21,49,1,1,8,avxknfz4f6ob0rv9dbnxdzde0,1,23.3,3.7,2022-10-23T13:01:27.163Z,2022-10-23T19:22:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219851,22,1,1,1,9,avxknfz4f6ob0rv9dbnxdzde0,1,23.3,3.7,2022-10-23T13:01:28.363Z,2022-10-23T19:22:25Z,3866373219,212,6.2,3868325649,178,,3866373215,140,21.7,3866373213,56,Back,3866373221,213,1.8,3866373217,141,12.5,,,,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219879,24,43,1,1,10,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-10-23T13:01:28.397Z,2022-10-23T13:04:40Z,3866373351,56,Back,3866395131,144,61,,,,,,,,,,,,,,,,,,,otz9c2ifww514ummo10nfoix,P. Daka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219873,23,1,1,1,10,avxknfz4f6ob0rv9dbnxdzde0,0,21.7,12.5,2022-10-23T13:01:29.289Z,2022-10-23T19:22:30Z,3866373329,56,Back,3866373333,141,16.2,3866373335,212,15.5,3868326135,178,,3866373331,140,36.3,3866373337,213,0.2,3866373327,155,,,,,eo4uva2gnx08xdazfaqzyz2dx,Y. Tielemans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219919,15,49,1,1,13,b9si1jn1lfxfund69e9ogcu2n,1,52.2,82.7,2022-10-23T13:01:32.347Z,2022-10-23T19:22:39Z,,,,,,,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219947,16,1,1,1,14,b9si1jn1lfxfund69e9ogcu2n,1,52.2,82.7,2022-10-23T13:01:32.379Z,2022-10-23T19:22:42Z,3866373669,141,81.3,3866373665,140,56.5,3866373661,56,Left,3866373675,213,6.1,3868326953,178,,3866373673,212,4.6,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219977,17,1,1,1,15,b9si1jn1lfxfund69e9ogcu2n,1,56.5,81.3,2022-10-23T13:01:33.382Z,2022-10-23T19:22:52Z,3868327575,178,,3866373841,213,2.6,3866373837,141,92.6,3866373839,212,14.4,3866373835,140,44.9,3866373833,56,Back,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220035,18,1,1,1,17,b9si1jn1lfxfund69e9ogcu2n,1,42.2,92.1,2022-10-23T13:01:35.816Z,2022-10-23T19:22:56Z,3866374127,141,63.3,3866374121,56,Back,3866374131,213,3.9,3868327871,178,,3866374123,140,24.1,3866374129,212,27.3,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220063,19,1,1,1,20,b9si1jn1lfxfund69e9ogcu2n,1,23.4,62.9,2022-10-23T13:01:39.178Z,2022-10-23T19:23:02Z,3866374305,213,0.2,3866374303,212,4.0,3866374299,140,27.1,3866374301,141,64.2,3866374297,56,Back,3868328215,178,,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220111,20,1,1,1,23,b9si1jn1lfxfund69e9ogcu2n,1,23.7,65.3,2022-10-23T13:01:42.107Z,2022-10-23T19:23:05Z,3866374581,213,3.3,3868328357,178,,3866374571,141,61.4,3866374569,140,5.5,3866374577,212,19.3,3866374565,56,Back,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220201,21,1,1,1,25,b9si1jn1lfxfund69e9ogcu2n,1,5.5,61.4,2022-10-23T13:01:44.131Z,2022-10-23T19:23:08Z,3866375033,140,10.9,3866375035,141,90.2,3868328687,178,,3866375039,213,1.3,3866375037,212,20.4,3866375031,56,Back,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220257,22,1,1,1,29,b9si1jn1lfxfund69e9ogcu2n,0,13.1,88.7,2022-10-23T13:01:47.951Z,2022-10-23T19:23:12Z,3868328957,178,,3866375279,141,100.0,3866375281,212,20.3,3866375283,213,0.4,3866375277,140,30.6,3866375275,56,Back,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220263,23,5,1,1,31,b9si1jn1lfxfund69e9ogcu2n,0,31.8,101.4,2022-10-23T13:01:50.041Z,2022-10-23T19:23:14Z,3866375295,347,,3866375811,233,26,3866375291,56,Back,,,,,,,,,,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220331,26,5,1,1,31,avxknfz4f6ob0rv9dbnxdzde0,1,68.2,-1.4,2022-10-23T13:01:50.041Z,2022-10-23T19:23:14Z,3866375757,233,23,3866375729,56,Right,3866375731,347,,,,,,,,,,,,,,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220489,27,1,1,1,37,avxknfz4f6ob0rv9dbnxdzde0,1,62.7,0,2022-10-23T13:01:56.226Z,2022-10-23T19:23:24Z,3866376509,56,Right,3866376511,140,53.2,3866376517,212,13.9,3866376519,213,2.4,3866376507,107,,3866376515,141,12.2,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
