id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2497673325,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-01-15T13:00:03.795Z,2023-01-15T13:00:04Z,3979498319,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979498323,130,4,3979498317,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, c589fk8pfqvbukvtdqu1yhjv9, 7w4l5mrrrg66wvdd8ndb5zb9x, 7z5ugeh3ejhwa3c8tg7idkpud, doctoq9o6be1yap6je75w0vrp, 8lst9t1pyjhibrxh7xxl3wn9x, 96yg5g3b9o4gqbo2p299h4gdl, 7x6mnev1ob4u5ffmdsvusb4rt, 23oysjfutg5xy1f3o9bapnmxh, cjdycctu96jilvbvnl7ndh9sl, 37d7oej48pb143o5eilue1hhx",3979498331,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979498321,59,"22, 2, 33, 39, 5, 4, 36, 28, 9, 24, 7, 1, 6, 10, 11, 12, 14, 19, 20, 23",3979498327,194,65z99j774kjnbf7vm0u2q0jit,3979498329,197,420,3979498325,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497673333,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-15T13:00:05.719Z,2023-01-15T14:03:52Z,3979498355,59,"17, 2, 3, 6, 31, 13, 20, 26, 9, 18, 14, 1, 4, 8, 10, 11, 12, 21, 30, 38",3979498361,194,b1el7j39v2pgvl9zodd9usded,3979498359,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979498357,130,8,3979498365,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979498351,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, 8oyxr0sr61uhi2gm6bbtjdy39, a9k2946gt4hcqw8jpi6ow3jdh, chn2v9j6dqmuz2haoiuulbd91, b1el7j39v2pgvl9zodd9usded, afcwu800ox2u5zx6xaiygg1qt, ecp0v1dxqfjbgy3urnkz5d3o5, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, ch8dgambei1xbzmikkglg3c9h, 46jsa691lantlbcfqm1rtnlcl, 661b6x35l9b9uieqbcq7el1hx, dlpk0a4jgiswcm2r75uh1czpx, cgvp2cli2gi4cnyl62kt80r11, f0drogjsrwqv3hyjxuqcnk8vd, 8u8he2dwkbgjf3yo8jsltq9qt, dkwkmrmpb7rq4e660efcu5hat, 94zmvxw7yw020w43dn0qiclbd, afef63w1s01vagw51lo85qcd0",3979498353,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979498363,197,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702965,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-01-15T14:01:33.876Z,2023-01-15T21:56:37Z,3979653625,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702949,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-15T14:01:33.876Z,2023-01-15T14:01:34Z,3979653561,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702997,3,1,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,49.8,50.3,2023-01-15T14:01:33.945Z,2023-01-15T23:16:00Z,3979653823,213,3.0,3979653817,140,33.6,3980850055,178,,3979653819,141,54.0,3979653815,56,Back,3979653825,279,S,3979653821,212,17.2,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703017,4,1,1,0,2,hzqh7z0mdl3v7gwete66syxp,1,33,53.4,2023-01-15T14:01:36.394Z,2023-01-15T23:16:18Z,3979653947,140,35.8,3979653949,141,44.6,3979653953,213,5.2,3979653945,56,Back,3979653951,212,6.7,3980850355,178,,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497926987,690,67,1,0,5,hzqh7z0mdl3v7gwete66syxp,1,38,34.9,2023-01-15T14:01:38.890Z,2023-01-16T02:50:35Z,3980876757,233,869,,,,,,,,,,,,,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497926985,869,67,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,0,62,65.1,2023-01-15T14:01:38.891Z,2023-01-16T00:00:00Z,3980876761,233,690,,,,,,,,,,,,,,,,,,,,,,66r7rq9kcoyow46ovmhzrtec5,C. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703055,5,1,1,0,5,hzqh7z0mdl3v7gwete66syxp,0,37.5,36.9,2023-01-15T14:01:38.908Z,2023-01-16T02:50:35Z,3979654179,140,85.5,3979654177,56,Right,3980850401,178,,3979654183,212,54.6,3979654187,1,,3979654181,141,6.1,3979654185,213,5.9,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703095,3,49,1,0,10,7vn2i2kd35zuetw6b38gw9jsz,1,11.2,94.5,2023-01-15T14:01:44.380Z,2023-01-15T23:16:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703117,4,1,1,0,10,7vn2i2kd35zuetw6b38gw9jsz,0,11.2,94.5,2023-01-15T14:01:44.425Z,2023-01-15T23:16:37Z,3979654451,157,,3979654457,141,100.0,3979654459,212,28.7,3979654461,213,0.2,3979654455,140,38.2,3979654463,1,,3979654453,56,Back,3980850583,178,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703125,5,5,1,0,12,7vn2i2kd35zuetw6b38gw9jsz,0,36.2,101.6,2023-01-15T14:01:46.468Z,2023-01-15T23:16:42Z,3979654481,56,Back,3979655017,233,6,3979654483,347,,,,,,,,,,,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703211,6,5,1,0,12,hzqh7z0mdl3v7gwete66syxp,1,63.8,-1.6,2023-01-15T14:01:46.468Z,2023-01-15T23:16:42Z,3979654977,347,,3979654989,233,5,3979654975,56,Right,,,,,,,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703249,7,1,1,0,23,hzqh7z0mdl3v7gwete66syxp,1,65.9,0,2023-01-15T14:01:57.740Z,2023-01-15T23:17:01Z,3979655189,140,87.0,3979655185,107,,3979655193,212,22.5,3979655187,56,Right,3979655197,1,,3979655191,141,3.8,3979655195,213,0.2,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703253,8,50,1,0,26,hzqh7z0mdl3v7gwete66syxp,1,94.4,6.9,2023-01-15T14:02:00.424Z,2023-01-15T23:17:10Z,3979655227,286,,3979655717,233,6,3979655225,56,Right,,,,,,,,,,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
