id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2503707629,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-02-04T14:00:03.633Z,2023-02-04T15:06:21Z,4011147163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011147169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011147165,194,8ju1opnca42o8i00wq3onzmqd,4011147157,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011147161,130,4,4011147155,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 8ju1opnca42o8i00wq3onzmqd, d9a62lhx21b0ym73rxd6mw8h5, 66939rcic8zhw13nlcniiq4t1, bs7iyv9ys61m88qh4rvb0tpzp, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, bxjc2heo4ve54cyvw98qcck45, 1h3mduwlaf89ebwtqxuegsodm, 45zetxtrvjb3muvcrr9b5it3p, 2xgvd7xovqcd6q30m59dbi11x, 32bvxwhceid2xdcfx6cd8a8d1, 7j36oy8n0tu8ps0haqb4es48a, ek0k9s7axizns3vtzyy3z5nu, 9k8gysrsy1a261nhcszo4aoyx, 68n1ydedtlw2s6toghw9qiprd, 6o4pt3ffe9ogxcbdv694sr5uy",4011147159,59,"1, 2, 3, 6, 5, 16, 10, 8, 17, 19, 11, 9, 13, 14, 20, 23, 24, 27, 30, 34",4011147167,197,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503707675,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-02-04T14:00:06.296Z,2023-02-04T15:02:28Z,4011147367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011147361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4011147373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4011147357,30,"8jw1c54yfsk2m13uyl5yi5hm2, 45pygbjknhl8zym8wzu5o46ad, 67qku7vyvbw76086eu05nowd1, dgjl6ks0r7lbh09fe8cuwj7ro, 1tbc8iokapjgu8zjrc1knq28l, 2r1u01vlym0nwcwx86bwbuusq, 67oh9fkwrut68eegfjf5emaui, 6xdgasd4dvfgg4n23jw38473d, 59ujnkvl7rlffomi2bqpsmbpx, 7r6vds5j65fohi1k28cnqjqvp, 6tckvu2rw7ns18dq7dim0sout, 448wxnlqhqqf2hcecwut90n6y, 7wh91ajt4v3w9kfdpp5hf5mmt, dzsd79k6345s9105mb2r4fqol, 4042kk7ylrs378rh26b7mh42x, 37bmb84zex63yoipqwj01bcgl, dusjrdiyxfadenwx4pjr7catx, 6bhm9cfkwxv5ojh49rqv11g45, 18qxb54ol1s4mtgl7n3224ciy, 2oijcg6e36mwy3ie1num5wclx",4011147369,194,7r6vds5j65fohi1k28cnqjqvp,4011147371,197,17364,4011147365,130,8,4011147363,59,"31, 14, 15, 45, 35, 22, 23, 27, 10, 8, 24, 20, 12, 3, 4, 7, 9, 13, 26, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777231,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-02-04T15:00:39.666Z,2023-02-04T15:00:39Z,4011493513,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777249,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-02-04T15:00:39.666Z,2023-02-04T20:16:41Z,4011493603,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777309,3,1,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,50.2,49.9,2023-02-04T15:00:39.822Z,2023-02-04T19:27:54Z,4011493875,279,S,4013071979,178,,4011493867,141,45.5,4011493869,212,19.0,4011493865,140,32.3,4011493871,213,3.3,4011493863,56,Back,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777397,4,1,1,0,2,d5ydtvt96bv7fq04yqm2w2632,1,33.3,45.7,2023-02-04T15:00:42.502Z,2023-02-04T19:27:58Z,4011494251,141,94.8,4011494247,56,Left,4011494257,213,0.8,4011494249,140,64.9,4011494245,155,,4011494261,1,,4013072307,178,,4011494253,212,47.1,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777425,6,1,1,0,5,d5ydtvt96bv7fq04yqm2w2632,0,64.8,94.8,2023-02-04T15:00:44.897Z,2023-02-04T19:28:07Z,4011494393,140,71.7,4013072637,388,,4011494389,3,,4011494399,213,5.2,4011494395,141,73.0,4011494397,212,16.5,4011494391,56,Center,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777407,5,43,1,0,5,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-02-04T15:00:45.287Z,2023-02-04T15:03:04Z,4011494309,286,0,4011494307,56,Left,4011517651,144,44,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503777533,3,1,1,0,6,7yx5dqhhphyvfisohikodajhv,0,24.9,34.8,2023-02-04T15:00:46.632Z,2023-02-04T19:28:10Z,4011494883,140,37.6,4011494889,213,6.2,4011494885,141,33.5,4011494879,3,,4013072701,388,,4011494881,56,Back,4011494887,212,13.4,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503783893,19,44,1,0,8,d5ydtvt96bv7fq04yqm2w2632,1,60.8,80.8,2023-02-04T15:00:48.036Z,2023-02-04T20:30:49Z,4011526645,233,40,4011525813,56,Left,4011525817,286,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
