id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/12/value,qualifier/13/value,qualifier/15/value
2448623265,7,1,1,0,13,4dsgumo7d4zupm2ugsvm4zm4d,0,64.6,95,2022-08-20T16:30:25.889Z,2022-08-21T00:49:46Z,3719667903,140,69.7,3719667901,56,Left,3719667909,212,5.7,3721466235,178,,3719667913,213,5.9,3719667905,141,92.1,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623277,5,1,1,0,14,1pse9ta7a45pi2w2grjim70ge,1,26.9,18.6,2022-08-20T16:30:26.869Z,2022-08-21T00:50:00Z,3719667977,141,15.3,3719667979,212,16.0,3719667975,140,42.0,3719667973,56,Back,3721467167,178,,3719667981,213,6.1,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623279,6,49,1,0,15,1pse9ta7a45pi2w2grjim70ge,1,43,15.3,2022-08-20T16:30:27.978Z,2022-08-21T00:50:07Z,,,,,,,,,,,,,,,,,,,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623321,7,1,1,0,15,1pse9ta7a45pi2w2grjim70ge,1,43,15.3,2022-08-20T16:30:28.028Z,2022-08-21T00:50:15Z,3719668085,56,Back,3719668087,140,39.6,3719668089,141,15.3,3719668093,213,3.1,3721468183,178,,3719668091,212,3.6,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448976451,1025,43,1,0,18,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-20T16:30:31.143Z,2022-08-21T01:38:44Z,3721641799,144,83,3721640831,399,168991,,,,,,,,,,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448976695,1029,83,1,0,18,4dsgumo7d4zupm2ugsvm4zm4d,1,61.5,80.6,2022-08-20T16:30:31.144Z,2022-08-21T01:38:49Z,3721642091,399,168991,,,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623325,8,61,1,0,19,1pse9ta7a45pi2w2grjim70ge,0,38.7,15.6,2022-08-20T16:30:31.659Z,2022-08-21T00:51:44Z,3719668097,56,Back,3721470045,178,,,,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623335,8,49,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,1,52.8,90.3,2022-08-20T16:30:32.539Z,2022-08-21T00:51:54Z,,,,,,,,,,,,,,,,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624903,45,1,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,1,55.4,96,2022-08-20T16:30:32.689Z,2022-08-21T00:51:58Z,3719678581,213,3.9,3721475623,178,,3719678573,56,Back,3719678575,140,49.0,3719678577,141,86.8,3719678579,212,9.2,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623361,9,1,1,0,21,4dsgumo7d4zupm2ugsvm4zm4d,1,48.9,77.7,2022-08-20T16:30:34.420Z,2022-08-21T00:52:03Z,3719668317,213,4.5,3719668311,140,46.7,3719668315,212,12.3,3721476011,178,,3719668313,141,60.0,3719668309,56,Back,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623377,10,1,1,0,24,4dsgumo7d4zupm2ugsvm4zm4d,1,48.6,50.7,2022-08-20T16:30:36.627Z,2022-08-21T00:52:07Z,3719668405,141,22.3,3719668407,212,22.4,3719668409,213,5.2,3719668401,56,Center,3721476355,178,,3719668403,140,59.5,,,,,,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623387,11,1,1,0,27,4dsgumo7d4zupm2ugsvm4zm4d,1,59,14.4,2022-08-20T16:30:40.050Z,2022-08-21T00:53:16Z,3719668465,141,6.4,3719668461,56,Right,3719668469,213,5.4,3719668467,212,6.8,3719668463,140,62.9,3721480907,178,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623407,12,1,1,0,28,4dsgumo7d4zupm2ugsvm4zm4d,1,62.7,6.2,2022-08-20T16:30:40.779Z,2022-08-21T00:53:23Z,3719668599,140,43.4,3719668605,213,2.7,3719668597,56,Back,3719668601,141,18.6,3721481435,178,,3719668603,212,21.9,,,,,,,8tc7dcuwdeqbjgt7vw5p38xgq,B. Saka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623457,13,1,1,0,33,4dsgumo7d4zupm2ugsvm4zm4d,1,43.1,30.6,2022-08-20T16:30:45.551Z,2022-08-21T00:53:34Z,3719668933,141,67.9,3719668929,56,Back,3721482333,178,,3719668935,212,25.5,3719668931,140,40.7,3719668937,213,1.7,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623471,14,1,1,0,35,4dsgumo7d4zupm2ugsvm4zm4d,1,43.9,72.7,2022-08-20T16:30:48.420Z,2022-08-21T00:53:40Z,3721482805,178,,3719669015,140,54.4,3719669019,212,19.6,3719669017,141,96.5,3719669013,56,Left,3719669021,213,1.0,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623513,15,1,1,0,38,4dsgumo7d4zupm2ugsvm4zm4d,1,54.5,96.3,2022-08-20T16:30:51.136Z,2022-08-21T00:53:45Z,3719669213,56,Left,3719669221,213,0.1,3719669215,140,62.8,3719669217,141,97.4,3719669219,212,8.7,3721483255,178,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448978019,843,83,1,0,40,1pse9ta7a45pi2w2grjim70ge,1,32.6,5.5,2022-08-20T16:30:53.290Z,2022-08-21T01:40:59Z,3721648637,399,444145,,,,,,,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623515,16,1,1,0,40,4dsgumo7d4zupm2ugsvm4zm4d,1,66.4,96.6,2022-08-20T16:30:53.321Z,2022-08-21T00:53:51Z,3719894905,140,58.0,3719894907,141,95.0,3719894909,212,8.9,3719669225,56,Left,3719894911,213,3.3,3721483619,178,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623503,9,43,1,0,42,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-08-20T16:30:54.678Z,2022-08-20T17:20:43Z,3719669177,285,0,3719669175,56,Back,3719669265,233,16,3719894783,144,7,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623563,17,1,1,0,43,4dsgumo7d4zupm2ugsvm4zm4d,1,53.7,95.9,2022-08-20T16:30:55.498Z,2022-08-21T00:53:58Z,3721484223,178,,3719669413,140,41.3,3719669421,212,13.5,3719669423,213,3.4,3719669411,56,Back,3719669419,141,90.6,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623575,18,1,1,0,45,4dsgumo7d4zupm2ugsvm4zm4d,1,37.8,83.6,2022-08-20T16:30:57.977Z,2022-08-21T00:54:08Z,3721484975,178,,3719669493,140,21.5,3719669499,213,3.7,3719669491,56,Back,3719669497,212,20.5,3719669495,141,66.9,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623601,19,1,1,0,49,4dsgumo7d4zupm2ugsvm4zm4d,1,21.8,61.5,2022-08-20T16:31:02.112Z,2022-08-21T00:54:14Z,3719669691,141,24.6,3719669695,213,4.9,3721485371,178,,3719669693,212,25.7,3719669689,140,26.9,3719669687,56,Back,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623681,20,1,1,0,54,4dsgumo7d4zupm2ugsvm4zm4d,1,30.8,19.4,2022-08-20T16:31:06.692Z,2022-08-21T00:54:18Z,3719669935,56,Back,3719669941,212,15.4,3719669937,140,28.0,3721485659,178,,3719669939,141,41.6,3719669943,213,1.8,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623725,21,1,1,0,56,4dsgumo7d4zupm2ugsvm4zm4d,1,30.6,47,2022-08-20T16:31:09.307Z,2022-08-21T00:54:22Z,3719670093,212,16.2,3719670095,213,1.0,3719670091,141,67.5,3719670087,56,Back,3719670089,140,38.5,3721485969,178,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623743,22,1,1,0,59,4dsgumo7d4zupm2ugsvm4zm4d,0,41.3,72.3,2022-08-20T16:31:12.072Z,2022-08-21T00:54:29Z,3719670133,140,68.1,3719670129,155,,3719670137,212,28.4,3719670139,213,6.2,3719670131,56,Center,3719670135,141,67.2,3721486381,178,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623751,10,1,1,1,1,1pse9ta7a45pi2w2grjim70ge,1,27.3,34.2,2022-08-20T16:31:14.291Z,2022-08-21T00:54:39Z,3719670193,213,0.6,3721487061,178,,3719670191,212,10.5,3719670185,56,Back,3719670189,141,42.7,3719670187,140,35.6,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623797,11,1,1,1,2,1pse9ta7a45pi2w2grjim70ge,1,35.3,44.1,2022-08-20T16:31:14.893Z,2022-08-21T00:54:49Z,3719670407,212,28.1,3721487585,178,,3719670409,213,4.8,3719670401,56,Back,3719670405,141,3.1,3719670403,140,38.6,3719670399,3,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623801,12,49,1,1,6,1pse9ta7a45pi2w2grjim70ge,1,40.1,3.8,2022-08-20T16:31:18.901Z,2022-08-21T00:55:01Z,,,,,,,,,,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623825,13,1,1,1,6,1pse9ta7a45pi2w2grjim70ge,1,41.1,3.8,2022-08-20T16:31:18.942Z,2022-08-21T00:55:06Z,3719670541,141,21.6,3719670535,155,,3719670539,140,64.6,3719670537,56,Center,3719670545,213,0.5,3719670543,212,27.5,3721488721,178,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623831,14,44,1,1,9,1pse9ta7a45pi2w2grjim70ge,1,68.4,19.9,2022-08-20T16:31:21.433Z,2022-08-21T05:00:04Z,3719670567,286,,3719670569,233,23,3719670565,56,Right,,,,,,,,,,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623829,23,44,1,1,9,4dsgumo7d4zupm2ugsvm4zm4d,0,31.6,80.1,2022-08-20T16:31:21.434Z,2022-08-21T00:55:15Z,3719670577,233,14,3719670563,285,,3719670561,56,Back,,,,,,,,,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623851,15,1,1,1,9,1pse9ta7a45pi2w2grjim70ge,0,64.6,22.4,2022-08-20T16:31:21.485Z,2022-08-21T05:00:04Z,3719670675,140,63.5,3719670671,3,,3719670679,212,16.6,3719670677,141,0.0,3719670673,56,Right,3719670681,213,4.6,3721489629,388,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623857,16,5,1,1,13,1pse9ta7a45pi2w2grjim70ge,0,64.6,-1.6,2022-08-20T16:31:25.754Z,2022-08-21T00:55:28Z,3719670703,347,,3719670867,233,24,3719670701,56,Right,,,,,,,,,,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623881,24,5,1,1,13,4dsgumo7d4zupm2ugsvm4zm4d,1,35.4,101.6,2022-08-20T16:31:25.754Z,2022-08-21T00:55:27Z,3719670825,233,16,3719670821,347,,3719670819,56,Back,,,,,,,,,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448623977,25,1,1,1,16,4dsgumo7d4zupm2ugsvm4zm4d,1,36.5,100,2022-08-20T16:31:28.954Z,2022-08-21T00:55:41Z,3719671199,141,86.6,3719671191,107,,3719671205,213,3.8,3719671195,140,25.2,3719671203,212,15.5,3719671193,56,Back,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624023,26,1,1,1,20,4dsgumo7d4zupm2ugsvm4zm4d,1,24.9,77.1,2022-08-20T16:31:32.534Z,2022-08-21T00:55:46Z,3719671361,213,4.6,3721491365,178,,3719671355,140,23.5,3719671359,212,20.7,3719671357,141,46.8,3719671353,56,Back,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624043,27,1,1,1,22,4dsgumo7d4zupm2ugsvm4zm4d,1,23.8,43.3,2022-08-20T16:31:35.186Z,2022-08-21T01:02:34Z,3719671471,213,4.9,3719671465,140,27.2,3719671467,141,17.0,3719671469,212,18.2,3719671463,56,Back,3721512027,178,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624165,28,1,1,1,30,4dsgumo7d4zupm2ugsvm4zm4d,1,33.7,25.8,2022-08-20T16:31:43.311Z,2022-08-21T01:02:37Z,3719672097,213,1.6,3719672091,140,33.9,3719672095,212,30.8,3719672093,141,71.1,3721512139,178,,3719672089,56,Back,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624183,29,1,1,1,34,4dsgumo7d4zupm2ugsvm4zm4d,1,38,77.2,2022-08-20T16:31:46.733Z,2022-08-21T01:02:41Z,3719672177,140,41.1,3719672183,213,1.0,3719672179,141,83.9,3719672175,56,Back,3721512251,178,,3719672181,212,5.6,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624227,30,1,1,1,35,4dsgumo7d4zupm2ugsvm4zm4d,1,39.6,79.3,2022-08-20T16:31:48.388Z,2022-08-21T01:02:44Z,3719672339,141,67.8,3719672337,140,33.5,3719672341,212,10.1,3719672335,56,Back,3719672343,213,4.0,3721512373,178,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624259,31,1,1,1,38,4dsgumo7d4zupm2ugsvm4zm4d,1,32.1,63.6,2022-08-20T16:31:50.556Z,2022-08-21T01:02:50Z,3719672493,213,4.5,3719672491,212,12.3,3721512609,178,,3719672485,56,Back,3719672489,141,45.8,3719672487,140,30.0,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624359,32,1,1,1,40,4dsgumo7d4zupm2ugsvm4zm4d,1,28.7,38.8,2022-08-20T16:31:52.637Z,2022-08-21T01:02:56Z,3719672883,140,29.2,3721512787,178,,3719672885,141,25.2,3719672887,212,9.3,3719672889,213,4.8,3719672881,56,Back,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448979755,859,83,1,1,42,1pse9ta7a45pi2w2grjim70ge,1,70.9,71.8,2022-08-20T16:31:54.526Z,2022-08-21T01:43:44Z,3721657213,399,198869,,,,,,,,,,,,,,,,,,,,,,2ubxzcc4zioelrh0cvxnae4lx,B. Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448815859,971,43,1,1,43,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-20T16:31:56.332Z,2022-08-22T08:57:14Z,3720732791,464,0,3725835925,144,3,3720732793,467,156687,3721513135,178,0,3720732787,56,Back,3720732789,285,0,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448624365,33,4,1,1,44,4dsgumo7d4zupm2ugsvm4zm4d,1,26.5,25.1,2022-08-20T16:31:57.206Z,2022-08-21T01:03:14Z,3719672907,13,,3719672909,295,,3719672913,152,,3719673011,233,17,3719672915,285,,3719672911,56,Back,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
