id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2499717877,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-01-22T15:19:35.984Z,2023-01-22T15:30:24Z,3990284373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3990284377,130,4,3990284381,194,b1lcxeihx8z6pfv1jef4j5jh1,3990284375,59,"1, 4, 35, 5, 12, 6, 8, 34, 14, 7, 11, 3, 10, 16, 18, 19, 21, 23, 27, 30",3990331007,197,15758,3990284383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990284371,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, 2im16cd31tgg3yac3c8c18jbp, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 4ali7e2nk26rfzr0660xdrx0p, 57gg79gxvcfqtaoi0ruog7wmh, 2922aevmtpw4qvcwohmxmqtbd, 8qwpdf5jof7o6yy47v6iv11hx, 4qrvwap878sl5dz5n3o8mr71m, 375gnysvjk9bvq02ex1lkmynd, 98hc25d8y4c7o985f3li1y7ai, hwcrfg4h2ystqbd11qlmj015",3990284379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499726405,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-22T15:30:03.366Z,2023-01-22T15:30:39Z,3990330011,194,3vtjjrqof5z2tjj84ehadqc45,3990330003,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3990330013,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990330007,130,8,3990330001,30,"e00004wkpfc8jawioejmpu1n9, e1t5rgvs2hwnldts6vn8agzc9, 7uxt9a7t22ij4reg1uire5uqd, 9fvo9v5e9r0ptibied6ejv3zd, 3dph74ixutmbpscaon0b25sl, b17tkj4ea4jld8yupekcolall, v22q59d00b5v78rgx7v8z3vu, awda32rw2clw0sjemf7rkcel1, 57btqxe5sy3ygzxpp55p4umdx, 3vtjjrqof5z2tjj84ehadqc45, 604osk9a3lxpfpkavuziqmn6x, a3ms8havadt1y9x381l325txx, 1vz038uyzmq8saskeeo0qhm8l, bl8667xvrhy0tft8x3lgopomh, dubi41xs74u89icfnn80vxx3p, 84hisj17nuwx4scnizuxap239, 6oq2axbijb2qrhw86l7erxmcq, 5wengf05apke7rv3kms186j56, e5eiuko5p1yms97xndrvcr0bu, cgm6zre07l5qauif32jtfqsk4",3990331875,197,16074,3990330005,59,"1, 29, 23, 39, 19, 6, 21, 14, 27, 8, 10, 2, 5, 12, 17, 22, 28, 36, 49, 73",3990330009,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764407,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-01-22T16:30:25.641Z,2023-01-22T23:02:59Z,3990532775,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764347,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-22T16:30:25.641Z,2023-01-22T16:30:25Z,3990532425,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764369,3,1,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,50,50,2023-01-22T16:30:25.657Z,2023-01-22T23:09:04Z,3990532587,56,Back,3990532591,141,47.7,3991347973,178,,3990532593,212,12.5,3990532597,279,S,3990532595,213,3.3,3990532589,140,38.2,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764401,4,1,1,0,1,6eqit8ye8aomdsrrq0hk3v7gh,1,38.2,47.7,2023-01-22T16:30:27.531Z,2023-01-22T23:10:23Z,3990532741,212,22.2,3990532731,56,Back,3990532737,141,79.5,3991348753,178,,3990532745,213,1.8,3990532735,140,33.4,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764417,5,1,1,0,3,6eqit8ye8aomdsrrq0hk3v7gh,1,33.4,79.5,2023-01-22T16:30:29.004Z,2023-01-22T23:10:26Z,3990532841,56,Back,3991348781,178,,3990532849,213,3.6,3990532843,140,21.8,3990532847,212,13.6,3990532845,141,70.6,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764433,6,1,1,0,6,6eqit8ye8aomdsrrq0hk3v7gh,1,21.8,70.6,2023-01-22T16:30:31.642Z,2023-01-22T23:10:29Z,3990532933,140,29.6,3990532937,212,8.2,3990532935,141,71.5,3990532931,56,Back,3991348797,178,,3990532939,213,0.1,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764453,7,1,1,0,7,6eqit8ye8aomdsrrq0hk3v7gh,1,29.6,71.5,2023-01-22T16:30:32.823Z,2023-01-22T23:10:31Z,3990533037,141,92.4,3990533033,56,Back,3991348825,178,,3990533035,140,28.7,3990533041,213,1.6,3990533039,212,14.2,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499764457,8,3,1,0,9,6eqit8ye8aomdsrrq0hk3v7gh,0,28.2,93.4,2023-01-22T16:30:35.358Z,2023-01-22T23:10:35Z,3990533059,285,,3991022185,464,,3991348843,178,,3990533057,56,Back,3990533309,233,3,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
