id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value
2484596985,5,49,1,0,10,22doj4sgsocqpxw45h607udje,1,49.5,66.9,2022-11-12T15:01:04.402Z,2022-11-13T00:33:33Z,,,,,,,,,,,,,,,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485039931,945,67,1,0,10,22doj4sgsocqpxw45h607udje,1,47.6,74.4,2022-11-12T15:01:04.473Z,2022-11-13T02:01:05Z,3912835641,233,880,,,,,,,,,,,,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485039929,880,67,1,0,10,48gk2hpqtsl6p9sx9kjhaydq4,0,52.4,25.6,2022-11-12T15:01:04.474Z,2022-11-13T00:34:04Z,3912835649,233,945,,,,,,,,,,,,,,,,,,,,,,7sdbx7mzjxhvofvke9mp26kbu,C. Summerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484896613,916,3,1,0,11,22doj4sgsocqpxw45h607udje,0,48.8,77.5,2022-11-12T15:01:05.606Z,2022-11-12T23:55:02Z,3912018569,467,7dbzcwyph2xoljyhaogjo7mcp,3912018563,56,Back,3912018565,286,,3912801143,178,,3912018567,465,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597009,6,4,1,0,11,22doj4sgsocqpxw45h607udje,1,53.7,70,2022-11-12T15:01:06.109Z,2022-11-12T23:55:05Z,3910440857,233,7,3910440773,152,,3910440771,56,Center,3910440775,265,,3910440769,13,,3910440777,286,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596975,7,4,1,0,11,48gk2hpqtsl6p9sx9kjhaydq4,0,46.3,30,2022-11-12T15:01:06.110Z,2022-11-12T23:55:04Z,3910440637,56,Back,3910440651,265,,3912801203,178,,3910440657,285,,3910440883,233,6,3910440625,13,,3910440643,152,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597393,7,43,1,0,32,22doj4sgsocqpxw45h607udje,1,0,0,2022-11-12T15:01:26.624Z,2022-11-12T22:25:44Z,3910442443,140,42.7,3910442441,56,Back,3910806355,189,0,3910442445,141,82.1,3910442449,213,2.6,3910442447,212,13.8,3912724071,144,1,3910449575,152,0,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,3910449571,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597407,8,1,1,0,32,22doj4sgsocqpxw45h607udje,1,43.3,84.5,2022-11-12T15:01:26.996Z,2022-11-12T23:55:25Z,3912724205,5,,3912801675,178,,3910442523,213,5.9,3910442521,212,8.4,3910442515,56,Left,3910442519,141,80.0,3912724207,152,,3910442517,140,50.7,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597485,9,1,1,0,34,22doj4sgsocqpxw45h607udje,1,48,76.5,2022-11-12T15:01:28.627Z,2022-11-12T23:55:32Z,3910442929,212,19.4,3910442933,213,4.0,3910442923,140,36.3,3910442921,56,Back,3910442925,141,54.5,3912801817,178,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597579,10,1,1,0,38,22doj4sgsocqpxw45h607udje,1,35.8,55.1,2022-11-12T15:01:32.773Z,2022-11-12T23:55:35Z,3912801869,178,,3910443287,213,1.4,3910443285,212,14.2,3910443281,140,38.6,3910443283,141,75.6,3910443279,56,Back,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597589,11,61,1,0,40,22doj4sgsocqpxw45h607udje,0,39.2,73.5,2022-11-12T15:01:34.559Z,2022-11-12T23:55:46Z,3910443341,56,Back,3912802015,178,,,,,,,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485040125,881,43,1,0,41,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-11-12T15:01:35.306Z,2022-11-13T01:16:40Z,3912872179,144,67,3912836849,233,969,,,,,,,,,,,,,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485040123,969,43,1,0,41,22doj4sgsocqpxw45h607udje,1,0,0,2022-11-12T15:01:35.307Z,2022-11-13T01:16:39Z,3912872165,144,67,3912836853,233,881,,,,,,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597583,8,3,1,0,41,48gk2hpqtsl6p9sx9kjhaydq4,0,61.4,21,2022-11-12T15:01:35.317Z,2022-11-12T23:55:50Z,3910443479,233,12,3912023525,464,,3910443303,286,,3912802091,178,,3910443299,56,Right,,,,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597599,12,7,1,0,41,22doj4sgsocqpxw45h607udje,1,38.6,79,2022-11-12T15:01:35.335Z,2022-11-12T23:55:53Z,3912023797,383,,3910443379,285,,3910443431,233,8,3910443375,56,Back,3912802119,178,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597675,13,1,1,0,43,22doj4sgsocqpxw45h607udje,1,36.3,65.7,2022-11-12T15:01:37.762Z,2022-11-12T23:55:57Z,3910443679,141,16.9,3910443685,1,,3910443675,56,Back,3910443681,212,34.1,3910443683,213,4.5,3912802201,178,,3910443677,140,28.9,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597755,14,1,1,0,46,22doj4sgsocqpxw45h607udje,1,28.9,16.9,2022-11-12T15:01:40.314Z,2022-11-12T23:56:00Z,3910444065,140,24.0,3910444063,56,Back,3910444069,212,25.1,3912802275,178,,3910444071,213,1.8,3910444067,141,53.1,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597877,15,1,1,0,49,22doj4sgsocqpxw45h607udje,0,27.4,58.4,2022-11-12T15:01:44.272Z,2022-11-12T23:56:03Z,3910444637,140,66.7,3912802321,178,,3910444635,56,Left,3910444633,155,,3910444639,141,88.4,3910444645,1,,3910444641,212,46.0,3910444643,213,0.5,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597915,9,44,1,0,52,48gk2hpqtsl6p9sx9kjhaydq4,1,33,10.8,2022-11-12T15:01:47.270Z,2022-11-13T02:01:05Z,3910444799,56,Back,3910444801,285,,3910444817,233,16,,,,,,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597881,16,44,1,0,52,22doj4sgsocqpxw45h607udje,0,67,89.2,2022-11-12T15:01:47.271Z,2022-11-12T23:56:07Z,3910444649,56,Left,3910444897,233,9,3910444651,286,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597927,10,1,1,0,53,48gk2hpqtsl6p9sx9kjhaydq4,0,32.8,10,2022-11-12T15:01:47.334Z,2022-11-13T02:01:06Z,3910444853,3,,3910444855,56,Back,3910444859,141,10.0,3910444857,140,34.3,3912802453,388,,3910444861,212,1.6,3910444863,213,0,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597903,17,61,1,0,53,22doj4sgsocqpxw45h607udje,1,66.7,88.4,2022-11-12T15:01:47.357Z,2022-11-12T23:56:21Z,3912802603,388,,3912802601,15,,3910444729,56,Left,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597985,11,1,1,0,55,48gk2hpqtsl6p9sx9kjhaydq4,0,33.4,10.4,2022-11-12T15:01:49.377Z,2022-11-12T23:56:28Z,3912802889,388,,3910445147,140,58.1,3910445151,212,27.1,3910445153,213,6.0,3910445145,56,Right,3910445143,3,,3910445149,141,0.0,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484597997,12,5,1,0,58,48gk2hpqtsl6p9sx9kjhaydq4,0,56.2,-1.2,2022-11-12T15:01:53.265Z,2022-11-12T23:56:34Z,3910445493,233,18,3910445195,347,,3910445191,56,Right,,,,,,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598035,18,5,1,0,58,22doj4sgsocqpxw45h607udje,1,43.8,101.2,2022-11-12T15:01:53.265Z,2022-11-12T23:56:33Z,3910445387,347,,3910445385,56,Back,3910445459,233,12,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598141,19,1,1,1,0,22doj4sgsocqpxw45h607udje,1,41.8,100,2022-11-12T15:01:55.281Z,2022-11-12T23:56:37Z,3910445895,107,,3910445899,140,33.6,3910445897,56,Back,3910445901,141,91.4,3910445905,213,3.8,3910445903,212,11.1,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598233,20,1,1,1,4,22doj4sgsocqpxw45h607udje,1,32.3,86,2022-11-12T15:01:58.501Z,2022-11-12T23:56:43Z,3910446297,212,35.7,3910446299,213,4.7,3910446301,1,,3910446295,141,33.5,3910446291,56,Back,3910446293,140,32.6,3912803181,178,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598273,21,1,1,1,7,22doj4sgsocqpxw45h607udje,1,31.7,30.1,2022-11-12T15:02:01.602Z,2022-11-12T23:56:49Z,3910446467,141,7.1,3910446471,212,17.7,3910446473,213,5.2,3910446463,140,39.5,3910446457,56,Back,3912803251,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598281,22,1,1,1,9,22doj4sgsocqpxw45h607udje,0,40.7,6.7,2022-11-12T15:02:03.968Z,2022-11-12T23:56:52Z,3910446507,212,2.2,3910446761,286,,3912803343,178,,3910446757,233,13,3910446505,141,6.2,3910446501,140,42.8,3910446509,213,6.1,3910446497,56,Back,anxby26pfxpu4u5bfy9nbuvah,Emerson,3910446755,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598327,13,74,1,1,9,48gk2hpqtsl6p9sx9kjhaydq4,1,59.1,95.3,2022-11-12T15:02:04.035Z,2022-11-12T23:56:57Z,3912803421,178,,3910446805,233,22,3910446695,56,Left,3910446697,285,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598301,23,61,1,1,9,22doj4sgsocqpxw45h607udje,1,42.9,6.2,2022-11-12T15:02:04.192Z,2022-11-12T23:57:02Z,3912803487,178,,3910446591,56,Back,,,,,,,,,,,,,,,,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598351,14,49,1,1,11,48gk2hpqtsl6p9sx9kjhaydq4,1,58.6,95.1,2022-11-12T15:02:05.750Z,2022-11-12T23:57:09Z,,,,,,,,,,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598395,15,1,1,1,11,48gk2hpqtsl6p9sx9kjhaydq4,1,58.6,95.1,2022-11-12T15:02:05.837Z,2022-11-12T23:57:14Z,3910447005,213,4.2,3910447001,141,88.1,3910446993,56,Left,3910447003,212,5.4,3912803611,178,,3910446997,140,56.2,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598417,16,1,1,1,13,48gk2hpqtsl6p9sx9kjhaydq4,0,56.7,89.3,2022-11-12T15:02:07.667Z,2022-11-12T23:57:21Z,3910447115,213,6.2,3910447111,141,88.1,3910447113,212,7.4,3910447107,56,Left,3912803669,178,,3910447109,140,63.7,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598437,24,8,1,1,14,22doj4sgsocqpxw45h607udje,1,31.7,20.6,2022-11-12T15:02:08.379Z,2022-11-12T23:57:25Z,3912803699,178,,3910447207,56,Back,3912091831,384,,,,,,,,,,,,,,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598555,25,49,1,1,16,22doj4sgsocqpxw45h607udje,1,36,34.1,2022-11-12T15:02:10.651Z,2022-11-12T23:57:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598617,26,1,1,1,17,22doj4sgsocqpxw45h607udje,1,36,34.1,2022-11-12T15:02:11.983Z,2022-11-12T23:57:50Z,3912803995,178,,3910448021,213,1.1,3910448013,140,44.5,3910448011,56,Back,3910448015,141,58.2,3910448019,212,18.7,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598707,27,1,1,1,21,22doj4sgsocqpxw45h607udje,1,59.1,64.5,2022-11-12T15:02:15.413Z,2022-11-12T23:57:54Z,3910448427,140,70.3,3912804041,178,,3910448429,141,91.7,3910448431,212,21.9,3910448425,56,Left,3910448433,213,1.0,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598749,28,1,1,1,25,22doj4sgsocqpxw45h607udje,0,74.6,88.7,2022-11-12T15:02:19.950Z,2022-11-14T16:31:26Z,3912093933,225,,3916879719,233,17,3910448625,213,5.3,3910448621,141,45.8,3912093937,72,,3912804115,178,,3910448619,140,93.7,3910448615,155,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,3910448627,1,,3912093935,387,3910448617,56,Center,3910448623,212,35.4,3910448613,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484598771,17,11,1,1,27,48gk2hpqtsl6p9sx9kjhaydq4,1,5.2,52.7,2022-11-12T15:02:21.635Z,2022-11-14T16:31:26Z,3912092727,56,Back,3912093093,378,,3912092729,88,,3916879723,233,28,3912804171,388,,,,,,,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599295,19,1,1,1,36,48gk2hpqtsl6p9sx9kjhaydq4,1,9.1,46.8,2022-11-12T15:02:30.900Z,2022-11-12T23:58:52Z,3910451251,213,5.1,3910451247,141,25.8,3912804991,178,,3910451243,56,Back,3910451245,140,14.0,3910451241,123,,3910451249,212,15.2,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599075,18,43,1,1,38,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-11-12T15:02:32.952Z,2022-11-12T15:02:50Z,3910452623,144,52,,,,,,,,,,,,,,,,,,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599311,20,1,1,1,40,48gk2hpqtsl6p9sx9kjhaydq4,1,13.5,19.6,2022-11-12T15:02:34.885Z,2022-11-12T23:58:55Z,3912805043,178,,3910451301,56,Back,3910451305,141,3.1,3910451303,140,22.8,3910451309,213,5.4,3910451307,212,14.9,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484599327,21,1,1,1,41,48gk2hpqtsl6p9sx9kjhaydq4,1,24.9,3.1,2022-11-12T15:02:36.194Z,2022-11-12T23:58:58Z,3912805099,178,,3910451427,56,Back,3910451429,140,12.0,3910451431,141,17.6,3910451435,213,2.5,3910451433,212,16.8,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
