id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/17/value
2506274735,8,1,1,0,17,avxknfz4f6ob0rv9dbnxdzde0,1,61.1,22.8,2023-02-11T15:00:30.967Z,2023-02-12T00:42:33Z,4024618801,56,Center,4024618805,141,32.2,4024618809,213,2.2,4024618807,212,8.0,4027121503,178,,4024618803,140,56.5,,,,,,,79nno03ww57p02dz5o0g60rqi,Tetê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274741,9,1,1,0,18,avxknfz4f6ob0rv9dbnxdzde0,1,56.1,31.2,2023-02-11T15:00:31.758Z,2023-02-12T00:42:38Z,4027121579,178,,4024618843,212,17.2,4024618837,56,Right,4024618845,213,4.8,4024618841,141,6.1,4024618839,140,57.7,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274767,10,1,1,0,20,avxknfz4f6ob0rv9dbnxdzde0,1,57.1,7,2023-02-11T15:00:34.358Z,2023-02-12T00:42:42Z,4024618893,56,Center,4024618897,141,23.0,4024618901,213,2.0,4024618899,212,11.9,4024618895,140,52.5,4027121675,178,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274793,11,1,1,0,22,avxknfz4f6ob0rv9dbnxdzde0,1,52.6,22.8,2023-02-11T15:00:36.142Z,2023-02-12T00:42:45Z,4027121741,178,,4024618943,140,44.2,4024618947,212,9.7,4024618949,213,2.7,4024618945,141,28.8,4024618941,56,Back,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274813,12,1,1,0,24,avxknfz4f6ob0rv9dbnxdzde0,1,42.6,30,2023-02-11T15:00:38.301Z,2023-02-12T00:42:48Z,4027121877,178,,4024619061,56,Back,4024619071,212,21.3,4024619067,141,61.1,4024619075,213,1.7,4024619063,140,40.1,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274843,13,1,1,0,27,avxknfz4f6ob0rv9dbnxdzde0,1,40.1,61.4,2023-02-11T15:00:40.697Z,2023-02-12T00:42:51Z,4027121929,178,,4024619215,56,Back,4024619223,141,37.0,4024619217,140,40.4,4024619225,212,16.6,4024619227,213,4.7,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275019,14,1,1,0,29,avxknfz4f6ob0rv9dbnxdzde0,1,42,33.9,2023-02-11T15:00:43.491Z,2023-02-12T00:42:53Z,4024619943,213,0.8,4024619933,155,,4024619937,140,68.4,4024619945,1,,4027122017,178,,4024619939,141,78.7,4024619941,212,41.2,4024619935,56,Center,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275073,15,1,1,0,31,avxknfz4f6ob0rv9dbnxdzde0,0,69.6,79.1,2023-02-11T15:00:45.684Z,2023-02-12T00:43:03Z,4024620151,3,,4024620155,140,72.5,4024620159,212,9.2,4027122253,388,,4024620157,141,66.3,4024620161,213,5.0,4024620153,56,Center,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274967,4,4,1,0,34,22doj4sgsocqpxw45h607udje,1,28,32.6,2023-02-11T15:00:48.321Z,2023-02-12T00:43:11Z,4024849839,233,16,4024619733,13,,4024619735,294,,4024619739,152,,4024619741,285,,4024619737,56,Back,,,,,,,5gb7v3m0qisn24c7h49xn250p,J. Tanganga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275079,16,4,1,0,34,avxknfz4f6ob0rv9dbnxdzde0,0,72,67.4,2023-02-11T15:00:48.322Z,2023-02-12T00:43:10Z,4024620181,294,,4024620185,152,,4027122491,388,,4024620187,286,,4024849909,233,4,4024620179,13,,4024620183,56,Center,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275253,5,1,1,0,51,22doj4sgsocqpxw45h607udje,1,24.2,36.2,2023-02-11T15:01:05.039Z,2023-02-12T00:43:21Z,4024620991,212,10.7,4027122811,178,,4024620973,152,,4024620987,141,47.3,4024620967,5,,4024620993,213,0.8,4024620983,140,31.4,4024620977,56,Back,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275295,6,1,1,0,55,22doj4sgsocqpxw45h607udje,1,31.7,32.3,2023-02-11T15:01:08.750Z,2023-02-12T00:43:23Z,4024621137,140,35.7,4024621135,56,Back,4027122867,178,,4024621139,141,6.2,4024621145,213,4.9,4024621143,212,18.2,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275301,7,61,1,0,57,22doj4sgsocqpxw45h607udje,0,35.5,5.3,2023-02-11T15:01:10.904Z,2023-02-12T00:43:28Z,4024621165,56,Back,4027122987,178,,,,,,,,,,,,,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275321,17,50,1,0,58,avxknfz4f6ob0rv9dbnxdzde0,1,59.8,94.3,2023-02-11T15:01:12.070Z,2023-02-12T00:43:34Z,4024621259,286,,4024621257,56,Left,4024621555,233,8,,,,,,,,,,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275369,8,7,1,0,58,22doj4sgsocqpxw45h607udje,0,40.2,5.7,2023-02-11T15:01:12.286Z,2023-02-12T00:43:37Z,4026023891,383,,4024621489,233,17,4024621469,56,Back,4024621471,285,,4027123225,178,,,,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275343,18,49,1,1,0,avxknfz4f6ob0rv9dbnxdzde0,1,51.7,90.8,2023-02-11T15:01:13.751Z,2023-02-12T00:43:43Z,,,,,,,,,,,,,,,,,,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275361,19,1,1,1,0,avxknfz4f6ob0rv9dbnxdzde0,1,51.7,90.8,2023-02-11T15:01:13.861Z,2023-02-12T00:43:46Z,4024621453,141,96.2,4024621449,56,Back,4024621455,212,8.8,4024621451,140,44.1,4024621457,213,2.7,4027123423,178,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275411,20,1,1,1,1,avxknfz4f6ob0rv9dbnxdzde0,1,44.2,95.9,2023-02-11T15:01:15.196Z,2023-02-12T00:43:48Z,4024621687,141,74.5,4024621691,213,3.9,4024621685,140,30.6,4027123483,178,,4024621689,212,20.4,4024621681,56,Back,,,,,,,bwai2k262meugz2fj7s2g58iy,V. Kristiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275439,21,1,1,1,4,avxknfz4f6ob0rv9dbnxdzde0,1,26.7,75.4,2023-02-11T15:01:17.704Z,2023-02-12T00:43:56Z,4024621817,141,52.7,4024621815,140,12.6,4024621819,212,21.4,4027123627,178,,4024621813,56,Back,4024621821,213,3.9,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275477,22,1,1,1,7,avxknfz4f6ob0rv9dbnxdzde0,1,14.2,48.4,2023-02-11T15:01:20.918Z,2023-02-12T00:43:59Z,4024621967,212,25.2,4027123691,178,,4024621965,141,12.9,4024621969,213,5.0,4024621961,56,Back,4024621963,140,21.1,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275511,23,1,1,1,9,avxknfz4f6ob0rv9dbnxdzde0,1,21.2,16.1,2023-02-11T15:01:23.375Z,2023-02-12T00:44:05Z,4024622143,140,27.3,4024622145,141,26.1,4027123871,178,,4024622149,213,0.8,4024622141,56,Back,4024622147,212,9.3,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275523,24,61,1,1,10,avxknfz4f6ob0rv9dbnxdzde0,0,25.5,28.2,2023-02-11T15:01:24.172Z,2023-02-12T00:44:10Z,4027123997,178,,4024622203,56,Back,,,,,,,,,,,,,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275573,10,61,1,1,11,22doj4sgsocqpxw45h607udje,0,75.9,61.5,2023-02-11T15:01:24.878Z,2023-02-12T00:44:19Z,4024622347,56,Center,4027124181,178,,,,,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275533,9,43,1,1,11,22doj4sgsocqpxw45h607udje,1,0,0,2023-02-11T15:01:25.415Z,2023-02-11T15:02:03Z,4024626713,144,49,,,,,,,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275663,25,1,1,1,12,avxknfz4f6ob0rv9dbnxdzde0,0,25.4,51.3,2023-02-11T15:01:26.478Z,2023-02-12T00:44:23Z,4024622745,140,11.6,4024622749,212,19.3,4027124267,389,,4024622747,141,32.5,4024622751,213,3.9,4024622743,56,Back,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506281145,38,49,1,1,15,22doj4sgsocqpxw45h607udje,1,86.9,72.8,2023-02-11T15:01:28.722Z,2023-02-12T00:44:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275659,11,3,1,1,15,22doj4sgsocqpxw45h607udje,0,87.8,68.8,2023-02-11T15:01:28.878Z,2023-02-12T00:44:33Z,4026026319,465,,4024622737,56,Center,4027124499,178,,4024622739,286,,4024622967,233,26,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275685,26,7,1,1,15,avxknfz4f6ob0rv9dbnxdzde0,1,12.2,31.2,2023-02-11T15:01:29.024Z,2023-02-12T00:44:37Z,4026026467,383,,4024622845,285,,4024622921,233,11,4024622843,56,Back,4027124619,178,,,,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275697,27,49,1,1,16,avxknfz4f6ob0rv9dbnxdzde0,1,11.5,28.3,2023-02-11T15:01:30.481Z,2023-02-12T00:44:40Z,,,,,,,,,,,,,,,,,,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275735,28,1,1,1,16,avxknfz4f6ob0rv9dbnxdzde0,1,12,28.5,2023-02-11T15:01:30.560Z,2023-02-12T00:44:45Z,4024623093,56,Back,4024623101,141,32.1,4027124853,178,,4024623105,212,7.0,4024623097,140,18.2,4024623111,213,0.4,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275765,29,1,1,1,19,avxknfz4f6ob0rv9dbnxdzde0,0,17.8,32.1,2023-02-11T15:01:33.089Z,2023-02-12T00:44:49Z,4027124899,178,,4024623211,212,3.8,4024623209,141,27.3,4024623205,56,Back,4024623213,213,4.2,4024623207,140,16.0,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275783,12,49,1,1,19,22doj4sgsocqpxw45h607udje,1,88.2,72,2023-02-11T15:01:33.602Z,2023-02-12T00:44:53Z,,,,,,,,,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275901,13,1,1,1,22,22doj4sgsocqpxw45h607udje,1,88.4,62.7,2023-02-11T15:01:36.237Z,2023-02-12T00:45:13Z,4024623869,140,85.9,4027125117,178,,4024623871,141,57.5,4024623867,56,Center,4024623875,213,4.1,4024623873,212,4.4,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275971,14,1,1,1,24,22doj4sgsocqpxw45h607udje,1,86.4,58.4,2023-02-11T15:01:37.881Z,2023-02-12T00:45:17Z,4024624177,56,Center,4024624183,212,14.2,4024624179,140,95.6,4024624181,141,73.8,4027125617,178,,4024624185,213,0.8,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276007,15,1,1,1,26,22doj4sgsocqpxw45h607udje,1,95.6,73.8,2023-02-11T15:01:39.822Z,2023-02-12T00:45:22Z,4027125681,178,,4024625377,210,13,4024624303,56,Center,4024624309,212,10.8,4024625381,154,,4024624305,140,88.9,4024624313,213,4.0,4024624307,141,61.8,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276011,16,13,1,1,27,22doj4sgsocqpxw45h607udje,1,85.3,60.8,2023-02-11T15:01:40.819Z,2023-02-12T00:45:22Z,4024625463,328,,4024625453,154,,4024625451,29,,4024625455,55,15,4024624579,20,,4024625459,102,45.0,4024625465,230,98.6,4024625461,103,70.8,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,4024625449,74,4024624331,22,4024624335,56,Center,4024625467,231,51.1,4024624333,17,4027125759,178,,,,,,,,,,,,,,,,,,,,,,,,,
2506275985,30,5,1,1,28,avxknfz4f6ob0rv9dbnxdzde0,1,-0.8,53.9,2023-02-11T15:01:41.842Z,2023-02-12T00:45:24Z,4024624221,56,Back,4024950881,233,233,4024624223,346,,,,,,,,,,,,,,,,,7wu5l9m2kt30c4nifxdi3btg5,N. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506339017,233,5,1,1,28,22doj4sgsocqpxw45h607udje,0,100.8,46.1,2023-02-11T15:01:41.842Z,2023-02-12T00:45:24Z,4024950951,233,30,4024950037,56,Center,4024950043,346,,,,,,,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276769,31,1,1,1,53,avxknfz4f6ob0rv9dbnxdzde0,0,4.1,50.4,2023-02-11T15:02:07.256Z,2023-02-12T00:45:26Z,4024627799,56,Center,4024627795,124,,4024627803,141,52.5,4024627797,155,,4024627811,74,,4024627807,213,0.0,4024627801,140,52.8,4024627805,212,51.2,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,4024627809,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276761,17,49,1,1,55,22doj4sgsocqpxw45h607udje,1,44.6,53.7,2023-02-11T15:02:09.647Z,2023-02-12T00:45:29Z,,,,,,,,,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276915,18,1,1,1,57,22doj4sgsocqpxw45h607udje,1,46.8,44.3,2023-02-11T15:02:10.893Z,2023-02-12T00:45:33Z,4024628593,141,11.8,4024628595,212,26.0,4027126041,178,,4024628591,140,59.8,4024628597,213,5.3,4024628589,56,Right,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276979,19,1,1,2,3,22doj4sgsocqpxw45h607udje,1,74.8,11.8,2023-02-11T15:02:17.273Z,2023-02-12T00:45:41Z,4027126259,178,,4024628881,212,5.5,4024628877,140,74.3,4024628883,213,4.6,4024628875,56,Right,4024628879,141,3.7,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277047,20,1,1,2,5,22doj4sgsocqpxw45h607udje,1,74.5,5.2,2023-02-11T15:02:18.989Z,2023-02-12T00:45:44Z,4024629151,212,12.4,4024629153,213,2.9,4024629149,141,10.1,4027126385,178,,4024629145,56,Right,4024629147,140,63.1,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277107,21,1,1,2,7,22doj4sgsocqpxw45h607udje,1,64.6,14.5,2023-02-11T15:02:20.748Z,2023-02-12T00:45:46Z,4024629393,212,8.3,4027126439,178,,4024629389,140,56.7,4024629391,141,13.6,4024629395,213,3.2,4024629387,56,Right,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
