id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2533460003,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-15T10:30:00.479Z,2023-04-15T11:29:01Z,4189416721,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189416729,194,65z99j774kjnbf7vm0u2q0jit,4189416727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189416731,197,420,4189416733,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189416725,130,4,4189416723,59,"22, 2, 33, 39, 5, 4, 28, 7, 14, 23, 8, 1, 6, 9, 11, 13, 19, 24, 32, 36",4189416719,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 5tbabvk43ljv3z3wd9mh0y8r9, c589fk8pfqvbukvtdqu1yhjv9, 7x6mnev1ob4u5ffmdsvusb4rt, 37d7oej48pb143o5eilue1hhx, 8mjj0wgufggpc1ai2dk21h90p, 7w4l5mrrrg66wvdd8ndb5zb9x, 7z5ugeh3ejhwa3c8tg7idkpud, 66r7rq9kcoyow46ovmhzrtec5, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, bijr1ghojrxc61se7ebt72f9x, exzca2akgjl00jfd2hzh33h7t, 9pv566tidfz21e00y4t0mbap5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533460011,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-04-15T10:30:01.632Z,2023-04-15T11:35:26Z,4189416785,194,btvuam6p4391am219taqtcted,4189416783,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189416777,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189416779,59,"1, 18, 15, 6, 4, 5, 7, 32, 11, 10, 41, 3, 9, 16, 22, 25, 27, 38, 56, 66",4189416775,30,"3zl1q2gk6tdmzirsyfgm38no5, 7paw998ux29k7hx4t1g0wu85x, 3m7wjcmet9b8sc5tu0ct8j0et, 7j84ozqdpgupzxevbxemi5tyh, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, btvuam6p4391am219taqtcted, 1emj0rlthc8syfleox4c39kut, 5m0j33eoa5c8pqlr0tdf7undh, l0qqn9tlgov91p5d1zzdupcl, bhsh1n3qfg8awmctxlh8k7yzt, cot71zatz9vm1hyzp5ecqhvpx, 9uo88sreasbyj41lg34hxy28l, 172klpuv2h1enskc8fz79xg45, 7wovx9b2bkkc2ett3m2b26iqy, 4myy5br8yj5678xlji3up1ryt, e8gz0tmmdh1ql8qrn1ncrvnpx, 268os78lzi8fggnve9n15h5ux, 93l4n6i8ndeqbrubekomd5ca2, 4m0bughfoyenolwza4i3araxg",4189416781,130,8,4189416789,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189416787,197,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492195,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-15T11:31:01.887Z,2023-04-15T11:31:05Z,4189568353,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492187,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-04-15T11:31:01.887Z,2023-04-15T19:18:35Z,4189568311,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492233,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,49.9,50,2023-04-15T11:31:01.909Z,2023-04-15T19:22:35Z,4189568537,56,Back,4189568545,213,2.7,4189568539,140,39.6,4189568543,212,11.7,4192333873,178,,4189568541,141,56.7,4189568547,279,S,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492269,4,1,1,0,3,b496gs285it6bheuikox6z9mj,1,38.7,54.9,2023-04-15T11:31:05.273Z,2023-04-15T19:22:40Z,4189568749,56,Back,4189568755,212,20.6,4189568753,141,33.2,4192334289,178,,4189568751,140,25.0,4189568757,213,3.9,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492331,5,1,1,0,6,b496gs285it6bheuikox6z9mj,1,24.8,33.5,2023-04-15T11:31:07.908Z,2023-04-15T19:22:44Z,4189569139,212,27.8,4189569137,141,57.8,4192334665,178,,4189569135,140,3.5,4189569133,56,Back,4189569141,213,2.5,,,,,,,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492391,6,1,1,0,11,b496gs285it6bheuikox6z9mj,1,3.5,66.5,2023-04-15T11:31:13.291Z,2023-04-15T19:22:48Z,4189569423,56,Back,4189569425,140,21.7,4192334969,178,,4189569431,213,0.8,4189569427,141,95.0,4189569429,212,27.2,4189569421,155,,,,,3zl1q2gk6tdmzirsyfgm38no5,E. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492431,7,1,1,0,15,b496gs285it6bheuikox6z9mj,1,16.4,94.2,2023-04-15T11:31:17.378Z,2023-04-15T19:22:53Z,4192335417,178,,4189569563,213,3.4,4189569555,56,Back,4189569561,212,8.7,4189569559,141,90.5,4189569557,140,8.5,,,,,,,3m7wjcmet9b8sc5tu0ct8j0et,Álex Moreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533492481,8,1,1,0,16,b496gs285it6bheuikox6z9mj,0,8.5,90.5,2023-04-15T11:31:18.050Z,2023-04-15T19:23:03Z,4189569813,141,95.9,4192336023,178,,4189569821,213,0.1,4189569805,56,Back,4189569823,1,,4189569809,140,47.8,4189569817,212,41.4,4189569801,157,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
