id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2453396551,4,44,1,0,19,hzqh7z0mdl3v7gwete66syxp,1,32.3,86.4,2022-08-30T18:31:04.732Z,2022-08-31T03:24:57Z,3745083785,285,,3745083783,56,Back,3745083813,233,8,,,,,,,,,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396545,8,44,1,0,19,e5p0ehyguld7egzhiedpdnc3w,0,67.7,13.6,2022-08-30T18:31:04.733Z,2022-08-31T01:50:07Z,3745083773,56,Right,3745083775,286,,3745083831,233,4,,,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396575,5,1,1,0,19,hzqh7z0mdl3v7gwete66syxp,1,34.2,83,2022-08-30T18:31:04.791Z,2022-08-31T03:24:57Z,3745083923,140,28.0,3745083925,141,95.0,3745083929,213,2.2,3745083927,212,10.4,3746375697,388,,3745083919,3,,3745083921,56,Back,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396581,6,49,1,0,21,hzqh7z0mdl3v7gwete66syxp,1,25.5,97.5,2022-08-30T18:31:06.989Z,2022-08-31T01:50:17Z,,,,,,,,,,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396625,7,1,1,0,21,hzqh7z0mdl3v7gwete66syxp,1,25.5,97.5,2022-08-30T18:31:07.055Z,2022-08-31T01:50:20Z,3746375939,178,,3745084189,212,39.9,3745084187,141,78.1,3745084181,157,,3745084185,140,61.4,3745084183,56,Center,3745084193,1,,3745084191,213,5.9,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396747,8,1,1,0,25,hzqh7z0mdl3v7gwete66syxp,1,60.5,79.6,2022-08-30T18:31:10.681Z,2022-08-31T01:50:28Z,3745084783,140,62.0,3745084785,141,95.9,3745084781,56,Left,3745084779,3,,3745084789,213,1.4,3745084787,212,11.2,3746376137,178,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453641199,859,43,1,0,32,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-08-30T18:31:17.735Z,2022-08-31T02:24:47Z,3746418687,144,82,3746418579,178,0,,,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396805,9,1,1,0,34,hzqh7z0mdl3v7gwete66syxp,0,95.8,93.9,2022-08-30T18:31:19.905Z,2022-08-31T01:50:41Z,3746153829,224,,3745085061,2,,3745085075,1,,3745085073,213,4.7,3746153831,72,,3745085063,155,,3745085065,56,Center,3745085071,212,35.5,1ehvdoglquy9ldibpvajw34d1,N. Kebano,3745085067,140,97.0,3745085069,141,41.8,3746376459,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396797,9,44,1,0,36,e5p0ehyguld7egzhiedpdnc3w,1,3.2,57.2,2022-08-30T18:31:22.052Z,2022-08-31T03:24:57Z,3745085015,285,,3745085013,56,Back,3745085153,233,10,,,,,,,,,,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396811,10,44,1,0,36,hzqh7z0mdl3v7gwete66syxp,0,96.8,42.8,2022-08-30T18:31:22.053Z,2022-08-31T01:50:46Z,3745085099,56,Center,3745085103,286,,3745085221,233,9,,,,,,,,,,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396807,10,12,1,0,36,e5p0ehyguld7egzhiedpdnc3w,1,3.4,56.2,2022-08-30T18:31:22.110Z,2022-08-31T03:24:58Z,3745085085,212,13.2,3745085083,141,74.0,3745085081,140,8.5,3745085087,213,1.2,3746376643,388,,3745085079,56,Back,3745085109,15,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396845,11,61,1,0,37,e5p0ehyguld7egzhiedpdnc3w,0,10.5,75.8,2022-08-30T18:31:23.358Z,2022-08-31T01:50:54Z,3745085251,56,Back,3746376711,178,,,,,,,,,,,,,,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453647061,1270,43,1,0,39,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-08-30T18:31:24.537Z,2022-08-31T03:28:38Z,3746449121,233,1708,3746449149,144,67,,,,,,,,,,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453647059,1708,43,1,0,39,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-30T18:31:24.538Z,2022-08-31T03:28:39Z,3746449125,233,1270,3746449155,144,67,,,,,,,,,,,,,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453591727,762,3,1,0,39,hzqh7z0mdl3v7gwete66syxp,0,90.6,11.3,2022-08-30T18:31:24.567Z,2022-08-31T01:50:59Z,3746376817,178,,3746154511,465,,3746154513,467,87g6qlasqe627i5g7ir30j2sp,3746154509,286,,3746154507,56,Right,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396927,11,4,1,0,39,hzqh7z0mdl3v7gwete66syxp,1,91.8,12.5,2022-08-30T18:31:24.867Z,2022-08-31T01:51:03Z,3745085647,13,,3745085649,56,Right,3745085693,233,12,3745085655,286,,3745085653,265,,3745085651,152,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453396917,12,4,1,0,39,e5p0ehyguld7egzhiedpdnc3w,0,8.2,87.5,2022-08-30T18:31:24.868Z,2022-08-31T01:51:03Z,3745085599,13,,3745085601,56,Back,3745085605,265,,3745085603,152,,3745085607,285,,3746376951,178,,3745085711,233,11,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397677,12,1,1,1,25,hzqh7z0mdl3v7gwete66syxp,0,89.6,11.9,2022-08-30T18:32:11.249Z,2022-08-31T01:51:11Z,3745089761,141,46.7,3745089753,155,,3745089755,152,,3745089757,56,Center,3745089759,140,87.9,3745089749,2,,3746154933,20,,3745089763,212,23.7,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,3745089765,213,1.6,3745089751,5,,3746377091,178,3746154931,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397709,13,12,1,1,27,e5p0ehyguld7egzhiedpdnc3w,1,14.1,53,2022-08-30T18:32:12.458Z,2022-08-31T01:51:26Z,3745089899,213,0.3,3745089887,56,Back,3745089915,15,,3745089889,140,24.0,3745089895,212,10.8,3745089891,141,57.5,3746377335,388,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397755,13,1,1,1,29,hzqh7z0mdl3v7gwete66syxp,1,76.9,40.3,2022-08-30T18:32:14.672Z,2022-08-31T01:51:35Z,3746377643,178,,3745090115,56,Center,3745090121,212,8.2,3745090125,213,2.2,3745090117,140,72.4,3745090119,141,50.1,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397779,14,1,1,1,30,hzqh7z0mdl3v7gwete66syxp,1,71.6,45.2,2022-08-30T18:32:16.363Z,2022-08-31T01:51:42Z,3745090247,140,63.9,3745090249,141,29.4,3746377777,178,,3745090245,56,Center,3745090251,212,13.4,3745090253,213,4.1,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397853,15,1,1,1,33,hzqh7z0mdl3v7gwete66syxp,1,65.3,24.1,2022-08-30T18:32:19.112Z,2022-08-31T01:51:48Z,3745090667,56,Right,3745090669,140,66.6,3746377917,178,,3745090673,212,11.9,3745090671,141,6.7,3745090675,213,4.8,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397885,16,1,1,1,35,hzqh7z0mdl3v7gwete66syxp,1,66.6,6.7,2022-08-30T18:32:21.242Z,2022-08-31T01:51:52Z,3745090839,56,Right,3745090847,213,0.1,3745090837,155,,3746378019,178,,3745090841,140,87.4,3745090843,141,11.1,3745090845,212,22.0,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397915,17,1,1,1,37,hzqh7z0mdl3v7gwete66syxp,0,87.4,11.1,2022-08-30T18:32:23.052Z,2022-08-31T01:51:58Z,3745090995,3,,3745091007,213,6.3,3746378193,388,,3745090999,56,Right,3745091001,140,100.0,3745091005,212,14.3,3745091003,141,11.0,3745090997,168,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397933,14,5,1,1,41,e5p0ehyguld7egzhiedpdnc3w,1,-1.5,86.6,2022-08-30T18:32:26.722Z,2022-08-31T01:52:03Z,3745091103,346,,3745091101,56,Back,3745091135,233,18,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453397917,18,5,1,1,41,hzqh7z0mdl3v7gwete66syxp,0,101.5,13.4,2022-08-30T18:32:26.722Z,2022-08-31T01:52:03Z,3745091013,56,Right,3745091015,346,,3745091181,233,14,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398423,15,1,1,2,7,e5p0ehyguld7egzhiedpdnc3w,0,4.1,49.4,2022-08-30T18:32:52.794Z,2022-08-31T01:52:12Z,3745093807,56,Center,3745093809,140,70.7,3745093805,124,,3745093819,74,,3745093817,1,,3745093813,212,70.7,3745093811,141,64.7,3745093815,213,0.1,d9yxninyn4bac8f0ufxsnlqll,Robert Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398453,19,1,1,2,11,hzqh7z0mdl3v7gwete66syxp,0,32.9,32.5,2022-08-30T18:32:56.600Z,2022-08-31T01:52:16Z,3746378545,388,,3745093959,140,42.9,3745093957,56,Back,3745093961,141,31.3,3745093963,212,10.5,3745093965,213,6.2,3745093955,3,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398451,16,44,1,2,12,e5p0ehyguld7egzhiedpdnc3w,1,55.8,67.9,2022-08-30T18:32:58.257Z,2022-08-31T03:24:58Z,3745093953,286,,3745093951,56,Center,3745094009,233,20,,,,,,,,,,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398461,20,44,1,2,12,hzqh7z0mdl3v7gwete66syxp,0,44.2,32.1,2022-08-30T18:32:58.258Z,2022-08-31T01:52:25Z,3745093985,56,Back,3745094099,233,16,3745093989,285,,,,,,,,,,,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398469,17,1,1,2,12,e5p0ehyguld7egzhiedpdnc3w,0,54.5,67.1,2022-08-30T18:32:58.397Z,2022-08-31T03:24:58Z,3745094037,141,50.8,3745094039,212,25.1,3746378723,388,,3745094041,213,5.8,3745094033,56,Center,3745094035,140,76.0,3745094031,3,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453470155,397,1,1,2,15,hzqh7z0mdl3v7gwete66syxp,1,24.5,51.8,2022-08-30T18:33:00.967Z,2022-08-31T01:52:36Z,3745487511,212,1.7,3745487513,213,5.3,3746378923,178,,3745487505,140,25.4,3745487503,56,Back,3745487509,141,49.7,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398509,21,1,1,2,16,hzqh7z0mdl3v7gwete66syxp,1,23.5,46.4,2022-08-30T18:33:01.895Z,2022-08-31T01:52:46Z,3745482451,212,5.9,3745482453,213,5.7,3745482445,140,28.2,3746379097,178,,3745482449,141,41.7,3745094259,56,Back,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453470829,398,49,1,2,17,hzqh7z0mdl3v7gwete66syxp,1,30.1,39.1,2022-08-30T18:33:03.081Z,2022-08-31T01:53:01Z,,,,,,,,,,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398543,22,1,1,2,17,hzqh7z0mdl3v7gwete66syxp,1,25.5,46.4,2022-08-30T18:33:03.134Z,2022-08-31T01:52:59Z,3745094457,56,Back,3745094467,213,5.9,3745094463,141,43.1,3745094465,212,5.4,3745094461,140,30.2,3746379423,178,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398549,23,61,1,2,18,hzqh7z0mdl3v7gwete66syxp,0,28.9,40,2022-08-30T18:33:03.502Z,2022-08-31T01:53:07Z,3746379659,178,,3745094495,56,Back,,,,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453466425,453,61,1,2,18,e5p0ehyguld7egzhiedpdnc3w,0,70.6,56.7,2022-08-30T18:33:04.047Z,2022-08-31T01:53:11Z,3745466957,56,Center,3746379771,178,,,,,,,,,,,,,,,,,,,,2up6hmpgok15ge6cqkb8j444p,E. Mwepu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453641989,893,67,1,2,18,hzqh7z0mdl3v7gwete66syxp,1,28.4,43.3,2022-08-30T18:33:04.348Z,2022-08-31T03:24:59Z,3746423857,233,1092,,,,,,,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453641985,1092,67,1,2,18,e5p0ehyguld7egzhiedpdnc3w,0,71.6,56.7,2022-08-30T18:33:04.349Z,2022-08-31T02:34:53Z,3746423861,233,893,,,,,,,,,,,,,,,,,,,,,,2up6hmpgok15ge6cqkb8j444p,E. Mwepu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453467515,396,50,1,2,18,hzqh7z0mdl3v7gwete66syxp,1,29.4,40.8,2022-08-30T18:33:04.374Z,2022-08-31T03:24:59Z,3745473143,285,,3745473473,233,18,3745473141,56,Back,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398563,18,7,1,2,19,e5p0ehyguld7egzhiedpdnc3w,1,70.6,59.2,2022-08-30T18:33:04.462Z,2022-08-31T01:53:35Z,3745462413,286,,3745473465,233,396,3746155785,384,,3745094543,56,Center,3746380357,178,,,,,,,,,,,2up6hmpgok15ge6cqkb8j444p,E. Mwepu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398569,19,49,1,2,19,e5p0ehyguld7egzhiedpdnc3w,1,70.7,55.4,2022-08-30T18:33:05.203Z,2022-08-31T01:53:41Z,,,,,,,,,,,,,,,,,,,,,,,,,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398579,20,1,1,2,20,e5p0ehyguld7egzhiedpdnc3w,1,70.7,55.4,2022-08-30T18:33:05.621Z,2022-08-31T01:53:44Z,3745094605,141,33.9,3745094603,140,72.1,3745094601,56,Center,3746380499,178,,3745094607,212,14.7,3745094609,213,4.8,,,,,,,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398621,21,1,1,2,21,e5p0ehyguld7egzhiedpdnc3w,1,72.5,33.5,2022-08-30T18:33:07.287Z,2022-08-31T01:53:50Z,3746380607,178,,3745094841,212,16.3,3745094843,213,5.8,3745094835,56,Center,3745094837,140,86.1,3745094839,141,21.8,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453398641,22,43,1,2,24,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-30T18:33:09.535Z,2022-08-30T18:34:24Z,3745094921,56,Center,3745095107,233,24,3745101851,144,3,3745094927,286,0,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
