id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2442548613,207,5,1,27,18,1qtaiy11gswx327s0vkibf70n,1,44.8,101.2,2022-08-06T14:29:00.900Z,2022-08-06T23:10:40Z,3687373285,233,264,3687370827,347,,3687370825,56,Back,,,,,,,,,,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548645,264,5,1,27,18,7vn2i2kd35zuetw6b38gw9jsz,0,55.2,-1.2,2022-08-06T14:29:00.900Z,2022-08-06T23:10:40Z,3687373291,233,207,3687370993,347,,3687370991,56,Right,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548665,208,1,1,27,19,1qtaiy11gswx327s0vkibf70n,1,43.4,100,2022-08-06T14:29:01.425Z,2022-08-06T23:10:44Z,3687371097,212,24.4,3687371091,56,Left,3687371101,1,,3687371099,213,6.0,3687371095,141,93.3,3687371093,140,66.0,3687371089,107,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548683,209,3,1,27,21,1qtaiy11gswx327s0vkibf70n,0,63.8,92.8,2022-08-06T14:29:03.249Z,2022-08-06T23:10:51Z,3689158885,465,,3687371193,56,Left,3689560077,178,,3687371379,233,265,3687371197,286,,,,,,,,,,,8kfciybd6filv663ebckuerjd,S. Surridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548709,265,7,1,27,21,7vn2i2kd35zuetw6b38gw9jsz,0,36.2,7.2,2022-08-06T14:29:03.366Z,2022-08-06T23:10:56Z,3689157923,385,,3687371307,285,,3687371351,233,209,3689560273,178,,3687371305,56,Back,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442595733,376,61,1,27,21,1qtaiy11gswx327s0vkibf70n,1,63.7,93,2022-08-06T14:29:03.668Z,2022-08-06T23:11:00Z,3689560391,178,,3687616877,56,Left,,,,,,,,,,,,,,,,,,,8kfciybd6filv663ebckuerjd,S. Surridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548721,210,1,1,27,22,1qtaiy11gswx327s0vkibf70n,1,63.4,94.1,2022-08-06T14:29:04.286Z,2022-08-06T23:11:12Z,3687371403,56,Left,3687371405,140,68.3,3689560895,178,,3687371407,141,90.5,3687371411,213,5.8,3687371409,212,5.7,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548781,211,1,1,27,23,1qtaiy11gswx327s0vkibf70n,1,68.3,90.5,2022-08-06T14:29:05.674Z,2022-08-06T23:11:17Z,3689561131,178,,3687371741,141,84.8,3687371737,56,Left,3687371739,140,62.7,3687371745,213,3.7,3687371743,212,7.0,,,,,,,8kfciybd6filv663ebckuerjd,S. Surridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548793,212,4,1,27,25,1qtaiy11gswx327s0vkibf70n,1,58.5,78.4,2022-08-06T14:29:07.030Z,2022-08-06T23:11:24Z,3687371819,13,,3687371825,265,,3687371823,152,,3687538515,233,266,3687371827,286,,3687371821,56,Center,,,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442548865,266,4,1,27,25,7vn2i2kd35zuetw6b38gw9jsz,0,41.5,21.6,2022-08-06T14:29:07.031Z,2022-08-06T23:11:24Z,3687372111,13,,3687372117,265,,3687539121,233,212,3689561421,178,,3687372113,56,Back,3687372115,152,,3687538419,285,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442549857,213,1,1,28,2,1qtaiy11gswx327s0vkibf70n,0,62.4,82.2,2022-08-06T14:29:44.730Z,2022-08-06T23:11:29Z,3687377609,141,28.1,3687377611,212,41.1,3689561667,178,,3687377601,155,,3687377607,140,79.9,3687377615,1,,3687377613,213,5.2,3687377599,5,,25kl6261u9xft9cfvot8aezf9,J. Colback,,3687377605,56,Center,3687377603,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442549851,267,44,1,28,4,7vn2i2kd35zuetw6b38gw9jsz,1,20.6,72.9,2022-08-06T14:29:46.795Z,2022-08-07T00:54:30Z,3687377573,285,,3687377569,56,Back,3687377715,233,214,,,,,,,,,,,,,,,,7g5elxh8h34yj55h9heydhzv9,M. Targett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442549871,214,44,1,28,4,1qtaiy11gswx327s0vkibf70n,0,79.4,27.1,2022-08-06T14:29:46.796Z,2022-08-06T23:11:33Z,3687377663,56,Center,3689043133,233,267,3687377671,286,,,,,,,,,,,,,,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442549895,268,12,1,28,4,7vn2i2kd35zuetw6b38gw9jsz,1,23.3,74.1,2022-08-06T14:29:46.849Z,2022-08-07T00:54:30Z,3687377799,213,0.2,3687378041,15,,3687377791,56,Back,3687377797,212,13.1,3689562045,388,,3687377795,141,77.7,3687377793,140,35.6,,,,7g5elxh8h34yj55h9heydhzv9,M. Targett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442549945,269,49,1,28,7,7vn2i2kd35zuetw6b38gw9jsz,1,39.9,91.4,2022-08-06T14:29:49.762Z,2022-08-06T23:12:48Z,,,,,,,,,,,,,,,,,,,,,,,,,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550027,270,1,1,28,10,7vn2i2kd35zuetw6b38gw9jsz,0,44.3,69.6,2022-08-06T14:29:52.823Z,2022-08-06T23:12:54Z,3687378547,56,Center,3687378551,141,66.0,3689565401,178,,3687378549,140,61.9,3687378555,213,6.2,3687378553,212,18.6,,,,,,,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550083,215,49,1,28,11,1qtaiy11gswx327s0vkibf70n,1,41.2,34,2022-08-06T14:29:53.655Z,2022-08-06T23:12:59Z,,,,,,,,,,,,,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550119,216,1,1,28,11,1qtaiy11gswx327s0vkibf70n,0,41.2,34,2022-08-06T14:29:53.684Z,2022-08-06T23:13:08Z,3687379111,213,0.6,3687379109,212,33.7,3687379101,157,,3687379107,141,60.5,3689566109,178,,3687379113,1,,3687379105,140,68.3,3687379103,56,Center,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550193,271,1,1,28,13,7vn2i2kd35zuetw6b38gw9jsz,1,31.2,47.5,2022-08-06T14:29:55.804Z,2022-08-06T23:13:17Z,3687379571,141,24.7,3687379565,155,,3687379575,213,5.0,3687379573,212,16.1,3687379569,140,35.4,3687379567,56,Back,3689566395,388,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550205,272,49,1,28,15,7vn2i2kd35zuetw6b38gw9jsz,1,35.9,23.5,2022-08-06T14:29:57.691Z,2022-08-06T23:13:24Z,,,,,,,,,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550255,273,1,1,28,17,7vn2i2kd35zuetw6b38gw9jsz,0,35.9,23.5,2022-08-06T14:29:59.030Z,2022-08-06T23:13:29Z,3687379851,141,15.5,3687379847,56,Right,3687379849,140,57.6,3687379855,213,6.0,3687379853,212,23.4,3689567045,178,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550281,217,49,1,28,18,1qtaiy11gswx327s0vkibf70n,1,42.9,86.9,2022-08-06T14:29:59.998Z,2022-08-06T23:13:45Z,,,,,,,,,,,,,,,,,,,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550565,218,1,1,28,26,1qtaiy11gswx327s0vkibf70n,1,76.1,79.1,2022-08-06T14:30:08.727Z,2022-08-06T23:14:01Z,3687381495,56,Center,3689568151,178,,3687381507,213,4.3,3687381501,212,11.1,3687404157,210,15,3687381497,140,71.8,3687381499,141,64.2,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550569,219,15,1,28,29,1qtaiy11gswx327s0vkibf70n,1,75.2,65.3,2022-08-06T14:30:11.921Z,2022-08-06T23:14:02Z,3687381521,22,,3687394781,233,274,3687394713,82,,3687404217,215,,3689163657,76,,3687404213,102,51.9,3687404219,146,82.1,3687404223,230,98.0,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,3687381525,56,Center,3687394705,72,,3687404221,147,61.6,3687404209,55,3687404215,103,3689568529,178,,3687404207,29,3687404225,231,3687381523,18,,19,218,,51.3,,,,,,,,,,
2442550629,274,10,1,28,30,7vn2i2kd35zuetw6b38gw9jsz,1,21.7,36.2,2022-08-06T14:30:12.179Z,2022-08-06T23:14:10Z,3687381829,94,,3689568945,178,,3687381831,56,Back,3687394817,233,219,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550763,220,1,1,28,35,1qtaiy11gswx327s0vkibf70n,1,90.2,88.7,2022-08-06T14:30:17.266Z,2022-08-06T23:14:25Z,3689569495,178,,3687382535,141,90.3,3687382533,140,72.4,3687382537,212,18.7,3687382531,56,Left,3687382539,213,3.1,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550829,221,1,1,28,36,1qtaiy11gswx327s0vkibf70n,1,72.4,90.3,2022-08-06T14:30:18.612Z,2022-08-06T23:14:32Z,3687382937,141,94.2,3687382939,212,10.3,3689569763,178,,3687382935,140,81.9,3687382933,56,Left,3687382941,213,0.3,,,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550897,222,1,1,28,38,1qtaiy11gswx327s0vkibf70n,0,84.2,93.5,2022-08-06T14:30:20.881Z,2022-08-06T23:14:39Z,3689570017,178,,3687383369,141,50.6,3689165413,72,,3687383371,212,30.2,3687383365,56,Center,3687383363,155,,3687383863,233,275,3687383373,213,5.0,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,3689165409,224,,3687383367,140,91.8,3687383361,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550915,275,11,1,28,41,7vn2i2kd35zuetw6b38gw9jsz,0,10.2,49.4,2022-08-06T14:30:23.153Z,2022-08-06T23:15:02Z,3689164951,378,,3687383473,56,Back,3687383475,88,,3687383901,233,222,3689570851,388,,,,,,,,,,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442550961,276,52,1,28,41,7vn2i2kd35zuetw6b38gw9jsz,1,15.8,51.5,2022-08-06T14:30:23.923Z,2022-08-06T23:15:04Z,3689570935,178,,3689165631,377,,,,,,,,,,,,,,,,,,,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551205,277,1,1,28,48,7vn2i2kd35zuetw6b38gw9jsz,1,12.5,44.8,2022-08-06T14:30:30.225Z,2022-08-06T23:15:08Z,3687385067,140,24.9,3687385069,141,14.2,3687385073,213,5.3,3687385065,56,Back,3687385117,287,,3687385063,123,,3687385071,212,24.5,3689571125,178,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442980789,1042,43,1,28,51,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-06T14:30:33.253Z,2022-08-06T23:56:25Z,3689689141,178,0,3689689389,144,82,,,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551511,278,1,1,28,51,7vn2i2kd35zuetw6b38gw9jsz,1,26.5,10.9,2022-08-06T14:30:33.259Z,2022-08-06T23:15:22Z,3687386673,213,0.3,3687386669,141,14.5,3687386667,140,35.1,3687386671,212,9.4,3689571473,178,,3687386665,56,Back,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551547,279,1,1,28,59,7vn2i2kd35zuetw6b38gw9jsz,1,37.9,17.5,2022-08-06T14:30:41.340Z,2022-08-06T23:15:29Z,3689571781,178,,3687386849,140,35.1,3687386847,56,Back,3687386855,213,4.4,3687386853,212,8.7,3687386851,141,5.5,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551641,280,1,1,29,0,7vn2i2kd35zuetw6b38gw9jsz,1,35.1,5.5,2022-08-06T14:30:42.156Z,2022-08-06T23:15:35Z,3689571917,178,,3687387299,213,2.2,3687387293,140,25.8,3687387295,141,26.9,3687387291,56,Back,3687387297,212,17.5,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551707,281,1,1,29,2,7vn2i2kd35zuetw6b38gw9jsz,1,26.1,28.4,2022-08-06T14:30:44.632Z,2022-08-06T23:15:39Z,3687387647,212,29.1,3687387641,56,Back,3687387649,213,0.9,3687387643,140,43.9,3687387645,141,61.2,3689572043,178,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551773,282,1,1,29,5,7vn2i2kd35zuetw6b38gw9jsz,1,44.4,65.4,2022-08-06T14:30:47.258Z,2022-08-06T23:15:46Z,3689572225,178,,3687388015,213,1.4,3687388013,212,17.6,3687388007,56,Back,3687388011,141,90.9,3687388009,140,47.1,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551949,283,1,1,29,8,7vn2i2kd35zuetw6b38gw9jsz,1,52.7,90.6,2022-08-06T14:30:50.141Z,2022-08-06T23:15:52Z,3687389095,212,26.0,3687389093,141,90.8,3687389089,56,Left,3689572337,178,,3687389091,140,77.5,3687389097,213,0.0,,,,,,,7g5elxh8h34yj55h9heydhzv9,M. Targett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442551961,284,1,1,29,14,7vn2i2kd35zuetw6b38gw9jsz,0,88.2,84.5,2022-08-06T14:30:56.294Z,2022-08-06T23:16:03Z,3687389181,212,4.0,3687389591,286,,3687389585,233,223,3687389583,236,,3687389177,140,84.6,3687389175,56,Left,3687389179,141,82.5,3687389183,213,3.5,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,3689572741,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552013,223,74,1,29,14,1qtaiy11gswx327s0vkibf70n,1,15.6,28.6,2022-08-06T14:30:56.512Z,2022-08-06T23:16:08Z,3689572937,178,,3687389481,56,Back,3687389483,285,,3687389651,233,284,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552105,285,1,1,29,17,7vn2i2kd35zuetw6b38gw9jsz,1,88.5,78.8,2022-08-06T14:30:59.400Z,2022-08-06T23:16:14Z,3687389947,213,3.8,3687389941,140,77.0,3689573129,178,,3687389939,56,Center,3687389945,212,14.8,3687389943,141,66.3,,,,,,,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552199,286,1,1,29,20,7vn2i2kd35zuetw6b38gw9jsz,1,75.5,53.1,2022-08-06T14:31:02.111Z,2022-08-06T23:16:19Z,3687390413,141,36.2,3687390415,212,11.5,3687390411,140,75.7,3687390417,213,4.7,3687390409,56,Center,3689573285,178,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552327,287,1,1,29,23,7vn2i2kd35zuetw6b38gw9jsz,1,77.3,34.6,2022-08-06T14:31:05.331Z,2022-08-06T23:16:25Z,3687391145,141,25.1,3687391155,213,5.2,3687391141,140,80.4,3689573447,178,,3687391151,212,7.2,3687391135,56,Center,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552439,288,1,1,29,28,7vn2i2kd35zuetw6b38gw9jsz,1,76.6,26.2,2022-08-06T14:31:10.114Z,2022-08-06T23:16:31Z,3687391763,141,34.1,3687391765,212,5.4,3687391759,140,76.3,3687391769,213,1.6,3689573763,178,,3687391757,56,Center,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552479,289,1,1,29,32,7vn2i2kd35zuetw6b38gw9jsz,1,78.6,41.3,2022-08-06T14:31:14.566Z,2022-08-06T23:16:40Z,3689574139,178,,3687391941,140,73.9,3687391947,141,52.7,3687391951,212,9.2,3687391955,213,2.1,3687391937,56,Center,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552535,290,1,1,29,33,7vn2i2kd35zuetw6b38gw9jsz,1,73.9,52.7,2022-08-06T14:31:15.130Z,2022-08-06T23:16:46Z,3687392365,213,4.8,3687392363,212,10.4,3689574455,178,,3687392359,140,74.7,3687392357,56,Center,3687392361,141,37.4,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552627,291,1,1,29,35,7vn2i2kd35zuetw6b38gw9jsz,1,75,34.1,2022-08-06T14:31:17.913Z,2022-08-06T23:16:52Z,3689574767,178,,3687392803,56,Center,3687392805,140,80.4,3687392809,212,6.3,3687392811,213,5.8,3687392807,141,29.9,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552633,292,3,1,29,37,7vn2i2kd35zuetw6b38gw9jsz,0,91.8,33.4,2022-08-06T14:31:19.855Z,2022-08-06T23:16:57Z,3689169787,464,,3689575115,178,,3687394879,286,,3687395905,211,,3687392831,56,Center,,,,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552781,224,12,1,29,40,1qtaiy11gswx327s0vkibf70n,1,4,69.3,2022-08-06T14:31:22.015Z,2022-08-06T23:17:07Z,3687393703,212,21.8,3687393861,167,,3687393695,140,7.0,3687393699,141,100.0,3687393707,213,1.4,3689575573,178,,3687393691,56,Back,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552791,225,5,1,29,40,1qtaiy11gswx327s0vkibf70n,0,9.5,100.8,2022-08-06T14:31:22.306Z,2022-08-06T23:17:12Z,3687396535,233,294,3688162427,347,,3687393741,56,Back,,,,,,,,,,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552929,294,5,1,29,40,7vn2i2kd35zuetw6b38gw9jsz,1,90.5,-0.8,2022-08-06T14:31:22.306Z,2022-08-06T23:17:12Z,3688162447,347,,3687396119,233,225,3687394541,56,Right,,,,,,,,,,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442552745,293,43,1,29,42,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-06T14:31:24.391Z,2022-08-06T14:31:26Z,3687393827,144,5,3687393485,346,0,3687393483,56,Center,,,,,,,,,,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553289,295,1,1,30,2,7vn2i2kd35zuetw6b38gw9jsz,1,91,0,2022-08-06T14:31:44.723Z,2022-08-06T23:20:51Z,3687630809,107,,3687396781,141,7.9,3687396779,140,85.5,3687396783,212,8.4,3687396785,213,2.3,3687396777,56,Right,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553331,296,1,1,30,3,7vn2i2kd35zuetw6b38gw9jsz,1,85.5,7.9,2022-08-06T14:31:45.662Z,2022-08-06T23:21:15Z,3687397019,213,5.7,3687397017,212,6.0,3687397009,140,90.2,3689585027,178,,3687397005,56,Right,3687397013,141,2.9,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553549,297,1,1,30,6,7vn2i2kd35zuetw6b38gw9jsz,1,90.2,2.9,2022-08-06T14:31:48.030Z,2022-08-06T23:21:20Z,3687398221,56,Right,3689585207,178,,3687398233,213,2.2,3687398229,141,10.9,3687398225,140,86.7,3687398231,212,6.6,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442983545,796,83,1,30,9,1qtaiy11gswx327s0vkibf70n,1,28.1,80.6,2022-08-06T14:31:51.683Z,2022-08-07T00:02:38Z,3689705067,399,208706,,,,,,,,,,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553673,298,1,1,30,13,7vn2i2kd35zuetw6b38gw9jsz,1,60.8,23.8,2022-08-06T14:31:55.834Z,2022-08-06T23:21:29Z,3687398867,141,5.9,3687398869,212,30.8,3687398865,140,33.9,3687398863,56,Back,3689585565,178,,3687398871,213,3.5,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553793,299,1,1,30,16,7vn2i2kd35zuetw6b38gw9jsz,1,30.3,5,2022-08-06T14:31:58.878Z,2022-08-06T23:21:34Z,3687399501,212,24.2,3687399503,213,2.2,3687399497,141,34.3,3687399491,56,Back,3687399495,140,17.2,3689585777,178,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553887,300,1,1,30,22,7vn2i2kd35zuetw6b38gw9jsz,0,25,42.7,2022-08-06T14:32:04.867Z,2022-08-06T23:21:40Z,3687400027,212,48.6,3689586001,178,,3687400021,56,Center,3687400029,213,0.5,3687400023,140,65.4,3687400025,141,77.6,3687400031,1,,3687400019,155,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553939,226,1,1,30,25,1qtaiy11gswx327s0vkibf70n,0,35.2,21.8,2022-08-06T14:32:07.926Z,2022-08-06T23:21:49Z,3687400379,213,0.5,3687400363,3,,3687400371,140,57.0,3687400377,212,25.6,3687400367,56,Center,3689586371,388,,3687400375,141,38.6,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442553979,301,61,1,30,28,7vn2i2kd35zuetw6b38gw9jsz,1,44.5,67.8,2022-08-06T14:32:10.260Z,2022-08-06T23:22:56Z,3689589081,178,,3687400591,56,Back,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442554057,302,1,1,30,30,7vn2i2kd35zuetw6b38gw9jsz,1,47.3,69.8,2022-08-06T14:32:12.589Z,2022-08-06T23:23:10Z,3687401011,213,1.8,3687401009,212,7.0,3687401007,141,79.8,3689589743,178,,3687401005,140,45.9,3687401003,56,Back,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442983889,1088,43,1,30,32,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-06T14:32:14.109Z,2022-08-07T00:03:33Z,3689706973,178,0,3689707669,144,82,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442554065,303,50,1,30,32,7vn2i2kd35zuetw6b38gw9jsz,1,45.2,82.4,2022-08-06T14:32:14.136Z,2022-08-06T23:23:33Z,3687401175,233,227,3687401037,56,Back,3687401039,286,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
