id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,assist,qualifier/19/value
2455075839,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-09-03T15:30:26.122Z,2022-09-03T16:32:13Z,3754036195,197,16396,3754036169,130,4,3754036193,194,9wbf00lybk9fqablaqwg5cn2t,3754036197,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754036191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754036165,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754036163,30,"23637o19ff0sw18pqv8g96ndh, e9wu8dcamrtj3ftbx3nmhusid, 29pq64smaxdwlraopnxoleqxh, dqfk7czrayirrvonirtk2mk15, 3gem1jrrkgye0omb88fk1lsk5, 2t5s4f41jefzuzth0bhcixtcl, c2jqa9vozhqu7x79h5rr2n1ed, 9wbf00lybk9fqablaqwg5cn2t, atzboo800gv7gic2rgvgo0kq1, b3974hgsmyff5xtq7qf1onhlh, 693z0rzfh3m0h0wsma9v8c9ux, 7jn9kl5wq29d41ekc2fz2rs2d, 72nph557ee2a9tdky8rvk12vp, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, d4tdx2ctadv6kc3tbq4as8bmx, exiribcpg9vnuq9ekhlk74dlh, dl10343h8yopcgerzur5samwa, d0azo0spzov2hg6ul40l58e3u, w541dxowigldl3yvsp55arfu",3754036167,59,"31, 2, 7, 16, 5, 3, 17, 8, 9, 20, 47, 6, 10, 18, 19, 21, 26, 80, 82, 97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455075939,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-09-03T15:30:29.506Z,2022-09-03T16:36:23Z,3754036727,30,"3zl1q2gk6tdmzirsyfgm38no5, 1e9txzr9hqz94xtun6byo0vs9, e8gz0tmmdh1ql8qrn1ncrvnpx, blth4klpu88kgh73abpjlgusp, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, btvuam6p4391am219taqtcted, 7j84ozqdpgupzxevbxemi5tyh, 5m0j33eoa5c8pqlr0tdf7undh, 4jyrztlaueae7eg18kuvxa489, bhsh1n3qfg8awmctxlh8k7yzt, ashza2qkgnak7wb3vuz5bnzyt, l0qqn9tlgov91p5d1zzdupcl, 172klpuv2h1enskc8fz79xg45, eb48g14m2erkf7yzqz8gj4u6t, 7paw998ux29k7hx4t1g0wu85x, 1tbc8iokapjgu8zjrc1knq28l, 3vxh219sef8mooilemi8xbs9h, 4myy5br8yj5678xlji3up1ryt, 7gaf68yeu28zp80kkb0tqgpd6",3754036737,59,"1, 2, 27, 44, 4, 5, 7, 6, 11, 31, 41, 9, 10, 16, 17, 18, 20, 23, 25, 35",3754036747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754036753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754036733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754036741,130,9,3754036751,197,397,3754036749,194,btvuam6p4391am219taqtcted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155049,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-09-03T16:30:10.053Z,2022-09-03T16:30:14Z,3754458533,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455154963,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-09-03T16:30:10.053Z,2022-09-04T00:01:20Z,3754458189,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155035,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,50.1,50,2022-09-03T16:30:10.064Z,2022-09-04T01:51:25Z,3754458461,141,56.7,3754458459,140,37.8,3754458463,212,13.7,3754458465,213,2.8,3754458457,56,Back,3756498023,178,,3754458467,279,S,,,,blth4klpu88kgh73abpjlgusp,B. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155077,4,1,1,0,2,b496gs285it6bheuikox6z9mj,0,38.2,54.9,2022-09-03T16:30:12.828Z,2022-09-04T01:51:29Z,3754458731,212,53.7,3754458729,141,17.8,3756498193,178,,3754458723,155,,3754458735,1,,3754458733,213,5.8,3754458725,56,Right,3754458727,140,83.3,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155075,3,44,1,0,5,a3nyxabgsqlnqfkeg41m6tnpp,1,16.2,82.6,2022-09-03T16:30:15.943Z,2022-09-04T02:42:14Z,3754458721,285,,3754458779,233,5,3754458719,56,Back,,,,,,,,,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155081,5,44,1,0,5,b496gs285it6bheuikox6z9mj,0,83.8,17.4,2022-09-03T16:30:15.944Z,2022-09-04T01:51:34Z,3754458755,286,,3754458753,56,Right,3755941959,233,3,,,,,,,,,,,,,,,,4jyrztlaueae7eg18kuvxa489,L. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155089,4,1,1,0,6,a3nyxabgsqlnqfkeg41m6tnpp,1,14.7,83.8,2022-09-03T16:30:16.095Z,2022-09-04T02:42:14Z,3754458825,213,6.1,3754458815,140,27.4,3754458821,212,13.6,3754458819,141,80.0,3756498571,388,,3754458811,56,Back,3754458809,3,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455155127,5,44,1,0,7,a3nyxabgsqlnqfkeg41m6tnpp,1,23.5,75.2,2022-09-03T16:30:17.732Z,2022-09-04T02:42:15Z,3754459179,233,6,3754459015,56,Back,3754459019,285,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
