id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2465582973,190,1,1,20,7,d5ydtvt96bv7fq04yqm2w2632,1,74.5,6.2,2022-10-01T14:20:28.573Z,2022-10-01T21:00:42Z,3809821839,140,64.0,3809821845,213,2.6,3812214143,178,,3809821843,212,12.5,3809821837,56,Right,3809821841,141,15.0,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465582987,191,50,1,20,13,d5ydtvt96bv7fq04yqm2w2632,1,72.3,21.2,2022-10-01T14:20:34.028Z,2022-10-01T21:00:46Z,3809821925,286,,3809821923,56,Center,3809822337,233,180,,,,,,,,,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583027,180,7,1,20,13,ehd2iemqmschhj2ec0vayztzz,1,27.7,78.8,2022-10-01T14:20:34.166Z,2022-10-01T21:00:48Z,3809822261,233,191,3809822173,56,Back,3811110057,384,,3812214265,178,,3809822175,285,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583037,181,49,1,20,14,ehd2iemqmschhj2ec0vayztzz,1,36.3,80.5,2022-10-01T14:20:35.233Z,2022-10-01T21:00:52Z,,,,,,,,,,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583163,182,1,1,20,18,ehd2iemqmschhj2ec0vayztzz,1,38.7,83.5,2022-10-01T14:20:39.023Z,2022-10-01T21:00:58Z,3809822939,212,23.6,3809822937,141,95.6,3809822941,213,0.4,3809822929,56,Left,3809822933,140,59.8,3812214469,178,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583269,183,1,1,20,20,ehd2iemqmschhj2ec0vayztzz,1,59.8,94.7,2022-10-01T14:20:41.754Z,2022-10-01T21:01:03Z,3809823567,213,4.5,3809823561,140,55.3,3809823559,56,Center,3809823563,141,68.2,3809823565,212,18.6,3812214613,178,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583425,184,1,1,20,24,ehd2iemqmschhj2ec0vayztzz,1,56.7,56.4,2022-10-01T14:20:45.418Z,2022-10-01T21:01:31Z,3809824457,140,73.4,3812215171,178,,3809824455,56,Right,3809824461,212,31.5,3809824459,141,18.0,3809824463,213,5.3,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583487,185,1,1,20,29,ehd2iemqmschhj2ec0vayztzz,1,79.8,22.4,2022-10-01T14:20:50.519Z,2022-10-01T21:01:36Z,3809824759,212,15.5,3809824755,140,94.4,3809824761,213,6.2,3809824757,141,19.4,3812215319,178,,3809824753,56,Right,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583513,186,1,1,20,30,ehd2iemqmschhj2ec0vayztzz,0,94.4,17.6,2022-10-01T14:20:51.852Z,2022-10-01T21:01:39Z,3812215353,178,,3809824879,141,20.3,3809824881,212,1.9,3811111893,20,,3809824875,56,Right,3809824877,140,94.0,3809824871,2,,3809825063,155,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,3811111757,224,,3809824883,213,1.8,3809825571,236,,,3809825575,233,3809825579,286,,,,192,,,,,,,,,,,,,,,,,,,,
2465583605,192,12,1,20,30,d5ydtvt96bv7fq04yqm2w2632,1,8.8,76.3,2022-10-01T14:20:51.958Z,2022-10-01T21:01:42Z,3809825423,185,,3809825697,233,186,3809825425,56,Back,3812215415,178,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583699,187,6,1,20,32,ehd2iemqmschhj2ec0vayztzz,1,92.6,22,2022-10-01T14:20:53.042Z,2022-10-01T21:01:56Z,3809826015,233,193,3809825979,56,Center,3809825981,75,,,,,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465583671,193,6,1,20,32,d5ydtvt96bv7fq04yqm2w2632,0,7.4,78,2022-10-01T14:20:53.042Z,2022-10-01T21:01:56Z,3809825817,56,Back,3809826143,233,187,3809825819,73,,,,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465584703,188,1,1,21,5,ehd2iemqmschhj2ec0vayztzz,0,99.5,0.5,2022-10-01T14:21:26.075Z,2022-10-01T21:02:00Z,3809831609,6,,3809831629,141,44.3,3809831633,212,30.6,3809831625,56,Center,3812215777,178,,3809831637,213,1.8,3809831621,224,,3809831627,140,92.8,4n782p6eaok71ai7ecj1jo1jp,D. Gray,3809831601,2,,3811113293,20,,3809831615,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465584793,194,12,1,21,6,d5ydtvt96bv7fq04yqm2w2632,1,4.7,57.5,2022-10-01T14:21:27.303Z,2022-10-01T21:02:10Z,3809832099,212,23.2,3809832095,140,14.5,3809832097,141,88.1,3812216079,388,,3809832145,15,,3809832101,213,1.1,3809832093,56,Back,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465584965,189,1,1,21,11,ehd2iemqmschhj2ec0vayztzz,0,90.4,15,2022-10-01T14:21:32.863Z,2022-10-01T21:02:15Z,3809833081,140,96.5,3812216223,178,,3809833079,56,Center,3811115323,20,,3811115153,224,,3809833075,2,,3809833091,213,1.3,3809833089,212,23.8,4n782p6eaok71ai7ecj1jo1jp,D. Gray,3809833085,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585023,190,61,1,21,12,ehd2iemqmschhj2ec0vayztzz,1,96.5,48.7,2022-10-01T14:21:33.772Z,2022-10-01T21:02:24Z,3812216533,178,,3809833395,56,Center,,,,,,,,,,,,,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588667,204,12,1,21,12,d5ydtvt96bv7fq04yqm2w2632,1,3.9,51,2022-10-01T14:21:33.817Z,2022-10-01T21:02:20Z,3809853197,212,2.8,3809853191,140,6.6,3809853201,213,0.1,3809853189,56,Back,3812216427,178,,3809853193,141,51.3,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585249,195,12,1,21,14,d5ydtvt96bv7fq04yqm2w2632,1,2.8,35.2,2022-10-01T14:21:35.448Z,2022-10-01T21:02:31Z,3809834665,213,5.7,3809834657,56,Back,3809834663,212,27.0,3812216735,178,,3809834659,140,24.0,3809834661,141,12.6,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585235,191,50,1,21,19,ehd2iemqmschhj2ec0vayztzz,1,78.9,92.5,2022-10-01T14:21:40.190Z,2022-10-01T21:02:40Z,3809834591,56,Left,3809834593,286,,3809835209,233,196,,,,,,,,,,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585293,196,7,1,21,19,d5ydtvt96bv7fq04yqm2w2632,1,21.1,7.5,2022-10-01T14:21:40.289Z,2022-10-01T21:02:44Z,3809834869,167,,3809834873,285,,3811117263,385,,3809834871,56,Back,3812217091,178,,3809835049,233,191,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585763,192,5,1,21,21,ehd2iemqmschhj2ec0vayztzz,1,76.2,101.5,2022-10-01T14:21:42.139Z,2022-10-01T21:02:47Z,3809837629,347,,3809837627,56,Left,3809837665,233,197,,,,,,,,,,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585305,197,5,1,21,21,d5ydtvt96bv7fq04yqm2w2632,0,23.8,-1.5,2022-10-01T14:21:42.139Z,2022-10-01T21:02:47Z,3809834935,347,,3809837697,233,192,3809834933,56,Back,,,,,,,,,,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585789,193,1,1,21,25,ehd2iemqmschhj2ec0vayztzz,1,70.9,100,2022-10-01T14:21:45.994Z,2022-10-01T21:02:49Z,3809837797,1,,3809837791,141,73.0,3809837789,140,44.4,3809837793,212,33.9,3809837785,107,,3809839321,189,,3809837787,56,Back,3809837795,213,3.7,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585827,194,1,1,21,36,ehd2iemqmschhj2ec0vayztzz,1,47,66.2,2022-10-01T14:21:57.522Z,2022-10-01T21:02:54Z,3809837973,213,5.4,3809837969,212,11.9,3809839397,189,,3809837957,56,Center,3809837965,141,52.6,3809837961,140,54.1,3812217293,178,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585901,195,1,1,21,37,ehd2iemqmschhj2ec0vayztzz,1,56,49.7,2022-10-01T14:21:58.635Z,2022-10-01T21:02:57Z,3809838367,213,3.2,3809838355,56,Back,3809838361,141,48.8,3812217403,178,,3809838365,212,22.6,3809838357,140,34.5,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585933,196,1,1,21,39,ehd2iemqmschhj2ec0vayztzz,1,34.5,48.7,2022-10-01T14:22:00.827Z,2022-10-01T21:03:01Z,3809838549,213,5.1,3809838545,141,9.7,3812217507,178,,3809838547,212,28.4,3809838541,56,Back,3809838543,140,44.3,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585981,197,1,1,21,42,ehd2iemqmschhj2ec0vayztzz,1,44.2,9.7,2022-10-01T14:22:03.477Z,2022-10-01T21:03:04Z,3809838799,141,10.0,3809838793,140,67.9,3809838811,213,0.0,3812217561,178,,3809838805,212,24.9,3809838789,56,Right,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465585987,198,4,1,21,44,ehd2iemqmschhj2ec0vayztzz,1,61.2,7.4,2022-10-01T14:22:05.081Z,2022-10-01T21:03:07Z,3809838829,56,Right,3809838835,286,,3809838833,265,,3809838827,13,,3809838831,152,,3809839149,233,198,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586021,198,4,1,21,44,d5ydtvt96bv7fq04yqm2w2632,0,38.8,92.6,2022-10-01T14:22:05.082Z,2022-10-01T21:03:07Z,3809839261,233,198,3809839019,285,,3809839007,13,,3809839017,265,,3809839009,56,Back,3812217679,178,,3809839013,152,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586819,199,1,1,22,6,ehd2iemqmschhj2ec0vayztzz,1,61,5.5,2022-10-01T14:22:27.447Z,2022-10-01T21:03:19Z,3809843153,5,,3811120095,189,,3809843165,213,2.6,3809843161,141,30.0,3812218001,178,,3809843157,56,Back,3809843155,152,,3809843163,212,30.5,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,3809843159,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586849,200,1,1,22,7,ehd2iemqmschhj2ec0vayztzz,1,47.9,39,2022-10-01T14:22:27.993Z,2022-10-01T21:03:35Z,3809843341,56,Back,3811120149,189,,3809843351,212,22.2,3809843345,140,37.5,3812218335,178,,3809843355,213,2.1,3809843349,141,67.4,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586893,201,1,1,22,9,ehd2iemqmschhj2ec0vayztzz,1,36.8,68.5,2022-10-01T14:22:30.205Z,2022-10-01T21:03:39Z,3809843641,213,0.7,3809843631,140,55.5,3809843637,212,26.8,3809843627,56,Left,3812218459,178,,3809843635,141,95.3,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586961,202,1,1,22,11,ehd2iemqmschhj2ec0vayztzz,1,56.6,93.3,2022-10-01T14:22:32.668Z,2022-10-01T21:03:43Z,3809844023,141,86.6,3812218545,178,,3809844027,212,14.9,3809844021,140,70.1,3809844019,56,Left,3809844031,213,6.0,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465586997,203,1,1,22,12,ehd2iemqmschhj2ec0vayztzz,1,70.1,86.6,2022-10-01T14:22:33.450Z,2022-10-01T21:03:46Z,3809844173,141,95.3,3809844169,56,Left,3812218629,178,,3809844171,140,73.0,3809844177,213,1.1,3809844175,212,6.7,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465587045,204,1,1,22,14,ehd2iemqmschhj2ec0vayztzz,1,73,95.3,2022-10-01T14:22:35.465Z,2022-10-01T21:03:50Z,3809844435,56,Left,3809844499,141,96.6,3809844503,213,3.1,3809844497,140,56.2,3809844501,212,17.7,3812218747,178,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465587137,205,1,1,22,16,ehd2iemqmschhj2ec0vayztzz,1,56.2,96.6,2022-10-01T14:22:37.048Z,2022-10-01T21:03:54Z,3809844905,213,3.8,3812218823,178,,3809844889,56,Back,3809844897,141,80.5,3809844893,140,41.9,3809844901,212,18.6,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465587267,206,2,1,22,18,ehd2iemqmschhj2ec0vayztzz,1,42.1,76.7,2022-10-01T14:22:39.874Z,2022-10-01T21:03:57Z,3809845619,1,,3812218909,178,,3809845617,7,4n782p6eaok71ai7ecj1jo1jp,3809845621,56,Right,3809845625,141,4.1,3809845623,140,79.5,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465587323,199,55,1,22,18,d5ydtvt96bv7fq04yqm2w2632,1,27.2,83.9,2022-10-01T14:22:39.875Z,2022-10-01T21:03:57Z,3811122229,189,,,,,,,,,,,,,,,,,,,,,,,ebazcy0x20885rn9qx2acoi6s,Juan Larios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465587827,200,1,1,22,36,d5ydtvt96bv7fq04yqm2w2632,1,30.4,84.4,2022-10-01T14:22:57.496Z,2022-10-01T21:04:02Z,3809848769,213,3.9,3809848757,5,,3809848765,141,61.4,3812219107,178,,3809848767,212,22.0,3809848761,56,Back,3809848759,241,,3809848763,140,15.7,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588085,201,1,1,22,38,d5ydtvt96bv7fq04yqm2w2632,1,15.7,61.4,2022-10-01T14:22:59.875Z,2022-10-01T21:04:05Z,3809850107,213,5.2,3809850101,140,26.4,3809850103,141,30.3,3812219231,178,,3809850105,212,23.9,3809850099,56,Back,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588175,202,1,1,22,45,d5ydtvt96bv7fq04yqm2w2632,1,27.4,26.8,2022-10-01T14:23:06.922Z,2022-10-01T21:04:08Z,3812219271,178,,3809850513,212,14.6,3809850509,140,30.6,3809850511,141,5.9,3809850515,213,4.9,3809850507,56,Back,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588327,203,1,1,22,48,d5ydtvt96bv7fq04yqm2w2632,0,30.6,5.9,2022-10-01T14:23:09.258Z,2022-10-01T21:04:10Z,3809851391,213,0.5,3812219359,178,,3809851377,155,,3809851379,56,Center,3809851387,212,63.9,3809851381,140,84.9,3809851395,1,,3809851383,141,48.4,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588309,207,52,1,22,52,ehd2iemqmschhj2ec0vayztzz,1,15.3,47.8,2022-10-01T14:23:13.005Z,2022-10-01T21:04:14Z,3811123083,376,,3812219447,178,,,,,,,,,,,,,,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588549,208,1,1,22,55,ehd2iemqmschhj2ec0vayztzz,1,15.5,47.9,2022-10-01T14:23:16.432Z,2022-10-01T21:04:17Z,3809852495,140,22.4,3809852499,212,16.8,3812219585,178,,3809852493,56,Back,3809852497,141,25.6,3809852491,123,,3809852501,213,5.2,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588681,209,1,1,22,58,ehd2iemqmschhj2ec0vayztzz,1,22.3,25.8,2022-10-01T14:23:19.061Z,2022-10-01T21:04:20Z,3809853293,212,20.2,3809853291,141,47.6,3809853289,140,9.3,3812219669,178,,3809853295,213,2.3,3809853287,56,Back,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588871,210,1,1,23,1,ehd2iemqmschhj2ec0vayztzz,1,10,47.3,2022-10-01T14:23:22.075Z,2022-10-01T21:04:23Z,3809854179,212,45.2,3809854181,213,5.6,3812219709,178,,3809854183,1,,3809854175,140,42.5,3809854171,155,,3809854177,141,3.7,3809854173,56,Back,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465588943,211,1,1,23,5,ehd2iemqmschhj2ec0vayztzz,1,42.1,3.7,2022-10-01T14:23:26.828Z,2022-10-01T21:04:26Z,3809854505,140,23.3,3809854513,212,20.3,3809854509,141,10.4,3812219805,178,,3809854515,213,2.9,3809854501,56,Back,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589067,212,1,1,23,7,ehd2iemqmschhj2ec0vayztzz,1,25.1,10.6,2022-10-01T14:23:28.310Z,2022-10-01T21:04:29Z,3809855197,56,Back,3812219885,178,,3809855207,212,21.0,3809855201,140,36.2,3809855205,141,36.3,3809855209,213,1.0,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589191,213,1,1,23,10,ehd2iemqmschhj2ec0vayztzz,1,36.4,40.6,2022-10-01T14:23:31.094Z,2022-10-01T21:04:34Z,3809855925,212,28.4,3809855915,141,82.3,3812220019,178,,3809855909,140,35.1,3809855901,56,Back,3809855935,213,1.6,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589241,214,1,1,23,13,ehd2iemqmschhj2ec0vayztzz,1,38.4,85.4,2022-10-01T14:23:34.325Z,2022-10-01T21:04:38Z,3809856221,141,92.9,3809856219,140,65.4,3812220133,178,,3809856223,212,28.8,3809856217,56,Left,3809856225,213,0.2,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589259,215,1,1,23,15,ehd2iemqmschhj2ec0vayztzz,0,66.4,91.7,2022-10-01T14:23:36.201Z,2022-10-01T21:04:42Z,3809856985,236,,3809856319,140,72.1,3809856315,56,Left,3809856323,141,87.2,3809856987,233,205,3812220213,178,,3809856327,213,5.8,3809856991,286,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,3809856325,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589365,205,74,1,23,15,d5ydtvt96bv7fq04yqm2w2632,1,32.7,3.2,2022-10-01T14:23:36.334Z,2022-10-01T21:04:53Z,3809856835,56,Back,3809857039,233,215,3812220439,178,,3809856837,285,,,,,,,,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589393,206,5,1,23,17,d5ydtvt96bv7fq04yqm2w2632,0,29.2,-1.5,2022-10-01T14:23:38.286Z,2022-10-01T21:04:58Z,3809857009,347,,3809859599,233,216,3809857007,56,Back,,,,,,,,,,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465589831,216,5,1,23,17,ehd2iemqmschhj2ec0vayztzz,1,70.8,101.5,2022-10-01T14:23:38.286Z,2022-10-01T21:04:58Z,3809859477,56,Left,3809859479,347,,3809859537,233,206,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590015,217,1,1,23,31,ehd2iemqmschhj2ec0vayztzz,1,68.1,100,2022-10-01T14:23:52.669Z,2022-10-01T21:05:01Z,3809860517,107,,3809860525,212,20.3,3809860519,56,Left,3809860527,213,3.8,3809860521,140,52.3,3809860523,141,84.1,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590155,218,1,1,23,37,ehd2iemqmschhj2ec0vayztzz,1,52.2,82.1,2022-10-01T14:23:58.989Z,2022-10-01T21:05:03Z,3809861263,212,28.3,3809861259,140,37.5,3809861261,141,47.2,3812220697,178,,3809861257,56,Back,3809861265,213,4.1,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590257,219,1,1,23,41,ehd2iemqmschhj2ec0vayztzz,1,41.6,33.9,2022-10-01T14:24:02.755Z,2022-10-01T21:05:06Z,3809861827,213,5.3,3809861809,56,Right,3809861821,141,8.9,3809861815,140,53.5,3809861825,212,21.1,3812220749,178,,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590351,220,1,1,23,44,ehd2iemqmschhj2ec0vayztzz,1,53.5,8.9,2022-10-01T14:24:05.345Z,2022-10-01T21:05:11Z,3809862349,141,31.3,3812220907,178,,3809862355,1,,3809862345,56,Center,3809862351,212,36.9,3809862347,140,85.5,3809862353,213,0.4,3809862343,155,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590361,221,61,1,23,47,ehd2iemqmschhj2ec0vayztzz,0,85.6,31.9,2022-10-01T14:24:08.902Z,2022-10-01T21:05:17Z,3809862391,56,Center,3812221019,178,,,,,,,,,,,,,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590481,207,12,1,23,49,d5ydtvt96bv7fq04yqm2w2632,1,19.6,60.6,2022-10-01T14:24:10.226Z,2022-10-01T21:05:19Z,3809862997,140,32.5,3812221139,178,,3809863001,212,24.1,3809862999,141,31.3,3809862995,56,Back,3809863003,213,5.3,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590493,208,49,1,23,50,d5ydtvt96bv7fq04yqm2w2632,1,32.5,31.3,2022-10-01T14:24:11.458Z,2022-10-01T21:05:23Z,,,,,,,,,,,,,,,,,,,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590573,209,1,1,23,52,d5ydtvt96bv7fq04yqm2w2632,1,32.6,39.1,2022-10-01T14:24:13.243Z,2022-10-01T21:05:29Z,3809863469,141,53.6,3809863473,212,23.3,3812221451,178,,3809863477,213,0.4,3809863465,140,52.7,3809863457,56,Center,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465590839,210,1,1,23,53,d5ydtvt96bv7fq04yqm2w2632,1,52.7,53.6,2022-10-01T14:24:14.619Z,2022-10-01T21:05:32Z,3809864951,141,11.1,3812221527,178,,3809864947,56,Right,3809864953,212,31.9,3809864949,140,65.5,3809864955,213,5.1,,,,,,,1qcj2upaz0xa98zkc835djo8a,S. Mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
