id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/20/value,qualifier/17/value,qualifier/18/value
2453876203,8,1,1,0,13,1qtaiy11gswx327s0vkibf70n,1,78.9,100,2022-08-31T18:30:29.722Z,2022-09-01T05:35:53Z,3747660365,107,,3747660375,213,4.1,3747660371,141,92.4,3747660369,140,75.0,3747660367,56,Left,3747660373,212,7.0,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876223,9,1,1,0,14,1qtaiy11gswx327s0vkibf70n,1,75,92.4,2022-08-31T18:30:30.523Z,2022-09-01T05:36:01Z,3747660475,212,10.8,3747660473,141,93.8,3748993939,178,,3747660471,140,85.2,3747660469,56,Left,3747660477,213,0.1,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876235,10,1,1,0,14,1qtaiy11gswx327s0vkibf70n,0,85.4,94.1,2022-08-31T18:30:31.257Z,2022-09-01T05:36:07Z,3747660527,212,7.6,3747660529,213,0.6,3747660519,168,,3747660523,140,91.2,3747660521,56,Left,3748994017,178,,3747660525,141,100.0,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876249,6,56,1,0,17,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-08-31T18:30:33.602Z,2022-09-01T05:36:13Z,3747660585,56,Back,,,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876321,7,5,1,0,18,a3nyxabgsqlnqfkeg41m6tnpp,1,9.1,-1,2022-08-31T18:30:34.703Z,2022-09-01T05:36:17Z,3747661019,233,11,3747661007,347,,3747661005,56,Back,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876243,11,5,1,0,18,1qtaiy11gswx327s0vkibf70n,0,90.9,101,2022-08-31T18:30:34.703Z,2022-09-01T05:36:17Z,3747660563,347,,3747660559,56,Left,3747661027,233,7,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876411,8,1,1,0,32,a3nyxabgsqlnqfkeg41m6tnpp,1,13.9,0,2022-08-31T18:30:48.995Z,2022-09-01T05:36:25Z,3747661553,141,46.7,3747661551,140,1.9,3747661549,56,Back,3747661555,212,35.2,3747661547,107,,3747661557,213,1.9,3747661559,1,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876443,9,1,1,0,36,a3nyxabgsqlnqfkeg41m6tnpp,1,2.9,47.3,2022-08-31T18:30:52.657Z,2022-09-01T05:36:30Z,3748994283,178,,3747661745,56,Back,3747661747,140,20.9,3747661749,141,78.8,3747661753,213,0.8,3747661751,212,28.6,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876453,10,1,1,0,38,a3nyxabgsqlnqfkeg41m6tnpp,1,23.6,81.5,2022-08-31T18:30:55.220Z,2022-09-01T05:36:35Z,3747661811,56,Back,3747661813,140,27.8,3747661819,213,5.2,3747661817,212,8.6,3748994365,178,,3747661815,141,70.6,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876485,11,1,1,0,40,a3nyxabgsqlnqfkeg41m6tnpp,1,27.8,70.6,2022-08-31T18:30:57.193Z,2022-09-01T05:36:38Z,3747662007,212,25.7,3747662003,140,7.3,3747662011,213,3.7,3748994385,178,,3747662001,56,Back,3747662005,141,50.0,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876537,12,1,1,0,44,a3nyxabgsqlnqfkeg41m6tnpp,1,15.1,46.9,2022-08-31T18:31:00.465Z,2022-09-01T05:36:42Z,3748994447,178,,3747662299,141,16.1,3747662297,140,31.6,3747662303,213,5.4,3747662301,212,27.2,3747662295,56,Back,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876571,13,1,1,0,49,a3nyxabgsqlnqfkeg41m6tnpp,1,46.4,6.5,2022-08-31T18:31:05.945Z,2022-09-01T05:36:46Z,3747662495,213,6.0,3747662489,140,54.4,3747662487,56,Right,3747662493,212,8.6,3747662491,141,3.5,3748994485,178,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876593,14,1,1,0,51,a3nyxabgsqlnqfkeg41m6tnpp,1,50.9,4.8,2022-08-31T18:31:08.097Z,2022-09-01T05:36:51Z,3747662627,140,35.6,3747662629,141,31.4,3747662631,212,24.2,3747662633,213,2.3,3748994543,178,,3747662625,56,Back,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454128927,1469,67,1,0,53,a3nyxabgsqlnqfkeg41m6tnpp,1,34.5,30.7,2022-08-31T18:31:09.760Z,2022-09-01T06:51:16Z,3749035735,233,642,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454128921,642,67,1,0,53,1qtaiy11gswx327s0vkibf70n,0,65.5,69.3,2022-08-31T18:31:09.761Z,2022-09-01T06:20:48Z,3749035745,233,1469,,,,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876605,15,1,1,0,53,a3nyxabgsqlnqfkeg41m6tnpp,1,37.6,28.3,2022-08-31T18:31:09.825Z,2022-09-01T06:51:16Z,3747662683,140,26.1,3747662681,56,Back,3747662685,141,19.2,3748994609,178,,3747662689,213,3.6,3747662687,212,13.6,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876619,16,1,1,0,55,a3nyxabgsqlnqfkeg41m6tnpp,1,26.1,19.2,2022-08-31T18:31:11.345Z,2022-09-01T05:36:59Z,3747662763,140,26.1,3748994669,178,,3747662759,56,Back,3747662769,212,27.7,3747662771,213,1.6,3747662767,141,59.9,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876651,17,1,1,0,57,a3nyxabgsqlnqfkeg41m6tnpp,1,31,62,2022-08-31T18:31:14.129Z,2022-09-01T05:37:03Z,3747662965,212,15.8,3747662963,141,76.3,3747662961,140,42.8,3748994707,178,,3747662959,56,Back,3747662967,213,0.7,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876663,18,1,1,0,59,a3nyxabgsqlnqfkeg41m6tnpp,1,42.4,75.8,2022-08-31T18:31:16.247Z,2022-09-01T05:37:09Z,3747663047,141,61.4,3747663051,212,9.8,3747663053,213,4.8,3747663043,56,Back,3747663045,140,42.9,3748994777,178,,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876703,19,1,1,1,2,a3nyxabgsqlnqfkeg41m6tnpp,1,45.1,56.1,2022-08-31T18:31:18.985Z,2022-09-01T05:37:13Z,3748994815,178,,3747663319,213,5.3,3747663317,212,24.3,3747663313,140,57.8,3747663311,56,Center,3747663315,141,26.2,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876719,20,1,1,1,8,a3nyxabgsqlnqfkeg41m6tnpp,1,64.1,38.5,2022-08-31T18:31:24.417Z,2022-09-01T05:37:16Z,3747663397,213,1.8,3747663391,140,61.1,3747663393,141,56.9,3747663389,56,Center,3747663395,212,12.9,3748994847,178,,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876757,21,1,1,1,10,a3nyxabgsqlnqfkeg41m6tnpp,1,61.2,57.8,2022-08-31T18:31:26.526Z,2022-09-01T05:37:20Z,3747663585,141,77.3,3747663581,56,Center,3747663589,213,1.3,3747663583,140,65.1,3747663587,212,13.9,3748994897,178,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876779,22,1,1,1,12,a3nyxabgsqlnqfkeg41m6tnpp,1,68.1,77.5,2022-08-31T18:31:28.288Z,2022-09-01T05:37:24Z,3747663695,140,80.3,3747663693,56,Left,3748994959,178,,3747663699,212,13.7,3747663697,141,84.8,3747663701,213,0.4,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876785,23,3,1,1,14,a3nyxabgsqlnqfkeg41m6tnpp,0,80.6,84.7,2022-08-31T18:31:30.464Z,2022-09-01T05:37:30Z,3747663729,56,Left,3748269691,465,,3747663731,286,,3747663769,233,12,3748995039,178,,,,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876771,12,7,1,1,14,1qtaiy11gswx327s0vkibf70n,1,19.4,15.3,2022-08-31T18:31:30.554Z,2022-09-01T05:37:33Z,3747663765,233,23,3748995105,178,,3748269719,383,,3747663673,285,,3747663671,56,Back,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876773,13,49,1,1,15,1qtaiy11gswx327s0vkibf70n,1,15.7,4.8,2022-08-31T18:31:31.742Z,2022-09-01T05:37:39Z,,,,,,,,,,,,,,,,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876819,14,1,1,1,16,1qtaiy11gswx327s0vkibf70n,0,15.5,2.3,2022-08-31T18:31:33.049Z,2022-09-01T05:37:46Z,3747663961,140,52.3,3747663963,141,18.2,3748995257,178,,3747663973,1,,3747663967,212,40.1,3747663969,213,0.3,3747663959,56,Right,3747663957,157,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876825,24,44,1,1,19,a3nyxabgsqlnqfkeg41m6tnpp,1,47,84.6,2022-08-31T18:31:35.457Z,2022-09-01T06:51:16Z,3747663981,56,Back,3747663983,285,,3747664067,233,15,,,,,,,,,,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876827,15,44,1,1,19,1qtaiy11gswx327s0vkibf70n,0,53,15.4,2022-08-31T18:31:35.458Z,2022-09-01T05:37:50Z,3747663985,56,Right,3747663987,286,,3747664049,233,24,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876841,25,1,1,1,19,a3nyxabgsqlnqfkeg41m6tnpp,0,47.2,88,2022-08-31T18:31:35.576Z,2022-09-01T06:51:17Z,3747668655,140,47.9,3747668665,213,6.1,3747664075,56,Back,3747668651,3,,3747668661,212,0.7,3748995427,388,,3747668657,141,87.8,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876829,16,61,1,1,19,1qtaiy11gswx327s0vkibf70n,1,52.2,18.5,2022-08-31T18:31:35.598Z,2022-09-01T05:38:09Z,3748995531,388,,3748995529,21,,3747664001,56,Right,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876851,26,49,1,1,20,a3nyxabgsqlnqfkeg41m6tnpp,1,47.1,66.6,2022-08-31T18:31:36.669Z,2022-09-01T05:38:13Z,,,,,,,,,,,,,,,,,,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876883,27,1,1,1,22,a3nyxabgsqlnqfkeg41m6tnpp,1,47.9,66.7,2022-08-31T18:31:38.648Z,2022-09-01T05:38:18Z,3747664319,56,Center,3748995657,178,,3747664327,213,4.9,3747664325,212,22.3,3747664321,140,52.2,3747664323,141,34.6,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876913,28,1,1,1,25,a3nyxabgsqlnqfkeg41m6tnpp,1,53.1,33.4,2022-08-31T18:31:41.696Z,2022-09-01T05:38:24Z,3747664493,212,24.4,3747664491,141,4.4,3748995721,178,,3747664487,56,Right,3747664495,213,5.3,3747664489,140,66.8,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876933,29,1,1,1,31,a3nyxabgsqlnqfkeg41m6tnpp,1,64.3,9.5,2022-08-31T18:31:47.662Z,2022-09-01T05:38:27Z,3748995765,178,,3747664623,213,2.5,3747664615,56,Right,3747664621,212,10.6,3747664619,141,18.5,3747664617,140,56.0,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876995,30,1,1,1,33,a3nyxabgsqlnqfkeg41m6tnpp,1,57,15.6,2022-08-31T18:31:50.064Z,2022-09-01T05:38:30Z,3747665045,141,4.1,3747665041,140,67.4,3748995809,178,,3747665051,213,5.7,3747665039,56,Right,3747665049,212,13.4,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877009,31,1,1,1,45,a3nyxabgsqlnqfkeg41m6tnpp,1,87.7,17.3,2022-08-31T18:32:01.824Z,2022-09-01T05:38:36Z,3748995907,178,,3747665133,212,8.5,3747665131,141,5.6,3747665127,56,Right,3747665129,140,90.6,3747665135,213,5.1,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877037,32,1,1,1,46,a3nyxabgsqlnqfkeg41m6tnpp,1,90.6,5.6,2022-08-31T18:32:03.278Z,2022-09-01T05:38:41Z,3747665275,141,28.5,3747665271,56,Center,3747665273,140,82.4,3748995983,178,,3747665279,213,2.1,3747665277,212,17.8,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877043,33,1,1,1,50,a3nyxabgsqlnqfkeg41m6tnpp,1,74.8,19.8,2022-08-31T18:32:07.038Z,2022-09-01T05:38:45Z,3747665301,56,Right,3748996043,178,,3747665303,140,64.9,3747665305,141,13.1,3747665309,213,3.6,3747665307,212,11.3,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877057,34,1,1,1,52,a3nyxabgsqlnqfkeg41m6tnpp,1,64.9,13.1,2022-08-31T18:32:08.662Z,2022-09-01T05:38:49Z,3747665403,140,71.4,3747665401,56,Right,3747665405,141,5.5,3747665407,212,8.6,3747665409,213,5.6,3748996109,178,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877059,35,1,1,1,54,a3nyxabgsqlnqfkeg41m6tnpp,1,71.4,5.5,2022-08-31T18:32:10.683Z,2022-09-01T05:38:54Z,3747665431,213,2.3,3747665425,140,68.4,3748996177,178,,3747665427,141,11.1,3747665429,212,4.9,3747665423,56,Right,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453877095,36,1,1,1,55,a3nyxabgsqlnqfkeg41m6tnpp,1,68.4,11.1,2022-08-31T18:32:11.680Z,2022-09-01T05:38:59Z,3747665685,56,Right,3747665691,212,7.9,3747665693,213,5.6,3747665687,140,74.4,3747665689,141,4.0,3748996243,178,,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
