id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2511919265,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-25T14:00:13.101Z,2023-02-25T15:24:31Z,4054383025,197,4983,4054383015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054383023,194,6jgocc12bori2wygyu07c082x,4054383027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054383019,130,4,4054383021,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054383017,59,"1, 5, 2, 41, 27, 21, 28, 11, 18, 20, 22, 3, 7, 8, 9, 10, 12, 13, 24, 33",4054383013,30,"eagrmpe9ft8daly57l1ja8lhx, 4ryipy52oscxkv71ws0os5w5, 6gq38x5xbyz0moa1sk0aw082x, 6jgocc12bori2wygyu07c082x, 3o0zpl9cnmna2hyk595ja0xrd, bmk0efhzrno1sgr3g8yijoa8l, 6wwagkprtmcadu8p6klcu2uhh, at7mm2zrj2hjhu4bnq1f9noix, ashza2qkgnak7wb3vuz5bnzyt, d542ijpf3j9hdrtt1mfe6vwlx, exviw7gzg5p3vaiwaq4ujw9ud, 9w5o8b18ffu4qr4bdnfrk4ogl, 4ml8pyt3rxwxakjxslg0c8kb9, 6aix9yu384pv1caanqiol231l, 3c7vnmec038bhz5rq36ywi2fp, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, 9eaevg9okpy4gcm6yofg7vbv9, cm0gwoyh5rdb216fx685a7l5h, 8qezzr83ofw7htqufohg2fwlx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511919305,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-25T14:00:17.487Z,2023-02-25T17:46:17Z,4054383211,197,16649,4054383213,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4054383199,30,"9sme7jykdv8msgfu0nxx6h39x, 3mgjcyaseuexxlssgatjgsand, 59wmst2hxu6y4zut9a48jxiw9, b7eoho4q34nfispye73m8b00l, 1tuivl8zdnsaz8vbed2z582qx, f30avgacyfz88ppw9mh8v57md, 25kl6261u9xft9cfvot8aezf9, 19nlw3sa0khwz0el4wqc7zrp, cjdycctu96jilvbvnl7ndh9sl, 1l228p52d8wdf8qhfxqu8rca, 55yy0p6johtu9nxk90zsfctt5, 95uxoznu15m2xywirv43rcmol, 5f72vvw62zdlyrj3mwux2udat, 8bhdwi4p824s82bbzkh2vy6t, 1vklxifs8qpj71s4reu3pkw5x, 8kfciybd6filv663ebckuerjd, 3ztcz2dgfniqv141w7xsky7zd, dsvi49wsvjqdbiddyme3xow7o, 6jbeiiziegtchyv2zjt87kslx, a4qjllaut1bo0ng3x4xu5lq6t",4054383205,130,9,4054383201,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4054383209,194,1tuivl8zdnsaz8vbed2z582qx,4054383203,59,"12, 7, 32, 6, 4, 38, 8, 23, 39, 20, 10, 5, 11, 13, 15, 16, 25, 28, 31, 34",4054383207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511976937,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-25T15:00:27.296Z,2023-02-25T22:01:24Z,4054672875,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511976929,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-25T15:00:27.296Z,2023-02-25T15:00:28Z,4054672831,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511976987,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,49.8,49.7,2023-02-25T15:00:27.332Z,2023-02-25T22:04:42Z,4054673107,56,Back,4054673109,140,37.3,4054673115,212,13.1,4054673125,279,S,4057145791,178,,4054673119,213,3.1,4054673111,141,50.4,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511976997,3,45,1,0,2,4txjdaqveermfryvbfrr4taf7,0,60.4,46.8,2023-02-25T15:00:29.874Z,2023-02-25T22:04:54Z,4054673199,233,4,4054673141,56,Center,4054673143,285,,,,,,,,,,,,,,,,,ashza2qkgnak7wb3vuz5bnzyt,D. Ings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977003,4,3,1,0,2,1qtaiy11gswx327s0vkibf70n,1,39.6,53.2,2023-02-25T15:00:29.874Z,2023-02-25T22:04:53Z,4054673185,233,3,4054673173,56,Back,4056200145,465,,4054673175,286,,4057145875,178,,,,,,,,,,,b7eoho4q34nfispye73m8b00l,J. Shelvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977069,5,1,1,0,4,1qtaiy11gswx327s0vkibf70n,1,45.2,47.2,2023-02-25T15:00:32.030Z,2023-02-25T22:04:50Z,4054673401,1,,4054673395,141,94.1,4054673393,140,87.9,4054673397,212,55.0,4054673389,155,,4057146031,178,,4054673399,213,0.6,4054673391,56,Left,b7eoho4q34nfispye73m8b00l,J. Shelvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977095,6,1,1,0,7,1qtaiy11gswx327s0vkibf70n,1,87.9,93.9,2023-02-25T15:00:35.135Z,2023-02-25T22:05:02Z,4057146409,388,,4054673511,213,5.3,4054673501,3,,4054673507,141,83.9,4054673503,56,Left,4054673509,212,7.9,4054673505,140,91.8,,,,cjdycctu96jilvbvnl7ndh9sl,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511977103,7,61,1,0,9,1qtaiy11gswx327s0vkibf70n,0,91.8,83.9,2023-02-25T15:00:36.317Z,2023-02-25T22:05:26Z,4057146977,178,,4054673517,56,Left,,,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
