id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2527583457,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-04-02T14:30:01.517Z,2023-04-02T15:31:03Z,4158121317,194,3vtjjrqof5z2tjj84ehadqc45,4158121305,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4158121307,59,"1, 20, 23, 15, 19, 6, 21, 39, 27, 8, 10, 2, 5, 9, 12, 17, 25, 28, 30, 31",4158121319,197,418,4158121309,130,8,4158121321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4158121313,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4158121303,30,"e00004wkpfc8jawioejmpu1n9, 3f3jcsa7gk6in9fskp9w5a5t5, 7uxt9a7t22ij4reg1uire5uqd, 8cho2d1nz18i5o0zt6aysd68l, 3dph74ixutmbpscaon0b25sl, b17tkj4ea4jld8yupekcolall, v22q59d00b5v78rgx7v8z3vu, 9fvo9v5e9r0ptibied6ejv3zd, 57btqxe5sy3ygzxpp55p4umdx, 3vtjjrqof5z2tjj84ehadqc45, 604osk9a3lxpfpkavuziqmn6x, a3ms8havadt1y9x381l325txx, 1vz038uyzmq8saskeeo0qhm8l, 3ikhefktnj44ys7rqjzr5q09h, bl8667xvrhy0tft8x3lgopomh, dubi41xs74u89icfnn80vxx3p, cv8egyrq9dlfgeamk6b7fdgq1, 6oq2axbijb2qrhw86l7erxmcq, 9ko5fv7udjofbnm940nph6nd, 7yte0egh8y7assst6g0vnn9w5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527583521,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-02T14:30:04.634Z,2023-04-02T14:30:04Z,4158121671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4158121665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4158121667,194,65z99j774kjnbf7vm0u2q0jit,4158121659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4158121661,59,"22, 2, 33, 39, 5, 4, 36, 28, 14, 23, 10, 1, 6, 7, 8, 9, 11, 13, 19, 32",4158121663,130,4,4158121669,197,420,4158121657,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 7x6mnev1ob4u5ffmdsvusb4rt, 37d7oej48pb143o5eilue1hhx, doctoq9o6be1yap6je75w0vrp, 7w4l5mrrrg66wvdd8ndb5zb9x, 7z5ugeh3ejhwa3c8tg7idkpud, c589fk8pfqvbukvtdqu1yhjv9, 8mjj0wgufggpc1ai2dk21h90p, 66r7rq9kcoyow46ovmhzrtec5, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, exzca2akgjl00jfd2hzh33h7t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638019,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-04-02T15:30:42.089Z,2023-04-02T15:30:42Z,4158409941,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638035,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-02T15:30:42.089Z,2023-04-02T23:10:42Z,4158409993,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638085,3,1,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,49.9,50,2023-04-02T15:30:42.106Z,2023-04-02T23:16:50Z,4158410257,56,Back,4159873041,178,,4158410263,212,18.6,4158410261,141,44.5,4158410259,140,32.5,4158410265,213,3.3,4158410267,279,S,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638153,4,1,1,0,2,6eqit8ye8aomdsrrq0hk3v7gh,0,33.8,45.2,2023-04-02T15:30:44.640Z,2023-04-02T23:16:54Z,4158410563,56,Left,4158410561,155,,4158410569,212,57.6,4158410573,1,,4158410571,213,0.6,4158410565,140,77.6,4159873175,178,,4158410567,141,96.3,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638169,3,49,1,0,7,7vn2i2kd35zuetw6b38gw9jsz,1,23,3.7,2023-04-02T15:30:49.794Z,2023-04-02T23:17:00Z,,,,,,,,,,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638201,4,1,1,0,7,7vn2i2kd35zuetw6b38gw9jsz,0,23,3.7,2023-04-02T15:30:49.886Z,2023-04-02T23:17:03Z,4158410799,213,6.1,4158410803,1,,4159873581,178,,4158410791,140,39.7,4158410793,141,0.0,4158410797,212,17.8,4158410787,56,Back,4158410785,157,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638205,5,5,1,0,8,7vn2i2kd35zuetw6b38gw9jsz,0,39.6,-1.6,2023-04-02T15:30:50.608Z,2023-04-02T23:17:07Z,4158410835,347,,4158411511,233,5,4158410833,56,Back,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638317,5,5,1,0,8,6eqit8ye8aomdsrrq0hk3v7gh,1,60.4,101.6,2023-04-02T15:30:50.608Z,2023-04-02T23:17:07Z,4158411405,56,Left,4158411407,347,,4158411483,233,5,,,,,,,,,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638383,6,1,1,0,17,6eqit8ye8aomdsrrq0hk3v7gh,1,66.2,100,2023-04-02T15:30:59.335Z,2023-04-02T23:17:35Z,4158411817,212,15.3,4158411815,141,97.1,4158411811,56,Left,4158411813,140,51.9,4158411819,213,3.3,4158411809,107,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527905463,813,1,1,0,19,6eqit8ye8aomdsrrq0hk3v7gh,1,54.2,94.8,2023-04-02T15:31:02.077Z,2023-04-02T23:17:45Z,4159831705,212,10.5,4159831707,213,5.6,4159831699,56,Left,4159875161,178,,4159831701,140,61.8,4159831703,141,84.7,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527905527,814,1,1,0,20,6eqit8ye8aomdsrrq0hk3v7gh,1,57.8,88.7,2023-04-02T15:31:02.891Z,2023-04-02T23:49:25Z,4159832079,141,92.5,4159875739,178,,4159832075,56,Back,4159832077,140,46.6,4159832081,212,12.0,4159832083,213,2.9,,,,,,,8cho2d1nz18i5o0zt6aysd68l,M. Sabitzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638415,7,1,1,0,25,6eqit8ye8aomdsrrq0hk3v7gh,1,32.4,86.9,2023-04-02T15:31:07.145Z,2023-04-02T23:18:07Z,4158411999,56,Back,4158412009,1,,4158412003,141,52.8,4159876123,178,,4158412001,140,8.7,4158412007,213,3.9,4158412005,212,34.0,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638453,8,1,1,0,29,6eqit8ye8aomdsrrq0hk3v7gh,1,4.3,45.4,2023-04-02T15:31:11.828Z,2023-04-02T23:18:10Z,4158412179,213,4.6,4158412173,140,2.2,4158412171,56,Back,4158412177,212,18.2,4158412175,141,18.8,4159876241,178,,,,,,,,e00004wkpfc8jawioejmpu1n9,David de Gea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638477,9,1,1,0,32,6eqit8ye8aomdsrrq0hk3v7gh,0,2.5,18.6,2023-04-02T15:31:14.387Z,2023-04-02T23:18:16Z,4158412325,212,58.7,4158412327,213,6.0,4158412317,155,,4158412329,1,,4158412319,56,Right,4158412323,141,0.0,4159876483,178,,4158412321,140,56.9,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638737,6,5,1,0,36,7vn2i2kd35zuetw6b38gw9jsz,1,41.8,101.5,2023-04-02T15:31:18.612Z,2023-04-02T23:18:18Z,4158413623,347,,4158413619,56,Back,4158413661,233,10,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638481,10,5,1,0,36,6eqit8ye8aomdsrrq0hk3v7gh,0,58.2,-1.5,2023-04-02T15:31:18.612Z,2023-04-02T23:18:18Z,4158412343,56,Right,4158413709,233,6,4158412345,347,,,,,,,,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638783,7,1,1,0,54,7vn2i2kd35zuetw6b38gw9jsz,1,39.9,100,2023-04-02T15:31:36.783Z,2023-04-02T23:18:20Z,4158413859,212,5.4,4158413853,56,Back,4158413851,107,,4158413855,140,39.8,4158413857,141,93.3,4158413861,213,4.7,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527638795,8,1,1,0,56,7vn2i2kd35zuetw6b38gw9jsz,1,36.2,92.6,2023-04-02T15:31:38.930Z,2023-04-02T23:18:23Z,4158413911,56,Back,4158413913,140,27.5,4158413919,213,4.1,4159876715,178,,4158413917,212,17.1,4158413915,141,71.3,,,,,,,doctoq9o6be1yap6je75w0vrp,A. Saint-Maximin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
