id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2455718979,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-09-04T12:00:05.186Z,2022-09-04T14:18:17Z,3757447023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757447027,197,16682,3757447015,30,"5h2biadv4hd2ntcd7zo2c8639, 6icypdqtfk2k81ax0i49j5xpl, 70jmsf551d1sspqnm8t5lrch5, egi71rvlclvis07nzbvjhl9m1, 6tma6gvgf6xphc5gm2el35vbp, 7o49rb7fgi2ml87up7hh2z0t1, a1yoz8f4985o166nzcyigpj2t, eo4uva2gnx08xdazfaqzyz2dx, otz9c2ifww514ummo10nfoix, 51xwrb0qit04oz9x01p2gghjp, 18paf5a7rfe4kutxjl4cwd695, 6v1o4s2acog9guff3folo1jh1, xm50j2dki5ml1gzx3y0i0zbp, drwacyyicuhy3heg4j0ipqj85, enyatxtjef9lacem6c8cc1mmt, 2bkp1lcaxmvwoanxwo0775cdl, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, p87gxg8kc9ta6iipqt5fxmtx, bm9qgspytvdwy514kk6ytztg5",3757447025,194,7o49rb7fgi2ml87up7hh2z0t1,3757447017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757447029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757447021,130,2,3757447019,59,"1, 2, 33, 42, 25, 6, 10, 8, 20, 14, 7, 9, 11, 17, 18, 22, 24, 26, 27, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455719017,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-09-04T12:00:10.278Z,2022-09-04T14:16:15Z,3757447189,130,12,3757447197,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757447195,197,4955,3757447193,194,jagvvzc7329tf2c64mnc251,3757447191,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757447185,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757447187,59,"1, 7, 11, 4, 5, 34, 13, 25, 18, 8, 10, 2, 6, 17, 21, 22, 23, 27, 29, 30",3757447183,30,"d9yxninyn4bac8f0ufxsnlqll, 2wwo7wcxz4gfy0ubkzynvrsnp, 8qwpdf5jof7o6yy47v6iv11hx, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, bh20puvz2w21mnag7ul1g3c9h, 3k6znit6fd9mbfcnphlwyvj6d, 3uc9z96xvain84leorf4ls962, c0yxqwkxqx1sty7abj1qwh9zp, 2up6hmpgok15ge6cqkb8j444p, am6ppbdrbz4ml3xsbty53o73d, 83jpq8fuprm9h1e2thoxv1tyh, 573hlc6devy50gjotyav9ql4a, 69ivqkcipxp15b7x5jl83ud49, 6rutvrgco8li4nyz7tfayxb6x, aititrd343hal6ount0dp5zze, 31xsuz1icsj7zt1462swjpk2d, 5okl8s3e8ad2add75m46ojo4p, 2gj7h5fxuh4y0tbp6j308yk4q, 87g6qlasqe627i5g7ir30j2sp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762437,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-09-04T13:00:27.577Z,2022-09-04T21:22:12Z,3757670833,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762427,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-09-04T13:00:27.577Z,2022-09-04T13:00:27Z,3757670787,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762475,3,1,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,50.3,49.9,2022-09-04T13:00:27.649Z,2022-09-04T21:31:29Z,3757671061,213,3.4,3757671055,140,33.2,3759536853,178,,3757671057,141,43.7,3757671053,56,Back,3757671059,212,18.4,3757671063,279,S,,,,otz9c2ifww514ummo10nfoix,P. Daka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762495,4,1,1,0,2,avxknfz4f6ob0rv9dbnxdzde0,0,34.3,43.1,2022-09-04T13:00:30.525Z,2022-09-04T21:31:36Z,3757671181,212,54.7,3759537767,178,,3757671175,56,Left,3757671177,140,74.4,3757671173,155,,3757671179,141,94.5,3757671185,1,,3757671183,213,0.7,7o49rb7fgi2ml87up7hh2z0t1,J. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762521,3,8,1,0,5,e5p0ehyguld7egzhiedpdnc3w,1,28.5,5.5,2022-09-04T13:00:32.808Z,2022-09-04T21:31:42Z,3757671317,56,Back,3759537989,388,,3758766935,385,,3757671349,15,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762539,4,5,1,0,6,e5p0ehyguld7egzhiedpdnc3w,0,22.8,-1.5,2022-09-04T13:00:34.416Z,2022-09-04T21:31:45Z,3757671397,347,,3757671395,56,Back,3757671629,233,5,,,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762575,5,5,1,0,6,avxknfz4f6ob0rv9dbnxdzde0,1,77.2,101.5,2022-09-04T13:00:34.416Z,2022-09-04T21:31:45Z,3757671567,347,,3757671565,56,Left,3757671597,233,4,,,,,,,,,,,,,,,,7o49rb7fgi2ml87up7hh2z0t1,J. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762611,6,1,1,0,11,avxknfz4f6ob0rv9dbnxdzde0,1,77.9,100,2022-09-04T13:00:39.054Z,2022-09-04T21:31:51Z,3757671771,107,,3757671779,141,93.5,3757671783,213,3.5,3757671781,212,15.2,3757671775,56,Left,3757671777,140,64.3,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762635,7,1,1,0,13,avxknfz4f6ob0rv9dbnxdzde0,1,63.6,93,2022-09-04T13:00:41.028Z,2022-09-04T21:56:19Z,3759538439,178,,3757671943,213,4.5,3757671937,140,61.1,3757671935,56,Center,3757671939,141,74.4,3757671941,212,12.9,,,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762653,8,1,1,0,14,avxknfz4f6ob0rv9dbnxdzde0,1,61.1,74.4,2022-09-04T13:00:42.044Z,2022-09-04T21:32:01Z,3757672023,141,91.8,3759538589,178,,3757672027,213,1.6,3757672025,212,11.8,3757672019,56,Left,3757672021,140,60.5,,,,,,,egi71rvlclvis07nzbvjhl9m1,B. Soumaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
