id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2526484733,6,5,1,0,11,hzqh7z0mdl3v7gwete66syxp,0,28,101.2,2023-04-01T14:00:21.360Z,2023-04-01T21:16:27Z,4152273333,56,Back,4152273335,347,,4152273997,233,6,,,,,,,,,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484889,6,5,1,0,11,1pse9ta7a45pi2w2grjim70ge,1,72,-1.2,2023-04-01T14:00:21.360Z,2023-04-01T21:16:27Z,4152273991,233,6,4152273987,56,Right,4152273989,347,,,,,,,,,,,,,,,,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484919,7,1,1,0,19,1pse9ta7a45pi2w2grjim70ge,1,73.9,0,2023-04-01T14:00:29.672Z,2023-04-01T21:16:29Z,4152274139,140,76.1,4152274135,107,,4152274137,56,Right,4152274147,212,7.3,4152274143,141,8.8,4152274149,213,1.2,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484955,8,1,1,0,20,1pse9ta7a45pi2w2grjim70ge,1,76.1,8.8,2023-04-01T14:00:30.545Z,2023-04-01T21:16:40Z,4154949531,388,,4152274305,213,4.4,4152274295,56,Right,4152274299,140,74.5,4152274301,141,2.2,4152274303,212,4.8,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484961,9,3,1,0,22,1pse9ta7a45pi2w2grjim70ge,0,75,3.1,2023-04-01T14:00:32.549Z,2023-04-01T21:16:55Z,4152274335,286,,4152274333,56,Right,4153775015,465,,4154949697,178,,4152274455,233,7,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484963,7,7,1,0,22,hzqh7z0mdl3v7gwete66syxp,1,25,96.9,2023-04-01T14:00:32.666Z,2023-04-01T21:16:58Z,4152274341,56,Back,4152274343,285,,4154950399,178,,4152274339,167,,4152274381,233,9,4153775327,385,,,,,,,,f0drogjsrwqv3hyjxuqcnk8vd,M. Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484973,8,5,1,0,24,hzqh7z0mdl3v7gwete66syxp,0,25.2,101.6,2023-04-01T14:00:34.309Z,2023-04-01T21:16:59Z,4152274367,347,,4152274653,233,10,4152274365,56,Back,,,,,,,,,,,,,,,,f0drogjsrwqv3hyjxuqcnk8vd,M. Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485009,10,5,1,0,24,1pse9ta7a45pi2w2grjim70ge,1,74.8,-1.6,2023-04-01T14:00:34.309Z,2023-04-01T21:16:59Z,4152274561,347,,4152274621,233,8,4152274559,56,Right,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485047,11,1,1,0,27,1pse9ta7a45pi2w2grjim70ge,1,77.1,0,2023-04-01T14:00:37.797Z,2023-04-01T21:17:01Z,4152274707,213,2.2,4152274703,212,4.2,4152274687,107,,4152274701,141,4.0,4152274697,140,74.9,4152274691,56,Right,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485111,12,1,1,0,29,1pse9ta7a45pi2w2grjim70ge,0,74.9,4,2023-04-01T14:00:39.651Z,2023-04-01T21:17:08Z,4152274963,155,,4152274967,140,100.0,4152274969,141,1.4,4152274965,56,Right,4152274971,212,28.0,4152274973,213,6.2,4154950775,178,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485115,9,5,1,0,32,hzqh7z0mdl3v7gwete66syxp,1,-0.8,98,2023-04-01T14:00:42.764Z,2023-04-01T21:17:09Z,4152274995,346,,4152274993,56,Back,4152275015,233,13,,,,,,,,,,,,,,,,f0drogjsrwqv3hyjxuqcnk8vd,M. Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485113,13,5,1,0,32,1pse9ta7a45pi2w2grjim70ge,0,100.8,2,2023-04-01T14:00:42.764Z,2023-04-01T21:17:09Z,4152275039,233,9,4152274983,56,Right,4152274985,346,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485555,10,1,1,0,50,hzqh7z0mdl3v7gwete66syxp,1,4.3,53.2,2023-04-01T14:01:00.737Z,2023-04-01T21:17:11Z,4152276901,56,Back,4152319213,189,,4152276907,212,26.9,4152276899,124,,4152276903,140,15.5,4152276913,237,,4152276905,141,88.8,4152276909,213,1.1,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485685,12,1,1,0,53,hzqh7z0mdl3v7gwete66syxp,1,21.4,94.7,2023-04-01T14:01:03.011Z,2023-04-01T21:17:14Z,4152277537,140,36.5,4152277535,56,Back,4152277539,141,96.5,4152277543,213,0.1,4154951161,178,,4152277541,212,15.9,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485619,11,43,1,0,53,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-04-01T14:01:03.295Z,2023-04-01T17:13:20Z,4152319013,189,0,4152277211,56,Back,4152277217,141,70.1,4152277221,212,13.8,4152277225,213,1.2,4152277215,140,8.1,4153796065,144,1,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526494355,47,43,1,0,54,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-04-01T14:01:04.087Z,2023-04-01T17:13:17Z,4152321981,140,23.5,4152321987,213,0.9,4152321983,141,92.9,4152321979,56,Back,4152322289,189,0,4152321985,212,19.9,4153795871,144,1,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485813,13,1,1,0,57,hzqh7z0mdl3v7gwete66syxp,1,33.4,94.4,2023-04-01T14:01:07.046Z,2023-04-01T21:17:17Z,4152278161,212,42.8,4152278163,213,4.4,4152278151,155,,4152278157,140,21.4,4152278153,196,,4152278165,1,,4154951345,178,,4152278159,141,34.3,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,4152278155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485869,14,1,1,1,3,hzqh7z0mdl3v7gwete66syxp,1,31.4,23.9,2023-04-01T14:01:13.370Z,2023-04-01T21:17:21Z,4152278447,141,5.8,4154951441,178,,4152278443,56,Back,4152278445,140,35.4,4152278449,212,13.0,4152278451,213,5.0,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485935,15,1,1,1,5,hzqh7z0mdl3v7gwete66syxp,1,33.4,8.9,2023-04-01T14:01:15.309Z,2023-04-01T21:17:23Z,4152278745,56,Back,4152278747,140,21.1,4152278755,212,13.2,4152278759,213,2.9,4154951557,178,,4152278751,141,12.8,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486003,16,1,1,1,8,hzqh7z0mdl3v7gwete66syxp,1,21.3,18.5,2023-04-01T14:01:18.251Z,2023-04-01T21:17:26Z,4154951703,178,,4152279145,56,Back,4152279159,213,2.5,4152279155,141,34.8,4152279153,140,7.6,4152279157,212,18.2,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486115,17,1,1,1,10,hzqh7z0mdl3v7gwete66syxp,0,8.4,30.1,2023-04-01T14:01:20.916Z,2023-04-01T21:17:29Z,4152279667,56,Center,4154951855,178,,4152279669,140,60.2,4152279665,155,,4152279673,212,54.7,4152279677,1,,4152279671,141,21.5,4152279675,213,6.2,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486131,14,1,1,1,14,1pse9ta7a45pi2w2grjim70ge,0,39.6,81.2,2023-04-01T14:01:24.098Z,2023-04-01T21:17:31Z,4152279743,213,0.0,4152279741,212,25.2,4152279735,56,Left,4152279739,141,82.8,4154951937,388,,4152279737,140,63.6,4152279733,3,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486251,18,1,1,1,16,hzqh7z0mdl3v7gwete66syxp,0,25.6,12.6,2023-04-01T14:01:26.302Z,2023-04-01T21:17:34Z,4154952085,388,,4152280271,213,0.0,4152280265,140,39.4,4152280269,212,14.5,4152280261,3,,4152280267,141,12.9,4152280263,56,Back,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486265,19,43,1,1,18,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-04-01T14:01:28.420Z,2023-04-01T14:02:23Z,4152280295,285,0,4152280291,56,Back,4152288211,144,44,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486239,15,43,1,1,18,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-04-01T14:01:28.421Z,2023-04-01T14:02:22Z,4152281209,233,19,4152280199,56,Left,4152280201,286,0,4152288027,144,44,,,,,,,,,,,,,8cmkqkrjme3wb0gegzn1e6xre,J. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486467,20,43,1,1,18,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-04-01T14:01:28.767Z,2023-04-01T14:02:25Z,4152288607,144,61,4152281263,56,Back,,,,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486295,16,49,1,1,19,1pse9ta7a45pi2w2grjim70ge,1,59.3,73.5,2023-04-01T14:01:29.369Z,2023-04-01T21:17:37Z,,,,,,,,,,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486413,17,1,1,1,20,1pse9ta7a45pi2w2grjim70ge,1,58.5,73.6,2023-04-01T14:01:30.474Z,2023-04-01T21:17:39Z,4152281005,212,17.7,4152280995,56,Back,4154952301,178,,4152281007,213,3.8,4152280997,140,45.3,4152281001,141,57.3,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486475,18,1,1,1,24,1pse9ta7a45pi2w2grjim70ge,1,43.4,36.5,2023-04-01T14:01:34.010Z,2023-04-01T21:17:41Z,4154952345,178,,4152281299,56,Back,4152281305,212,17.6,4152281303,141,10.9,4152281307,213,4.8,4152281301,140,45.6,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486531,19,1,1,1,25,1pse9ta7a45pi2w2grjim70ge,1,45.6,10.9,2023-04-01T14:01:35.858Z,2023-04-01T21:17:43Z,4152281597,141,28.0,4152281593,56,Back,4152281595,140,35.4,4154952475,178,,4152281601,212,15.8,4152281605,213,2.3,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486627,20,1,1,1,28,1pse9ta7a45pi2w2grjim70ge,0,35.7,20.2,2023-04-01T14:01:38.730Z,2023-04-01T21:17:45Z,4152282033,155,,4152282059,213,6.2,4152282037,56,Right,4152282051,212,45.3,4154952527,178,,4152282047,141,13.4,4152282041,140,78.6,4152282063,1,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486671,21,12,1,1,31,hzqh7z0mdl3v7gwete66syxp,1,21.4,91.2,2023-04-01T14:01:41.699Z,2023-04-01T21:17:52Z,4154952953,178,,4152282229,212,8.2,4152282225,140,27.9,4152282377,15,,4152282231,213,5.7,4152282223,56,Back,4152282227,141,84.4,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486731,21,1,1,1,33,1pse9ta7a45pi2w2grjim70ge,0,74.3,32.5,2023-04-01T14:01:43.922Z,2023-04-01T21:18:00Z,4152282561,141,50.6,4152282557,56,Center,4152282563,212,20.5,4154953315,178,,4152282559,140,89.9,4152282555,3,,4152282565,213,0.6,,,,2u0613a3yx2fk1pefmb722rbp,J. Rothwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526486769,22,52,1,1,43,hzqh7z0mdl3v7gwete66syxp,1,8.8,49.3,2023-04-01T14:01:53.209Z,2023-04-01T21:18:09Z,4154953823,178,,4153783819,376,,,,,,,,,,,,,,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487209,23,80,1,1,49,hzqh7z0mdl3v7gwete66syxp,0,10.1,48.4,2023-04-01T14:01:59.190Z,2023-04-01T21:18:13Z,4154954005,178,,,,,,,,,,,,,,,,,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487375,24,1,1,1,53,hzqh7z0mdl3v7gwete66syxp,1,9.8,41,2023-04-01T14:02:03.300Z,2023-04-01T21:18:15Z,4152285553,213,5.2,4152285551,212,21.9,4154954133,178,,4152285545,56,Back,4152285549,141,13.1,4152285547,140,20.3,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487567,25,1,1,1,56,hzqh7z0mdl3v7gwete66syxp,0,21.7,10.9,2023-04-01T14:02:06.719Z,2023-04-01T21:18:17Z,4152286535,56,Right,4152286539,141,19.5,4152286533,155,,4152286537,140,83.2,4152286543,213,0.1,4152286541,212,64.8,4152286545,1,,4154954255,178,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487559,22,49,1,2,1,1pse9ta7a45pi2w2grjim70ge,1,10.2,86.6,2023-04-01T14:02:11.537Z,2023-04-01T21:18:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487695,23,12,1,2,3,1pse9ta7a45pi2w2grjim70ge,1,1.9,92.3,2023-04-01T14:02:13.771Z,2023-04-01T21:18:24Z,4152287175,56,Back,4154954707,178,,4152287179,141,100.0,4152287243,167,,4152287177,140,5.1,4152287181,212,7.3,4152287183,213,1.1,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526487703,24,5,1,2,4,1pse9ta7a45pi2w2grjim70ge,0,5,101.8,2023-04-01T14:02:14.613Z,2023-04-01T21:18:27Z,4152287203,56,Back,4152288987,233,26,4152287205,347,,,,,,,,,,,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488047,26,5,1,2,4,hzqh7z0mdl3v7gwete66syxp,1,95,-1.8,2023-04-01T14:02:14.613Z,2023-04-01T21:18:26Z,4152288899,233,24,4152288879,347,,4152288877,56,Right,,,,,,,,,,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488187,27,1,1,2,17,hzqh7z0mdl3v7gwete66syxp,1,95.1,0,2023-04-01T14:02:27.223Z,2023-04-01T21:18:30Z,4152289565,1,,4152289563,213,3.0,4152289561,212,29.3,4152289559,141,4.7,4152289555,56,Right,4152289553,107,,4152289557,140,67.5,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488315,28,1,1,2,20,hzqh7z0mdl3v7gwete66syxp,1,67.5,9.7,2023-04-01T14:02:30.296Z,2023-04-01T21:18:32Z,4152290137,56,Center,4152290139,140,58.0,4154955141,178,,4152290145,213,2.0,4152290143,212,22.2,4152290141,141,38.9,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526488407,29,1,1,2,23,hzqh7z0mdl3v7gwete66syxp,1,54.5,51.8,2023-04-01T14:02:33.745Z,2023-04-01T21:18:35Z,4152290559,56,Center,4154955231,178,,4152290565,212,18.8,4152290563,141,66.3,4152290567,213,0.6,4152290561,140,69.7,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
