id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/10/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2451440711,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-08-27T13:00:04.505Z,2022-08-27T23:50:53Z,3734630471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734630469,30,"23637o19ff0sw18pqv8g96ndh, e9wu8dcamrtj3ftbx3nmhusid, 29pq64smaxdwlraopnxoleqxh, dqfk7czrayirrvonirtk2mk15, 3gem1jrrkgye0omb88fk1lsk5, 2t5s4f41jefzuzth0bhcixtcl, exiribcpg9vnuq9ekhlk74dlh, b3974hgsmyff5xtq7qf1onhlh, atzboo800gv7gic2rgvgo0kq1, c2jqa9vozhqu7x79h5rr2n1ed, 693z0rzfh3m0h0wsma9v8c9ux, 9wbf00lybk9fqablaqwg5cn2t, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, d4tdx2ctadv6kc3tbq4as8bmx, dl10343h8yopcgerzur5samwa, 47zyjwv31a878u1r1dgm3iwo9, d0azo0spzov2hg6ul40l58e3u, 4v067hf9lvyhgj4o099yvlqwa, w541dxowigldl3yvsp55arfu",3734630479,194,c2jqa9vozhqu7x79h5rr2n1ed,3734630473,59,"31, 2, 7, 16, 5, 3, 26, 20, 9, 17, 47, 8, 18, 19, 21, 80, 81, 82, 96, 97",3734630475,130,8,3734630477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734789777,197,4978,3734630481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451440723,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-27T13:00:06.585Z,2022-08-27T13:56:33Z,3734630555,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734630553,194,1rz6bw398na1i3t29rop7ikt1,3734630545,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734630543,30,"8k88isvd2hwr5e4gn9oxzr2t, ezrn62nekq3wpw1qs1yu1ezmd, 6dqnwhx0eglxhelidxg0dphm2, 9ipux4xiejibplsbbhqz8d5gp, 5wkso3mls5ulkilr0xzfix1p1, 1rz6bw398na1i3t29rop7ikt1, 9c927a1i8iqblent14xat7aad, 19m0uqmf1otcekssb7tbrl1m2, c9pmcoyzgtgcnlc63cl4283bp, 6ebb2xcovp1tx5nv5yyncb7x1, 4wic6z72nwmhkheme209fcmp5, 3xthf6r5hvlx8oje4rqcs3it, m2c4lckkcr7yilnqxrrsgh2i, djgqihf08sxqh0zt2xe2xzv1l, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, 1j33u4pcdl987f0pm1hpkynai, 5nsag404623qznyyizl8yuwkq, c6pfpm73pimu0fdt32g86xyei, cby4bs6g9c27z6qr6v16hrac4",3734630551,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734630549,130,11,3734781627,197,406,3734630547,59,"13, 17, 3, 6, 16, 2, 9, 28, 22, 15, 10, 4, 7, 14, 19, 21, 23, 26, 41, 78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472927,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-27T14:00:42.396Z,2022-08-27T14:00:42Z,3734791115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472935,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2022-08-27T14:00:42.396Z,2022-08-27T20:03:39Z,3734791165,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472987,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50.1,49.7,2022-08-27T14:00:42.440Z,2022-08-27T20:13:18Z,3734791459,140,33.6,3734791463,212,19.6,3734791465,213,3.6,3734791467,279,S,3734791457,56,Back,3734791461,141,36.2,3737252745,178,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473051,4,1,1,0,3,1c8m2ko0wxq1asfkuykurdr0y,0,35.5,35.5,2022-08-27T14:00:46.038Z,2022-08-27T20:13:22Z,3734791803,141,6.5,3734791805,212,47.4,3734791809,1,,3737253141,178,,3734791807,213,5.9,3734791801,140,76.5,3734791799,56,Right,3734791797,155,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473063,3,44,1,0,6,a3nyxabgsqlnqfkeg41m6tnpp,1,25.2,91.8,2022-08-27T14:00:49.331Z,2022-08-27T22:05:01Z,3734791921,233,5,3734791839,285,,3734791837,56,Back,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473057,5,44,1,0,6,1c8m2ko0wxq1asfkuykurdr0y,0,74.8,8.2,2022-08-27T14:00:49.332Z,2022-08-27T20:13:26Z,3734791827,56,Right,3734791831,286,,3734792003,233,3,,,,,,,,,,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473081,4,1,1,0,7,a3nyxabgsqlnqfkeg41m6tnpp,0,26.7,90,2022-08-27T14:00:49.407Z,2022-08-27T22:05:01Z,3734791957,213,5.9,3734791955,212,12.8,3734791953,141,83.6,3737254029,388,,3734791947,3,,3734791951,140,38.2,3734791949,56,Back,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473153,6,1,1,0,9,1c8m2ko0wxq1asfkuykurdr0y,0,67.4,10.1,2022-08-27T14:00:51.822Z,2022-08-27T20:13:38Z,3734792281,140,76.9,3737254651,178,,3734792277,3,,3734792279,56,Right,3734792283,141,4.6,3734792285,212,10.7,3734792287,213,5.9,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
