id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2479401967,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-10-30T13:00:02.143Z,2022-10-30T14:00:39Z,3883291105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883291107,59,"1, 24, 32, 23, 3, 26, 22, 21, 9, 10, 11, 4, 5, 7, 13, 14, 16, 20, 25, 30",3883291103,30,"5z8ycnd0smdkumi5fgtzf7c9h, 8pb6iiphpyxdlpbs4dpunr8wl, 59wmst2hxu6y4zut9a48jxiw9, 19nlw3sa0khwz0el4wqc7zrp, av7e2wk5ub7qnh3sqcvssvh79, 12cgiy0t282ywdbr5j78hrxsl, ece7xph4emgawvh7mr56319ex, a6m9jcx0e4l6krv1u0pbfuoyd, 55eiicx10oqok1601fqyovt1x, 55yy0p6johtu9nxk90zsfctt5, 5f72vvw62zdlyrj3mwux2udat, 1tuivl8zdnsaz8vbed2z582qx, 95uxoznu15m2xywirv43rcmol, 3mgjcyaseuexxlssgatjgsand, 8bhdwi4p824s82bbzkh2vy6t, dcq0nu7mmecab5djjwg0n8ktm, 8kfciybd6filv663ebckuerjd, 1l228p52d8wdf8qhfxqu8rca, 3ztcz2dgfniqv141w7xsky7zd, cfpqqzqrpzv6dq89yw7nfd1p1",3883291109,130,4,3883291117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883291113,194,ece7xph4emgawvh7mr56319ex,3883291111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883291115,197,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479402019,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-10-30T13:00:05.402Z,2022-10-30T13:00:05Z,3883291377,59,"1, 4, 18, 5, 12, 6, 8, 34, 9, 7, 11, 3, 14, 16, 17, 21, 23, 24, 27, 31",3883291373,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 2922aevmtpw4qvcwohmxmqtbd, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 4qrvwap878sl5dz5n3o8mr71m, 375gnysvjk9bvq02ex1lkmynd, bzummkjt2ya27kvolzmqn91wp, 98hc25d8y4c7o985f3li1y7ai, e36lcgg2vegiecbez2j15fl9m",3883291375,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883291387,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883291383,194,b1lcxeihx8z6pfv1jef4j5jh1,3883291381,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883291385,197,15758,3883291379,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456333,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-10-30T14:00:10.110Z,2022-10-30T20:28:31Z,3883571565,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456147,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-10-30T14:00:10.110Z,2022-10-30T14:00:10Z,3883570697,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456199,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,49.7,50,2022-10-30T14:00:10.149Z,2022-10-30T21:00:42Z,3885480257,178,,3883570885,140,37.3,3883570883,56,Back,3883570887,141,42.2,3883570889,212,14.1,3883570893,279,S,3883570891,213,3.5,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456247,4,1,1,0,2,1qtaiy11gswx327s0vkibf70n,0,37.5,42.2,2022-10-30T14:00:13.020Z,2022-10-30T21:00:37Z,3883571129,140,75.9,3883571137,1,,3883571133,212,46.6,3883571125,155,,3883571131,141,76.7,3883571135,213,0.5,3883571127,56,Center,3885480625,178,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456249,5,44,1,0,5,1qtaiy11gswx327s0vkibf70n,1,76.2,80.4,2022-10-30T14:00:15.523Z,2022-10-30T23:56:45Z,3883571143,56,Left,3883571145,286,,3883593643,233,4,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456609,4,44,1,0,5,4dsgumo7d4zupm2ugsvm4zm4d,0,23.8,19.6,2022-10-30T14:00:15.524Z,2022-10-30T21:00:48Z,3883593651,233,5,3883573023,56,Back,3883573025,285,,,,,,,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456927,12,61,1,0,5,1qtaiy11gswx327s0vkibf70n,1,77.6,75.3,2022-10-30T14:00:15.625Z,2022-10-30T23:56:45Z,3883574553,56,Center,3885481029,178,,,,,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456371,3,61,1,0,5,4dsgumo7d4zupm2ugsvm4zm4d,1,21.5,19.6,2022-10-30T14:00:15.648Z,2022-10-30T21:00:57Z,3885481183,388,,3885481181,15,,3883571783,56,Back,,,,,,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456269,6,3,1,0,7,1qtaiy11gswx327s0vkibf70n,0,77.8,73.3,2022-10-30T14:00:17.417Z,2022-10-30T21:01:02Z,3883571239,286,,3884732477,464,,3883571237,56,Center,3883594241,233,35,3885481287,178,,,,,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479459787,35,7,1,0,7,4dsgumo7d4zupm2ugsvm4zm4d,1,22.2,26.7,2022-10-30T14:00:17.650Z,2022-10-30T21:01:05Z,3883589003,285,,3883589001,56,Back,3885481409,178,,3883594205,233,6,3884732797,384,,,,,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479459871,36,49,1,0,8,4dsgumo7d4zupm2ugsvm4zm4d,1,14.8,30.7,2022-10-30T14:00:18.228Z,2022-10-30T21:01:14Z,,,,,,,,,,,,,,,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479460055,37,1,1,0,8,4dsgumo7d4zupm2ugsvm4zm4d,0,14.8,30.7,2022-10-30T14:00:18.935Z,2022-10-30T21:01:20Z,3883590341,56,Back,3883590345,141,20.6,3883590343,140,45.5,3883590347,212,33.0,3883590339,157,,3885481927,178,,3883590349,213,6.1,3883590351,1,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456381,7,1,1,0,11,1qtaiy11gswx327s0vkibf70n,1,58.4,85.2,2022-10-30T14:00:21.487Z,2022-10-30T21:01:25Z,3883571839,141,93.2,3883571829,56,Left,3885482119,178,,3883571823,3,,3883571835,140,62.3,3883571845,213,0.9,3883571843,212,6.8,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479462777,38,49,1,0,12,1qtaiy11gswx327s0vkibf70n,1,56.5,93.2,2022-10-30T14:00:22.763Z,2022-10-30T21:01:29Z,,,,,,,,,,,,,,,,,,,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
