id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,assist,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/16/value,qualifier/18/value
2442202525,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-05T18:00:09.157Z,2022-08-05T19:07:22Z,3685589109,59,"13, 17, 3, 15, 16, 6, 9, 28, 22, 10, 11, 2, 4, 14, 19, 21, 23, 26, 44, 48",3685589111,130,8,3685589117,197,406,3685589113,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685589105,30,"8k88isvd2hwr5e4gn9oxzr2t, ezrn62nekq3wpw1qs1yu1ezmd, 6dqnwhx0eglxhelidxg0dphm2, 6ebb2xcovp1tx5nv5yyncb7x1, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 9c927a1i8iqblent14xat7aad, 19m0uqmf1otcekssb7tbrl1m2, c9pmcoyzgtgcnlc63cl4283bp, 4wic6z72nwmhkheme209fcmp5, 9ikkppq7uewf36gahgz0kzaol, 1rz6bw398na1i3t29rop7ikt1, 3xthf6r5hvlx8oje4rqcs3it, djgqihf08sxqh0zt2xe2xzv1l, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, 1j33u4pcdl987f0pm1hpkynai, 5nsag404623qznyyizl8yuwkq, a7uo47nehqo2irfllck81uqxh, 4db9vewyt9kiqtqd5e0rloodm",3685589119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685589107,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685589115,194,9ipux4xiejibplsbbhqz8d5gp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442202541,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-05T18:00:13.533Z,2022-08-06T10:02:42Z,3685589209,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685589199,59,"1, 4, 35, 5, 12, 6, 8, 34, 9, 7, 11, 3, 14, 16, 17, 19, 23, 24, 25, 30",3685589195,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 3n9jnuteyjx6w6dxviuead0b9, 375gnysvjk9bvq02ex1lkmynd, bzummkjt2ya27kvolzmqn91wp, 3imsbq3n9zgkzp668lsbklg45, hwcrfg4h2ystqbd11qlmj015",3685589205,194,b1lcxeihx8z6pfv1jef4j5jh1,3685589201,130,4,3685589207,197,16097,3685589203,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685589197,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234163,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-05T19:00:28.818Z,2022-08-05T19:00:29Z,3685756685,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234161,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-05T19:00:28.818Z,2022-08-06T19:09:12Z,3685756679,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234185,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,49.9,50,2022-08-05T19:00:28.850Z,2022-08-06T06:28:20Z,3686496187,178,,3685756767,56,Back,3685756775,213,3.1,3685756769,140,31.4,3685756771,141,50.7,3685756777,279,S,3685756773,212,19.4,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234199,4,1,1,0,2,1c8m2ko0wxq1asfkuykurdr0y,1,31.8,53.7,2022-08-05T19:00:31.359Z,2022-08-06T06:28:20Z,3685756843,213,1.4,3686496191,178,,3685756839,141,75.1,3685756841,212,14.7,3685756835,56,Back,3685756837,140,33.5,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234213,5,1,1,0,4,1c8m2ko0wxq1asfkuykurdr0y,1,36.5,81.8,2022-08-05T19:00:33.526Z,2022-08-06T06:28:21Z,3686496195,178,,3685756905,56,Back,3685756913,212,12.4,3685756909,141,67.2,3685756907,140,43.6,3685756915,213,5.4,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234231,6,1,1,0,5,1c8m2ko0wxq1asfkuykurdr0y,1,44.2,67.2,2022-08-05T19:00:34.357Z,2022-08-06T06:28:21Z,3685757001,141,55.5,3685757003,212,15.5,3685756997,56,Back,3686496199,178,,3685756999,140,31.5,3685757005,213,3.7,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234247,7,1,1,0,7,1c8m2ko0wxq1asfkuykurdr0y,1,29.8,55.9,2022-08-05T19:00:36.078Z,2022-08-06T06:28:21Z,3685757073,212,14.4,3685757071,141,76.9,3685757069,140,27.8,3685757075,213,1.7,3686496207,178,,3685757067,56,Back,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234279,8,1,1,0,11,1c8m2ko0wxq1asfkuykurdr0y,0,32.3,77.2,2022-08-05T19:00:40.287Z,2022-08-06T06:28:22Z,3685757231,213,0.3,3685757221,155,,3685757223,56,Left,3685757233,1,,3686496213,178,,3685757227,141,100.0,3685757229,212,62.6,3685757225,140,89.7,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
