id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/8/value,assist,qualifier/12/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2537007217,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-04-22T13:01:03.685Z,2023-04-22T14:01:03Z,4208199789,194,eo4uva2gnx08xdazfaqzyz2dx,4208199787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208199785,130,8,4208199783,59,"31, 27, 16, 42, 3, 4, 37, 8, 9, 14, 20, 1, 15, 18, 22, 24, 25, 26, 33, 40",4208199779,30,"bm9qgspytvdwy514kk6ytztg5, p87gxg8kc9ta6iipqt5fxmtx, bwai2k262meugz2fj7s2g58iy, egi71rvlclvis07nzbvjhl9m1, 72d5uxwcmvhd6mzthxuvev1sl, ayyswiouwrh2yn1j75owovob9, 79nno03ww57p02dz5o0g60rqi, eo4uva2gnx08xdazfaqzyz2dx, 6v1o4s2acog9guff3folo1jh1, 51xwrb0qit04oz9x01p2gghjp, otz9c2ifww514ummo10nfoix, 5h2biadv4hd2ntcd7zo2c8639, dfqpevw7bneap02x7mxo74pgp, enyatxtjef9lacem6c8cc1mmt, 2bkp1lcaxmvwoanxwo0775cdl, 7wu5l9m2kt30c4nifxdi3btg5, 6tma6gvgf6xphc5gm2el35vbp, 8prtj2o0lz1zbzpuw4ah4qhud, 70jmsf551d1sspqnm8t5lrch5, b6gva8y8bdyy7bmv6se449ap6",4208199791,197,16498,4208199781,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208199793,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537007353,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-04-22T13:01:18.631Z,2023-04-22T13:05:14Z,4208200607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208200605,194,2nz313c0ot91untg011l3pc6h,4208200595,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, 29f3jvukalzylzr19t9phgxgq, 5hu4oy1jz8k1c3ajuiueoo2ga, 2unorlgh6lxy19g0pgydg65ed, 2nz313c0ot91untg011l3pc6h, 3trkre1c81pzretsjsi8jk6sq, 8rfgwq7hbi4a3imda845vdyvp, 6s577yqayjceifu1e05f280yd, 9rm3r46uzxlmuqnp0jo4danhm, 4pyehox7p3z64c4l3k8yoyfv9, csinkvzxcphggdjeflmo173zd, 6psklvi66inwws7buzf16yjft, 8kw1y8mzxtwl4fv8qkc8hoc7p, 50y6nq2eok9lnmldevkamkkwl, dl8x6fzdexn8r0sj65vgcgq8l, 5pbnl8ssfcrxf9lfg1pl3vxzp, 9l7ph5603tbb7xwyxpvjg22fp, e83zd56y74k8uecxqyo5xw7v9, f1lellpt59ka10kyngi7vsqy2",4208215309,197,19051,4208200597,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4208200599,59,"1, 22, 24, 35, 15, 23, 27, 5, 29, 12, 21, 4, 7, 8, 10, 11, 25, 28, 37, 64",4208200603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4208200601,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055429,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-04-22T14:00:09.973Z,2023-04-22T14:00:11Z,4208447515,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055427,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-04-22T14:00:09.973Z,2023-04-22T19:41:39Z,4208447509,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055449,3,1,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,50,50,2023-04-22T14:00:10.033Z,2023-04-22T20:23:01Z,4208447573,56,Back,4208447575,140,33.0,4208447583,279,S,4208447579,212,17.9,4208447577,141,50.7,4208447581,213,3.1,4210807907,178,,,,,6v1o4s2acog9guff3folo1jh1,J. Vardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055491,4,1,1,0,3,avxknfz4f6ob0rv9dbnxdzde0,0,32.8,51,2023-04-22T14:00:12.978Z,2023-04-22T20:23:03Z,4208447715,1,,4208447713,213,0.6,4208447705,56,Left,4208447709,141,85.7,4208447707,140,64.2,4208447711,212,40.5,4210808103,178,,4208447703,155,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055501,3,44,1,0,5,b9si1jn1lfxfund69e9ogcu2n,1,35.2,10.6,2023-04-22T14:00:15.645Z,2023-04-22T22:29:54Z,4208447755,233,5,4208447745,285,,4208447743,56,Back,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055497,5,44,1,0,5,avxknfz4f6ob0rv9dbnxdzde0,0,64.8,89.4,2023-04-22T14:00:15.646Z,2023-04-22T20:23:06Z,4208447781,233,3,4208447737,286,,4208447735,56,Left,,,,,,,,,,,,,,,,bwai2k262meugz2fj7s2g58iy,V. Kristiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055505,4,61,1,0,5,b9si1jn1lfxfund69e9ogcu2n,1,34.6,7.3,2023-04-22T14:00:15.906Z,2023-04-22T22:29:55Z,4208447749,56,Back,4210812249,388,,4210812245,21,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055519,5,49,1,0,7,b9si1jn1lfxfund69e9ogcu2n,1,33.3,25.9,2023-04-22T14:00:17.795Z,2023-04-22T20:24:03Z,,,,,,,,,,,,,,,,,,,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537055543,6,1,1,0,7,b9si1jn1lfxfund69e9ogcu2n,1,33.6,24.2,2023-04-22T14:00:17.912Z,2023-04-22T20:24:05Z,4210812709,178,,4208447935,212,15.4,4208447937,213,5.4,4208447933,141,6.4,4208447931,140,42.7,4208447929,56,Back,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
