id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/16/value
2514939953,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-03-04T11:30:04.537Z,2023-03-04T11:30:04Z,4070357965,130,4,4070357961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070357973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070357969,194,7z5ugeh3ejhwa3c8tg7idkpud,4070357963,59,"22, 2, 33, 39, 6, 4, 36, 7, 9, 24, 8, 1, 10, 11, 13, 14, 19, 23, 28, 32",4070357967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070357971,197,420,4070357959,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, 7z5ugeh3ejhwa3c8tg7idkpud, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, c589fk8pfqvbukvtdqu1yhjv9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, 8mjj0wgufggpc1ai2dk21h90p, 7w4l5mrrrg66wvdd8ndb5zb9x, doctoq9o6be1yap6je75w0vrp, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 7x6mnev1ob4u5ffmdsvusb4rt, 23oysjfutg5xy1f3o9bapnmxh, 37d7oej48pb143o5eilue1hhx, 5tbabvk43ljv3z3wd9mh0y8r9, exzca2akgjl00jfd2hzh33h7t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514939967,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-03-04T11:30:06.891Z,2023-03-04T11:45:53Z,4070358039,194,9wbf00lybk9fqablaqwg5cn2t,4070358031,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070358043,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070358035,130,8,4070358037,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070358033,59,"31, 2, 6, 8, 25, 3, 47, 16, 9, 17, 10, 4, 5, 14, 18, 19, 20, 26, 80, 82",4070358041,197,4978,4070358029,30,"23637o19ff0sw18pqv8g96ndh, e9wu8dcamrtj3ftbx3nmhusid, 7jn9kl5wq29d41ekc2fz2rs2d, 9wbf00lybk9fqablaqwg5cn2t, almf0gtdjmsdm5zhyot1hvydx, 2t5s4f41jefzuzth0bhcixtcl, 693z0rzfh3m0h0wsma9v8c9ux, dqfk7czrayirrvonirtk2mk15, atzboo800gv7gic2rgvgo0kq1, c2jqa9vozhqu7x79h5rr2n1ed, 72nph557ee2a9tdky8rvk12vp, 99d29g8af71vt1hrur06qvy7d, 3gem1jrrkgye0omb88fk1lsk5, 7fmpgkx58o9pivo2bbnxxkt05, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, b3974hgsmyff5xtq7qf1onhlh, exiribcpg9vnuq9ekhlk74dlh, dl10343h8yopcgerzur5samwa, d0azo0spzov2hg6ul40l58e3u",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970313,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-03-04T12:31:58.895Z,2023-03-04T18:24:44Z,4070511903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970331,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-03-04T12:31:58.895Z,2023-03-04T12:32:01Z,4070512007,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970369,3,1,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,49.9,50,2023-03-04T12:31:58.955Z,2023-03-04T18:32:39Z,4070512237,279,S,4070512233,213,3.2,4070512229,212,15.6,4070512221,140,35.0,4072684809,178,,4070512217,56,Back,4070512227,141,49.7,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970393,4,1,1,0,2,a3nyxabgsqlnqfkeg41m6tnpp,1,35.4,51.2,2023-03-04T12:32:01.138Z,2023-03-04T18:32:51Z,4070512351,56,Back,4070512359,213,2.3,4070512355,141,67.1,4072685427,178,,4070512357,212,14.2,4070512353,140,26.7,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970463,5,1,1,0,4,a3nyxabgsqlnqfkeg41m6tnpp,1,26.6,67.7,2023-03-04T12:32:03.632Z,2023-03-04T18:32:55Z,4072685727,178,,4070512737,56,Back,4070512745,140,8.1,4070512753,213,3.8,4070512749,141,45.2,4070512751,212,24.7,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970521,6,1,1,0,8,a3nyxabgsqlnqfkeg41m6tnpp,1,8,30.3,2023-03-04T12:32:07.563Z,2023-03-04T18:32:58Z,4070512989,213,4.6,4070512987,212,15.0,4070512983,140,5.7,4070512981,56,Back,4070512985,141,8.5,4072686047,178,,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970565,7,1,1,0,10,a3nyxabgsqlnqfkeg41m6tnpp,1,5.5,7,2023-03-04T12:32:09.813Z,2023-03-04T18:33:01Z,4070513213,141,3.8,4070513217,213,6.1,4070513211,140,15.5,4070513209,56,Back,4072686201,178,,4070513215,212,10.7,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514970567,8,61,1,0,11,a3nyxabgsqlnqfkeg41m6tnpp,0,15.5,3.8,2023-03-04T12:32:10.885Z,2023-03-04T18:33:03Z,4070513221,56,Back,4072686339,178,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
