id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,assist,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2470356925,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-10-10T18:00:03.748Z,2022-10-11T00:57:56Z,3835390463,30,"5z8ycnd0smdkumi5fgtzf7c9h, 8pb6iiphpyxdlpbs4dpunr8wl, 1vklxifs8qpj71s4reu3pkw5x, 19nlw3sa0khwz0el4wqc7zrp, av7e2wk5ub7qnh3sqcvssvh79, 12cgiy0t282ywdbr5j78hrxsl, ece7xph4emgawvh7mr56319ex, a6m9jcx0e4l6krv1u0pbfuoyd, 3ztcz2dgfniqv141w7xsky7zd, 1l228p52d8wdf8qhfxqu8rca, 55yy0p6johtu9nxk90zsfctt5, 1tuivl8zdnsaz8vbed2z582qx, 95uxoznu15m2xywirv43rcmol, 3mgjcyaseuexxlssgatjgsand, 55eiicx10oqok1601fqyovt1x, 5f72vvw62zdlyrj3mwux2udat, 8bhdwi4p824s82bbzkh2vy6t, dcq0nu7mmecab5djjwg0n8ktm, 8kfciybd6filv663ebckuerjd, cfpqqzqrpzv6dq89yw7nfd1p1",3835390473,194,ece7xph4emgawvh7mr56319ex,3835390475,197,4782,3835390465,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835390469,130,4,3835390467,59,"1, 24, 15, 23, 3, 26, 22, 21, 25, 20, 10, 4, 5, 7, 9, 11, 13, 14, 16, 30",3835390477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835390471,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470356949,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-10-10T18:00:07.054Z,2022-10-10T19:02:05Z,3835390601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835390597,59,"1, 2, 18, 6, 4, 5, 7, 41, 11, 10, 23, 8, 9, 16, 19, 20, 25, 32, 35, 52",3835390607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3835390599,130,4,3835390605,197,16360,3835390595,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3835390593,30,"3zl1q2gk6tdmzirsyfgm38no5, 1e9txzr9hqz94xtun6byo0vs9, 7paw998ux29k7hx4t1g0wu85x, 7j84ozqdpgupzxevbxemi5tyh, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, btvuam6p4391am219taqtcted, bhsh1n3qfg8awmctxlh8k7yzt, 5m0j33eoa5c8pqlr0tdf7undh, l0qqn9tlgov91p5d1zzdupcl, 3vxh219sef8mooilemi8xbs9h, d394go61g90f1u6bddu1narit, ashza2qkgnak7wb3vuz5bnzyt, 172klpuv2h1enskc8fz79xg45, bq2q90k6q53nlf53et7j46cid, 1tbc8iokapjgu8zjrc1knq28l, 4myy5br8yj5678xlji3up1ryt, 1emj0rlthc8syfleox4c39kut, 7gaf68yeu28zp80kkb0tqgpd6, 9jj7t00bb5zflz78nlz3bvllg",3835390603,194,btvuam6p4391am219taqtcted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379387,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-10-10T19:00:07.618Z,2022-10-11T02:26:16Z,3835512765,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379399,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-10-10T19:00:07.618Z,2022-10-10T19:00:10Z,3835512815,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379433,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,50,50,2022-10-10T19:00:07.637Z,2022-10-11T03:04:50Z,3835512973,140,33.7,3836021793,178,,3835512979,213,3.3,3835512981,279,S,3835512975,141,46.3,3835512971,56,Back,3835512977,212,17.3,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379453,4,1,1,0,2,1qtaiy11gswx327s0vkibf70n,1,34.5,47.5,2022-10-10T19:00:09.968Z,2022-10-11T03:04:50Z,3835513081,140,69.7,3835513087,213,0.7,3835513079,56,Left,3836021797,178,,3835513077,155,,3835513089,1,,3835513085,212,47.6,3835513083,141,91.7,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379459,5,61,1,0,5,1qtaiy11gswx327s0vkibf70n,0,68.8,90,2022-10-10T19:00:12.635Z,2022-10-11T03:04:51Z,3835513105,56,Left,3836021801,178,,,,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379449,3,49,1,0,6,b496gs285it6bheuikox6z9mj,1,34.9,14.2,2022-10-10T19:00:13.979Z,2022-10-11T03:04:55Z,,,,,,,,,,,,,,,,,,,,,,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379471,4,1,1,0,6,b496gs285it6bheuikox6z9mj,1,34.9,14.2,2022-10-10T19:00:14.029Z,2022-10-11T03:04:59Z,3835513179,212,6.0,3835513175,140,30.1,3836021815,178,,3835513173,56,Back,3835513177,141,9.4,3835513183,213,3.7,,,,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379487,5,1,1,0,7,b496gs285it6bheuikox6z9mj,1,30.1,9.4,2022-10-10T19:00:15.301Z,2022-10-11T03:05:06Z,3835513247,141,17.5,3836021829,178,,3835513245,140,16.2,3835513249,212,15.6,3835513243,56,Back,3835513251,213,2.8,,,,,,,1e9txzr9hqz94xtun6byo0vs9,M. Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470379519,6,1,1,0,9,b496gs285it6bheuikox6z9mj,1,16.2,17.5,2022-10-10T19:00:16.991Z,2022-10-11T03:05:10Z,3835513351,56,Back,3836021841,178,,3835513357,212,22.4,3835513353,140,7.5,3835513359,213,2.0,3835513355,141,47.6,,,,,,,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
