id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/17/value
2455875479,6,5,1,0,9,6eqit8ye8aomdsrrq0hk3v7gh,1,68.2,-1.1,2022-09-04T15:30:27.933Z,2022-09-05T00:37:44Z,3758268287,56,Right,3758268289,347,,3758268293,233,5,,,,,,,,,,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875495,7,1,1,0,17,6eqit8ye8aomdsrrq0hk3v7gh,1,69,0,2022-09-04T15:30:35.815Z,2022-09-05T00:37:51Z,3758268379,212,26.4,3758268377,141,26.1,3758268383,1,,3758268381,213,0.8,3758268373,56,Center,3758268371,107,,3758268375,140,86.8,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875507,8,1,1,0,19,6eqit8ye8aomdsrrq0hk3v7gh,0,86.8,26.1,2022-09-04T15:30:37.754Z,2022-09-05T00:37:57Z,3759856069,388,,3758268423,140,79.9,3758268421,56,Center,3758268425,141,27.1,3758268429,213,3.0,3758268419,3,,3758268427,212,7.3,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875509,6,8,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,1,20.4,73.5,2022-09-04T15:30:38.466Z,2022-09-05T00:37:59Z,3758268435,56,Back,3759856089,178,,3759396243,385,,,,,,,,,,,,,,,,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875539,9,1,1,0,23,6eqit8ye8aomdsrrq0hk3v7gh,1,76.3,24.7,2022-09-04T15:30:41.072Z,2022-09-05T00:38:05Z,3759856201,178,,3758268587,56,Center,3758268589,140,68.4,3758268595,213,2.7,3758268591,141,30.3,3758268593,212,9.1,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875561,10,1,1,0,24,6eqit8ye8aomdsrrq0hk3v7gh,1,68.4,39.2,2022-09-04T15:30:42.649Z,2022-09-05T00:38:10Z,3758268719,212,21.8,3759856265,178,,3758268717,141,70.5,3758268721,213,1.8,3758268715,140,64.1,3758268713,56,Center,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875597,11,1,1,0,27,6eqit8ye8aomdsrrq0hk3v7gh,1,64.2,72,2022-09-04T15:30:45.161Z,2022-09-05T00:38:13Z,3758268927,213,1.1,3758268925,212,13.7,3758268923,141,90.0,3758268919,56,Left,3758268921,140,70.0,3759856337,178,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875617,12,1,1,0,33,6eqit8ye8aomdsrrq0hk3v7gh,1,74,89.9,2022-09-04T15:30:51.125Z,2022-09-05T00:38:16Z,3758269027,141,90.5,3758269029,212,11.8,3759856391,178,,3758269023,56,Left,3758269025,140,62.8,3758269031,213,3.1,,,,,,,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875627,13,1,1,0,35,6eqit8ye8aomdsrrq0hk3v7gh,1,58.6,89.7,2022-09-04T15:30:53.535Z,2022-09-05T00:38:20Z,3758269093,56,Center,3758269101,213,4.1,3759856487,178,,3758269095,140,52.3,3758269099,212,11.8,3758269097,141,75.3,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875669,14,1,1,0,36,6eqit8ye8aomdsrrq0hk3v7gh,1,52.5,75.3,2022-09-04T15:30:54.678Z,2022-09-05T00:38:23Z,3758269309,56,Center,3758269315,212,10.0,3758269313,141,69.9,3758269311,140,61.4,3759856527,178,,3758269317,213,5.9,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875693,15,1,1,0,39,6eqit8ye8aomdsrrq0hk3v7gh,1,58.6,61.5,2022-09-04T15:30:57.900Z,2022-09-05T00:38:27Z,3758269467,140,47.2,3758269473,213,4.2,3758269471,212,23.4,3758269469,141,31.9,3758269465,56,Back,3759856617,178,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875723,16,1,1,0,42,6eqit8ye8aomdsrrq0hk3v7gh,1,47.3,30.3,2022-09-04T15:31:00.485Z,2022-09-05T00:38:30Z,3758269631,140,56.8,3758269633,141,5.8,3758269635,212,19.4,3758269637,213,5.3,3758269629,56,Right,3759856651,178,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875731,17,1,1,0,46,6eqit8ye8aomdsrrq0hk3v7gh,1,62.8,13.8,2022-09-04T15:31:04.664Z,2022-09-05T00:38:33Z,3758269695,141,31.8,3758269693,140,56.8,3758269691,56,Center,3758269699,213,2.0,3759856745,178,,3758269697,212,13.8,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875749,18,1,1,0,48,6eqit8ye8aomdsrrq0hk3v7gh,1,56.1,33.9,2022-09-04T15:31:06.365Z,2022-09-05T00:38:36Z,3758269807,213,2.5,3759856833,178,,3758269799,56,Back,3758269805,212,14.1,3758269803,141,46.9,3758269801,140,45.6,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875791,19,1,1,0,50,6eqit8ye8aomdsrrq0hk3v7gh,1,45.1,52.2,2022-09-04T15:31:08.775Z,2022-09-05T00:38:39Z,3758270057,212,25.6,3758270059,213,1.1,3758270055,141,85.9,3758270051,56,Left,3758270053,140,56.0,3759856869,178,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875813,20,1,1,0,55,6eqit8ye8aomdsrrq0hk3v7gh,1,55.5,88.1,2022-09-04T15:31:13.811Z,2022-09-05T00:38:42Z,3758270169,212,18.8,3758270171,213,3.6,3758270167,141,75.1,3759856969,178,,3758270163,56,Back,3758270165,140,39.7,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875887,21,1,1,0,58,6eqit8ye8aomdsrrq0hk3v7gh,1,41.8,74.7,2022-09-04T15:31:16.513Z,2022-09-05T00:38:45Z,3758270535,141,89.6,3758270531,56,Left,3758270533,140,55.1,3759857027,178,,3758270537,212,17.3,3758270539,213,0.6,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875899,22,3,1,1,6,6eqit8ye8aomdsrrq0hk3v7gh,0,89.6,85.1,2022-09-04T15:31:24.667Z,2022-09-05T00:38:59Z,3758270597,286,,3758270685,233,7,3758270593,56,Left,3759399091,465,,3759857279,178,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875907,7,7,1,1,6,4dsgumo7d4zupm2ugsvm4zm4d,0,10.4,14.9,2022-09-04T15:31:24.857Z,2022-09-05T00:39:01Z,3758270643,56,Back,3758270645,285,,3758270679,233,22,3759399299,385,,3759857349,178,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875947,23,1,1,1,8,6eqit8ye8aomdsrrq0hk3v7gh,1,95.6,89.1,2022-09-04T15:31:26.122Z,2022-09-05T00:39:06Z,3758270883,140,91.2,3758270881,56,Left,3758270885,141,96.8,3759857461,178,,3758270887,212,7.0,3758270889,213,2.3,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875929,8,45,1,1,10,4dsgumo7d4zupm2ugsvm4zm4d,0,10.5,6.7,2022-09-04T15:31:28.745Z,2022-09-05T00:39:13Z,3758270779,285,,3758270945,233,24,3758270777,56,Back,,,,,,,,,,,,,,,,8tc7dcuwdeqbjgt7vw5p38xgq,B. Saka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875949,24,3,1,1,10,6eqit8ye8aomdsrrq0hk3v7gh,1,89.5,93.3,2022-09-04T15:31:28.745Z,2022-09-05T00:39:13Z,3758270911,233,8,3758270893,56,Left,3758270895,286,,3759399955,465,,3759857597,178,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875967,25,1,1,1,12,6eqit8ye8aomdsrrq0hk3v7gh,0,91.9,96,2022-09-04T15:31:30.112Z,2022-09-05T00:39:17Z,3758270969,141,51.9,3758270967,140,89.9,3758270971,212,30.1,3758270973,213,4.6,3759400727,224,,3759857747,178,,3758270965,56,Center,3759400729,72,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,3758270961,2,3758270963,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875969,9,12,1,1,13,4dsgumo7d4zupm2ugsvm4zm4d,1,8.5,41.5,2022-09-04T15:31:31.139Z,2022-09-05T00:39:22Z,3759857821,178,,3758270981,141,48.9,3758270983,212,19.5,3758270985,213,0.3,3758270977,56,Back,3758270979,140,26.4,,,,,,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875983,26,1,1,1,15,6eqit8ye8aomdsrrq0hk3v7gh,1,75.1,57.9,2022-09-04T15:31:33.467Z,2022-09-05T00:39:26Z,3758271041,56,Center,3758271043,140,70.0,3758271045,141,64.0,3759857957,178,,3758271047,212,6.8,3758271049,213,2.5,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455875971,10,43,1,1,15,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-09-04T15:31:33.598Z,2022-09-04T15:32:04Z,3758272371,144,61,3758270989,56,Back,,,,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876011,27,1,1,1,16,6eqit8ye8aomdsrrq0hk3v7gh,1,69.1,65.2,2022-09-04T15:31:34.637Z,2022-09-05T00:39:30Z,3759858097,178,,3758271179,140,73.9,3758271177,56,Center,3758271181,141,59.9,3758271183,212,6.2,3758271185,213,5.7,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876023,11,45,1,1,19,4dsgumo7d4zupm2ugsvm4zm4d,0,14.1,31.9,2022-09-04T15:31:37.155Z,2022-09-05T00:39:40Z,3758271329,233,28,3758271251,56,Back,3758271253,285,,,,,,,,,,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876027,28,3,1,1,19,6eqit8ye8aomdsrrq0hk3v7gh,1,85.9,68.1,2022-09-04T15:31:37.155Z,2022-09-05T00:39:40Z,3759401989,465,,3758271287,56,Center,3759858339,178,,3758271289,286,,3758271313,233,11,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876039,29,1,1,1,21,6eqit8ye8aomdsrrq0hk3v7gh,0,96.7,71.1,2022-09-04T15:31:39.918Z,2022-09-05T00:39:44Z,3758271369,213,4.3,3758271367,212,14.2,3759858471,178,,3758271365,141,52.1,3758271363,140,91.0,3758271361,56,Center,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876045,12,8,1,1,22,4dsgumo7d4zupm2ugsvm4zm4d,1,9.8,54.9,2022-09-04T15:31:40.663Z,2022-09-05T00:39:50Z,3758271389,56,Back,3759402615,384,,3759858655,178,,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876085,13,49,1,1,24,4dsgumo7d4zupm2ugsvm4zm4d,1,14.3,48.5,2022-09-04T15:31:42.400Z,2022-09-05T00:39:55Z,,,,,,,,,,,,,,,,,,,,,,,,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876109,14,1,1,1,24,4dsgumo7d4zupm2ugsvm4zm4d,0,14.3,48.5,2022-09-04T15:31:42.405Z,2022-09-05T00:40:00Z,3758271731,140,85.7,3758271733,141,16.0,3758271735,212,78.2,3758271729,56,Right,3758271737,213,6.0,3758271739,1,,3758271727,157,,3759858945,178,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876111,30,61,1,1,30,6eqit8ye8aomdsrrq0hk3v7gh,0,14.6,81.4,2022-09-04T15:31:48.867Z,2022-09-05T00:40:09Z,3759859177,178,,3758271745,56,Back,,,,,,,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876125,15,4,1,1,33,4dsgumo7d4zupm2ugsvm4zm4d,1,96.8,14.8,2022-09-04T15:31:51.650Z,2022-09-05T00:40:13Z,3758271835,56,Right,3758271833,13,,3758271841,286,,3758271837,152,,3758271935,233,31,3758271839,265,,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876145,31,4,1,1,33,6eqit8ye8aomdsrrq0hk3v7gh,0,3.2,85.2,2022-09-04T15:31:51.651Z,2022-09-05T00:40:13Z,3758271929,285,,3758271947,233,15,3758271927,265,,3759859317,178,,3758271925,152,,3758271921,13,,3758271923,56,Back,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876831,16,1,1,2,47,4dsgumo7d4zupm2ugsvm4zm4d,0,96.5,15.2,2022-09-04T15:33:05.273Z,2022-09-05T00:40:20Z,3759403577,223,,3758275643,213,1.5,3758275641,212,18.2,3758275637,140,96.9,3758275627,2,,3758275635,56,Center,3758275631,155,,3758275633,152,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,3759403579,72,3759859539,178,3758275629,5,3758275639,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876871,32,12,1,2,48,6eqit8ye8aomdsrrq0hk3v7gh,1,2.6,59.6,2022-09-04T15:33:06.040Z,2022-09-05T00:40:30Z,3758275835,140,7.7,3758275833,56,Back,3758275841,213,1.4,3758275837,141,100.0,3758275915,167,,3758275997,15,,3759859861,388,,3758275839,212,28.5,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876893,17,5,1,2,51,4dsgumo7d4zupm2ugsvm4zm4d,1,90.5,-0.9,2022-09-04T15:33:09.196Z,2022-09-05T00:40:35Z,3758275929,56,Right,3758275931,347,,3758275953,233,33,,,,,,,,,,,,,,,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876883,33,5,1,2,51,6eqit8ye8aomdsrrq0hk3v7gh,0,9.5,100.9,2022-09-04T15:33:09.196Z,2022-09-05T00:40:35Z,3758275963,233,17,3758275901,347,,3758275899,56,Back,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877199,18,1,1,3,8,4dsgumo7d4zupm2ugsvm4zm4d,1,89.6,0,2022-09-04T15:33:26.868Z,2022-09-05T00:40:38Z,3758277393,56,Right,3758277389,107,,3758277409,212,14.7,3758277397,140,97.8,3758277411,213,0.9,3758277403,141,15.7,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877213,19,1,1,3,12,4dsgumo7d4zupm2ugsvm4zm4d,0,96.5,6.4,2022-09-04T15:33:30.957Z,2022-09-05T00:40:41Z,3758277507,141,42.5,3758277511,213,1.8,3758277509,212,25.0,3758277503,56,Center,3759405057,223,,3758277499,2,,3758277501,155,,3759860237,178,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,3758277505,140,3759405059,72,,,,,,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877247,34,12,1,3,14,6eqit8ye8aomdsrrq0hk3v7gh,1,13.4,52.4,2022-09-04T15:33:32.475Z,2022-09-05T00:40:53Z,3758277689,15,,3758277665,56,Back,3759860593,388,,3758277667,140,12.0,3758277675,213,1.7,3758277671,212,15.6,3758277669,141,75.3,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877291,20,1,1,3,15,4dsgumo7d4zupm2ugsvm4zm4d,1,91.5,27.7,2022-09-04T15:33:33.912Z,2022-09-05T00:41:00Z,3758277893,213,2.4,3758277881,3,,3758277883,56,Center,3758277885,140,79.3,3759860679,388,,3758277889,212,18.0,3758277887,141,46.3,3758281185,210,15,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
