id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2474283357,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-10-19T17:30:03.948Z,2022-10-19T23:45:05Z,3856155387,30,"8jw1c54yfsk2m13uyl5yi5hm2, 2uiza5b6fbum38chxtvmnkzqh, 67qku7vyvbw76086eu05nowd1, dzsd79k6345s9105mb2r4fqol, 6gymgqxnu2zavuxgp6amm3zkl, 2r1u01vlym0nwcwx86bwbuusq, 6tckvu2rw7ns18dq7dim0sout, 7r6vds5j65fohi1k28cnqjqvp, dusjrdiyxfadenwx4pjr7catx, 59ujnkvl7rlffomi2bqpsmbpx, 37bmb84zex63yoipqwj01bcgl, d3p7p18i2ybzlwz5p5gjdd239, 4042kk7ylrs378rh26b7mh42x, axnmil0bg1giwhoa31tks7ljp, 1qcj2upaz0xa98zkc835djo8a, e382powtgetwn8npxf9nqeaga, 67oh9fkwrut68eegfjf5emaui, 6xdgasd4dvfgg4n23jw38473d, ebazcy0x20885rn9qx2acoi6s, 2oijcg6e36mwy3ie1num5wclx",3856155401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856155389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3856155391,59,"31, 2, 15, 3, 6, 22, 24, 8, 9, 10, 7, 1, 4, 17, 18, 19, 23, 27, 28, 32",3856155399,197,17364,3856155395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856155397,194,7r6vds5j65fohi1k28cnqjqvp,3856155393,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474283421,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-10-19T17:30:10.841Z,2022-10-19T22:52:58Z,3856155741,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3856155751,197,2071,3856155747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856155739,30,"1um5sa7iogc29aadvkabadyad, b3gobhr43y8oxpafvp4f8rgmh, y51k2gwbs4xmkao0mnaaa76d, 95pzsjfh0wf6isp6qpf9lddyh, bvlkh4zxfuo5frhj7ogpnecbt, 80bmtj7l07ohb2h475w955n9, djelmk2oafas355n2u0d1bumt, 6gxyeuqjnyj9bl4n8kz14sv6d, dvj6rdi2k0td95oxldbj6e28l, cr4c6htcw2jewsvboj6s8p045, 33cny48k38nlo8pcx3i24ldqt, 12l99v9rpet6ug6n121tg6ay1, 2u0613a3yx2fk1pefmb722rbp, bzjzvw54k5cmo93wdkjv89knp, 4fsvhj2hcujfwrz0kjo76u1g5, b187awt0wdxh20fx1rn5vgewa, efq6i6kz6ca3u91snwmptef2t, 2ubxzcc4zioelrh0cvxnae4lx, 8cmkqkrjme3wb0gegzn1e6xre, 918sxflcvngsy0xvc9dh3jaei",3856155743,59,"13, 16, 2, 25, 6, 15, 4, 8, 9, 10, 29, 1, 14, 17, 19, 20, 21, 22, 32, 33",3856155753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856155745,130,17,3856155749,194,80bmtj7l07ohb2h475w955n9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320611,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-10-19T18:30:21.210Z,2022-10-20T02:31:27Z,3856362485,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320593,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-10-19T18:30:21.210Z,2022-10-19T18:30:21Z,3856362397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320633,3,1,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,50.2,50.3,2022-10-19T18:30:21.291Z,2022-10-20T02:54:19Z,3856362633,212,26.3,3856362637,279,S,3856362635,213,3.2,3856362631,141,48.4,3857299491,178,,3856362629,140,25.2,3856362627,56,Back,,,,dusjrdiyxfadenwx4pjr7catx,A. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320691,4,1,1,0,3,d5ydtvt96bv7fq04yqm2w2632,0,27.2,43.1,2022-10-19T18:30:25.107Z,2022-10-20T02:54:25Z,3857299525,178,,3856362979,212,54.0,3856362975,140,73.3,3856362983,1,,3856362977,141,8.0,3856362973,56,Right,3856362981,213,5.8,3856362971,155,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320695,3,44,1,0,6,1pse9ta7a45pi2w2grjim70ge,1,29.5,92.5,2022-10-19T18:30:27.760Z,2022-10-20T06:21:02Z,3856363001,56,Back,3856363075,233,5,3856363003,285,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320699,5,44,1,0,6,d5ydtvt96bv7fq04yqm2w2632,0,70.5,7.5,2022-10-19T18:30:27.761Z,2022-10-20T02:54:31Z,3856363017,56,Right,3856363199,233,3,3856363019,286,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320705,4,12,1,0,6,1pse9ta7a45pi2w2grjim70ge,1,32.3,93,2022-10-19T18:30:27.805Z,2022-10-20T06:21:02Z,3856363045,212,5.7,3856363047,213,1.9,3856363039,56,Back,3857299635,388,,3856363043,141,100.0,3857029607,167,,3856363041,140,30.8,3857029605,15,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320711,5,5,1,0,6,1pse9ta7a45pi2w2grjim70ge,0,29.2,100.8,2022-10-19T18:30:27.984Z,2022-10-20T02:54:49Z,3856363099,347,,3856363261,233,6,3856363097,56,Back,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
