id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2512307269,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-02-25T18:45:23.487Z,2023-02-25T18:45:23Z,4056409513,30,"8k88isvd2hwr5e4gn9oxzr2t, ezrn62nekq3wpw1qs1yu1ezmd, 6dqnwhx0eglxhelidxg0dphm2, 375gnysvjk9bvq02ex1lkmynd, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, m2c4lckkcr7yilnqxrrsgh2i, 19m0uqmf1otcekssb7tbrl1m2, djgqihf08sxqh0zt2xe2xzv1l, 9c927a1i8iqblent14xat7aad, 6ebb2xcovp1tx5nv5yyncb7x1, 1rz6bw398na1i3t29rop7ikt1, 3xthf6r5hvlx8oje4rqcs3it, 4wic6z72nwmhkheme209fcmp5, a1oyrdwf1kyutqivxk753mzmd, dbebh5mvzowjrp7h4qvzxvaol, c9pmcoyzgtgcnlc63cl4283bp, 5nsag404623qznyyizl8yuwkq, 9dnne0ny6o6d5c6w3ayoo4vvu, c6pfpm73pimu0fdt32g86xyei",4056409523,194,9ipux4xiejibplsbbhqz8d5gp,4056409527,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056409519,130,8,4056409517,59,"13, 17, 3, 8, 16, 6, 7, 28, 14, 9, 15, 2, 4, 10, 18, 19, 22, 26, 29, 41",4056409525,197,406,4056409515,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4056409521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512307341,1,34,16,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-02-25T18:45:28.483Z,2023-02-25T18:45:28Z,4056409891,130,4,4056409893,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056409885,30,"53d0pvr7ylvfhp6p749iniqc5, 19z8jmren3eytg7fbuzqv73kl, eziqega9e25bg939pfh4vjp3p, 25yu90pekqr1lhs098f3uxy39, kvchpptoxgvcyiv358w9gtzp, dxze3b3fsfl814bjcs7q6wcet, 6onkmsi77t7bvk9tpha472vv9, 3xqbru6q5dvtrhv6coe7retp1, 9psfk94nduz6icnuwty5v9all, 5ilkkfbsss0bxd6ttdlqg0uz9, bz2p1aiij462e1emd7sh5psd1, 7mms3tmwizhtvzakotl4hv0et, 6b9erfx1rf9nff83300tntadx, 3kdl679ra6mlobdg09xqf7fft, dz2rfsmhib89jwilpuub10qcq, 3kwkd3b95n8qzqtq4idxav45x, 6z1du1o69dgamvu2m8yi97dre, aqjq5mpg6qgnaf1exel9usjys, 1su093v6qbmqj1ogjb1pclii1, dpw4s6nbkfcrjlqxxgf9j5yhh",4056409889,59,"1, 66, 26, 14, 32, 4, 8, 7, 18, 11, 20, 3, 9, 17, 19, 21, 28, 43, 46, 62",4056409887,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4056409897,197,4976,4056409899,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4056409895,194,25yu90pekqr1lhs098f3uxy39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354263,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-02-25T19:45:47.420Z,2023-02-26T03:26:27Z,4056668567,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354281,2,32,1,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-02-25T19:45:47.420Z,2023-02-25T19:45:50Z,4056668637,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354317,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50,50,2023-02-25T19:45:47.487Z,2023-02-26T04:12:45Z,4056668853,140,27.7,4056668859,213,3.2,4056668857,212,23.4,4056668855,141,48.7,4056668861,279,S,4057886147,178,,4056668851,56,Back,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354373,4,1,1,0,2,1c8m2ko0wxq1asfkuykurdr0y,1,28.8,50.4,2023-02-25T19:45:50.338Z,2023-02-26T04:12:48Z,4056669195,1,,4056669183,155,,4056669187,140,70.5,4056669189,141,95.4,4056669193,213,0.6,4056669185,56,Left,4056669191,212,53.4,4057886191,178,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354381,5,1,1,0,4,1c8m2ko0wxq1asfkuykurdr0y,0,62.4,96.6,2023-02-25T19:45:52.296Z,2023-02-26T04:12:57Z,4056669253,56,Left,4056669265,212,16.1,4056669257,140,74.8,4056669271,213,5.7,4057886299,178,,4056669261,141,82.6,4056669251,3,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354393,3,49,1,0,5,c8h9bw1l82s06h77xxrelzhur,1,27.8,19.4,2023-02-25T19:45:53.322Z,2023-02-26T04:13:00Z,,,,,,,,,,,,,,,,,,,,,,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354431,4,1,1,0,5,c8h9bw1l82s06h77xxrelzhur,0,31.1,19.2,2023-02-25T19:45:53.385Z,2023-02-26T04:13:04Z,4056669577,213,0.4,4056669569,56,Center,4056669575,212,27.9,4056669573,141,35.9,4056670907,157,,4056669571,140,55.4,4057886427,178,,4056670915,1,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512354451,6,1,1,0,8,1c8m2ko0wxq1asfkuykurdr0y,0,44.3,62.5,2023-02-25T19:45:56.361Z,2023-02-26T04:13:08Z,4056669711,213,0.2,4056669703,56,Center,4056669705,140,62.5,4057886483,388,,4056669709,212,19.6,4056669701,3,,4056669707,141,69.0,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
