id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2446751899,1,34,16,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-08-15T18:00:12.079Z,2022-08-15T18:01:57Z,3709866501,130,4,3709869301,197,4975,3709866503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709866499,59,"1, 66, 26, 3, 47, 4, 19, 7, 27, 11, 23, 2, 8, 13, 14, 21, 28, 43, 72, 42",3709866497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3709866495,30,"53d0pvr7ylvfhp6p749iniqc5, 19z8jmren3eytg7fbuzqv73kl, eziqega9e25bg939pfh4vjp3p, 7mms3tmwizhtvzakotl4hv0et, 8ckml3ywxcyv3w7978rki88vd, dxze3b3fsfl814bjcs7q6wcet, dz2rfsmhib89jwilpuub10qcq, 3xqbru6q5dvtrhv6coe7retp1, 5e300bc3sbmy6iqpvmic34qju, 5ilkkfbsss0bxd6ttdlqg0uz9, 5ch0r2awkzjfd4hv6kbw6c9gp, 29dp5gmu5xbd04mozwxq5tjh1, 6onkmsi77t7bvk9tpha472vv9, 2r4ox2h5r7doo3ys9ynm2nbo5, 25yu90pekqr1lhs098f3uxy39, 3kwkd3b95n8qzqtq4idxav45x, 6z1du1o69dgamvu2m8yi97dre, aqjq5mpg6qgnaf1exel9usjys, 58ixsja4yf7pskmshzo7ohwfe, 31q177jwvtfisk6irzsu4eiqy",3709866507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709866505,194,3xqbru6q5dvtrhv6coe7retp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446751927,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-15T18:00:15.377Z,2022-08-15T19:05:22Z,3709866609,130,11,3709866603,30,"8k88isvd2hwr5e4gn9oxzr2t, ezrn62nekq3wpw1qs1yu1ezmd, 6dqnwhx0eglxhelidxg0dphm2, 9ipux4xiejibplsbbhqz8d5gp, 5wkso3mls5ulkilr0xzfix1p1, 1rz6bw398na1i3t29rop7ikt1, 9c927a1i8iqblent14xat7aad, 19m0uqmf1otcekssb7tbrl1m2, 9ikkppq7uewf36gahgz0kzaol, 6ebb2xcovp1tx5nv5yyncb7x1, 4wic6z72nwmhkheme209fcmp5, 3xthf6r5hvlx8oje4rqcs3it, m2c4lckkcr7yilnqxrrsgh2i, djgqihf08sxqh0zt2xe2xzv1l, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, c9pmcoyzgtgcnlc63cl4283bp, 1j33u4pcdl987f0pm1hpkynai, 5nsag404623qznyyizl8yuwkq, 4db9vewyt9kiqtqd5e0rloodm",3709866615,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709868425,197,15924,3709866605,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3709866607,59,"13, 17, 3, 6, 16, 2, 9, 28, 11, 15, 10, 4, 7, 14, 19, 21, 22, 23, 26, 48",3709866611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709866613,194,1rz6bw398na1i3t29rop7ikt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776649,2,32,1,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-08-15T19:00:44.805Z,2022-08-16T01:44:52Z,3710012419,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776641,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-08-15T19:00:44.805Z,2022-08-15T19:00:45Z,3710012395,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776659,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50,50,2022-08-15T19:00:44.824Z,2022-08-16T03:00:48Z,3710432785,178,,3710012495,141,49.6,3710012499,212,16.9,3710012503,279,S,3710012501,213,3.2,3710012491,56,Back,3710012493,140,33.9,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776679,4,1,1,0,3,1c8m2ko0wxq1asfkuykurdr0y,0,36.6,53.3,2022-08-15T19:00:47.847Z,2022-08-16T03:01:09Z,3710012605,56,Left,3710012607,140,74.0,3710012611,212,43.9,3710012613,213,0.5,3710432917,178,,3710012609,141,82.0,3710012603,155,,3710012615,1,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776675,3,44,1,0,5,c8h9bw1l82s06h77xxrelzhur,1,22.8,15.6,2022-08-15T19:00:50.631Z,2022-08-16T06:27:49Z,3710012585,285,,3710012583,56,Back,3710012643,233,5,,,,,,,,,,,,,,,,8ckml3ywxcyv3w7978rki88vd,N. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776683,5,44,1,0,5,1c8m2ko0wxq1asfkuykurdr0y,0,77.2,84.4,2022-08-15T19:00:50.632Z,2022-08-16T03:01:16Z,3710012673,233,3,3710012639,286,,3710012637,56,Left,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776685,4,1,1,0,5,c8h9bw1l82s06h77xxrelzhur,1,19.4,12.9,2022-08-15T19:00:50.659Z,2022-08-16T06:27:49Z,3710012659,212,10.8,3710012651,3,,3710012653,56,Back,3710012661,213,0.6,3710432975,388,,3710012657,141,21.8,3710012655,140,27.9,,,,8ckml3ywxcyv3w7978rki88vd,N. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446776689,5,49,1,0,7,c8h9bw1l82s06h77xxrelzhur,1,31.8,31.6,2022-08-15T19:00:52.031Z,2022-08-16T03:01:25Z,,,,,,,,,,,,,,,,,,,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
