id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2479636341,136,49,1,13,44,6eqit8ye8aomdsrrq0hk3v7gh,1,47.2,82.4,2022-10-30T16:28:59.215Z,2022-10-30T23:21:15Z,,,,,,,,,,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636369,137,1,1,13,46,6eqit8ye8aomdsrrq0hk3v7gh,0,47.2,82.4,2022-10-30T16:29:00.631Z,2022-10-30T23:21:20Z,3884539311,213,6.1,3884539301,155,,3884539305,140,95.3,3885796851,178,,3884539303,56,Center,3884539309,212,51.9,3884539313,1,,3884539307,141,65.1,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636367,133,52,1,13,51,4txjdaqveermfryvbfrr4taf7,1,3.4,33.4,2022-10-30T16:29:05.682Z,2022-10-30T23:21:23Z,3885796877,178,,3885254063,376,,,,,,,,,,,,,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636407,134,1,1,13,52,4txjdaqveermfryvbfrr4taf7,1,3.5,32,2022-10-30T16:29:06.530Z,2022-10-30T23:21:27Z,3884539491,123,,3884539495,140,20.2,3884539493,56,Back,3884539499,212,29.3,3884539497,141,66.5,3884539501,213,0.9,3885796921,178,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636431,135,1,1,13,55,4txjdaqveermfryvbfrr4taf7,1,20.5,66.5,2022-10-30T16:29:09.501Z,2022-10-30T23:21:32Z,3884539655,140,38.2,3884539659,212,20.3,3884539653,56,Back,3885796977,178,,3884539661,213,0.4,3884539657,141,78.5,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636437,136,61,1,13,58,4txjdaqveermfryvbfrr4taf7,0,42.1,84,2022-10-30T16:29:12.850Z,2022-10-30T23:21:39Z,3884539677,56,Back,3885797039,178,,,,,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636449,138,49,1,13,59,6eqit8ye8aomdsrrq0hk3v7gh,1,62.5,19.3,2022-10-30T16:29:13.590Z,2022-10-30T23:21:43Z,,,,,,,,,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636493,139,1,1,14,0,6eqit8ye8aomdsrrq0hk3v7gh,1,69.4,26.9,2022-10-30T16:29:14.838Z,2022-10-30T23:21:53Z,3884540573,210,15,3884539943,56,Center,3884539949,212,9.0,3884539947,141,40.0,3885797093,178,,3884539951,213,1.4,3884539945,140,70.6,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636501,140,15,1,14,3,6eqit8ye8aomdsrrq0hk3v7gh,1,72.1,39.7,2022-10-30T16:29:17.703Z,2022-10-30T23:21:53Z,3884540579,55,139,3884540587,215,,3884539987,18,,3885797131,178,,3884540291,20,,3884539985,22,,3884540577,29,,3884540589,146,98.2,h17s3qts1dz1zqjw19jazzkl,Cristiano Ronaldo,3884540583,102,51.0,,3884539989,56,3884540585,103,12.0,3884541597,78,3884540591,147,49.8,3884540311,233,138,,,,,,,,Center,,,,,,,,,,,,,,
2479636537,138,10,1,14,4,4txjdaqveermfryvbfrr4taf7,1,3.2,50.4,2022-10-30T16:29:18.563Z,2022-10-30T23:21:57Z,3885255789,377,,3884540185,178,,3884540321,233,140,3884540187,182,,3884540183,177,,3884540189,56,Back,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636529,137,52,1,14,4,4txjdaqveermfryvbfrr4taf7,1,3.2,50.4,2022-10-30T16:29:18.722Z,2022-10-30T23:21:59Z,3885255919,377,,3885797179,178,,,,,,,,,,,,,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636571,139,1,1,14,8,4txjdaqveermfryvbfrr4taf7,1,8.1,52.1,2022-10-30T16:29:22.766Z,2022-10-30T23:22:54Z,3884540523,189,,3884540379,212,19.6,3884540373,56,Back,3884540377,141,75.2,3884540371,123,,3885797719,178,,3884540381,213,0.9,3884540375,140,19.3,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636583,140,1,1,14,11,4txjdaqveermfryvbfrr4taf7,1,20.3,75.9,2022-10-30T16:29:25.533Z,2022-10-30T23:22:59Z,3884540483,141,95.1,3884540487,213,0.9,3884540485,212,16.4,3884540479,56,Back,3885797763,178,,3884540481,140,29.8,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636603,141,1,1,14,13,4txjdaqveermfryvbfrr4taf7,0,39,95.4,2022-10-30T16:29:27.977Z,2022-10-30T23:23:06Z,3885797833,178,,3884540613,212,19.2,3884540609,140,57.3,3884540607,56,Left,3884540611,141,96.6,3884540615,213,0.0,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636617,141,8,1,14,14,6eqit8ye8aomdsrrq0hk3v7gh,1,43.6,3.5,2022-10-30T16:29:28.912Z,2022-10-30T23:23:10Z,3884540677,56,Back,3885797865,178,,3885256543,385,,,,,,,,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636635,142,5,1,14,15,6eqit8ye8aomdsrrq0hk3v7gh,0,42.4,-1,2022-10-30T16:29:29.602Z,2022-10-30T23:23:12Z,3884541995,233,142,3884540795,347,,3884540793,56,Back,,,,,,,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636831,142,5,1,14,15,4txjdaqveermfryvbfrr4taf7,1,57.6,101,2022-10-30T16:29:29.602Z,2022-10-30T23:23:12Z,3884541987,233,142,3884541965,347,,3884541963,56,Left,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636843,143,1,1,14,31,4txjdaqveermfryvbfrr4taf7,1,61.4,100,2022-10-30T16:29:46.041Z,2022-10-30T23:23:30Z,3884542221,189,,3884542035,212,11.4,3884542031,140,64.4,3884542033,141,84.7,3884542037,213,5.0,3884542029,56,Left,3884542027,107,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479771347,796,1,1,14,33,4txjdaqveermfryvbfrr4taf7,1,62.8,90.2,2022-10-30T16:29:48.129Z,2022-10-30T23:23:34Z,3885283889,189,,3885283897,212,19.5,3885798091,178,,3885283893,140,44.4,3885283899,213,3.0,3885283891,56,Back,3885283895,141,94.5,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636871,144,1,1,14,35,4txjdaqveermfryvbfrr4taf7,1,43.3,91.4,2022-10-30T16:29:50.143Z,2022-10-30T23:23:39Z,3884542201,141,46.4,3884542205,213,4.4,3884542199,140,35.0,3884542197,56,Back,3885798129,178,,3884542203,212,31.8,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636895,145,1,1,14,39,4txjdaqveermfryvbfrr4taf7,0,33.3,39.5,2022-10-30T16:29:53.855Z,2022-10-30T23:23:43Z,3884542309,212,19.9,3884542303,56,Back,3884542307,141,12.5,3884542305,140,40.5,3885798179,178,,3884542311,213,5.1,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636887,143,8,1,14,40,6eqit8ye8aomdsrrq0hk3v7gh,1,62,89,2022-10-30T16:29:55.119Z,2022-10-30T23:23:47Z,3885798207,178,,3885257449,383,,3884542269,56,Left,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636893,144,49,1,14,41,6eqit8ye8aomdsrrq0hk3v7gh,1,63.7,90.2,2022-10-30T16:29:56.431Z,2022-10-30T23:23:50Z,,,,,,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636961,145,15,1,14,46,6eqit8ye8aomdsrrq0hk3v7gh,1,86.9,55.1,2022-10-30T16:30:01.295Z,2022-10-30T23:24:05Z,3884544021,103,19,3884543077,233,146,3884544025,215,,3885798317,178,,3885258265,76,,3884544037,231,51.6,3884544017,102,52.4,3884544029,458,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,3884543055,82,,,3884544035,230,3884543051,20,,3884542673,56,3884544031,146,90.6,3884542669,17,,3884544033,147,54.3,3884542665,22,,,97.7,Center,,,,,,,,,,,,,
2479636997,146,10,1,14,46,4txjdaqveermfryvbfrr4taf7,1,12.7,45.1,2022-10-30T16:30:01.399Z,2022-10-30T23:24:09Z,3884542845,56,Back,3884542843,94,,3885798365,389,,3884543103,233,145,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479636985,146,6,1,14,48,6eqit8ye8aomdsrrq0hk3v7gh,1,87.4,55,2022-10-30T16:30:03.351Z,2022-10-30T23:24:15Z,3884542781,56,Center,3884543007,233,147,3884542783,73,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637015,147,6,1,14,48,4txjdaqveermfryvbfrr4taf7,0,12.6,45,2022-10-30T16:30:03.351Z,2022-10-30T23:24:15Z,3884542951,56,Back,3884542953,73,,3884543015,233,146,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479853489,871,43,1,14,58,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:30:12.809Z,2022-10-30T23:14:01Z,3885791603,144,82,3885729033,178,0,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479853521,872,43,1,14,59,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:30:14.185Z,2022-10-30T23:14:03Z,3885729183,178,0,3885791617,144,82,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479853541,873,43,1,15,1,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:30:15.809Z,2022-10-30T23:14:05Z,3885729291,178,0,3885791637,144,82,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479853581,874,43,1,15,2,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:30:16.893Z,2022-10-30T23:14:08Z,3885791651,144,82,3885729491,178,0,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479853601,875,43,1,15,3,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:30:17.608Z,2022-10-30T23:14:45Z,3885792013,144,82,3885729583,178,0,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637327,147,1,1,15,16,6eqit8ye8aomdsrrq0hk3v7gh,1,99.5,99.5,2022-10-30T16:30:31.312Z,2022-10-30T22:00:16Z,3884544809,213,4.4,3885670153,178,,3884544803,140,96.8,3884544807,212,9.2,3884544801,56,Left,3884544799,6,,3884544805,141,86.7,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637387,148,1,1,15,18,6eqit8ye8aomdsrrq0hk3v7gh,1,96.8,86.7,2022-10-30T16:30:33.150Z,2022-10-30T22:00:23Z,3884545149,141,81.9,3884545147,140,71.6,3884545153,213,3.3,3885670399,178,,3884545151,212,26.7,3884545145,56,Left,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637411,149,1,1,15,22,6eqit8ye8aomdsrrq0hk3v7gh,0,74.3,73.1,2022-10-30T16:30:37.165Z,2022-10-30T22:00:30Z,3885258937,20,,3884548659,2,,3884545297,141,51.0,3884545291,155,,3884545295,140,89.4,3885258933,223,,3885670623,178,,3884545293,56,Center,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,3884545301,213,5.5,,3884545299,212,,,,,,,,,,,,,,,,,,,21.8,,,,,,,,,,,,,,
2479637441,148,12,1,15,24,4txjdaqveermfryvbfrr4taf7,1,11.2,51.9,2022-10-30T16:30:38.494Z,2022-10-30T22:00:34Z,3885670723,388,,3884545461,56,Back,3884545465,141,52.1,3884545475,15,,3884545463,140,30.3,3884545469,213,0.0,3884545467,212,20.1,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637525,150,1,1,15,27,6eqit8ye8aomdsrrq0hk3v7gh,1,65.5,64.1,2022-10-30T16:30:42.014Z,2022-10-30T22:00:41Z,3884545843,56,Center,3885670863,178,,3884545861,212,5.3,3884545857,140,67.7,3884545859,141,71.1,3884545863,213,1.1,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637553,151,1,1,15,30,6eqit8ye8aomdsrrq0hk3v7gh,1,67.5,70.4,2022-10-30T16:30:44.481Z,2022-10-30T22:00:45Z,3884546027,196,,3884546029,56,Right,3885670955,178,,3884546037,213,4.9,3884546039,1,,3884546033,141,10.0,3884546031,140,76.9,3884546035,212,42.2,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479854005,882,43,1,15,32,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-30T16:30:46.740Z,2022-10-30T23:15:58Z,3885731615,178,0,3885793077,144,82,,,,,,,,,,,,,,,,,,,5wengf05apke7rv3kms186j56,A. Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479854153,810,83,1,15,33,4txjdaqveermfryvbfrr4taf7,1,29.4,86.7,2022-10-30T16:30:47.546Z,2022-10-30T22:35:07Z,3885732311,399,449434,,,,,,,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637603,152,1,1,15,33,6eqit8ye8aomdsrrq0hk3v7gh,1,78.2,10.9,2022-10-30T16:30:47.607Z,2022-10-30T22:00:53Z,3884546285,213,1.7,3884546281,141,23.9,3884546275,155,,3884546283,212,9.0,3884546279,140,76.7,3885671121,178,,3884546277,56,Center,,,,5wengf05apke7rv3kms186j56,A. Elanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637587,149,43,1,15,34,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-30T16:30:48.725Z,2022-10-30T16:31:01Z,3884546213,285,0,3884546209,56,Back,3884547329,144,7,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637659,153,1,1,15,35,6eqit8ye8aomdsrrq0hk3v7gh,1,76.7,23.9,2022-10-30T16:30:50.206Z,2022-10-30T22:01:08Z,3885259503,20,,3884546573,140,89.1,3884546579,213,1.0,3884546561,2,,3884546571,56,Center,3884546575,141,55.8,3885259501,224,,3884546565,155,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,3884547731,210,15,1,3884546577,212,3885671263,178,,3884547733,154,,,,,,,,,,,,,,25.3,,,,,,,,,,,,,,
2479637665,154,15,1,15,36,6eqit8ye8aomdsrrq0hk3v7gh,1,89.1,55.8,2022-10-30T16:30:51.408Z,2022-10-30T22:01:08Z,3884565395,22,,3884547787,103,5.7,3884547773,29,,3884547557,233,151,3884547507,328,,3884547791,146,99.1,3885671407,388,,3884547795,147,50.7,604osk9a3lxpfpkavuziqmn6x,M. Rashford,3884547503,15,,,3884547777,154,3884546615,56,Center,3884546611,17,3885259919,78,,3884547785,102,50.9,3884547781,55,153,,,,,,,,,,,,,,,,,,,
2479637653,151,10,1,15,37,4txjdaqveermfryvbfrr4taf7,1,0.7,50.6,2022-10-30T16:30:52.076Z,2022-10-30T22:01:14Z,3884546525,182,,3884546521,177,,3885260033,376,,3884546527,56,Back,3884546523,179,,3884547577,233,154,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637643,150,52,1,15,37,4txjdaqveermfryvbfrr4taf7,1,0.7,50.6,2022-10-30T16:30:52.197Z,2022-10-30T22:01:18Z,3885260117,376,,3885671671,178,,,,,,,,,,,,,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637963,152,1,1,15,49,4txjdaqveermfryvbfrr4taf7,1,14.4,50.5,2022-10-30T16:31:03.567Z,2022-10-30T22:11:30Z,3884548277,123,,3884548279,56,Back,3884548287,213,1.2,3884548283,141,72.3,3885671889,178,,3884548281,140,19.4,3884548285,212,15.7,3884555163,189,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479637973,153,1,1,15,54,4txjdaqveermfryvbfrr4taf7,1,29.3,71.3,2022-10-30T16:31:08.795Z,2022-10-30T22:11:31Z,3885683595,178,,3884548329,213,1.4,3884548323,140,31.3,3884548327,212,14.7,3884548321,56,Back,3884555349,189,,3884548325,141,92.7,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479854663,813,43,1,15,55,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-30T16:31:10.198Z,2022-10-30T23:19:15Z,3885734937,178,0,3885795639,144,82,,,,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638005,154,1,1,15,56,4txjdaqveermfryvbfrr4taf7,1,25.4,92.7,2022-10-30T16:31:10.764Z,2022-10-30T22:11:31Z,3884548521,56,Back,3884548525,141,96.4,3884555505,189,,3884548527,212,20.6,3884548523,140,44.9,3885683599,178,,3884548529,213,0.1,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479771783,797,1,1,15,58,4txjdaqveermfryvbfrr4taf7,0,42.4,96,2022-10-30T16:31:12.478Z,2022-10-30T22:11:31Z,3885286199,168,,3885286305,286,,3885286207,212,3.2,3885286303,236,,3885286205,141,96.8,3885571281,233,848,3885286201,56,Back,3885683633,178,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,3885286209,213,0.2,,3885286203,140,3885286343,189,,,,,,,,,,,,,,,,,45.4,,,,,,,,,,,,,,
2479771833,848,74,1,15,58,6eqit8ye8aomdsrrq0hk3v7gh,1,54.6,3.2,2022-10-30T16:31:12.618Z,2022-10-30T22:11:32Z,3885286699,189,,3885571309,233,797,3885286591,285,,3885683639,178,,3885286589,56,Right,,,,,,,,,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638071,155,1,1,16,2,4txjdaqveermfryvbfrr4taf7,1,56.5,65.6,2022-10-30T16:31:16.847Z,2022-10-30T22:11:32Z,3884548855,1,,3885683643,178,,3884548851,212,38.7,3884548845,56,Right,3884548853,213,4.9,3884548849,141,9.5,3884548847,140,62.6,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638129,156,1,1,16,7,4txjdaqveermfryvbfrr4taf7,1,69.7,19.1,2022-10-30T16:31:21.495Z,2022-10-30T22:11:33Z,3884549133,213,0.2,3884549129,141,22.3,3884549127,140,79.4,3885683647,178,,3884549125,56,Center,3884549131,212,10.4,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479854931,818,43,1,16,8,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-30T16:31:22.843Z,2022-10-30T23:19:40Z,3885795925,144,82,3885736265,178,0,,,,,,,,,,,,,,,,,,,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479865513,1040,43,1,16,8,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-30T16:31:22.856Z,2022-10-30T23:21:41Z,3885797045,144,82,3885796107,178,0,,,,,,,,,,,,,,,,,,,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638135,157,50,1,16,8,4txjdaqveermfryvbfrr4taf7,1,79.7,24.2,2022-10-30T16:31:22.919Z,2022-10-30T23:20:11Z,3884549273,233,155,3884549157,286,,3884549155,56,Center,,,,,,,,,,,,,,,,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638157,155,7,1,16,8,6eqit8ye8aomdsrrq0hk3v7gh,0,20.3,75.8,2022-10-30T16:31:23.186Z,2022-10-30T22:11:33Z,3884549233,285,,3885260807,384,,3885683665,178,,3884549231,56,Back,3884549251,233,157,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638159,158,61,1,16,9,4txjdaqveermfryvbfrr4taf7,1,79.3,24.1,2022-10-30T16:31:23.478Z,2022-10-30T22:11:34Z,3884549241,56,Center,3885683693,178,,,,,,,,,,,,,,,,,,,,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638221,159,1,1,16,12,4txjdaqveermfryvbfrr4taf7,1,77.2,10.1,2022-10-30T16:31:27.006Z,2022-10-30T22:11:34Z,3884549587,141,23.6,3884549589,212,13.6,3884549583,56,Center,3885683697,178,,3884549585,140,67.6,3884549591,213,2.4,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638261,160,1,1,16,14,4txjdaqveermfryvbfrr4taf7,1,69.7,24.8,2022-10-30T16:31:29.223Z,2022-10-30T22:11:34Z,3884549807,56,Left,3885683701,178,,3884549817,1,,3884549809,140,65.7,3884549813,212,38.9,3884549815,213,1.7,3884549811,141,81.6,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479855081,821,43,1,16,16,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-30T16:31:30.884Z,2022-10-30T23:21:52Z,3885736989,178,0,3885797113,144,82,,,,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479855099,822,43,1,16,17,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-30T16:31:31.883Z,2022-10-30T23:21:53Z,3885797139,144,82,3885737083,178,0,,,,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638341,161,1,1,16,18,4txjdaqveermfryvbfrr4taf7,1,67.1,82.4,2022-10-30T16:31:33.092Z,2022-10-30T22:11:35Z,3885683705,178,,3884550271,140,88.6,3884550275,212,25.5,3884550267,155,,3884550277,213,5.8,3884550269,56,Center,3884550273,141,65.0,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479638349,162,44,1,16,20,4txjdaqveermfryvbfrr4taf7,1,87.2,66,2022-10-30T16:31:34.841Z,2022-10-31T01:33:16Z,3884550321,56,Center,3884550419,233,156,3884550323,286,,,,,,,,,,,,,,,,,4ml8pyt3rxwxakjxslg0c8kb9,G. Scamacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
