id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2507083425,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-02-12T15:30:03.664Z,2023-02-12T17:01:30Z,4028805169,197,4978,4028805159,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028805171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028805163,130,24,4028805157,30,"23637o19ff0sw18pqv8g96ndh, dqfk7czrayirrvonirtk2mk15, b3974hgsmyff5xtq7qf1onhlh, 7fmpgkx58o9pivo2bbnxxkt05, 2t5s4f41jefzuzth0bhcixtcl, e9wu8dcamrtj3ftbx3nmhusid, c2jqa9vozhqu7x79h5rr2n1ed, 9wbf00lybk9fqablaqwg5cn2t, atzboo800gv7gic2rgvgo0kq1, exiribcpg9vnuq9ekhlk74dlh, 72nph557ee2a9tdky8rvk12vp, 99d29g8af71vt1hrur06qvy7d, 7jn9kl5wq29d41ekc2fz2rs2d, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, d4tdx2ctadv6kc3tbq4as8bmx, almf0gtdjmsdm5zhyot1hvydx, 693z0rzfh3m0h0wsma9v8c9ux, dl10343h8yopcgerzur5samwa, d0azo0spzov2hg6ul40l58e3u",4028805161,59,"31, 16, 20, 14, 3, 2, 17, 8, 9, 26, 10, 4, 6, 18, 19, 21, 25, 47, 80, 82",4028805165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028805167,194,9wbf00lybk9fqablaqwg5cn2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507083469,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-02-12T15:30:07.352Z,2023-02-12T17:50:35Z,4028805457,197,16729,4028805443,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028805455,194,3zl1q2gk6tdmzirsyfgm38no5,4028805439,30,"3zl1q2gk6tdmzirsyfgm38no5, 7paw998ux29k7hx4t1g0wu85x, e8gz0tmmdh1ql8qrn1ncrvnpx, blth4klpu88kgh73abpjlgusp, 8qys6qtdwgsycxducl062zld5, 172klpuv2h1enskc8fz79xg45, bhsh1n3qfg8awmctxlh8k7yzt, 7j84ozqdpgupzxevbxemi5tyh, 5m0j33eoa5c8pqlr0tdf7undh, 4jyrztlaueae7eg18kuvxa489, l0qqn9tlgov91p5d1zzdupcl, 1e9txzr9hqz94xtun6byo0vs9, btvuam6p4391am219taqtcted, 3m7wjcmet9b8sc5tu0ct8j0et, 7wovx9b2bkkc2ett3m2b26iqy, 3vxh219sef8mooilemi8xbs9h, 1emj0rlthc8syfleox4c39kut, 268os78lzi8fggnve9n15h5ux, arbc4bzplcoi6vg2udciif23u, 1whd636wefd9uyes3r963xg4",4028805453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028805451,130,2,4028805449,59,"1, 18, 27, 44, 4, 16, 41, 6, 11, 31, 10, 2, 7, 15, 22, 23, 32, 38, 48, 50",4028805459,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507135915,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-02-12T16:31:22.265Z,2023-02-12T22:28:10Z,4029081149,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507135883,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-02-12T16:31:22.265Z,2023-02-12T16:31:22Z,4029080937,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507135913,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,50,50,2023-02-12T16:31:22.359Z,2023-02-13T04:46:22Z,4029081137,141,57.0,4029081133,56,Back,4029081135,140,38.3,4030082783,178,,4029081143,279,S,4029081141,213,2.8,4029081139,212,13.2,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507135939,4,1,1,0,2,b496gs285it6bheuikox6z9mj,1,36.4,57.5,2023-02-12T16:31:24.545Z,2023-02-12T22:47:50Z,4029081297,213,3.8,4029081295,212,18.0,4029081289,56,Back,4029081293,141,41.3,4030082849,178,,4029081291,140,22.9,,,,,,,blth4klpu88kgh73abpjlgusp,B. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507135963,5,1,1,0,4,b496gs285it6bheuikox6z9mj,1,22.9,41.3,2023-02-12T16:31:26.666Z,2023-02-12T22:48:03Z,4029081449,141,50.7,4029081447,140,6.4,4029081453,213,2.8,4029081451,212,18.5,4029081445,56,Back,4030083169,178,,,,,,,,8qys6qtdwgsycxducl062zld5,E. Konsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507135993,6,1,1,0,6,b496gs285it6bheuikox6z9mj,1,6.4,50.7,2023-02-12T16:31:28.615Z,2023-02-12T22:48:07Z,4029081587,140,12.6,4029081585,56,Back,4029081593,213,1.3,4029081591,212,26.6,4030083303,178,,4029081589,141,88.7,,,,,,,3zl1q2gk6tdmzirsyfgm38no5,E. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507136065,7,1,1,0,10,b496gs285it6bheuikox6z9mj,1,12.5,88.8,2023-02-12T16:31:32.665Z,2023-02-12T22:48:12Z,4029081961,141,88.8,4029081963,212,26.7,4029081965,213,0,4029081955,56,Back,4029081953,155,,4030083529,178,,4029081959,140,37.9,,,,172klpuv2h1enskc8fz79xg45,C. Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507136101,8,1,1,0,13,b496gs285it6bheuikox6z9mj,1,33.4,92.7,2023-02-12T16:31:35.881Z,2023-02-12T22:48:16Z,4029082133,141,97.5,4029082131,140,32.6,4029082139,213,1.8,4030083709,178,,4029082137,212,3.4,4029082129,56,Back,,,,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
