id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,assist
2449219855,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-08-21T12:00:05.522Z,2022-08-21T13:11:11Z,3722861483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722861475,130,8,3722861479,194,6jgocc12bori2wygyu07c082x,3722861481,197,4983,3722861477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722861469,30,"eagrmpe9ft8daly57l1ja8lhx, 4ryipy52oscxkv71ws0os5w5, 9w5o8b18ffu4qr4bdnfrk4ogl, 6jgocc12bori2wygyu07c082x, 9qdm0nxg1g046olii48z3crf9, cm0gwoyh5rdb216fx685a7l5h, d542ijpf3j9hdrtt1mfe6vwlx, 6wwagkprtmcadu8p6klcu2uhh, 3c7vnmec038bhz5rq36ywi2fp, 6aix9yu384pv1caanqiol231l, exviw7gzg5p3vaiwaq4ujw9ud, 6gq38x5xbyz0moa1sk0aw082x, 4ml8pyt3rxwxakjxslg0c8kb9, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, 9eaevg9okpy4gcm6yofg7vbv9, f2pknjv2uohldehbp39j0so2d, bmk0efhzrno1sgr3g8yijoa8l, c9fm58xo515iedprum1zmnp49, b9r05m1ycqz9flphsbnf56i5m",3722861473,59,"1, 5, 3, 41, 4, 24, 20, 28, 9, 8, 22, 2, 7, 10, 12, 13, 14, 21, 32, 50",3722861471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449219905,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-21T12:00:09.975Z,2022-08-21T23:04:10Z,3722861679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722861675,194,jagvvzc7329tf2c64mnc251,3722861667,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722861673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722861677,197,4955,3722861665,30,"d9yxninyn4bac8f0ufxsnlqll, 2wwo7wcxz4gfy0ubkzynvrsnp, 8qwpdf5jof7o6yy47v6iv11hx, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, bh20puvz2w21mnag7ul1g3c9h, 3k6znit6fd9mbfcnphlwyvj6d, 3uc9z96xvain84leorf4ls962, c0yxqwkxqx1sty7abj1qwh9zp, f34582vxl4yv5qqudl09a7umt, am6ppbdrbz4ml3xsbty53o73d, 83jpq8fuprm9h1e2thoxv1tyh, 573hlc6devy50gjotyav9ql4a, 2up6hmpgok15ge6cqkb8j444p, xu7mykgl15kaib3olilmsez9, 69ivqkcipxp15b7x5jl83ud49, 6rutvrgco8li4nyz7tfayxb6x, aititrd343hal6ount0dp5zze, 31xsuz1icsj7zt1462swjpk2d, 87g6qlasqe627i5g7ir30j2sp",3722861669,59,"1, 7, 11, 4, 5, 34, 13, 25, 18, 14, 10, 2, 6, 8, 9, 17, 21, 22, 23, 30",3722861671,130,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271693,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-08-21T13:00:09.776Z,2022-08-21T18:59:06Z,3723101639,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271643,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-21T13:00:09.776Z,2022-08-21T13:00:10Z,3723101443,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271723,3,1,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,50.3,49.7,2022-08-21T13:00:09.825Z,2022-08-21T20:29:57Z,3724290813,178,,3723101745,212,19.7,3723101749,279,S,3723101741,140,31.6,3723101739,56,Back,3723101747,213,3.1,3723101743,141,52.2,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271817,4,1,1,0,3,e5p0ehyguld7egzhiedpdnc3w,0,32.4,51.5,2022-08-21T13:00:12.996Z,2022-08-21T20:30:14Z,3723102101,56,Center,3724305159,178,,3723102107,212,39.9,3723102103,140,65.7,3723102111,1,,3723102109,213,5.8,3723102105,141,23.1,3723102099,155,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272479,12,44,1,0,5,4txjdaqveermfryvbfrr4taf7,1,30.2,79.5,2022-08-21T13:00:15.769Z,2022-08-21T22:54:13Z,3723105119,285,,3723105141,233,5,3723105117,56,Back,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271831,5,44,1,0,5,e5p0ehyguld7egzhiedpdnc3w,0,69.8,20.5,2022-08-21T13:00:15.770Z,2022-08-21T20:31:04Z,3723102151,56,Right,3723105145,233,12,3723102153,286,,,,,,,,,,,,,,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271765,3,8,1,0,6,4txjdaqveermfryvbfrr4taf7,1,32.3,80.6,2022-08-21T13:00:15.891Z,2022-08-21T22:54:14Z,3723101883,56,Back,3723102355,15,,3724326881,388,,3723775461,385,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271773,4,43,1,0,7,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-08-21T13:00:17.301Z,2022-08-21T13:00:20Z,3723101903,56,Back,3723102135,144,61,,,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
