id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2478743143,93,1,1,9,30,1c8m2ko0wxq1asfkuykurdr0y,1,93.6,30.1,2022-10-29T14:10:19.909Z,2022-10-30T00:19:31Z,3879776421,140,79.8,3879776423,141,42.7,3879776425,212,16.8,3879776427,213,2.6,3879776419,56,Center,3879778091,210,15,3882234691,178,,3879778093,154,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2478743171,94,15,1,9,32,1c8m2ko0wxq1asfkuykurdr0y,1,80.1,42.7,2022-10-29T14:10:21.271Z,2022-10-30T00:19:31Z,3879778127,55,93,3882234811,178,,3879778131,102,52.3,3879778123,29,,3879778141,230,98.9,3879777145,20,,3879778135,328,,3881193291,76,,3xthf6r5hvlx8oje4rqcs3it,L. Milivojević,3879778137,146,92.7,3879778143,231,3879778139,147,48.7,47.7,3879778133,103,19,,3879777149,82,3879776547,56,Center,3879778125,154,3879776543,18,3879777197,233,89,3879776539,22,,,,,,,,,,,,
2478743175,89,10,1,9,32,d5ydtvt96bv7fq04yqm2w2632,1,8.3,49.1,2022-10-29T14:10:21.633Z,2022-10-30T00:19:38Z,3879777239,233,94,3879776583,56,Back,3882234925,178,,3879776581,94,,,,,,,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478743213,90,6,1,9,36,d5ydtvt96bv7fq04yqm2w2632,0,14.8,51.8,2022-10-29T14:10:25.427Z,2022-10-30T00:19:54Z,3879776801,73,,3879777055,233,95,3879776799,56,Back,,,,,,,,,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478743231,95,6,1,9,36,1c8m2ko0wxq1asfkuykurdr0y,1,85.2,48.2,2022-10-29T14:10:25.427Z,2022-10-30T00:19:53Z,3879776881,56,Center,3879776959,233,90,3879776883,75,,,,,,,,,,,,,,,,,3xthf6r5hvlx8oje4rqcs3it,L. Milivojević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744299,96,1,1,9,59,1c8m2ko0wxq1asfkuykurdr0y,0,99.5,0.5,2022-10-29T14:10:48.898Z,2022-10-30T00:29:12Z,3879782789,213,1.6,3879782783,141,39.4,3881204215,72,,3879782777,56,Center,3879782773,155,,3879782779,140,97.8,3879782771,6,,3879782787,212,26.5,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,3882247259,178,,3879782775,223,3879782769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744415,91,12,1,10,1,d5ydtvt96bv7fq04yqm2w2632,1,3.7,62.4,2022-10-29T14:10:50.067Z,2022-10-30T00:29:18Z,3879783437,213,0.6,3879783425,141,84.2,3882247377,388,,3879783419,56,Back,3879783423,140,25.2,3879783429,212,27.0,3879783461,15,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744637,97,1,1,10,4,1c8m2ko0wxq1asfkuykurdr0y,1,71.2,14.8,2022-10-29T14:10:53.976Z,2022-10-30T00:29:23Z,3879784543,141,4.6,3882247461,178,,3879784549,213,5.5,3879784541,140,78.3,3879784535,56,Right,3879784547,212,10.2,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744775,98,1,1,10,9,1c8m2ko0wxq1asfkuykurdr0y,0,75.1,10.8,2022-10-29T14:10:58.193Z,2022-10-30T00:29:29Z,3879785319,56,Center,3879785311,2,,3881205511,72,,3879785321,140,91.7,3879785339,1,,3879785331,212,39.2,3882247607,178,,3879785325,141,62.5,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,3879785335,213,1.1,3881205507,223,3879785315,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744827,92,12,1,10,11,d5ydtvt96bv7fq04yqm2w2632,1,7.8,39.7,2022-10-29T14:11:00.356Z,2022-10-30T00:29:38Z,3879785737,167,,3879785625,212,12.4,3879785619,140,0.0,3879785627,213,3.9,3879785615,56,Back,3882247799,388,,3879785623,141,27.3,3879785641,15,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744839,93,6,1,10,13,d5ydtvt96bv7fq04yqm2w2632,0,1.4,30.5,2022-10-29T14:11:02.699Z,2022-10-30T00:29:44Z,3879786049,233,99,3879785677,73,,3879785675,56,Back,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478744889,99,6,1,10,13,1c8m2ko0wxq1asfkuykurdr0y,1,98.6,69.5,2022-10-29T14:11:02.699Z,2022-10-30T00:29:43Z,3879785957,56,Center,3879785995,233,93,3879785959,73,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745203,100,1,1,10,18,1c8m2ko0wxq1asfkuykurdr0y,1,99.5,99.5,2022-10-29T14:11:07.356Z,2022-10-30T00:30:19Z,3882248461,178,,3879787599,6,,3879787601,56,Left,3879787609,213,3.8,3879787603,140,85.9,3879787607,212,17.7,3879787605,141,84.2,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745267,101,1,1,10,22,1c8m2ko0wxq1asfkuykurdr0y,0,93.3,75,2022-10-29T14:11:11.838Z,2022-10-30T00:30:26Z,3881207017,225,,3881207021,72,,3879787945,212,11.1,3881207019,386,,3880306849,233,96,3882248569,178,,3879787935,2,,3879787939,56,Center,4wic6z72nwmhkheme209fcmp5,E. Eze,3879787941,140,94.7,3879787943,141,3879787947,213,4.8,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745277,94,61,1,10,23,d5ydtvt96bv7fq04yqm2w2632,1,4.8,42.9,2022-10-29T14:11:12.440Z,2022-10-30T00:30:32Z,3882248653,178,,3879787981,56,Back,,,,,,,,,,,,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745463,95,44,1,10,24,d5ydtvt96bv7fq04yqm2w2632,1,3.8,37.2,2022-10-29T14:11:13.736Z,2022-10-30T03:03:49Z,3879789027,233,102,3879788957,285,,3879788955,56,Back,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745351,102,44,1,10,24,1c8m2ko0wxq1asfkuykurdr0y,0,96.2,62.8,2022-10-29T14:11:13.737Z,2022-10-30T00:30:40Z,3879788387,286,,3879789763,233,95,3879788385,56,Center,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745547,96,11,1,10,24,d5ydtvt96bv7fq04yqm2w2632,0,2.7,40,2022-10-29T14:11:13.883Z,2022-10-30T03:03:49Z,3881207735,378,,3880306897,233,101,3880305657,88,,3880302679,56,Back,3882248853,388,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478841595,395,61,1,10,25,1c8m2ko0wxq1asfkuykurdr0y,1,93.3,62.7,2022-10-29T14:11:14.585Z,2022-10-30T00:31:35Z,3880307357,56,Center,3882248977,178,,,,,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749491,108,12,1,10,25,d5ydtvt96bv7fq04yqm2w2632,1,2.1,36.1,2022-10-29T14:11:14.658Z,2022-10-30T00:31:32Z,3879818949,56,Back,3879818953,140,19.4,3879818961,212,20.8,3882249709,178,,3879818965,213,5.8,3879818957,141,21.1,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479199263,1238,67,1,10,27,1c8m2ko0wxq1asfkuykurdr0y,1,81.9,78.8,2022-10-29T14:11:16.462Z,2022-10-30T03:03:50Z,3882283815,233,1369,,,,,,,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479199257,1369,67,1,10,27,d5ydtvt96bv7fq04yqm2w2632,0,18.1,21.2,2022-10-29T14:11:16.463Z,2022-10-30T02:04:48Z,3882283819,233,1238,,,,,,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745637,103,50,1,10,30,1c8m2ko0wxq1asfkuykurdr0y,1,86.2,98.7,2022-10-29T14:11:19.285Z,2022-10-30T00:32:02Z,3879789891,56,Left,3879789895,286,,3879805281,233,97,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745621,97,7,1,10,30,d5ydtvt96bv7fq04yqm2w2632,1,13.8,1.3,2022-10-29T14:11:19.461Z,2022-10-30T00:32:09Z,3881209021,385,,3879789825,56,Back,3879789985,233,103,3879789827,285,,3879789823,167,,3882250243,178,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745631,98,5,1,10,31,d5ydtvt96bv7fq04yqm2w2632,0,16.8,-1.4,2022-10-29T14:11:20.052Z,2022-10-30T00:32:13Z,3879789865,56,Back,3880304077,361,,3879789867,347,,3879790991,233,104,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478745759,104,5,1,10,31,1c8m2ko0wxq1asfkuykurdr0y,1,83.2,101.4,2022-10-29T14:11:20.052Z,2022-10-30T00:32:13Z,3880307667,361,,3879790851,233,98,3879790555,347,,3879790553,56,Left,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746241,105,1,1,10,41,1c8m2ko0wxq1asfkuykurdr0y,1,83.6,100,2022-10-29T14:11:30.816Z,2022-10-30T00:32:28Z,3879793117,212,10.9,3879793115,141,97.3,3879793111,56,Left,3879793109,107,,3879793119,213,3.4,3879793113,140,73.5,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746447,106,1,1,10,44,1c8m2ko0wxq1asfkuykurdr0y,1,75.5,95.6,2022-10-29T14:11:33.083Z,2022-10-30T00:32:41Z,3879794165,56,Left,3879794167,140,85.5,3879794173,213,0.2,3882250871,178,,3879794171,212,10.6,3879794169,141,98.1,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746467,107,1,1,10,49,1c8m2ko0wxq1asfkuykurdr0y,1,90.5,94.5,2022-10-29T14:11:38.177Z,2022-10-30T00:32:49Z,3879794297,213,1.9,3879794295,212,2.4,3879794293,141,97.8,3882250967,178,,3879794291,140,89.7,3879794289,56,Left,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746729,108,1,1,10,51,1c8m2ko0wxq1asfkuykurdr0y,1,89.6,97.8,2022-10-29T14:11:40.366Z,2022-10-30T00:32:54Z,3882251057,178,,3879795579,141,90.8,3879795575,56,Left,3879795577,140,85.3,3879795581,212,6.6,3879795583,213,4.0,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746785,109,1,1,10,55,1c8m2ko0wxq1asfkuykurdr0y,1,77.3,82.1,2022-10-29T14:11:44.062Z,2022-10-30T00:33:01Z,3879795861,141,73.5,3879795869,213,5.8,3879795865,212,11.8,3882251181,178,,3879795855,56,Center,3879795857,140,87.1,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746799,110,50,1,10,56,1c8m2ko0wxq1asfkuykurdr0y,1,86.9,73.8,2022-10-29T14:11:45.170Z,2022-10-30T00:33:10Z,3879796307,233,99,3879795965,286,,3879795961,56,Center,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746847,99,7,1,10,56,d5ydtvt96bv7fq04yqm2w2632,1,13.1,26.2,2022-10-29T14:11:45.293Z,2022-10-30T00:33:17Z,3879796235,233,110,3882251409,178,,3881211709,384,,3879796189,56,Back,3879796191,285,,,,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478746991,100,12,1,10,57,d5ydtvt96bv7fq04yqm2w2632,1,8.6,29.8,2022-10-29T14:11:46.121Z,2022-10-30T00:33:26Z,3879797021,140,55.8,3879797023,141,52.2,3879797025,212,51.8,3882251559,178,,3879797027,213,0.3,3879797019,56,Center,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478747163,111,1,1,11,4,1c8m2ko0wxq1asfkuykurdr0y,0,48.2,44.9,2022-10-29T14:11:53.651Z,2022-10-30T00:33:43Z,3879797991,155,,3879798003,1,,3879797999,212,47.6,3882251827,178,,3879798001,213,0.6,3879797993,56,Left,3879797997,141,86.0,3879797995,140,84.9,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478747251,101,12,1,11,7,d5ydtvt96bv7fq04yqm2w2632,1,15.3,17.9,2022-10-29T14:11:56.371Z,2022-10-30T00:33:52Z,3879798479,140,24.5,3879798485,212,13.2,3882252017,388,,3879798529,15,,3879798489,213,0.8,3879798477,56,Back,3879798481,141,31.2,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478747331,102,1,1,11,9,d5ydtvt96bv7fq04yqm2w2632,0,23.8,28.9,2022-10-29T14:11:58.540Z,2022-10-30T00:33:59Z,3879798903,140,24.4,3879798911,212,14.5,3879798907,141,7.6,3879798899,56,Back,3882252131,178,,3879798915,213,4.8,,,,,,,6xdgasd4dvfgg4n23jw38473d,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478747451,112,1,1,11,12,1c8m2ko0wxq1asfkuykurdr0y,0,78.7,91.2,2022-10-29T14:12:01.542Z,2022-10-30T00:34:07Z,3879799595,140,79.0,3879799607,213,1.5,3879799603,212,7.3,3879799589,56,Left,3882252203,178,,3879799599,141,100.0,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478747511,103,5,1,11,14,d5ydtvt96bv7fq04yqm2w2632,1,24,-1.8,2022-10-29T14:12:03.633Z,2022-10-30T00:34:11Z,3879799909,56,Back,3879800011,233,113,3879799913,347,,,,,,,,,,,,,,,,,6xdgasd4dvfgg4n23jw38473d,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478747459,113,5,1,11,14,1c8m2ko0wxq1asfkuykurdr0y,0,76,101.8,2022-10-29T14:12:03.633Z,2022-10-30T00:34:11Z,3879799637,56,Left,3879799639,347,,3879800165,233,103,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478748569,104,1,1,11,39,d5ydtvt96bv7fq04yqm2w2632,0,29.3,0,2022-10-29T14:12:29.009Z,2022-10-30T00:34:26Z,3879805523,213,0.6,3879805517,140,42.9,3879805515,56,Back,3879805519,141,11.4,3879805521,212,16.8,3879805513,107,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478748613,114,44,1,11,41,1c8m2ko0wxq1asfkuykurdr0y,1,55.8,87.4,2022-10-29T14:12:30.846Z,2022-10-30T03:03:50Z,3879805867,233,105,3879805771,56,Left,3879805773,286,,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478748581,105,44,1,11,41,d5ydtvt96bv7fq04yqm2w2632,0,44.2,12.6,2022-10-29T14:12:30.847Z,2022-10-30T00:34:32Z,3879805585,56,Back,3879805939,233,114,3879805589,285,,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478748675,115,1,1,11,41,1c8m2ko0wxq1asfkuykurdr0y,0,55.8,83.7,2022-10-29T14:12:30.887Z,2022-10-30T03:03:51Z,3879806115,141,100.0,3879806117,212,13.0,3882252959,388,,3879806109,3,,3879806111,56,Left,3879806119,213,1.2,3879806113,140,60.4,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478748725,106,5,1,11,43,d5ydtvt96bv7fq04yqm2w2632,1,39.4,-1.2,2022-10-29T14:12:32.690Z,2022-10-30T00:34:47Z,3879806409,233,116,3879806359,347,,3879806357,56,Back,,,,,,,,,,,,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478748689,116,5,1,11,43,1c8m2ko0wxq1asfkuykurdr0y,0,60.6,101.2,2022-10-29T14:12:32.690Z,2022-10-30T00:34:47Z,3879806155,347,,3879806153,56,Left,3879806501,233,106,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749047,107,1,1,11,53,d5ydtvt96bv7fq04yqm2w2632,0,45.4,0,2022-10-29T14:12:42.650Z,2022-10-30T00:34:58Z,3879808075,140,67.0,3879808081,141,2.1,3879808091,213,0.1,3879808071,107,,3879808085,212,22.8,3879808073,56,Right,3879808095,1,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749181,117,1,1,11,55,1c8m2ko0wxq1asfkuykurdr0y,1,35.8,96.9,2022-10-29T14:12:44.465Z,2022-10-30T00:35:04Z,3879808779,157,,3879808797,213,0.0,3879808787,140,53.6,3879808801,1,,3879808783,56,Left,3879808789,141,97.4,3882253383,178,,3879808793,212,18.7,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749235,118,1,1,11,57,1c8m2ko0wxq1asfkuykurdr0y,1,53.6,97.4,2022-10-29T14:12:46.454Z,2022-10-30T00:35:13Z,3879809143,141,97.7,3879809141,140,46.3,3879809135,3,,3879809137,56,Back,3882253519,388,,3879809145,212,7.7,3879809147,213,3.1,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749251,119,49,1,11,58,1c8m2ko0wxq1asfkuykurdr0y,1,47.1,97.1,2022-10-29T14:12:47.038Z,2022-10-30T00:35:20Z,,,,,,,,,,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749319,120,1,1,11,58,1c8m2ko0wxq1asfkuykurdr0y,1,47,98.7,2022-10-29T14:12:47.646Z,2022-10-30T00:35:34Z,3879809561,212,8.4,3879809551,140,50.7,3879809547,56,Left,3879809567,213,5.2,3879809555,141,87.8,3882253719,178,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749359,121,1,1,12,0,1c8m2ko0wxq1asfkuykurdr0y,1,54.7,86,2022-10-29T14:12:49.854Z,2022-10-30T00:35:41Z,3879809803,213,4.0,3879809797,140,46.1,3879809801,212,13.3,3879809799,141,71.6,3882253791,178,,3879809793,56,Back,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749461,122,1,1,12,2,1c8m2ko0wxq1asfkuykurdr0y,1,46.7,71.6,2022-10-29T14:12:51.480Z,2022-10-30T00:35:46Z,3879810365,140,48.0,3879810367,141,37.0,3882253855,178,,3879810363,56,Back,3879810371,213,4.8,3879810369,212,23.6,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749543,123,1,1,12,5,1c8m2ko0wxq1asfkuykurdr0y,1,53.1,43.7,2022-10-29T14:12:54.679Z,2022-10-30T00:35:50Z,3882253951,178,,3879810805,56,Right,3879810807,140,65.0,3879810811,212,20.1,3879810809,141,20.6,3879810813,213,5.4,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749641,124,1,1,12,7,1c8m2ko0wxq1asfkuykurdr0y,0,64.8,20.6,2022-10-29T14:12:56.544Z,2022-10-30T00:35:54Z,3879811245,56,Center,3879811255,212,29.8,3882254009,178,,3879811259,213,0.4,3879811253,141,37.4,3879811249,140,91.0,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478749741,109,52,1,12,23,d5ydtvt96bv7fq04yqm2w2632,1,8,62.9,2022-10-29T14:13:12.242Z,2022-10-30T00:37:11Z,3881216585,376,,3882255415,178,,,,,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478750319,110,1,1,12,23,d5ydtvt96bv7fq04yqm2w2632,1,10.4,52.5,2022-10-29T14:13:12.941Z,2022-10-30T02:57:03Z,3879814789,56,Back,3879814799,141,31.6,3879814803,212,15.6,3882255419,178,,3879814809,213,5.1,3879814795,140,16.5,3879814787,123,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478750435,111,1,1,12,26,d5ydtvt96bv7fq04yqm2w2632,1,16.7,29.4,2022-10-29T14:13:15.476Z,2022-10-30T00:37:29Z,3882255531,178,,3879815347,141,3.8,3879815345,140,24.4,3879815343,56,Back,3879815349,212,19.2,3879815351,213,5.1,,,,,,,6gymgqxnu2zavuxgp6amm3zkl,D. Ćaleta-Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478750483,112,1,1,12,29,d5ydtvt96bv7fq04yqm2w2632,0,25,2.6,2022-10-29T14:13:18.168Z,2022-10-30T00:37:35Z,3879815609,56,Back,3879815619,212,27.4,3879815613,140,48.9,3879815617,141,18.6,3879815621,213,0.4,3882255779,178,,,,,,,,4042kk7ylrs378rh26b7mh42x,Lyanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478750547,125,1,1,12,30,1c8m2ko0wxq1asfkuykurdr0y,0,53.4,78.8,2022-10-29T14:13:19.708Z,2022-10-30T00:37:49Z,3882256007,178,,3879815961,56,Center,3879815967,212,17.2,3879815965,141,77.1,3879815969,213,6.2,3879815963,140,69.7,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478750741,113,1,1,12,33,d5ydtvt96bv7fq04yqm2w2632,1,31.3,33.4,2022-10-29T14:13:22.081Z,2022-10-30T00:37:53Z,3879817079,213,2.0,3882256049,178,,3879817071,141,62.7,3879817069,140,23.7,3879817067,56,Back,3879817075,212,21.5,,,,,,,6xdgasd4dvfgg4n23jw38473d,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478751123,114,2,1,12,36,d5ydtvt96bv7fq04yqm2w2632,1,24.4,69.7,2022-10-29T14:13:25.617Z,2022-10-30T00:38:00Z,3879819027,140,52.7,3879819017,7,67qku7vyvbw76086eu05nowd1,3882256109,178,,3879819029,141,87.0,3879819023,56,Left,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478750917,126,55,1,12,36,1c8m2ko0wxq1asfkuykurdr0y,1,45,18.2,2022-10-29T14:13:25.618Z,2022-10-30T00:38:00Z,,,,,,,,,,,,,,,,,,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478752111,127,1,1,13,3,1c8m2ko0wxq1asfkuykurdr0y,1,28.2,16.4,2022-10-29T14:13:52.698Z,2022-10-30T00:38:13Z,3879824347,241,,3879824357,212,25.3,3879824355,141,42.7,3879824343,5,,3879824359,213,2.4,3882256351,178,,3879824353,140,11.2,3879824351,56,Back,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
