id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist
2453850089,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-08-31T17:30:40.133Z,2022-08-31T18:34:14Z,3747509607,197,16729,3747509601,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747509595,59,"1, 2, 27, 44, 4, 5, 41, 7, 11, 31, 10, 6, 9, 16, 17, 18, 23, 25, 35, 47",3747509591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747509605,194,btvuam6p4391am219taqtcted,3747509597,130,4,3747509589,30,"3zl1q2gk6tdmzirsyfgm38no5, 1e9txzr9hqz94xtun6byo0vs9, e8gz0tmmdh1ql8qrn1ncrvnpx, blth4klpu88kgh73abpjlgusp, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, bhsh1n3qfg8awmctxlh8k7yzt, btvuam6p4391am219taqtcted, 5m0j33eoa5c8pqlr0tdf7undh, 4jyrztlaueae7eg18kuvxa489, l0qqn9tlgov91p5d1zzdupcl, 7j84ozqdpgupzxevbxemi5tyh, ashza2qkgnak7wb3vuz5bnzyt, 172klpuv2h1enskc8fz79xg45, eb48g14m2erkf7yzqz8gj4u6t, 7paw998ux29k7hx4t1g0wu85x, 3vxh219sef8mooilemi8xbs9h, 4myy5br8yj5678xlji3up1ryt, 7gaf68yeu28zp80kkb0tqgpd6, axj86ms31y5wju5431l5j2lwq",3747509611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453850143,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-31T17:30:44.378Z,2022-11-17T16:43:47Z,3747509815,130,4,3747509821,197,15758,3747509813,59,"1, 4, 3, 23, 12, 6, 8, 34, 9, 7, 11, 10, 14, 16, 17, 18, 21, 27, 30, 72",3747509809,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 8i5ee4fmkqhl1rcuo31qomxud, 375gnysvjk9bvq02ex1lkmynd, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 4ali7e2nk26rfzr0660xdrx0p, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 2922aevmtpw4qvcwohmxmqtbd, 4qrvwap878sl5dz5n3o8mr71m, 98hc25d8y4c7o985f3li1y7ai, hwcrfg4h2ystqbd11qlmj015, 73sjovx00n31g66kgvi03usx5",3747509811,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747509823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747509817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747509819,194,b1lcxeihx8z6pfv1jef4j5jh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453875949,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-31T18:30:07.447Z,2022-09-01T01:32:56Z,3747658977,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453875939,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-08-31T18:30:07.447Z,2022-08-31T18:30:07Z,3747658933,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453875957,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,50.1,50.1,2022-08-31T18:30:07.457Z,2022-09-01T05:48:42Z,3747658991,56,Back,3747659001,213,2.6,3747658997,141,61.1,3747658999,212,13.6,3747659003,279,S,3749004151,178,,3747658995,140,39.3,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453875985,4,1,1,0,1,b496gs285it6bheuikox6z9mj,1,39.3,61.1,2022-08-31T18:30:09.169Z,2022-09-01T05:48:47Z,3747659135,213,5.7,3747659127,56,Back,3747659129,140,48.5,3747659133,212,11.4,3747659131,141,52.1,3749004209,178,,,,,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453875999,5,1,1,0,3,b496gs285it6bheuikox6z9mj,1,47.8,52.2,2022-08-31T18:30:10.596Z,2022-09-01T05:48:52Z,3749004293,178,,3747659209,213,1.4,3747659207,212,25.5,3747659201,56,Left,3747659203,140,52.3,3747659205,141,89.1,,,,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876013,6,1,1,0,5,b496gs285it6bheuikox6z9mj,1,52.2,89.1,2022-08-31T18:30:12.613Z,2022-09-01T05:48:56Z,3747659263,141,79.6,3747659259,56,Back,3747659265,212,9.1,3749004341,178,,3747659267,213,3.9,3747659261,140,46.1,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876031,7,1,1,0,6,b496gs285it6bheuikox6z9mj,1,46.1,79.6,2022-08-31T18:30:14.193Z,2022-09-01T05:49:01Z,3747659397,213,0.1,3749004421,178,,3747659393,212,9.9,3747659387,140,55.5,3747659385,56,Left,3747659389,141,80.8,,,,,,,btvuam6p4391am219taqtcted,J.  McGinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876111,8,1,1,0,8,b496gs285it6bheuikox6z9mj,0,56.7,81.8,2022-08-31T18:30:15.801Z,2022-09-01T05:49:13Z,3749004617,178,,3747659845,140,64.8,3747659843,56,Left,3747659851,213,1.0,3747659849,212,15.6,3747659847,141,100.0,,,,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876089,3,5,1,0,10,4dsgumo7d4zupm2ugsvm4zm4d,1,34.4,-0.8,2022-08-31T18:30:17.735Z,2022-09-01T05:49:18Z,3747659705,56,Back,3747659917,233,10,3747659709,347,,,,,,,,,,,,,,,,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876119,10,5,1,0,10,b496gs285it6bheuikox6z9mj,0,65.6,100.8,2022-08-31T18:30:17.735Z,2022-09-01T05:49:18Z,3747659889,56,Left,3747659891,347,,3747659921,233,3,,,,,,,,,,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876115,9,43,1,0,10,b496gs285it6bheuikox6z9mj,1,0,0,2022-08-31T18:30:18.307Z,2022-09-01T01:12:29Z,3747659869,56,Left,3747662315,189,0,3748612153,144,61,,,,,,,,,,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876317,4,1,1,0,29,4dsgumo7d4zupm2ugsvm4zm4d,1,36.6,0,2022-08-31T18:30:36.649Z,2022-09-01T05:49:25Z,3747660983,140,63.8,3747660985,141,6.4,3747660979,107,,3747660991,1,,3747660981,56,Right,3747660987,212,29.0,3747660989,213,0.2,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453876319,5,4,1,0,32,4dsgumo7d4zupm2ugsvm4zm4d,1,63.1,4,2022-08-31T18:30:39.639Z,2022-09-01T05:49:34Z,3747660997,294,,3747660999,56,Right,3747661363,233,11,3747661003,286,,3747660995,13,,3747661001,152,,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
