id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2454848873,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-09-03T13:00:09.712Z,2022-09-03T15:11:04Z,3752856175,59,"1, 7, 32, 26, 3, 4, 22, 21, 20, 10, 11, 30, 2, 8, 9, 13, 14, 15, 23, 25",3752856173,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752856179,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856181,194,1tuivl8zdnsaz8vbed2z582qx,3752856185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856183,197,4782,3752856177,130,17,3752856171,30,"5z8ycnd0smdkumi5fgtzf7c9h, 3mgjcyaseuexxlssgatjgsand, 59wmst2hxu6y4zut9a48jxiw9, 12cgiy0t282ywdbr5j78hrxsl, av7e2wk5ub7qnh3sqcvssvh79, 1tuivl8zdnsaz8vbed2z582qx, ece7xph4emgawvh7mr56319ex, a6m9jcx0e4l6krv1u0pbfuoyd, 1l228p52d8wdf8qhfxqu8rca, 55yy0p6johtu9nxk90zsfctt5, 5f72vvw62zdlyrj3mwux2udat, cfpqqzqrpzv6dq89yw7nfd1p1, esb4b21x729db8od4c4xt8ciy, 25kl6261u9xft9cfvot8aezf9, 55eiicx10oqok1601fqyovt1x, 8bhdwi4p824s82bbzkh2vy6t, dcq0nu7mmecab5djjwg0n8ktm, 1vklxifs8qpj71s4reu3pkw5x, 19nlw3sa0khwz0el4wqc7zrp, 3ztcz2dgfniqv141w7xsky7zd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454848901,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-09-03T13:00:13.871Z,2022-09-03T14:17:57Z,3752856361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856359,197,16681,3752856347,30,"1um5sa7iogc29aadvkabadyad, 80bmtj7l07ohb2h475w955n9, 918sxflcvngsy0xvc9dh3jaei, 6gxyeuqjnyj9bl4n8kz14sv6d, bvlkh4zxfuo5frhj7ogpnecbt, 7gyfpskzbb3r5nhiniky22o6h, cr4c6htcw2jewsvboj6s8p045, djelmk2oafas355n2u0d1bumt, dvj6rdi2k0td95oxldbj6e28l, 33cny48k38nlo8pcx3i24ldqt, b3gobhr43y8oxpafvp4f8rgmh, 12l99v9rpet6ug6n121tg6ay1, y51k2gwbs4xmkao0mnaaa76d, e6la6wx7o6x7k4srpq8tdsafp, 1e7gbqj7riv8a7kxsfjr0q7kl, bzjzvw54k5cmo93wdkjv89knp, b187awt0wdxh20fx1rn5vgewa, efq6i6kz6ca3u91snwmptef2t, 95pzsjfh0wf6isp6qpf9lddyh, 8cmkqkrjme3wb0gegzn1e6xre",3752856351,59,"13, 15, 33, 8, 6, 5, 10, 4, 9, 29, 16, 1, 2, 3, 11, 17, 20, 21, 25, 32",3752856357,194,7gyfpskzbb3r5nhiniky22o6h,3752856349,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752856353,130,8,3752856355,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897507,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-09-03T14:00:15.782Z,2022-09-03T22:17:22Z,3753108111,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897517,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-09-03T14:00:15.782Z,2022-09-03T14:00:17Z,3753108127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897567,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,49.9,50,2022-09-03T14:00:15.784Z,2022-09-03T23:38:07Z,3753108383,140,27.6,3753108391,212,23.9,3753108397,279,S,3753108381,56,Back,3753108387,141,56.9,3753108393,213,2.9,3756046563,178,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897629,4,1,1,0,3,1qtaiy11gswx327s0vkibf70n,0,29,56,2022-09-03T14:00:18.873Z,2022-09-03T23:38:10Z,3753108661,213,0.5,3753108659,212,50.2,3756046759,178,,3753108663,1,,3753108655,140,71.3,3753108657,141,90.3,3753108651,56,Left,3753204905,157,,av7e2wk5ub7qnh3sqcvssvh79,S. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897683,3,1,1,0,6,1pse9ta7a45pi2w2grjim70ge,0,36.6,14.8,2022-09-03T14:00:22.181Z,2022-09-03T23:38:15Z,3756047183,388,,3753108869,140,59.3,3753108867,56,Right,3753108871,141,6.4,3753108873,212,24.5,3753108875,213,6.0,3753108865,3,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897795,5,1,1,0,9,1qtaiy11gswx327s0vkibf70n,0,44.1,95,2022-09-03T14:00:24.838Z,2022-09-03T23:38:20Z,3756047527,178,,3754908339,1,,3753109261,213,6.2,3753109259,212,26.5,3753109257,141,93.2,3753109255,140,69.3,3754908337,157,,3753109253,56,Left,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897753,4,44,1,0,10,1pse9ta7a45pi2w2grjim70ge,1,33.6,7.5,2022-09-03T14:00:26.541Z,2022-09-04T01:47:20Z,3753109111,285,,3753109109,56,Back,3753109427,233,6,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897819,6,44,1,0,10,1qtaiy11gswx327s0vkibf70n,0,66.4,92.5,2022-09-03T14:00:26.542Z,2022-09-03T23:38:36Z,3753109367,56,Left,3753109515,233,4,3753109369,286,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
