id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist
2530152635,3,49,1,0,12,ehd2iemqmschhj2ec0vayztzz,1,64.9,44.5,2023-04-08T11:31:45.560Z,2023-04-08T17:36:25Z,,,,,,,,,,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152665,4,1,1,0,14,ehd2iemqmschhj2ec0vayztzz,1,68.6,26.8,2023-04-08T11:31:48.198Z,2023-04-08T17:36:33Z,4173306595,178,,4171817169,56,Right,4171817177,213,5.5,4171817173,141,7.4,4171817171,140,81.2,4171817175,212,18.7,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152687,5,1,1,0,17,ehd2iemqmschhj2ec0vayztzz,1,83.2,7.7,2023-04-08T11:31:50.860Z,2023-04-08T17:37:07Z,4171817319,2,,4172340245,20,,4171817329,212,26.9,4172340243,387,,4171817321,155,,4171818873,154,,4171817331,213,1.4,4171818871,210,15,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,1,4173306885,178,4171817323,56,Center,4171817327,141,46.7,4172340241,225,4171817325,140,87.5,,,,,,,,,,,,,,,,,,,,,,,
2530152691,6,15,1,0,18,ehd2iemqmschhj2ec0vayztzz,1,88.8,47.6,2023-04-08T11:31:52.293Z,2023-04-08T17:37:07Z,4171818887,29,,4171818911,230,99.0,4171818901,328,,4171817351,17,,4171818357,20,,4171818897,103,19,4171818895,102,53.9,4171817349,22,,4b3axlxopby87f4luevihgwdl,E. Simms,,4171818899,108,4172341741,76,,4171818891,55,5,4171818361,82,4171818985,233,8,4171817353,56,Center,4171818889,154,4171818903,146,90.2,4171818915,231,48.6,4171818905,147,48.4,4173307757,178,,,,,,,
2530152683,8,10,1,0,18,6eqit8ye8aomdsrrq0hk3v7gh,1,7.8,48.4,2023-04-08T11:31:52.360Z,2023-04-08T17:37:02Z,4171817301,56,Back,4173308843,178,,4171817299,94,,4171818407,233,6,,,,,,,,,,,,,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152721,9,49,1,0,25,6eqit8ye8aomdsrrq0hk3v7gh,1,10.3,94.4,2023-04-08T11:31:58.939Z,2023-04-08T17:37:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152753,10,1,1,0,25,6eqit8ye8aomdsrrq0hk3v7gh,0,10.3,94.1,2023-04-08T11:31:59.003Z,2023-04-08T17:37:27Z,4171817669,140,40.1,4171817677,1,,4171817667,56,Back,4171817673,212,31.6,4171817671,141,88.1,4173310697,178,,4171817675,213,6.2,4171817665,157,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152751,7,44,1,0,28,ehd2iemqmschhj2ec0vayztzz,1,59.8,14.4,2023-04-08T11:32:02.336Z,2023-04-08T18:41:15Z,4171817617,286,,4171817615,56,Right,4171817715,233,11,,,,,,,,,,,,,,,,6og6s61vrg51rfqxk9cipylzp,M. Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152757,11,44,1,0,28,6eqit8ye8aomdsrrq0hk3v7gh,0,40.2,85.6,2023-04-08T11:32:02.337Z,2023-04-08T17:37:32Z,4171817699,285,,4171817721,233,7,4171817697,56,Back,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152755,8,1,1,0,28,ehd2iemqmschhj2ec0vayztzz,0,59.8,17.9,2023-04-08T11:32:02.421Z,2023-04-08T18:41:15Z,4171817687,56,Center,4171817689,140,73.9,4171817693,212,15.7,4171817691,141,25.6,4171817685,3,,4171817695,213,0.3,4173312655,178,,,,,6og6s61vrg51rfqxk9cipylzp,M. Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152771,12,1,1,0,31,6eqit8ye8aomdsrrq0hk3v7gh,0,26.3,77.5,2023-04-08T11:32:04.572Z,2023-04-08T17:37:52Z,4171817805,141,88.0,4173313097,178,,4171817801,56,Back,4171817799,3,,4171817809,213,0.4,4171817803,140,40.6,4171817807,212,16.6,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152775,9,44,1,0,33,ehd2iemqmschhj2ec0vayztzz,1,58.2,15.2,2023-04-08T11:32:06.624Z,2023-04-08T18:41:16Z,4171817829,286,,4171817827,56,Right,4171817845,233,13,,,,,,,,,,,,,,,,6og6s61vrg51rfqxk9cipylzp,M. Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152777,13,44,1,0,33,6eqit8ye8aomdsrrq0hk3v7gh,0,41.8,84.8,2023-04-08T11:32:06.625Z,2023-04-08T17:37:57Z,4171817837,285,,4171817835,56,Back,4171817903,233,9,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152785,10,1,1,0,33,ehd2iemqmschhj2ec0vayztzz,1,55.8,15.9,2023-04-08T11:32:06.695Z,2023-04-08T18:41:17Z,4171817891,141,5.0,4173315077,388,,4171817885,3,,4171817895,213,5.3,4171817889,140,60.8,4171817893,212,9.1,4171817887,56,Right,,,,6og6s61vrg51rfqxk9cipylzp,M. Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152817,11,1,1,0,35,ehd2iemqmschhj2ec0vayztzz,0,64.8,2.9,2023-04-08T11:32:08.645Z,2023-04-08T17:38:34Z,4171818137,3,,4171818139,168,,4171818145,141,3.5,4171818141,56,Right,4171818143,140,70.9,4171818149,213,0.1,4171818147,212,6.4,4173316591,178,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530488275,1149,67,1,0,37,6eqit8ye8aomdsrrq0hk3v7gh,1,26.7,95.8,2023-04-08T11:32:10.649Z,2023-04-08T18:41:17Z,4173556053,233,850,,,,,,,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530488265,850,67,1,0,37,ehd2iemqmschhj2ec0vayztzz,0,73.3,4.2,2023-04-08T11:32:10.650Z,2023-04-08T18:24:09Z,4173556073,233,1149,,,,,,,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152825,14,1,1,0,37,6eqit8ye8aomdsrrq0hk3v7gh,0,26.6,97.4,2023-04-08T11:32:10.702Z,2023-04-08T18:41:17Z,4173317185,178,,4171818341,286,,4171818191,140,25.9,4171818189,56,Back,4171818193,141,96.0,4171818335,233,12,4171818197,213,4.1,4171818333,236,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,4171818195,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,
2530152833,12,74,1,0,37,ehd2iemqmschhj2ec0vayztzz,1,70.7,3.1,2023-04-08T11:32:10.734Z,2023-04-08T17:39:13Z,4173320309,15,,4173320313,178,,4171818259,285,,4171818257,56,Right,4171818287,233,14,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152837,13,5,1,0,38,ehd2iemqmschhj2ec0vayztzz,0,73.2,-1.4,2023-04-08T11:32:11.699Z,2023-04-08T17:39:33Z,4171818297,347,,4171818377,233,15,4171818295,56,Right,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152841,15,5,1,0,38,6eqit8ye8aomdsrrq0hk3v7gh,1,26.8,101.4,2023-04-08T11:32:11.699Z,2023-04-08T17:39:33Z,4171818303,347,,4171818369,233,13,4171818301,56,Back,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530152983,16,1,1,0,55,6eqit8ye8aomdsrrq0hk3v7gh,1,23.9,100,2023-04-08T11:32:29.450Z,2023-04-08T17:39:38Z,4171819151,56,Back,4171819155,141,95.9,4171819149,107,,4171819159,213,5.9,4171819153,140,30.9,4171819157,212,8.0,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153001,17,1,1,0,56,6eqit8ye8aomdsrrq0hk3v7gh,1,30.9,95.7,2023-04-08T11:32:30.394Z,2023-04-08T17:39:42Z,4171819265,141,96.2,4171819261,56,Back,4173323001,178,,4171819263,140,23.7,4171819269,213,3.1,4171819267,212,7.6,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153023,18,1,1,0,58,6eqit8ye8aomdsrrq0hk3v7gh,1,24.2,96.2,2023-04-08T11:32:32.308Z,2023-04-08T17:39:46Z,4173323405,178,,4171819375,140,20.7,4171819381,213,3.8,4171819373,56,Back,4171819379,212,4.5,4171819377,141,92.4,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153063,19,1,1,1,0,6eqit8ye8aomdsrrq0hk3v7gh,1,20.5,91.5,2023-04-08T11:32:34.172Z,2023-04-08T17:39:51Z,4171819565,212,20.8,4173323805,178,,4171819561,140,13.9,4171819563,141,62.6,4171819567,213,4.4,4171819559,56,Back,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153097,20,1,1,1,4,6eqit8ye8aomdsrrq0hk3v7gh,1,8.4,44,2023-04-08T11:32:37.785Z,2023-04-08T17:39:55Z,4171819735,213,5.0,4173324205,178,,4171819731,141,15.3,4171819733,212,20.4,4171819729,140,14.0,4171819727,56,Back,,,,,,,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153143,21,1,1,1,7,6eqit8ye8aomdsrrq0hk3v7gh,1,13.6,7.9,2023-04-08T11:32:40.534Z,2023-04-08T17:40:06Z,4171819973,213,6.1,4171819967,140,31.3,4171819965,56,Back,4171819969,141,2.0,4173325449,178,,4171819971,212,19.0,,,,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153153,22,50,1,1,9,6eqit8ye8aomdsrrq0hk3v7gh,1,32.3,1.8,2023-04-08T11:32:42.703Z,2023-04-08T17:40:17Z,4171820001,285,,4171820125,233,14,4171819995,56,Back,,,,,,,,,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153163,14,7,1,1,9,ehd2iemqmschhj2ec0vayztzz,1,67.7,98.2,2023-04-08T11:32:43.237Z,2023-04-08T17:40:27Z,4171820059,167,,4171820109,233,22,4171820113,286,,4172348939,385,,4173327493,178,,4171820061,56,Left,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153169,15,5,1,1,9,ehd2iemqmschhj2ec0vayztzz,0,67.5,101.2,2023-04-08T11:32:43.434Z,2023-04-08T17:40:40Z,4171820097,347,,4171820095,56,Left,4171820571,233,23,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153253,23,5,1,1,9,6eqit8ye8aomdsrrq0hk3v7gh,1,32.5,-1.2,2023-04-08T11:32:43.434Z,2023-04-08T17:40:40Z,4171820549,233,15,4171820537,347,,4171820535,56,Back,,,,,,,,,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153287,24,1,1,1,18,6eqit8ye8aomdsrrq0hk3v7gh,1,30,0,2023-04-08T11:32:51.556Z,2023-04-08T17:40:44Z,4171820783,141,8.3,4171820779,56,Back,4171820787,213,1.6,4171820777,107,,4171820781,140,29.8,4171820785,212,6.7,,,,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153317,25,1,1,1,22,6eqit8ye8aomdsrrq0hk3v7gh,1,31.1,4.7,2023-04-08T11:32:55.995Z,2023-04-08T17:40:53Z,4171820937,212,7.0,4171820933,140,37.8,4171820939,213,0.0,4171820931,56,Back,4173329709,178,,4171820935,141,4.9,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153383,26,1,1,1,23,6eqit8ye8aomdsrrq0hk3v7gh,1,36.9,5,2023-04-08T11:32:57.125Z,2023-04-08T17:40:59Z,4171821233,212,1.9,4171821229,140,38.1,4171821227,56,Back,4173330205,178,,4171821235,213,0.8,4171821231,141,7.1,4172351273,168,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530489645,869,83,1,1,25,ehd2iemqmschhj2ec0vayztzz,1,63.7,92.7,2023-04-08T11:32:58.750Z,2023-04-08T18:25:43Z,4173563655,399,195851,,,,,,,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153389,27,4,1,1,26,6eqit8ye8aomdsrrq0hk3v7gh,1,38,5.8,2023-04-08T11:33:00.134Z,2023-04-08T17:41:38Z,4171821271,56,Back,4171821275,265,,4171821349,233,16,4171821273,152,,4171821277,286,,4171821269,13,,,,,,,,9fvo9v5e9r0ptibied6ejv3zd,S. McTominay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153395,16,4,1,1,26,ehd2iemqmschhj2ec0vayztzz,0,62,94.2,2023-04-08T11:33:00.135Z,2023-04-08T17:41:38Z,4171821311,152,,4171821315,285,,4173333851,178,,4171821307,13,,4171821359,233,27,4171821313,265,,4171821309,56,Left,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153607,28,1,1,1,57,6eqit8ye8aomdsrrq0hk3v7gh,1,38.9,6.4,2023-04-08T11:33:31.390Z,2023-04-08T17:41:42Z,4171822341,5,,4171822353,212,29.9,4171822349,140,67.3,4171822355,213,6.2,4173334207,178,,4171822345,152,,4171822351,141,3.2,4171822347,56,Right,1vz038uyzmq8saskeeo0qhm8l,H. Maguire,,4171822343,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153617,29,1,1,1,59,6eqit8ye8aomdsrrq0hk3v7gh,0,67.8,3.4,2023-04-08T11:33:33.192Z,2023-04-08T17:41:49Z,4173334801,388,,4171822411,141,8.5,4171822405,168,,4171822415,213,0.3,4171822413,212,10.8,4171822409,140,77.5,4171822403,3,,4171822407,56,Right,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153623,17,1,1,2,0,ehd2iemqmschhj2ec0vayztzz,0,24.9,76.3,2023-04-08T11:33:34.231Z,2023-04-08T17:41:57Z,4171822471,212,11.1,4173335485,178,,4171822465,56,Back,4171822463,3,,4171822469,141,68.2,4171822473,213,5.8,4171822467,140,34.1,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153687,30,1,1,2,5,6eqit8ye8aomdsrrq0hk3v7gh,1,69.7,56.1,2023-04-08T11:33:39.038Z,2023-04-08T17:42:08Z,4173336557,178,,4171822745,140,68.3,4171822751,213,1.8,4171822749,212,7.0,4171822743,56,Center,4171822747,141,66.1,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153705,31,1,1,2,8,6eqit8ye8aomdsrrq0hk3v7gh,1,73.9,75.4,2023-04-08T11:33:41.536Z,2023-04-08T17:42:14Z,4173337149,178,,4171822869,141,87.5,4171822873,213,1.3,4171822867,140,76.3,4171822871,212,8.6,4171822865,56,Left,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153745,32,1,1,2,13,6eqit8ye8aomdsrrq0hk3v7gh,1,83.2,86.3,2023-04-08T11:33:46.474Z,2023-04-08T17:42:47Z,4171823919,154,,4171823085,141,66.3,4173337447,178,,4171823081,56,Center,4171823083,140,87.4,4171823089,213,5.0,4171823915,210,15,4171823087,212,14.3,cv8egyrq9dlfgeamk6b7fdgq1,J. Sancho,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530153749,33,15,1,2,14,6eqit8ye8aomdsrrq0hk3v7gh,1,86.5,63.1,2023-04-08T11:33:48.388Z,2023-04-08T17:42:48Z,4171823989,233,19,4171823937,154,,4171823101,22,,4171823935,29,,4171823953,230,98.9,4173339739,178,,4171823949,146,88.4,4171823955,231,51.8,8cho2d1nz18i5o0zt6aysd68l,M. Sabitzer,,4171823945,103,4171823947,82,,4171823943,102,50.6,4171823951,147,4171827427,78,,4171823939,55,32,4171823105,56,4171823563,20,,4171823103,64,,,,,,,19,61.4,Center,,,,
