id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,assist
2497093443,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-01-14T11:30:01.876Z,2023-01-14T11:30:02Z,3976402433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3976402435,59,"31, 2, 7, 16, 25, 6, 17, 20, 9, 26, 47, 4, 8, 10, 14, 18, 19, 21, 80, 82",3976402431,30,"23637o19ff0sw18pqv8g96ndh, e9wu8dcamrtj3ftbx3nmhusid, 29pq64smaxdwlraopnxoleqxh, dqfk7czrayirrvonirtk2mk15, almf0gtdjmsdm5zhyot1hvydx, 7jn9kl5wq29d41ekc2fz2rs2d, c2jqa9vozhqu7x79h5rr2n1ed, b3974hgsmyff5xtq7qf1onhlh, atzboo800gv7gic2rgvgo0kq1, exiribcpg9vnuq9ekhlk74dlh, 693z0rzfh3m0h0wsma9v8c9ux, 99d29g8af71vt1hrur06qvy7d, 9wbf00lybk9fqablaqwg5cn2t, 72nph557ee2a9tdky8rvk12vp, 7fmpgkx58o9pivo2bbnxxkt05, 5d6d4oc2rpau0mbbbt2dmtzv9, 9ikkuxd19avliz1khcrm82gyy, d4tdx2ctadv6kc3tbq4as8bmx, dl10343h8yopcgerzur5samwa, d0azo0spzov2hg6ul40l58e3u",3976402439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976402437,130,4,3976402445,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976402443,197,4978,3976402441,194,c2jqa9vozhqu7x79h5rr2n1ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093455,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-14T11:30:03.403Z,2023-01-14T12:32:36Z,3976402521,194,3vtjjrqof5z2tjj84ehadqc45,3976402523,197,418,3976402525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976402519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976402513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3976402515,59,"1, 29, 12, 17, 19, 23, 8, 18, 9, 14, 10, 2, 5, 6, 21, 22, 36, 39, 49, 73",3976402511,30,"e00004wkpfc8jawioejmpu1n9, e1t5rgvs2hwnldts6vn8agzc9, bl8667xvrhy0tft8x3lgopomh, dubi41xs74u89icfnn80vxx3p, 3dph74ixutmbpscaon0b25sl, 7uxt9a7t22ij4reg1uire5uqd, 3vtjjrqof5z2tjj84ehadqc45, 6nb8hub5usi3iasywa2fjf1lh, 3ikhefktnj44ys7rqjzr5q09h, awda32rw2clw0sjemf7rkcel1, 604osk9a3lxpfpkavuziqmn6x, a3ms8havadt1y9x381l325txx, 1vz038uyzmq8saskeeo0qhm8l, b17tkj4ea4jld8yupekcolall, v22q59d00b5v78rgx7v8z3vu, 84hisj17nuwx4scnizuxap239, 5wengf05apke7rv3kms186j56, 9fvo9v5e9r0ptibied6ejv3zd, e5eiuko5p1yms97xndrvcr0bu, cgm6zre07l5qauif32jtfqsk4",3976402517,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114377,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-01-14T12:31:01.224Z,2023-01-14T12:31:03Z,3976515423,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114369,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-14T12:31:01.224Z,2023-01-14T18:48:45Z,3976515397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114389,3,1,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,49.8,50.1,2023-01-14T12:31:01.376Z,2023-01-14T18:54:13Z,3976515497,141,53.0,3976515501,213,2.9,3976515503,279,S,3976515493,56,Back,3976515495,140,40.2,3978287891,178,,3976515499,212,10.3,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114397,4,1,1,0,2,6eqit8ye8aomdsrrq0hk3v7gh,1,33.6,63.4,2023-01-14T12:31:03.452Z,2023-01-14T18:54:23Z,3976515547,212,15.7,3976515543,140,28.4,3976515545,141,85.1,3976515541,56,Back,3976515549,213,1.9,3978288259,178,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114411,5,1,1,0,5,6eqit8ye8aomdsrrq0hk3v7gh,1,27.4,86.6,2023-01-14T12:31:06.494Z,2023-01-14T18:54:27Z,3976515609,140,31.0,3976515615,213,0.9,3976515613,212,6.0,3976515611,141,93.5,3976515607,56,Back,3978288401,178,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114419,6,1,1,0,6,6eqit8ye8aomdsrrq0hk3v7gh,1,28.1,93.5,2023-01-14T12:31:08.179Z,2023-01-14T18:54:31Z,3978288607,178,,3976515689,213,4.2,3976515687,212,4.2,3976515683,140,26.2,3976515685,141,88.1,3976515681,56,Back,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114437,7,1,1,0,7,6eqit8ye8aomdsrrq0hk3v7gh,0,26.2,88.1,2023-01-14T12:31:08.874Z,2023-01-14T18:54:50Z,3976515777,212,45.1,3978289361,178,,3976515781,1,,3976515769,157,,3976515773,140,68.9,3976515775,141,94.8,3976515771,56,Left,3976515779,213,0.1,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497114445,3,4,1,0,13,a3nyxabgsqlnqfkeg41m6tnpp,1,30.5,7,2023-01-14T12:31:14.443Z,2023-01-14T18:54:59Z,3976515841,152,,3976515843,285,,3976515837,56,Back,3976515895,233,8,3976515831,13,,3976515833,294,,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
