id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId
2500089783,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-23T19:00:09.303Z,2023-01-23T19:58:13Z,3992242435,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3992242433,197,4967,3992242431,194,b1el7j39v2pgvl9zodd9usded,3992242425,59,"17, 2, 33, 6, 31, 13, 14, 26, 9, 18, 20, 1, 3, 4, 8, 10, 11, 12, 21, 30",3992242423,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3992242421,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, a9k2946gt4hcqw8jpi6ow3jdh, chn2v9j6dqmuz2haoiuulbd91, b1el7j39v2pgvl9zodd9usded, ch8dgambei1xbzmikkglg3c9h, ecp0v1dxqfjbgy3urnkz5d3o5, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, 46jsa691lantlbcfqm1rtnlcl, 8oyxr0sr61uhi2gm6bbtjdy39, 661b6x35l9b9uieqbcq7el1hx, dlpk0a4jgiswcm2r75uh1czpx, cgvp2cli2gi4cnyl62kt80r11, f0drogjsrwqv3hyjxuqcnk8vd, 8u8he2dwkbgjf3yo8jsltq9qt, dkwkmrmpb7rq4e660efcu5hat, 94zmvxw7yw020w43dn0qiclbd",3992242427,130,8,3992242429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500089813,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-01-23T19:00:14.400Z,2023-01-23T19:00:14Z,3992242581,197,2077,3992242583,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3992242573,59,"1, 12, 14, 33, 15, 17, 5, 30, 10, 21, 7, 2, 4, 6, 9, 19, 20, 25, 34, 38",3992242571,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3992242575,130,17,3992242569,30,"ombvyo6p3p5khkn91vubvpat, anxby26pfxpu4u5bfy9nbuvah, 2gsq05yyxwe4f8t79j6d49q6t, 7qy1hiitksyuaa9l0irxg240l, az7wa6km1zhvsb8y4mndlogyd, 2w7i4jfw5wgh3j2wuworoumeh, 4zxrdmwphkxvkvo6bt30uanrp, 3wp8fuk07m1ph1fpmbqe7tf55, b9g4qurpll4wizajo95c406hh, dlf31m2lrfl0biop1demgvh7t, 12ekwo6gbza410blv4b4r7ydx, 31wf775s975qy3il33oora8k5, 9bamtyvun46xn9e64lqn9ogyx, 4k0ni039sbjs4sqipk4v7k79x, c5zmr0m17riujelm4up44etih, cag3gzjcv8erx3zpp2lidzcvd, 8wz5pdydepr5kzcichz17pv4l, 5gb7v3m0qisn24c7h49xn250p, 3gsprcdyogabeb8lr2y0bmytx, 1g15ehziupxnsy1kvl3pqmbc9",3992242579,194,ombvyo6p3p5khkn91vubvpat,3992242577,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108873,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-01-23T20:18:55.960Z,2023-01-23T20:18:58Z,3992353243,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108861,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-23T20:18:55.960Z,2023-01-24T03:01:29Z,3992353205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108881,3,1,1,0,0,22doj4sgsocqpxw45h607udje,1,49.9,50,2023-01-23T20:18:55.975Z,2023-01-24T04:05:08Z,3992353269,56,Back,3992653247,178,,3992353275,212,21.2,3992353271,140,29.7,3992353273,141,50.1,3992353277,213,3.1,3992353279,279,S,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108921,4,1,1,0,3,22doj4sgsocqpxw45h607udje,0,30.4,51.5,2023-01-23T20:18:59.581Z,2023-01-24T04:05:12Z,3992353471,155,,3992353473,56,Center,3992353475,140,76.5,3992353481,213,0.3,3992653273,178,,3992353483,1,,3992353479,212,51.1,3992353477,141,75.8,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108927,3,1,1,0,7,hzqh7z0mdl3v7gwete66syxp,0,22.1,25.5,2023-01-23T20:19:03.029Z,2023-01-24T04:05:17Z,3992353527,3,,3992653323,388,,3992353529,56,Back,3992353537,213,0.3,3992353535,212,8.8,3992353533,141,29.9,3992353531,140,30.0,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108935,5,1,1,0,8,22doj4sgsocqpxw45h607udje,1,70.2,74.4,2023-01-23T20:19:04.221Z,2023-01-24T04:05:27Z,3992353583,155,,3992353585,56,Left,3992653377,388,,3992353593,213,0.8,3992353591,212,15.9,3992353589,141,90.7,3992353587,140,81.1,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108939,6,1,1,0,9,22doj4sgsocqpxw45h607udje,0,80.8,89.9,2023-01-23T20:19:05.474Z,2023-01-24T04:05:31Z,3992353617,140,75.5,3992353619,141,73.4,3992653399,388,,3992353621,212,12.5,3992353623,213,4.3,3992353615,56,Center,3992353613,3,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500108957,4,1,1,0,11,hzqh7z0mdl3v7gwete66syxp,1,22.9,33.2,2023-01-23T20:19:07.371Z,2023-01-24T04:05:47Z,3992353695,56,Back,3992353707,212,11.3,3992353689,3,,3992653535,388,,3992353709,213,6.2,3992353703,141,31.0,3992353699,140,33.6,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
