id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2451636393,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-27T15:30:03.920Z,2022-11-17T16:42:31Z,3735646081,197,15758,3735646077,194,b1lcxeihx8z6pfv1jef4j5jh1,3735646059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3735646055,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 8i5ee4fmkqhl1rcuo31qomxud, 3imsbq3n9zgkzp668lsbklg45, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 4ali7e2nk26rfzr0660xdrx0p, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 2922aevmtpw4qvcwohmxmqtbd, 4qrvwap878sl5dz5n3o8mr71m, 375gnysvjk9bvq02ex1lkmynd, 98hc25d8y4c7o985f3li1y7ai, hwcrfg4h2ystqbd11qlmj015",3735646085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735646065,59,"1, 4, 3, 25, 12, 6, 8, 34, 9, 7, 11, 10, 14, 16, 17, 18, 21, 23, 27, 30",3735646069,130,4,3735646073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451636459,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-08-27T15:30:05.683Z,2022-08-27T16:29:54Z,3735646451,59,"17, 2, 33, 26, 4, 13, 14, 6, 9, 18, 7, 1, 5, 10, 12, 27, 31, 35, 38, 65",3735646453,130,8,3735646447,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, 661b6x35l9b9uieqbcq7el1hx, b1el7j39v2pgvl9zodd9usded, ch8dgambei1xbzmikkglg3c9h, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, 1ehvdoglquy9ldibpvajw34d1, 46jsa691lantlbcfqm1rtnlcl, 8jf11l2tivq8jpw0fblgdvh05, cgvp2cli2gi4cnyl62kt80r11, 8u8he2dwkbgjf3yo8jsltq9qt, fwu0bja02waqct7l682s5mfp, chn2v9j6dqmuz2haoiuulbd91, 6cbixj2kogb7ibypc15x6crxm, afef63w1s01vagw51lo85qcd0, adfgsbp3tv9wgatujcr9mfuju",3735646449,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3735646461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3735646459,197,4967,3735646457,194,b1el7j39v2pgvl9zodd9usded,3735646455,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711457,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-27T16:30:55.351Z,2022-08-28T01:25:12Z,3736051951,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711445,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-08-27T16:30:55.351Z,2022-08-27T16:30:55Z,3736051895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711543,3,1,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,50.1,49.6,2022-08-27T16:30:55.420Z,2022-08-28T01:46:16Z,3736052395,141,50.0,3736052397,212,19.7,3736052399,213,3.1,3736052393,140,31.3,3736052391,56,Back,3736052401,279,S,3738398609,178,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711585,4,1,1,0,2,hzqh7z0mdl3v7gwete66syxp,1,31.3,50,2022-08-27T16:30:57.736Z,2022-08-28T01:46:32Z,3736052557,56,Back,3736052559,140,41.2,3736052561,141,22.3,3736052563,212,21.5,3738399591,178,,3736052565,213,5.2,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711597,5,1,1,0,5,hzqh7z0mdl3v7gwete66syxp,1,41.2,22.3,2022-08-27T16:31:00.548Z,2022-08-28T01:46:44Z,3738400141,178,,3736052607,141,53.2,3736052605,140,33.4,3736052609,212,22.6,3736052603,56,Back,3736052611,213,1.9,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711649,6,1,1,0,8,hzqh7z0mdl3v7gwete66syxp,1,33.6,53.2,2022-08-27T16:31:03.383Z,2022-08-28T01:46:49Z,3736052805,141,29.8,3736052807,212,16.3,3736052809,213,4.5,3736052803,140,30.2,3736052801,56,Back,3738400513,178,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711715,7,1,1,0,10,hzqh7z0mdl3v7gwete66syxp,0,31,29.4,2022-08-27T16:31:05.520Z,2022-08-28T01:46:53Z,3736053129,1,,3736053125,212,41.3,3736053127,213,5.9,3736053121,140,67.6,3736053123,141,7.3,3738400619,178,,3736053117,155,,3736053119,56,Right,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711727,3,1,1,0,13,4dsgumo7d4zupm2ugsvm4zm4d,0,26.6,94.7,2022-08-27T16:31:08.677Z,2022-08-28T01:46:58Z,3736053199,140,35.1,3736053203,212,9.0,3736053201,141,96.8,3736053195,3,,3736053197,56,Back,3738400877,388,,3736053205,213,0.2,,,,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452193823,1989,43,1,0,15,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-27T16:31:10.922Z,2022-08-28T03:59:50Z,3738723973,144,83,3738722289,399,153366,,,,,,,,,,,,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452194183,1990,83,1,0,15,4dsgumo7d4zupm2ugsvm4zm4d,1,35.5,92.4,2022-08-27T16:31:10.955Z,2022-08-28T04:00:34Z,3738723869,399,153366,,,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711821,8,61,1,0,15,hzqh7z0mdl3v7gwete66syxp,0,61.9,5.3,2022-08-27T16:31:11.127Z,2022-08-28T01:47:09Z,3738401369,178,,3736053645,56,Right,,,,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711835,4,5,1,0,17,4dsgumo7d4zupm2ugsvm4zm4d,1,29.7,101.6,2022-08-27T16:31:12.655Z,2022-08-28T01:47:12Z,3736053709,347,,3736053705,56,Back,3736053741,233,9,,,,,,,,,,,,,,,,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711839,9,5,1,0,17,hzqh7z0mdl3v7gwete66syxp,0,70.3,-1.6,2022-08-27T16:31:12.655Z,2022-08-28T01:47:11Z,3736053723,56,Right,3736053725,347,,3736053795,233,4,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711929,5,1,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,1,30.7,100,2022-08-27T16:31:16.119Z,2022-08-28T01:47:15Z,3736055367,189,,3736054203,140,70.5,3736054201,56,Left,3736054199,107,,3736054211,1,,3736054209,213,6.2,3736054207,212,42.0,3736054205,141,95.3,8i5ee4fmkqhl1rcuo31qomxud,K. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711931,6,50,1,0,24,4dsgumo7d4zupm2ugsvm4zm4d,1,71,94.9,2022-08-27T16:31:20.173Z,2022-08-28T01:47:38Z,3736054593,233,10,3736054223,286,,3736054221,56,Left,,,,,,,,,,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711985,10,7,1,0,24,hzqh7z0mdl3v7gwete66syxp,1,29,5.1,2022-08-27T16:31:20.322Z,2022-08-28T01:47:42Z,3736054493,167,,3736054497,285,,3736054495,56,Back,3737470867,385,,3738403255,178,,3736054575,233,6,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711963,8,5,1,0,26,4dsgumo7d4zupm2ugsvm4zm4d,1,72.7,101.4,2022-08-27T16:31:21.695Z,2022-08-28T01:47:50Z,3736054583,233,11,3736054391,347,,3736054389,56,Left,,,,,,,,,,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711989,11,5,1,0,26,hzqh7z0mdl3v7gwete66syxp,0,27.3,-1.4,2022-08-27T16:31:21.695Z,2022-08-28T01:47:50Z,3736054503,56,Back,3736054611,233,8,3736054505,347,,,,,,,,,,,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711937,7,43,1,0,26,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-27T16:31:21.703Z,2022-08-27T16:31:43Z,3736054237,56,Left,3736055521,144,8,,,,,,,,,,,,,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451711995,9,1,1,0,29,4dsgumo7d4zupm2ugsvm4zm4d,1,72.5,100,2022-08-27T16:31:24.709Z,2022-08-28T01:48:00Z,3736054543,141,85.8,3736054541,140,70.6,3736054537,107,,3736054539,56,Left,3736054545,212,10.8,3736054547,213,4.5,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451712005,10,1,1,0,30,4dsgumo7d4zupm2ugsvm4zm4d,1,73.3,88.7,2022-08-27T16:31:26.237Z,2022-08-28T01:48:07Z,3738404619,178,,3736054639,212,7.0,3736054637,141,97.4,3736054635,140,76.9,3736054641,213,1.0,3736054633,56,Left,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451712047,13,1,1,0,31,4dsgumo7d4zupm2ugsvm4zm4d,1,79.6,98.3,2022-08-27T16:31:27.127Z,2022-08-28T01:48:14Z,3738404979,178,,3736054869,56,Left,3736054871,140,94.4,3736054873,141,95.1,3736054877,213,6.1,3736054875,212,15.7,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451712009,11,43,1,0,31,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-08-27T16:31:27.143Z,2022-08-27T16:55:23Z,3736054689,213,5.3,3736054681,56,Left,3736054683,140,80.2,3736054687,212,6.1,3736054685,141,90.2,3736162101,144,1,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
