id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2515027261,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-03-04T14:00:11.702Z,2023-03-04T14:00:12Z,4070795721,194,b9g4qurpll4wizajo95c406hh,4070795711,30,"8wz5pdydepr5kzcichz17pv4l, 77yaqzy45dxtzicao00jxrlgq, 2gsq05yyxwe4f8t79j6d49q6t, 7qy1hiitksyuaa9l0irxg240l, 3gsprcdyogabeb8lr2y0bmytx, 2w7i4jfw5wgh3j2wuworoumeh, 9bamtyvun46xn9e64lqn9ogyx, 4zxrdmwphkxvkvo6bt30uanrp, b9g4qurpll4wizajo95c406hh, dlf31m2lrfl0biop1demgvh7t, 12ekwo6gbza410blv4b4r7ydx, 4k0ni039sbjs4sqipk4v7k79x, c5zmr0m17riujelm4up44etih, anxby26pfxpu4u5bfy9nbuvah, az7wa6km1zhvsb8y4mndlogyd, 4rktv6j9sioe0gmu7jt77fsh5, 5gb7v3m0qisn24c7h49xn250p, 8c1r97aweyfc0woefvlfy2l05, btf0dch35aww78bzillh2jgx6, 8y8d2dd469x9q0lc7qfyxypyh",4070795717,130,17,4070795719,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070795723,197,16884,4070795725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070795715,59,"20, 23, 14, 33, 34, 17, 4, 5, 10, 21, 7, 6, 9, 12, 15, 16, 25, 27, 29, 40",4070795713,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515027293,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-04T14:00:18.623Z,2023-03-04T14:00:18Z,4070795929,130,8,4070795927,59,"1, 22, 19, 5, 15, 23, 21, 8, 29, 27, 7, 3, 4, 9, 12, 24, 25, 28, 35, 37",4070795935,197,4986,4070795933,194,8kw1y8mzxtwl4fv8qkc8hoc7p,4070795923,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, 7wzwqegxhekjwq361dd2nidp1, 8rfgwq7hbi4a3imda845vdyvp, 2unorlgh6lxy19g0pgydg65ed, 2nz313c0ot91untg011l3pc6h, 4pyehox7p3z64c4l3k8yoyfv9, 8kw1y8mzxtwl4fv8qkc8hoc7p, 6s577yqayjceifu1e05f280yd, 3trkre1c81pzretsjsi8jk6sq, 6psklvi66inwws7buzf16yjft, 9jxhgh1vhc531ho0ez5alfazu, csinkvzxcphggdjeflmo173zd, 5wa8lzp50ccfhxg3j4f65gt79, 9rm3r46uzxlmuqnp0jo4danhm, 29f3jvukalzylzr19t9phgxgq, 5pbnl8ssfcrxf9lfg1pl3vxzp, 9l7ph5603tbb7xwyxpvjg22fp, 5hu4oy1jz8k1c3ajuiueoo2ga, e83zd56y74k8uecxqyo5xw7v9",4070795925,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070795931,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070795937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069809,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2023-03-04T15:00:11.679Z,2023-03-04T15:00:11Z,4071011461,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069819,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-04T15:00:11.679Z,2023-03-04T21:29:02Z,4071011493,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069859,3,1,1,0,0,22doj4sgsocqpxw45h607udje,1,49.7,49.9,2023-03-04T15:00:11.981Z,2023-03-04T22:15:44Z,4071011669,56,Back,4071011679,279,S,4071011671,140,33.5,4071011677,213,3.0,4071011673,141,53.4,4071011675,212,17.2,4073529355,178,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069893,4,1,1,0,3,22doj4sgsocqpxw45h607udje,1,33.8,56.7,2023-03-04T15:00:14.858Z,2023-03-04T22:16:03Z,4071011835,140,68.8,4071011849,1,,4071011841,212,44.0,4071011831,56,Left,4071011839,141,92.3,4073529559,178,,4071011845,213,0.6,4071011825,155,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069911,5,44,1,0,5,22doj4sgsocqpxw45h607udje,1,67.4,91.2,2023-03-04T15:00:17.380Z,2023-03-05T01:12:51Z,4071011909,56,Left,4071012819,233,3,4071011911,286,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069941,3,44,1,0,5,b9si1jn1lfxfund69e9ogcu2n,0,32.6,8.8,2023-03-04T15:00:17.381Z,2023-03-04T22:16:20Z,4071012829,233,5,4071012047,56,Back,4071012049,285,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069923,6,1,1,0,5,22doj4sgsocqpxw45h607udje,0,66.7,93.2,2023-03-04T15:00:17.396Z,2023-03-05T01:12:52Z,4071011979,213,5.5,4071011969,3,,4071011971,56,Center,4071011977,212,24.8,4071011973,140,82.7,4071011975,141,66.3,4073530419,388,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069945,4,49,1,0,7,b9si1jn1lfxfund69e9ogcu2n,1,16.7,33.4,2023-03-04T15:00:19.366Z,2023-03-04T22:16:32Z,,,,,,,,,,,,,,,,,,,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069947,5,1,1,0,7,b9si1jn1lfxfund69e9ogcu2n,0,16.4,33,2023-03-04T15:00:19.371Z,2023-03-04T22:16:36Z,4071012073,141,33.6,4071012075,212,25.1,4071012069,56,Back,4071012079,1,,4071012071,140,40.3,4071012067,157,,4071012077,213,0.0,4073531347,178,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069959,7,1,1,0,9,22doj4sgsocqpxw45h607udje,1,56.5,65,2023-03-04T15:00:21.238Z,2023-03-04T22:16:44Z,4071012165,3,,4071012173,56,Center,4071012189,213,5.1,4073531681,388,,4071012181,141,48.1,4071012177,140,60.9,4071012185,212,12.4,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069967,8,49,1,0,10,22doj4sgsocqpxw45h607udje,1,61.1,47.6,2023-03-04T15:00:22.655Z,2023-03-04T22:16:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070001,9,1,1,0,11,22doj4sgsocqpxw45h607udje,1,61.1,47.6,2023-03-04T15:00:22.699Z,2023-03-04T22:16:53Z,4071012335,56,Back,4071012341,212,16.5,4073532267,178,,4071012337,140,46.1,4071012339,141,40.4,4071012343,213,3.4,,,,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070069,10,1,1,0,14,22doj4sgsocqpxw45h607udje,1,44.7,35.3,2023-03-04T15:00:26.002Z,2023-03-04T22:16:59Z,4071012601,141,5.2,4071012605,213,5.2,4071012599,140,55.8,4071012603,212,23.6,4071012597,56,Right,4073532547,178,,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070091,11,1,1,0,17,22doj4sgsocqpxw45h607udje,1,55.4,3.6,2023-03-04T15:00:28.978Z,2023-03-04T22:17:04Z,4071012707,213,0.1,4071012701,140,68.9,4071012699,56,Right,4071012703,141,5.2,4071012705,212,14.2,4073532727,178,,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070097,12,50,1,0,18,22doj4sgsocqpxw45h607udje,1,68,6,2023-03-04T15:00:29.954Z,2023-03-04T22:17:13Z,4071012731,286,,4071013173,233,6,4071012729,56,Right,,,,,,,,,,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070159,6,7,1,0,18,b9si1jn1lfxfund69e9ogcu2n,0,32,94,2023-03-04T15:00:30.512Z,2023-03-04T22:17:18Z,4073533209,178,,4071013123,233,12,4071013053,56,Back,4072400947,385,,4071013055,285,,,,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070139,13,1,1,0,21,22doj4sgsocqpxw45h607udje,1,60.4,4.8,2023-03-04T15:00:32.718Z,2023-03-04T22:17:38Z,4071012959,212,9.3,4071012957,141,9.7,4071012961,213,0.4,4073533519,178,,4071012953,56,Right,4071012955,140,68.7,,,,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
