id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2454898779,9,1,1,0,35,b9si1jn1lfxfund69e9ogcu2n,0,6,27.1,2022-09-03T14:01:01.390Z,2022-09-03T19:36:33Z,3753113757,141,5.3,3753113759,212,42.3,3753113751,157,,3753113755,140,43.7,3753113753,56,Back,3753113763,1,,3753113761,213,5.9,3755281351,178,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898801,13,8,1,0,38,d5ydtvt96bv7fq04yqm2w2632,1,61.6,95.9,2022-09-03T14:01:04.432Z,2022-09-03T19:36:36Z,3753113859,56,Left,3755281671,178,,3754531481,384,,,,,,,,,,,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898843,14,49,1,0,39,d5ydtvt96bv7fq04yqm2w2632,1,62.3,96.5,2022-09-03T14:01:05.680Z,2022-09-03T19:36:40Z,,,,,,,,,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898887,15,50,1,0,40,d5ydtvt96bv7fq04yqm2w2632,1,67.4,95.2,2022-09-03T14:01:06.816Z,2022-09-03T19:36:45Z,3753114389,233,10,3753114151,56,Left,3753114153,286,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898921,10,7,1,0,41,b9si1jn1lfxfund69e9ogcu2n,1,32.6,4.8,2022-09-03T14:01:07.365Z,2022-09-03T19:36:48Z,3755282549,178,,3754532049,383,,3753114327,233,15,3753114295,285,,3753114293,56,Back,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455169375,832,49,1,0,42,b9si1jn1lfxfund69e9ogcu2n,1,40,2.6,2022-09-03T14:01:08.647Z,2022-09-03T19:36:52Z,,,,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898949,11,1,1,0,42,b9si1jn1lfxfund69e9ogcu2n,0,25.9,3.4,2022-09-03T14:01:08.694Z,2022-09-03T19:36:56Z,3753114573,286,,3753114421,56,Back,3753114567,236,,3753114569,233,16,3755283283,178,,3753114427,212,5.6,3753114429,213,0.1,3753114425,141,4.4,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,3753114423,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898913,16,74,1,0,42,d5ydtvt96bv7fq04yqm2w2632,1,63.2,96.2,2022-09-03T14:01:08.884Z,2022-09-03T19:37:00Z,3755283561,178,,3753114267,56,Left,3753114593,233,11,3753114269,285,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899301,12,5,1,0,43,b9si1jn1lfxfund69e9ogcu2n,1,30.7,-1.5,2022-09-03T14:01:09.808Z,2022-09-03T19:37:03Z,3753116071,233,17,3753116039,347,,3753116037,56,Back,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898941,17,5,1,0,43,d5ydtvt96bv7fq04yqm2w2632,0,69.3,101.5,2022-09-03T14:01:09.808Z,2022-09-03T19:37:03Z,3753116111,233,12,3753114395,56,Left,3753114397,347,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899367,13,1,1,0,55,b9si1jn1lfxfund69e9ogcu2n,1,25.5,0,2022-09-03T14:01:21.972Z,2022-09-03T19:37:06Z,3753116399,56,Back,3753116397,107,,3753116407,213,1.0,3753116405,212,10.4,3753116403,141,11.0,3753116401,140,30.8,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899417,14,1,1,0,56,b9si1jn1lfxfund69e9ogcu2n,1,27.8,12.5,2022-09-03T14:01:22.974Z,2022-09-03T19:37:12Z,3755284495,178,,3753116639,141,4.6,3753116699,156,,3753116637,140,24.6,3753116641,212,6.3,3753116635,56,Back,3753116643,213,4.2,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899503,15,1,1,1,0,b9si1jn1lfxfund69e9ogcu2n,1,26.2,20.1,2022-09-03T14:01:26.164Z,2022-09-03T19:37:17Z,3753117039,56,Back,3753117047,213,0.7,3753117041,140,34.4,3753117045,212,11.1,3753117043,141,30.4,3755284871,178,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899561,16,1,1,1,1,b9si1jn1lfxfund69e9ogcu2n,1,32.8,25.3,2022-09-03T14:01:27.159Z,2022-09-03T19:37:21Z,3753117287,213,4.4,3753117279,56,Back,3755285283,178,,3753117281,140,29.8,3753117283,141,8.2,3753117285,212,12.0,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899629,17,1,1,1,3,b9si1jn1lfxfund69e9ogcu2n,1,27.2,7.1,2022-09-03T14:01:29.789Z,2022-09-03T19:37:26Z,3755285641,178,,3753117551,140,18.9,3753117555,212,9.2,3753117553,141,11.6,3753117547,56,Back,3753117557,213,2.8,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899723,18,1,1,1,4,b9si1jn1lfxfund69e9ogcu2n,1,23.2,10.9,2022-09-03T14:01:30.998Z,2022-09-03T19:37:29Z,3755285937,178,,3753117949,141,22.1,3753117947,140,38.8,3753117945,56,Back,3753117943,155,,3753117951,212,18.1,3753117953,213,0.4,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899775,19,1,1,1,8,b9si1jn1lfxfund69e9ogcu2n,0,38.8,22.2,2022-09-03T14:01:34.500Z,2022-09-03T19:37:33Z,3753118193,141,56.7,3753118195,212,28.3,3753118191,140,53.9,3753118189,56,Center,3755286241,178,,3753118197,213,1.0,3753118187,155,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899789,18,49,1,1,10,d5ydtvt96bv7fq04yqm2w2632,1,40.6,43.9,2022-09-03T14:01:36.172Z,2022-09-03T19:37:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454899905,19,1,1,1,11,d5ydtvt96bv7fq04yqm2w2632,1,42.4,43.7,2022-09-03T14:01:37.653Z,2022-09-03T19:37:41Z,3753118773,212,3.7,3753118765,56,Back,3753118777,213,1.1,3753118767,140,43.9,3755287019,178,,3753118769,141,48.7,,,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900015,20,1,1,1,13,d5ydtvt96bv7fq04yqm2w2632,1,42.9,47.5,2022-09-03T14:01:39.328Z,2022-09-03T19:37:48Z,3755287655,178,,3753119237,140,29.4,3753119239,141,37.9,3753119235,56,Back,3753119243,213,3.6,3753119241,212,15.6,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900149,21,1,1,1,16,d5ydtvt96bv7fq04yqm2w2632,1,27.7,38.2,2022-09-03T14:01:42.111Z,2022-09-03T19:37:54Z,3753119747,140,10.5,3753119749,141,56.7,3753119751,212,22.0,3753119753,213,2.5,3753119745,56,Back,3755288231,178,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900323,22,1,1,1,18,d5ydtvt96bv7fq04yqm2w2632,1,10.6,57.2,2022-09-03T14:01:44.165Z,2022-09-03T19:37:59Z,3753120627,213,0.6,3753120625,212,14.6,3753120623,141,70.2,3753120619,140,21.7,3753120617,56,Back,3755288669,178,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900561,23,1,1,1,23,d5ydtvt96bv7fq04yqm2w2632,1,24.7,71.7,2022-09-03T14:01:49.625Z,2022-09-03T19:38:03Z,3755289065,178,,3753121769,212,16.3,3753121767,141,51.3,3753121771,213,4.2,3753121763,56,Back,3753121765,140,16.5,,,,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900687,24,1,1,1,28,d5ydtvt96bv7fq04yqm2w2632,0,22.3,41.8,2022-09-03T14:01:54.089Z,2022-09-03T19:38:06Z,3753122375,1,,3753122373,213,0.3,3753122371,212,52.6,3753122363,155,,3753122365,56,Center,3753122369,141,63.6,3753122367,140,70.4,3755289427,178,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900777,20,1,1,1,31,b9si1jn1lfxfund69e9ogcu2n,1,25.5,39.4,2022-09-03T14:01:57.441Z,2022-09-03T19:38:12Z,3753122829,141,36.0,3753122827,140,33.5,3753122821,157,,3753122825,56,Back,3753122835,1,,3753122833,213,6.0,3753122831,212,8.7,3755289943,178,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900873,21,1,1,1,33,b9si1jn1lfxfund69e9ogcu2n,1,34,36,2022-09-03T14:01:59.045Z,2022-09-03T19:38:16Z,3755290291,388,,3753123269,141,24.4,3753123267,140,10.6,3753123265,56,Back,3753123263,3,,3753123273,213,3.5,3753123271,212,25.8,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900887,22,49,1,1,36,b9si1jn1lfxfund69e9ogcu2n,1,10.5,14.7,2022-09-03T14:02:02.399Z,2022-09-03T19:38:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454900925,23,4,1,1,38,b9si1jn1lfxfund69e9ogcu2n,1,16.2,11.6,2022-09-03T14:02:04.417Z,2022-09-03T19:38:23Z,3753123515,56,Back,3753124535,13,,3753124537,152,,3753124539,265,,3753123517,285,,3753124603,233,25,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454901069,25,4,1,1,38,d5ydtvt96bv7fq04yqm2w2632,0,83.8,88.4,2022-09-03T14:02:04.418Z,2022-09-03T19:38:22Z,3755290875,178,,3753124117,13,,3753124119,56,Left,3753124123,152,,3753124673,233,23,3753124129,286,,3753124127,265,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902149,24,1,1,2,9,b9si1jn1lfxfund69e9ogcu2n,0,13.1,15.6,2022-09-03T14:02:35.422Z,2022-09-03T19:38:25Z,3755291161,178,,3753129545,213,0.2,3753129543,212,60.2,3753129519,5,,3753129533,56,Center,3753129541,141,37.0,3753129523,157,,3753129547,1,,71rob1lsnmdviy1siakkzpqdx,José Sá,3753129537,140,68.7,3753129527,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902293,26,1,1,2,12,d5ydtvt96bv7fq04yqm2w2632,0,27.2,68.2,2022-09-03T14:02:38.968Z,2022-09-03T19:38:29Z,3753130199,3,,3753130211,212,7.1,3753130213,213,0.4,3753130203,56,Back,3755291463,388,,3753130207,140,33.5,3753130209,141,72.0,,,,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902267,25,44,1,2,14,b9si1jn1lfxfund69e9ogcu2n,1,63.2,33.3,2022-09-03T14:02:40.965Z,2022-09-03T21:52:59Z,3753130417,233,27,3753130061,56,Center,3753130063,286,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902315,27,44,1,2,14,d5ydtvt96bv7fq04yqm2w2632,0,36.8,66.7,2022-09-03T14:02:40.966Z,2022-09-03T19:38:32Z,3753130335,56,Back,3753130497,233,25,3753130337,285,,,,,,,,,,,,,,,,,6xdgasd4dvfgg4n23jw38473d,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454902309,26,1,1,2,15,b9si1jn1lfxfund69e9ogcu2n,0,61.3,34.9,2022-09-03T14:02:41.013Z,2022-09-03T21:52:59Z,3753130309,141,47.9,3753130307,140,66.2,3753130305,56,Center,3753130303,3,,3755292107,178,,3753130311,212,10.2,3753130313,213,1.0,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
