id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2454848855,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-09-03T13:00:06.829Z,2022-09-03T14:01:43Z,3752856073,30,"71rob1lsnmdviy1siakkzpqdx, 7wzwqegxhekjwq361dd2nidp1, 9jxhgh1vhc531ho0ez5alfazu, 8kw1y8mzxtwl4fv8qkc8hoc7p, csinkvzxcphggdjeflmo173zd, 2nz313c0ot91untg011l3pc6h, 3trkre1c81pzretsjsi8jk6sq, 9l7ph5603tbb7xwyxpvjg22fp, 33hs47yxefec8e9ntgqgr49n9, 6psklvi66inwws7buzf16yjft, 50y6nq2eok9lnmldevkamkkwl, dl8x6fzdexn8r0sj65vgcgq8l, ee0c6prj79s48erjp7bgbr3dh, 7pmigpf4yfi6dfih8e1ogdwb9, 3fhoof7n4sjaizvotcmypb9at, 29f3jvukalzylzr19t9phgxgq, ehv4rise2fx4u1wepwtwllb6x, e83zd56y74k8uecxqyo5xw7v9, f1lellpt59ka10kyngi7vsqy2, dez3rm7q89xk157fwnc3tgqcq",3752856085,197,4986,3752856081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856075,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752856083,194,8kw1y8mzxtwl4fv8qkc8hoc7p,3752856079,130,4,3752856087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856077,59,"1, 19, 3, 8, 4, 23, 27, 28, 18, 7, 10, 11, 13, 17, 22, 24, 25, 37, 64, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454848909,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-09-03T13:00:14.906Z,2022-09-03T14:04:07Z,3752856391,59,"31, 2, 15, 8, 37, 22, 24, 27, 10, 7, 9, 1, 3, 4, 17, 18, 19, 23, 28, 32",3752856395,130,8,3752856385,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752856403,194,7r6vds5j65fohi1k28cnqjqvp,3752856399,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752856379,30,"8jw1c54yfsk2m13uyl5yi5hm2, 2uiza5b6fbum38chxtvmnkzqh, 67qku7vyvbw76086eu05nowd1, 7r6vds5j65fohi1k28cnqjqvp, 7zkku0gboniozaks9yx0ous8a, 2r1u01vlym0nwcwx86bwbuusq, 6tckvu2rw7ns18dq7dim0sout, 6xdgasd4dvfgg4n23jw38473d, 59ujnkvl7rlffomi2bqpsmbpx, 37bmb84zex63yoipqwj01bcgl, dusjrdiyxfadenwx4pjr7catx, d3p7p18i2ybzlwz5p5gjdd239, dzsd79k6345s9105mb2r4fqol, 4042kk7ylrs378rh26b7mh42x, axnmil0bg1giwhoa31tks7ljp, 1qcj2upaz0xa98zkc835djo8a, e382powtgetwn8npxf9nqeaga, 67oh9fkwrut68eegfjf5emaui, ebazcy0x20885rn9qx2acoi6s, 2oijcg6e36mwy3ie1num5wclx",3752856407,197,16652,3752856409,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897729,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-09-03T14:00:26.008Z,2022-09-03T19:09:51Z,3753109057,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897715,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-09-03T14:00:26.008Z,2022-09-03T14:00:26Z,3753109027,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897785,3,1,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,49.9,50.1,2022-09-03T14:00:26.033Z,2022-09-03T19:35:26Z,3753109215,279,S,3753109213,213,2.4,3753109211,212,17.1,3755275153,178,,3753109207,140,37.8,3753109209,141,66.9,3753109205,56,Back,,,,dusjrdiyxfadenwx4pjr7catx,A. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897839,4,1,1,0,2,d5ydtvt96bv7fq04yqm2w2632,1,35.9,69.4,2022-09-03T14:00:28.230Z,2022-09-03T19:35:30Z,3755275453,178,,3753109469,140,32.2,3753109475,213,1.9,3753109473,212,13.2,3753109471,141,88.0,3753109465,56,Back,,,,,,,6xdgasd4dvfgg4n23jw38473d,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897955,5,1,1,0,4,d5ydtvt96bv7fq04yqm2w2632,1,32.2,88.3,2022-09-03T14:00:30.866Z,2022-09-03T19:35:33Z,3753109931,56,Center,3753109941,1,,3753109935,141,70.6,3753109933,140,67.7,3753109929,155,,3753109939,213,6.0,3753109937,212,39.2,3755275765,178,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897989,6,1,1,0,6,d5ydtvt96bv7fq04yqm2w2632,1,67.9,69.4,2022-09-03T14:00:32.753Z,2022-09-03T19:35:38Z,3755276243,388,,3753110087,212,4.1,3753110089,213,4.4,3753110085,141,63.7,3753110081,56,Center,3753110083,140,66.7,,,,,,,dusjrdiyxfadenwx4pjr7catx,A. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898013,7,1,1,0,8,d5ydtvt96bv7fq04yqm2w2632,0,66.6,63.7,2022-09-03T14:00:34.300Z,2022-09-03T19:35:45Z,3753110201,141,65.4,3753110203,212,6.2,3753110205,213,0.2,3755276873,178,,3753110197,56,Center,3753110199,140,72.4,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454897999,3,1,1,0,9,b9si1jn1lfxfund69e9ogcu2n,0,24.3,36.9,2022-09-03T14:00:35.559Z,2022-09-03T19:35:51Z,3753110123,141,33.3,3753110125,212,9.5,3753110121,140,33.0,3753110377,233,8,3753110119,56,Back,3753110129,213,6.0,3753110375,236,,3753110381,286,,csinkvzxcphggdjeflmo173zd,N. Collins,3755277487,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898037,8,74,1,0,9,d5ydtvt96bv7fq04yqm2w2632,1,70.9,65.1,2022-09-03T14:00:35.611Z,2022-09-03T19:35:54Z,3753110405,233,3,3755277913,178,,3753110331,285,,3753110329,56,Center,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898067,4,49,1,0,10,b9si1jn1lfxfund69e9ogcu2n,1,23.7,25.5,2022-09-03T14:00:36.360Z,2022-09-03T19:36:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898097,5,1,1,0,11,b9si1jn1lfxfund69e9ogcu2n,1,23.7,25.5,2022-09-03T14:00:37.510Z,2022-09-03T19:36:06Z,3755278919,178,,3753110639,140,7.0,3753110637,56,Back,3753110645,213,2.5,3753110641,141,44.6,3753110643,212,21.8,,,,,,,7wzwqegxhekjwq361dd2nidp1,Jonny Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898165,6,1,1,0,13,b9si1jn1lfxfund69e9ogcu2n,0,7,44.6,2022-09-03T14:00:39.088Z,2022-09-03T19:36:09Z,3753110979,140,22.4,3753110989,1,,3753110977,56,Back,3753110987,213,5.2,3755279275,178,,3753110981,141,0.0,3753110983,212,35.5,3753110975,157,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898177,7,5,1,0,16,b9si1jn1lfxfund69e9ogcu2n,0,25.4,-2,2022-09-03T14:00:42.608Z,2022-09-03T19:36:12Z,3753111023,56,Back,3753111321,233,9,3753111027,347,,,,,,,,,,,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898227,9,5,1,0,16,d5ydtvt96bv7fq04yqm2w2632,1,74.6,102,2022-09-03T14:00:42.608Z,2022-09-03T19:36:11Z,3753111237,56,Left,3753111279,233,7,3753111239,347,,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898549,10,1,1,0,29,d5ydtvt96bv7fq04yqm2w2632,1,73.6,100,2022-09-03T14:00:55.610Z,2022-09-03T19:36:15Z,3753112759,107,,3753112769,213,4.2,3753112767,212,6.1,3753112763,140,70.6,3753112765,141,94.2,3753112761,56,Left,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898609,11,1,1,0,30,d5ydtvt96bv7fq04yqm2w2632,1,70.3,94.2,2022-09-03T14:00:56.505Z,2022-09-03T19:36:21Z,3753113047,212,4.0,3755280253,178,,3753113041,56,Left,3753113051,213,0.6,3753113045,141,97.4,3753113043,140,73.5,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898669,12,1,1,0,32,d5ydtvt96bv7fq04yqm2w2632,0,77.1,97.2,2022-09-03T14:00:58.827Z,2022-09-03T19:36:26Z,3755280743,178,,3753113329,141,77.0,3753113335,213,5.7,3753113333,212,24.3,3753113321,56,Center,3753113325,140,96.2,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454898679,8,49,1,0,35,b9si1jn1lfxfund69e9ogcu2n,1,5.6,27.4,2022-09-03T14:01:01.350Z,2022-09-03T19:36:29Z,,,,,,,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
