id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/16/value,qualifier/19/value
2516026725,1,34,16,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-03-05T15:30:09.876Z,2023-03-05T16:44:23Z,4076062127,130,4,4076062133,197,4975,4076062123,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076062129,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076062135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076062121,30,"53d0pvr7ylvfhp6p749iniqc5, 19z8jmren3eytg7fbuzqv73kl, eziqega9e25bg939pfh4vjp3p, 7mms3tmwizhtvzakotl4hv0et, 2zfjgh5747ge9r9q0thbk123t, dxze3b3fsfl814bjcs7q6wcet, dz2rfsmhib89jwilpuub10qcq, 25yu90pekqr1lhs098f3uxy39, 9psfk94nduz6icnuwty5v9all, 5ilkkfbsss0bxd6ttdlqg0uz9, 5e300bc3sbmy6iqpvmic34qju, 3xqbru6q5dvtrhv6coe7retp1, 6b9erfx1rf9nff83300tntadx, 3kdl679ra6mlobdg09xqf7fft, bz2p1aiij462e1emd7sh5psd1, 3kwkd3b95n8qzqtq4idxav45x, 6z1du1o69dgamvu2m8yi97dre, kvchpptoxgvcyiv358w9gtzp, aqjq5mpg6qgnaf1exel9usjys, dpw4s6nbkfcrjlqxxgf9j5yhh",4076062131,194,25yu90pekqr1lhs098f3uxy39,4076062125,59,"1, 66, 26, 3, 5, 4, 19, 14, 18, 11, 27, 7, 9, 17, 20, 21, 28, 32, 43, 62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516026817,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-03-05T15:30:14.134Z,2023-03-05T16:31:06Z,4076062601,130,8,4076062599,59,"1, 20, 23, 17, 19, 6, 21, 18, 10, 27, 8, 5, 12, 15, 22, 25, 29, 36, 39, 49",4076062597,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076062605,194,3vtjjrqof5z2tjj84ehadqc45,4076062607,197,16074,4076062595,30,"e00004wkpfc8jawioejmpu1n9, 3f3jcsa7gk6in9fskp9w5a5t5, 7uxt9a7t22ij4reg1uire5uqd, dubi41xs74u89icfnn80vxx3p, 3dph74ixutmbpscaon0b25sl, b17tkj4ea4jld8yupekcolall, v22q59d00b5v78rgx7v8z3vu, 6nb8hub5usi3iasywa2fjf1lh, 604osk9a3lxpfpkavuziqmn6x, 57btqxe5sy3ygzxpp55p4umdx, 3vtjjrqof5z2tjj84ehadqc45, 1vz038uyzmq8saskeeo0qhm8l, bl8667xvrhy0tft8x3lgopomh, 8cho2d1nz18i5o0zt6aysd68l, 84hisj17nuwx4scnizuxap239, cv8egyrq9dlfgeamk6b7fdgq1, e1t5rgvs2hwnldts6vn8agzc9, 5wengf05apke7rv3kms186j56, 9fvo9v5e9r0ptibied6ejv3zd, e5eiuko5p1yms97xndrvcr0bu",4076062609,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076062603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082733,2,32,1,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2023-03-05T16:30:09.364Z,2023-03-06T00:09:54Z,4076355059,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082727,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-03-05T16:30:09.364Z,2023-03-05T16:30:12Z,4076355029,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082747,3,1,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,50,50,2023-03-05T16:30:09.480Z,2023-03-06T00:21:19Z,4076355117,141,57.3,4076355121,212,19.7,4077559499,178,,4076355125,279,S,4076355111,56,Back,4076355115,140,31.8,4076355123,213,2.9,,,,dubi41xs74u89icfnn80vxx3p,Fred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082805,4,1,1,0,3,6eqit8ye8aomdsrrq0hk3v7gh,0,33.9,59.7,2023-03-05T16:30:12.587Z,2023-03-06T00:21:22Z,4076355407,140,77.6,4076355411,212,46.1,4076355403,155,,4076355409,141,66.6,4076355415,1,,4076355405,56,Center,4077559507,178,,4076355413,213,0.1,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082827,3,1,1,0,6,c8h9bw1l82s06h77xxrelzhur,1,19.9,30.3,2023-03-05T16:30:15.390Z,2023-03-06T00:21:27Z,4076355543,3,,4076355549,141,45.1,4076355551,212,13.5,4077559539,178,,4076355547,140,28.5,4076355545,56,Back,4076355553,213,0.8,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082875,4,1,1,0,8,c8h9bw1l82s06h77xxrelzhur,0,28.5,45.1,2023-03-05T16:30:17.369Z,2023-03-06T00:21:32Z,4076355797,140,32.3,4076355801,212,5.3,4076355793,3,,4076355799,141,40.0,4077559609,388,,4076355803,213,5.6,4076355795,56,Back,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082835,5,44,1,0,9,6eqit8ye8aomdsrrq0hk3v7gh,1,65.7,59.9,2023-03-05T16:30:18.617Z,2023-03-06T01:29:01Z,4076355589,286,,4076355587,56,Center,4076355845,233,5,,,,,,,,,,,,,,,,dubi41xs74u89icfnn80vxx3p,Fred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082879,5,44,1,0,9,c8h9bw1l82s06h77xxrelzhur,0,34.3,40.1,2023-03-05T16:30:18.618Z,2023-03-06T00:21:36Z,4076355987,233,5,4076355823,56,Back,4076355825,285,,,,,,,,,,,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082855,6,1,1,0,9,6eqit8ye8aomdsrrq0hk3v7gh,0,63.7,59.6,2023-03-05T16:30:18.724Z,2023-03-06T01:29:02Z,4076355675,212,5.8,4077559739,388,,4076355671,140,64.0,4076355673,141,68.1,4076355667,3,,4076355677,213,1.5,4076355669,56,Center,,,,dubi41xs74u89icfnn80vxx3p,Fred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082943,6,4,1,0,12,c8h9bw1l82s06h77xxrelzhur,1,35.6,27,2023-03-05T16:30:21.944Z,2023-03-06T00:21:59Z,4076356109,295,,4076356107,13,,4076356111,56,Back,4076356169,286,,4076356113,152,,4076356165,233,7,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516082947,7,4,1,0,12,6eqit8ye8aomdsrrq0hk3v7gh,0,64.4,73,2023-03-05T16:30:21.945Z,2023-03-06T00:21:59Z,4076356551,295,,4076356133,152,,4077559841,178,,4076356129,13,,4076356137,285,,4076356599,233,6,4076356131,56,Center,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
