id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value
2518262245,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-03-11T14:00:08.454Z,2023-03-11T14:00:08Z,4087941541,59,"1, 23, 22, 16, 5, 2, 17, 8, 11, 27, 7, 4, 13, 15, 19, 20, 26, 30, 37, 50",4087941545,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941537,30,"e8dina16u5kt5ho4u5igtmimt, 9nq9bocnqq6bu8ho4m26qmkt1, 8ro3lpzufz8ea9pa2j1jivqad, 8g7clz1z04oqjxhg8xnqc7105, 6og6s61vrg51rfqxk9cipylzp, 35jaxclh329duzefna708jk5x, 8kb5h8df97ju107n9ibigo1cl, do3duah478rhz9cg2icde4h9m, 4n782p6eaok71ai7ecj1jo1jp, ceerfv28fygp7m2euv5n5uu39, 7qgt7sht6py670pt6t4wjhqay, 4njl5iqybub0cxbhjh2xbft9l, d4vdrtte9kb9qmlkrx1rvgk45, 5tlxrhab4kdeud8d2r9z9hk2d, 9o1vesnpfiucpoq35ihhpstex, xu7mykgl15kaib3olilmsez9, cpd8prwzxf0rzevtk33fpryt, ed4w2l6hglrrxu2a75bn0tt5h, 15948izygnu32cu1pw6h5wp9l, 4b3axlxopby87f4luevihgwdl",4087941539,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087941547,194,9nq9bocnqq6bu8ho4m26qmkt1,4087941549,197,409,4087941553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941543,130,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518262285,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-03-11T14:00:11.717Z,2023-03-11T15:04:50Z,4087941761,130,4,4087941765,194,8ju1opnca42o8i00wq3onzmqd,4087941757,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087941759,59,"1, 2, 3, 6, 5, 16, 27, 8, 17, 19, 24, 9, 10, 11, 14, 15, 18, 20, 26, 34",4087941763,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941769,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941767,197,2058,4087941755,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 8ju1opnca42o8i00wq3onzmqd, d9a62lhx21b0ym73rxd6mw8h5, 66939rcic8zhw13nlcniiq4t1, 9k8gysrsy1a261nhcszo4aoyx, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, ek0k9s7axizns3vtzyy3z5nu, 1h3mduwlaf89ebwtqxuegsodm, bs7iyv9ys61m88qh4rvb0tpzp, bxjc2heo4ve54cyvw98qcck45, 2xgvd7xovqcd6q30m59dbi11x, 34b0oqo4725okjxxngin9piw9, 4j6a6qec8m58zgojpbv8wxnf9, 32bvxwhceid2xdcfx6cd8a8d1, 84xefpsrml48n7czpnruzxkru, 6o4pt3ffe9ogxcbdv694sr5uy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322447,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-03-11T15:01:18.282Z,2023-03-11T15:01:18Z,4088254035,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322489,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-03-11T15:01:18.282Z,2023-03-11T20:56:52Z,4088254249,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322527,3,1,1,0,0,7yx5dqhhphyvfisohikodajhv,1,49.8,50.6,2023-03-11T15:01:18.321Z,2023-03-11T20:47:52Z,4088254431,140,29.1,4088254435,141,50.4,4088254427,56,Back,4088254445,279,S,4088254441,213,3.1,4090257897,178,,4088254437,212,21.7,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322599,4,1,1,0,2,7yx5dqhhphyvfisohikodajhv,0,29.1,50.4,2023-03-11T15:01:20.482Z,2023-03-11T20:47:55Z,4088254769,140,76.3,4088254763,155,,4088254787,1,,4090258203,178,,4088254777,212,56.0,4088254773,141,88.9,4088254765,56,Left,4088254781,213,0.5,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322687,3,1,1,0,5,ehd2iemqmschhj2ec0vayztzz,1,20.8,17.1,2023-03-11T15:01:23.574Z,2023-03-11T20:16:27Z,4088255245,213,6.1,4090259145,388,,4088255219,56,Back,4088255231,141,14.6,4088255215,3,,4088255225,140,28.0,4088255237,212,7.7,,,,6og6s61vrg51rfqxk9cipylzp,M. Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322721,4,1,1,0,6,ehd2iemqmschhj2ec0vayztzz,1,28.3,10.3,2023-03-11T15:01:24.865Z,2023-03-11T20:48:10Z,4088255375,140,33.0,4090260427,178,,4088255371,56,Back,4088255383,213,0.4,4088255369,168,,4088255381,212,5.4,4088255365,3,,4088255377,141,13.5,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322735,5,1,1,0,7,ehd2iemqmschhj2ec0vayztzz,0,33,13.5,2023-03-11T15:01:26.084Z,2023-03-11T20:16:59Z,4088255433,56,Back,4088255439,212,7.5,4088255437,141,15.5,4088255435,140,40.0,4088255431,3,,4088255441,213,0.2,4088824607,168,,4090261019,388,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518322845,5,1,1,0,9,7yx5dqhhphyvfisohikodajhv,0,53.1,77.6,2023-03-11T15:01:27.661Z,2023-03-11T20:17:04Z,4088256033,212,19.1,4090261427,178,,4088256031,141,80.9,4088256035,213,0.1,4088256027,56,Left,4088256029,140,71.2,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
