id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,keyPass,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2536918225,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-04-22T10:30:13.696Z,2023-04-22T10:30:13Z,4207747557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207747561,197,4967,4207747559,194,b1el7j39v2pgvl9zodd9usded,4207747551,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207747553,59,"17, 2, 33, 26, 4, 13, 8, 6, 14, 18, 20, 1, 5, 7, 10, 11, 12, 28, 30, 31",4207747563,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207747549,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, 661b6x35l9b9uieqbcq7el1hx, b1el7j39v2pgvl9zodd9usded, dlpk0a4jgiswcm2r75uh1czpx, a9k2946gt4hcqw8jpi6ow3jdh, ch8dgambei1xbzmikkglg3c9h, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, 46jsa691lantlbcfqm1rtnlcl, 8jf11l2tivq8jpw0fblgdvh05, 1ehvdoglquy9ldibpvajw34d1, cgvp2cli2gi4cnyl62kt80r11, f0drogjsrwqv3hyjxuqcnk8vd, zo32khapaj950oma9gipptxx, cdrzpuj49ploquvdolgh5c3bp, 94zmvxw7yw020w43dn0qiclbd, chn2v9j6dqmuz2haoiuulbd91",4207747555,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918239,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-04-22T10:30:19.159Z,2023-04-22T11:32:06Z,4207747613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207747605,30,"8szyip8c62bier901hmpqc7vt, dn3llv8xjdbbndltfym5ar561, 9r20sl10trs6903jz83hmt6nd, 288nn7pbq5ewriiyb9o7da86h, 1zumt9vkrqd8d3p3eqtwezi6t, 6clj9dk6hdeaomo6yi7vcsv6d, 7sdbx7mzjxhvofvke9mp26kbu, 4r6jcuotjs6rz8iwu20996z85, 4hmivvhmplqof776e9tbqg251, 8rrcscn29rs1gk8mi1pwpu92i, 6kih58n0fzlod6c792xpey57t, 983mn5yig2f4upkq9e97hx87p, 9rfwfsz5cmckyjripqgtbc7op, ao2tl1brzen40y5leuuc3b5qt, 6q6i9x4w4vcdwwmiwq8k6sixh, b275i2lg3anqae5lv9gmrzmqx, ax5fuknlz3zc3fcesya61iod1, 7xlnqr43lvc8coshx65qd5omh, e8ekkg0yayhhmmhinl0v9une, 9z2j13bl5yh4i1vyofautc9yi",4207747615,194,6clj9dk6hdeaomo6yi7vcsv6d,4207747619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207747607,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207747609,59,"1, 25, 39, 28, 5, 6, 10, 8, 19, 7, 11, 2, 3, 4, 9, 21, 22, 23, 24, 29",4207747617,197,16679,4207747611,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939293,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-04-22T11:30:22.833Z,2023-04-22T11:30:23Z,4207854375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939317,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-04-22T11:30:22.833Z,2023-04-22T17:34:18Z,4207854531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939315,3,1,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,50,50,2023-04-22T11:30:22.884Z,2023-04-22T17:39:27Z,4207854517,56,Back,4207854523,212,14.4,4210084395,178,,4207854519,140,36.5,4207854525,213,3.0,4207854527,279,S,4207854521,141,54.0,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939335,4,1,1,0,2,48gk2hpqtsl6p9sx9kjhaydq4,1,37.6,61.7,2023-04-22T11:30:24.986Z,2023-04-22T17:39:33Z,4207854603,141,96.2,4210085057,178,,4207854597,140,39.0,4207854591,56,Back,4207854617,213,1.5,4207854611,212,23.5,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939351,5,1,1,0,4,48gk2hpqtsl6p9sx9kjhaydq4,0,40.5,95.7,2023-04-22T11:30:27.599Z,2023-04-22T17:39:39Z,4207854651,140,58.9,4207854657,213,6.2,4210085811,178,,4207854649,56,Left,4207854655,212,19.4,4207854653,141,93.8,,,,,,,9r20sl10trs6903jz83hmt6nd,M. Wöber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939365,3,49,1,0,5,hzqh7z0mdl3v7gwete66syxp,1,42.1,9.2,2023-04-22T11:30:28.320Z,2023-04-22T17:39:44Z,,,,,,,,,,,,,,,,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939379,4,1,1,0,5,hzqh7z0mdl3v7gwete66syxp,0,42.1,9.2,2023-04-22T11:30:28.356Z,2023-04-22T17:39:51Z,4207854787,1,,4207854781,141,38.2,4207854775,155,,4207854779,140,67.6,4207854777,56,Center,4207854783,212,33.3,4207854785,213,0.6,4210086671,178,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939381,6,49,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,31.5,62.4,2023-04-22T11:30:31.535Z,2023-04-22T17:40:01Z,,,,,,,,,,,,,,,,,,,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939407,7,1,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,32.6,62.1,2023-04-22T11:30:31.543Z,2023-04-22T17:40:05Z,4207854901,212,36.5,4210088221,178,,4207854895,56,Center,4207854893,157,,4207854905,1,,4207854903,213,0.0,4207854899,141,63.3,4207854897,140,67.4,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536939413,8,44,1,0,11,48gk2hpqtsl6p9sx9kjhaydq4,1,69.2,63.6,2023-04-22T11:30:34.098Z,2023-04-22T19:31:09Z,4207854921,233,5,4207854919,286,,4207854917,56,Center,,,,,,,,,,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
