id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/16/value,keyPass,assist
2481759327,8,61,1,0,10,48gk2hpqtsl6p9sx9kjhaydq4,1,35.3,35.7,2022-11-05T15:01:00.871Z,2022-11-05T23:41:34Z,3895644845,56,Back,3897765385,21,,3897765387,178,,,,,,,,,,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759005,7,1,1,0,11,1pse9ta7a45pi2w2grjim70ge,1,71.8,61.6,2022-11-05T15:01:01.870Z,2022-11-05T23:41:34Z,3895636951,140,64.8,3895636953,141,63.3,3895636955,212,7.4,3895636949,56,Center,3897765397,178,,3895636957,213,3.0,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482162283,745,67,1,0,12,1pse9ta7a45pi2w2grjim70ge,1,63.9,62.7,2022-11-05T15:01:02.800Z,2022-11-06T00:29:49Z,3897793749,233,903,,,,,,,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482162279,903,67,1,0,12,48gk2hpqtsl6p9sx9kjhaydq4,0,36.1,37.3,2022-11-05T15:01:02.801Z,2022-11-06T00:07:49Z,3897793757,233,745,,,,,,,,,,,,,,,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759033,8,1,1,0,12,1pse9ta7a45pi2w2grjim70ge,0,64.4,61.6,2022-11-05T15:01:02.811Z,2022-11-06T00:29:49Z,3895637089,140,73.5,3895637091,141,59.2,3895637095,212,9.7,3895637099,213,6.1,3897765407,178,,3895637087,56,Center,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759057,4,49,1,0,13,48gk2hpqtsl6p9sx9kjhaydq4,1,29.9,39.8,2022-11-05T15:01:04.098Z,2022-11-05T23:41:35Z,,,,,,,,,,,,,,,,,,,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759079,5,1,1,0,13,48gk2hpqtsl6p9sx9kjhaydq4,0,29.6,37.7,2022-11-05T15:01:04.187Z,2022-11-05T23:41:36Z,3895637257,213,5.7,3895637247,157,,3895637255,212,47.6,3895637253,141,0.0,3895637251,140,67.4,3897765429,178,,3895637259,1,,3895637249,56,Right,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759087,6,5,1,0,16,48gk2hpqtsl6p9sx9kjhaydq4,0,65.4,-1,2022-11-05T15:01:07.100Z,2022-11-05T23:41:36Z,3895637291,347,,3895637289,56,Right,3895638181,233,9,,,,,,,,,,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759247,9,5,1,0,16,1pse9ta7a45pi2w2grjim70ge,1,34.6,101,2022-11-05T15:01:07.100Z,2022-11-05T23:41:36Z,3895638115,347,,3895638113,56,Back,3895638137,233,6,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759317,10,1,1,0,26,1pse9ta7a45pi2w2grjim70ge,1,36.9,100,2022-11-05T15:01:17.762Z,2022-11-05T23:41:37Z,3895638499,56,Back,3895638507,213,3.9,3895638509,1,,3895638501,140,19.7,3895638497,107,,3895638503,141,77.1,3895638505,212,24.2,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759407,11,1,1,0,30,1pse9ta7a45pi2w2grjim70ge,1,18.2,76.1,2022-11-05T15:01:21.040Z,2023-03-16T01:25:06Z,3895638877,212,26.4,3897765445,178,,3895638871,56,Back,3895638875,141,44.5,3895638873,140,3.6,3895638879,213,4.1,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759489,12,1,1,0,33,1pse9ta7a45pi2w2grjim70ge,1,5,36.7,2022-11-05T15:01:24.495Z,2022-11-05T23:41:37Z,3897765449,178,,3895639267,213,5.9,3895639259,56,Back,3895639269,1,,3895639261,140,38.3,3895639263,141,17.6,3895639265,212,37.3,3895639255,155,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759525,13,1,1,0,35,1pse9ta7a45pi2w2grjim70ge,0,40,15.3,2022-11-05T15:01:26.689Z,2022-11-05T23:41:38Z,3895639427,140,56.7,3895639415,3,,3895639429,141,24.4,3897765457,388,,3895639433,213,0.3,3895639421,168,,3895639425,56,Center,3895639431,212,18.6,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482162421,904,67,1,0,37,48gk2hpqtsl6p9sx9kjhaydq4,1,44.3,74,2022-11-05T15:01:28.439Z,2022-11-06T00:29:50Z,3897794559,233,748,,,,,,,,,,,,,,,,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482162417,748,67,1,0,37,1pse9ta7a45pi2w2grjim70ge,0,55.7,26,2022-11-05T15:01:28.440Z,2022-11-06T00:08:29Z,3897794577,233,904,,,,,,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759575,9,1,1,0,37,48gk2hpqtsl6p9sx9kjhaydq4,0,47.5,75.6,2022-11-05T15:01:28.451Z,2022-11-06T00:29:50Z,3895639637,56,Left,3895639645,213,0.2,3895639643,212,25.7,3895639641,141,84.8,3897765461,178,,3895639635,157,,3895639647,1,,3895639639,140,71.2,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759639,14,1,1,0,40,1pse9ta7a45pi2w2grjim70ge,1,28.5,21.3,2022-11-05T15:01:30.789Z,2022-11-05T23:41:38Z,3895639941,141,17.8,3895639943,212,11.6,3895639945,213,6.1,3895639937,56,Back,3895639939,140,39.3,3897765469,178,,3895639935,3,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759647,15,61,1,0,42,1pse9ta7a45pi2w2grjim70ge,0,37.6,18.4,2022-11-05T15:01:33.443Z,2022-11-05T23:41:39Z,3897765507,178,,3895639975,56,Back,,,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759657,10,49,1,0,43,48gk2hpqtsl6p9sx9kjhaydq4,1,69.8,85.1,2022-11-05T15:01:34.542Z,2022-11-05T23:41:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7sdbx7mzjxhvofvke9mp26kbu,C. Summerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759695,11,1,1,0,43,48gk2hpqtsl6p9sx9kjhaydq4,1,66.8,83.7,2022-11-05T15:01:34.702Z,2022-11-05T23:41:39Z,3895640227,141,73.0,3895640229,212,7.5,3897765523,178,,3895640225,140,68.4,3895640231,213,4.9,3895640223,56,Center,,,,,,,7sdbx7mzjxhvofvke9mp26kbu,C. Summerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759847,12,1,1,0,45,48gk2hpqtsl6p9sx9kjhaydq4,1,68.2,75,2022-11-05T15:01:36.044Z,2022-11-05T23:41:40Z,3895640917,56,Center,3897765527,178,,3895640915,155,,3895640925,213,6.2,3895640919,140,88.5,3895640923,212,21.4,3895640921,141,72.3,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759855,13,4,1,0,49,48gk2hpqtsl6p9sx9kjhaydq4,1,94.4,65.6,2022-11-05T15:01:40.036Z,2022-11-05T23:41:40Z,3895640967,9,,3895640973,152,,3895640975,265,,3895640971,56,Center,3895647175,348,4hmivvhmplqof776e9tbqg251,3895640969,13,,3895641319,233,16,3895640977,286,,7sdbx7mzjxhvofvke9mp26kbu,C. Summerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759917,16,4,1,0,49,1pse9ta7a45pi2w2grjim70ge,0,5.6,34.4,2022-11-05T15:01:40.037Z,2022-11-05T23:41:40Z,3895641247,265,,3895641239,9,,3895641245,152,,3895641243,56,Back,3895641415,233,13,3895641241,13,,3897765551,178,,3895641249,285,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481761997,14,16,1,2,24,48gk2hpqtsl6p9sx9kjhaydq4,1,88.5,50,2022-11-05T15:03:14.927Z,2022-11-05T23:41:42Z,3895652745,76,,3895652753,458,,3895652751,390,221466,3895652759,280,PENALTY_WON,3895652747,102,52.9,3896804349,396,47.5,3895651009,214,,3895651531,353,17,4hmivvhmplqof776e9tbqg251,Rodrigo,3895651379,72,3895651003,17,3895651001,9,3895651401,375,02:23.542,3896804347,395,99.1,3895652749,103,0.6,3895652755,230,99.3,3895652757,231,50,3897765631,178,3895651393,374,2022-11-05 15:03:14.320,3895652763,282,2,3895652761,281,7sdbx7mzjxhvofvke9mp26kbu,3895651005,56,Center,,,,,,
2481762047,17,58,1,2,24,1pse9ta7a45pi2w2grjim70ge,0,0,0,2022-11-05T15:03:14.927Z,2022-11-05T23:41:43Z,3895651227,9,,3895651229,186,,3895651231,179,,3895651235,56,Back,3895651233,73,,3895651589,233,14,,,,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763487,18,1,1,3,5,1pse9ta7a45pi2w2grjim70ge,1,50,50.3,2022-11-05T15:03:56.732Z,2022-11-06T00:02:24Z,3895658497,140,28.2,3895658501,212,23.0,3895658505,279,G,3895658503,213,3.0,3895658499,141,53.8,3895658495,56,Back,3897786755,178,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763521,19,1,1,3,10,1pse9ta7a45pi2w2grjim70ge,0,27.2,62.9,2022-11-05T15:04:01.371Z,2022-11-06T00:02:30Z,3895658727,213,0.1,3895658715,157,,3895658729,1,,3897786865,178,,3895658721,140,68.5,3895658725,212,43.5,3895658723,141,68.6,3895658719,56,Center,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482126299,890,44,1,3,13,48gk2hpqtsl6p9sx9kjhaydq4,1,29.3,35.5,2022-11-05T15:04:04.061Z,2022-11-06T00:29:50Z,3897595383,56,Back,3897595385,285,,3897632395,233,731,,,,,,,,,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482126305,731,44,1,3,13,1pse9ta7a45pi2w2grjim70ge,0,70.7,64.5,2022-11-05T15:04:04.062Z,2022-11-06T00:02:40Z,3897595409,286,,3897632403,233,890,3897595405,56,Center,,,,,,,,,,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482126343,891,1,1,3,13,48gk2hpqtsl6p9sx9kjhaydq4,1,27.9,36.3,2022-11-05T15:04:04.149Z,2022-11-06T00:29:51Z,3897787257,388,,3897595601,140,37.8,3897595603,141,32.3,3897595597,3,,3897595605,212,10.7,3897595599,56,Back,3897595607,213,6.0,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482126553,892,44,1,3,14,48gk2hpqtsl6p9sx9kjhaydq4,1,35.2,27.8,2022-11-05T15:04:05.718Z,2022-11-06T00:29:51Z,3897596771,56,Back,3897596773,285,,3897632411,233,20,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763607,20,44,1,3,14,1pse9ta7a45pi2w2grjim70ge,0,64.8,72.2,2022-11-05T15:04:05.719Z,2022-11-06T00:02:51Z,3897632423,233,892,3895659115,56,Center,3897596381,286,,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482126663,893,1,1,3,14,48gk2hpqtsl6p9sx9kjhaydq4,1,34.9,27.1,2022-11-05T15:04:05.766Z,2022-11-06T00:29:51Z,3897597377,168,,3897597381,140,43.4,3897597385,212,9.5,3897597383,141,32.0,3897787411,388,,3897597375,3,,3897597379,56,Back,3897597387,213,0.4,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763479,15,49,1,3,15,48gk2hpqtsl6p9sx9kjhaydq4,1,42.4,30.1,2022-11-05T15:04:06.690Z,2022-11-06T00:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763671,16,1,1,3,22,48gk2hpqtsl6p9sx9kjhaydq4,1,71.9,26.1,2022-11-05T15:04:13.569Z,2022-11-05T23:41:43Z,3895659433,212,14.4,3895659435,213,5.7,3895659431,141,14.7,3895659429,140,83.5,3897765651,178,,3895659427,56,Right,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763721,17,1,1,3,25,48gk2hpqtsl6p9sx9kjhaydq4,1,85,14,2022-11-05T15:04:16.305Z,2022-11-05T23:41:43Z,3895659663,56,Right,3895659665,140,77.5,3895659669,212,8.2,3895659671,213,3.4,3895659667,141,10.9,3897765667,178,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763821,18,1,1,3,27,48gk2hpqtsl6p9sx9kjhaydq4,1,74.3,12.3,2022-11-05T15:04:18.045Z,2022-11-05T23:41:43Z,3895660291,141,26.7,3895660295,212,19.0,3895660299,213,2.6,3897765671,178,,3895660285,56,Center,3895660287,140,58.8,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763885,19,1,1,3,29,48gk2hpqtsl6p9sx9kjhaydq4,1,59.1,26.8,2022-11-05T15:04:20.684Z,2022-11-05T23:41:43Z,3895660629,140,50.4,3895660625,56,Center,3895660635,141,55.5,3895660641,212,21.5,3895660643,213,2.0,3897765675,178,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481763953,20,1,1,3,32,48gk2hpqtsl6p9sx9kjhaydq4,1,50.4,55.5,2022-11-05T15:04:23.281Z,2022-11-05T23:41:44Z,3897765679,178,,3895661015,213,5.0,3895661009,141,23.3,3895661013,212,22.8,3895661005,140,56.4,3895661001,56,Center,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481764053,21,1,1,3,34,48gk2hpqtsl6p9sx9kjhaydq4,1,57.7,20.7,2022-11-05T15:04:25.706Z,2022-11-05T23:41:44Z,3895661555,212,10.5,3895661553,141,10.7,3895661551,140,65.3,3895661557,213,5.6,3895661549,56,Right,3897765687,178,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481764135,22,1,1,3,37,48gk2hpqtsl6p9sx9kjhaydq4,1,66.8,10.6,2022-11-05T15:04:28.387Z,2022-11-05T23:41:44Z,3895661915,56,Right,3897765695,178,,3895661933,213,2.6,3895661927,212,10.4,3895661919,140,58.2,3895661923,141,18.2,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481764267,23,1,1,3,39,48gk2hpqtsl6p9sx9kjhaydq4,1,57,23.7,2022-11-05T15:04:30.281Z,2022-11-05T23:41:44Z,3895662491,56,Back,3895662493,140,47.1,3895662495,141,49.6,3895662499,213,2.1,3895662497,212,20.5,3897765699,178,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481764307,24,1,1,3,42,48gk2hpqtsl6p9sx9kjhaydq4,1,46.6,54.5,2022-11-05T15:04:33.297Z,2022-11-05T23:41:45Z,3895662739,140,46.3,3897765717,178,,3895662741,141,72.9,3895662743,212,12.5,3895662745,213,1.6,3895662737,56,Back,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
