id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2498513513,83,1,1,6,16,1c8m2ko0wxq1asfkuykurdr0y,1,76.7,73.2,2023-01-18T20:07:20.676Z,2023-01-19T04:21:02Z,3984271887,178,,3983924887,212,8.9,3983924881,56,Center,3983924889,213,0.2,3983924885,141,75.5,3983924883,140,85.0,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513519,84,61,1,6,17,1c8m2ko0wxq1asfkuykurdr0y,1,85,75.5,2023-01-18T20:07:21.192Z,2023-01-19T04:21:10Z,3983924907,56,Center,3984271947,388,,,,,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513537,85,1,1,6,18,1c8m2ko0wxq1asfkuykurdr0y,0,91.5,78.2,2023-01-18T20:07:22.585Z,2023-01-19T04:21:15Z,3983924967,2,,3984271967,178,,3984174231,72,,3983924975,141,44.1,3984174227,225,,3984174229,386,,3983924971,56,Center,3983924977,212,23.2,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,3983924979,213,4.7,3983924973,140,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513531,108,49,1,6,20,6eqit8ye8aomdsrrq0hk3v7gh,1,12,58.4,2023-01-18T20:07:23.947Z,2023-01-19T04:21:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513563,109,1,1,6,22,6eqit8ye8aomdsrrq0hk3v7gh,0,6.2,63,2023-01-18T20:07:26.528Z,2023-01-19T04:21:21Z,3983925121,140,7.7,3983925223,233,86,3983925127,213,1.0,3983925227,286,,3983925123,141,66.4,3983925221,236,,3983925119,56,Back,3983925125,212,2.8,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,3984272017,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513579,86,74,1,6,22,1c8m2ko0wxq1asfkuykurdr0y,1,93,31.8,2023-01-18T20:07:26.643Z,2023-01-19T04:21:24Z,3983925209,285,,3983925229,233,109,3983925207,56,Center,3984272031,178,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513607,110,1,1,6,25,6eqit8ye8aomdsrrq0hk3v7gh,1,13.5,63,2023-01-18T20:07:29.210Z,2023-01-19T04:21:33Z,3983925367,212,11.2,3983925361,56,Back,3983925369,213,1.1,3983925365,141,77.6,3983925363,140,18.5,3984272083,178,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513633,111,1,1,6,30,6eqit8ye8aomdsrrq0hk3v7gh,0,29,90.9,2023-01-18T20:07:34.250Z,2023-01-19T04:21:42Z,3983925533,212,71.2,3984272133,178,,3983925535,213,5.7,3983925525,155,,3983925529,140,86.1,3983925531,141,34.5,3983925527,56,Center,3983925537,1,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513659,87,52,1,6,34,1c8m2ko0wxq1asfkuykurdr0y,1,14.4,68,2023-01-18T20:07:38.515Z,2023-01-19T04:21:49Z,3984174503,377,,3984272167,178,,,,,,,,,,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513683,88,1,1,6,36,1c8m2ko0wxq1asfkuykurdr0y,1,12.3,63.8,2023-01-18T20:07:40.673Z,2023-01-19T04:21:52Z,3984272181,178,,3983925819,212,12.1,3983925821,213,5.9,3983925817,141,57.2,3983925811,123,,3983925813,56,Back,3983925815,140,23.0,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513693,89,1,1,6,39,1c8m2ko0wxq1asfkuykurdr0y,1,26,53.6,2023-01-18T20:07:43.183Z,2023-01-19T04:21:56Z,3983925877,141,27.4,3983925879,212,19.6,3983925881,213,5.1,3983925875,140,33.8,3983925873,56,Back,3984272203,178,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513735,90,1,1,6,41,1c8m2ko0wxq1asfkuykurdr0y,1,35.2,25.1,2023-01-18T20:07:45.650Z,2023-01-19T04:21:58Z,3984272217,178,,3983926105,212,21.9,3983926103,141,5.0,3983926107,213,5.6,3983926099,56,Right,3983926101,140,51.5,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513751,91,1,1,6,48,1c8m2ko0wxq1asfkuykurdr0y,1,67.9,9.5,2023-01-18T20:07:52.282Z,2023-01-19T04:22:01Z,3983926189,140,69.8,3983926195,213,1.2,3983926193,212,6.0,3983926187,56,Right,3984272229,178,,3983926191,141,17.8,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513755,92,1,1,6,49,1c8m2ko0wxq1asfkuykurdr0y,1,69.8,17.8,2023-01-18T20:07:53.428Z,2023-01-19T04:22:05Z,3983926243,141,21.9,3983926239,56,Center,3983926245,212,5.2,3984272237,178,,3983926241,140,65.6,3983926247,213,2.6,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513759,93,1,1,6,50,1c8m2ko0wxq1asfkuykurdr0y,0,65.6,21.9,2023-01-18T20:07:54.139Z,2023-01-19T04:22:08Z,3983926263,213,5.7,3983926255,56,Right,3983926257,140,69.7,3984272255,178,,3983926261,212,5.2,3983926259,141,17.5,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498579629,1419,67,1,6,51,6eqit8ye8aomdsrrq0hk3v7gh,1,32.6,76.6,2023-01-18T20:07:55.003Z,2023-01-19T07:02:22Z,3984285891,233,1050,,,,,,,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498579627,1050,67,1,6,51,1c8m2ko0wxq1asfkuykurdr0y,0,67.4,23.4,2023-01-18T20:07:55.004Z,2023-01-19T05:04:59Z,3984285899,233,1419,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513767,112,8,1,6,51,6eqit8ye8aomdsrrq0hk3v7gh,1,32.3,76.4,2023-01-18T20:07:55.015Z,2023-01-19T07:02:22Z,3984272287,178,,3984174759,384,,3983926307,56,Back,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513777,113,49,1,6,52,6eqit8ye8aomdsrrq0hk3v7gh,1,37.4,79.4,2023-01-18T20:07:56.628Z,2023-01-19T04:22:18Z,,,,,,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513785,114,1,1,6,52,6eqit8ye8aomdsrrq0hk3v7gh,1,37.4,78.7,2023-01-18T20:07:56.659Z,2023-01-19T04:22:21Z,3983926399,213,5.2,3983926397,212,11.0,3984272349,178,,3983926391,56,Back,3983926393,140,42.1,3983926395,141,64.2,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513795,115,1,1,6,53,6eqit8ye8aomdsrrq0hk3v7gh,1,42.1,64.2,2023-01-18T20:07:57.638Z,2023-01-19T04:22:29Z,3983926453,213,0.6,3983926445,56,Back,3984272433,178,,3983926449,141,70.8,3983926451,212,7.5,3983926447,140,47.8,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513807,116,1,1,6,54,6eqit8ye8aomdsrrq0hk3v7gh,1,47.8,70.8,2023-01-18T20:07:58.451Z,2023-01-19T04:22:31Z,3983926511,141,54.5,3984272453,178,,3983926507,56,Back,3983926513,212,11.1,3983926515,213,4.7,3983926509,140,47.8,,,,,,,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513827,117,1,1,6,55,6eqit8ye8aomdsrrq0hk3v7gh,1,47,54.8,2023-01-18T20:07:59.690Z,2023-01-19T04:22:43Z,3983926615,212,44.2,3983926609,56,Center,3983927655,210,15,3984272479,178,,3983926613,141,74.8,3983926611,140,87.1,3983926617,213,0.3,3983926619,1,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498589875,1449,83,1,7,2,1c8m2ko0wxq1asfkuykurdr0y,1,3.9,33.6,2023-01-18T20:08:06.564Z,2023-01-19T07:00:23Z,3984329279,399,176297,,,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513843,118,15,1,7,2,6eqit8ye8aomdsrrq0hk3v7gh,1,96.6,63.7,2023-01-18T20:08:06.568Z,2023-01-19T04:22:44Z,3983927675,146,97.1,3983927449,72,,3983927661,29,,3984006821,78,,3983927671,215,,3983927453,82,,3983927681,231,54.9,3983926735,65,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,3983927663,55,117,3983926737,56,Center,,3983926733,22,3983927669,103,8.3,3983927455,233,94,3983927667,102,50.6,3984272513,178,3983927673,100,3983927677,147,61.9,3983927679,230,99.4,,,,,,,,,,,,
2498513849,94,10,1,7,2,1c8m2ko0wxq1asfkuykurdr0y,1,1.7,37.1,2023-01-18T20:08:06.647Z,2023-01-19T04:22:45Z,3983926775,56,Back,3983926773,94,,3983927459,233,118,3984272521,178,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513853,119,61,1,7,3,6eqit8ye8aomdsrrq0hk3v7gh,1,97.6,66,2023-01-18T20:08:07.058Z,2023-01-19T04:22:51Z,3983926791,56,Center,3984272557,178,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513859,95,12,1,7,4,1c8m2ko0wxq1asfkuykurdr0y,1,2.4,34,2023-01-18T20:08:07.985Z,2023-01-19T04:22:55Z,3983926827,140,18.0,3983926831,212,24.4,3983926829,141,7.5,3983926825,56,Back,3984272569,178,,3983926833,213,5.5,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513865,96,49,1,7,6,1c8m2ko0wxq1asfkuykurdr0y,1,19.1,6.3,2023-01-18T20:08:10.678Z,2023-01-19T04:23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513895,97,1,1,7,10,1c8m2ko0wxq1asfkuykurdr0y,1,23.3,7,2023-01-18T20:08:14.178Z,2023-01-19T04:23:02Z,3983926983,213,1.2,3984272617,178,,3983926975,56,Back,3983926977,140,26.9,3983926981,212,9.6,3983926979,141,19.9,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513929,98,1,1,7,12,1c8m2ko0wxq1asfkuykurdr0y,1,26.9,19.9,2023-01-18T20:08:16.074Z,2023-01-19T04:23:05Z,3983927205,141,8.0,3984272641,178,,3983927203,140,21.8,3983927207,212,9.7,3983927201,56,Back,3983927209,213,4.1,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513933,99,1,1,7,16,1c8m2ko0wxq1asfkuykurdr0y,1,12.2,16.2,2023-01-18T20:08:20.699Z,2023-01-19T04:23:11Z,3983927217,56,Back,3983927221,141,34.1,3984272677,178,,3983927219,140,3.4,3983927225,213,2.2,3983927223,212,15.3,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513939,100,1,1,7,18,1c8m2ko0wxq1asfkuykurdr0y,0,3.4,34.1,2023-01-18T20:08:22.387Z,2023-01-19T04:23:13Z,3984272685,178,,3983927249,212,45.3,3983927251,213,6.2,3983927241,157,,3983927247,141,28.9,3983927243,56,Back,3983927253,1,,3983927245,140,46.4,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513959,101,4,1,7,21,1c8m2ko0wxq1asfkuykurdr0y,1,47.2,31.1,2023-01-18T20:08:24.877Z,2023-01-19T04:23:30Z,3983927383,13,,3983927391,286,,3983927385,294,,3983927421,233,120,3983927389,152,,3983927387,56,Back,,,,,,,djgqihf08sxqh0zt2xe2xzv1l,J. Mateta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498513949,120,4,1,7,21,6eqit8ye8aomdsrrq0hk3v7gh,0,52.8,68.9,2023-01-18T20:08:24.878Z,2023-01-19T04:23:29Z,3983927341,285,,3983927333,13,,3983927335,294,,3983927339,152,,3983927427,233,101,3983927337,56,Center,3984272773,178,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514227,102,1,1,7,59,1c8m2ko0wxq1asfkuykurdr0y,1,53.6,31.6,2023-01-18T20:09:03.322Z,2023-01-19T04:23:33Z,3983928919,152,,3983928923,140,66.0,3983928929,213,5.3,3983928927,212,22.4,3984272801,178,,3983928925,141,4.8,3983928917,5,,3983928921,56,Right,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514237,103,3,1,8,5,1c8m2ko0wxq1asfkuykurdr0y,0,85.8,11,2023-01-18T20:09:09.108Z,2023-01-19T04:23:40Z,3984175789,464,,3983928973,286,,3984272833,178,,3983928971,56,Right,3983928977,233,121,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514231,121,7,1,8,5,6eqit8ye8aomdsrrq0hk3v7gh,0,14.2,89,2023-01-18T20:09:09.195Z,2023-01-19T04:23:43Z,3984041611,233,103,3984175853,383,,3983928947,285,,3984272867,178,,3983928945,56,Back,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514245,104,1,1,8,6,1c8m2ko0wxq1asfkuykurdr0y,0,85.6,16.3,2023-01-18T20:09:10.697Z,2023-01-19T04:24:20Z,3983929023,140,90.2,3984273045,178,,3983929025,141,43.5,3983929019,155,,3984175927,223,,3983929029,213,1.3,3983929027,212,19.1,3984175929,72,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,3983929017,2,,3983929021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514285,122,12,1,8,7,6eqit8ye8aomdsrrq0hk3v7gh,1,10.3,56.9,2023-01-18T20:09:11.649Z,2023-01-19T04:24:25Z,3983929239,212,31.0,3983929237,141,100.0,3984273059,178,,3983929241,213,1.4,3983929233,56,Back,3983929247,167,,3983929235,140,15.3,3983929323,15,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514293,105,56,1,8,12,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-01-18T20:09:16.627Z,2023-01-19T04:25:14Z,3983929267,56,Right,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514317,106,5,1,8,13,1c8m2ko0wxq1asfkuykurdr0y,1,85.2,-2,2023-01-18T20:09:17.129Z,2023-01-19T04:25:16Z,3983929363,56,Right,3983929381,233,123,3983929367,347,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514287,123,5,1,8,13,6eqit8ye8aomdsrrq0hk3v7gh,0,14.8,102,2023-01-18T20:09:17.129Z,2023-01-19T04:25:16Z,3983929243,56,Back,3983929409,233,106,3983929245,347,,,,,,,,,,,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514437,107,1,1,8,31,1c8m2ko0wxq1asfkuykurdr0y,1,82.7,0,2023-01-18T20:09:35.519Z,2023-01-19T04:25:20Z,3983929983,107,,3983929991,212,10.5,3983929985,56,Right,3983929989,141,13.8,3983929993,213,1.6,3983929987,140,82.6,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514453,108,1,1,8,33,1c8m2ko0wxq1asfkuykurdr0y,1,82.6,12.3,2023-01-18T20:09:37.424Z,2023-01-19T04:25:24Z,3983930089,213,4.8,3983930087,212,5.1,3984273365,178,,3983930081,56,Right,3983930083,140,83.2,3983930085,141,4.8,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514471,109,1,1,8,34,1c8m2ko0wxq1asfkuykurdr0y,1,83.2,4.8,2023-01-18T20:09:38.518Z,2023-01-19T04:25:27Z,3983930173,212,5.3,3983930175,213,0.1,3984273391,178,,3983930167,56,Right,3983930169,140,88.2,3983930171,141,5.5,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514475,110,61,1,8,35,1c8m2ko0wxq1asfkuykurdr0y,0,85.6,6.8,2023-01-18T20:09:39.228Z,2023-01-19T04:25:31Z,3984273411,178,,3983930195,56,Right,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514495,124,43,1,8,35,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-01-18T20:09:39.651Z,2023-01-18T20:12:20Z,3983930307,56,Back,3983937181,144,7,3983930353,233,110,3983930309,285,0,,,,,,,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514499,125,49,1,8,36,6eqit8ye8aomdsrrq0hk3v7gh,1,18.7,93.9,2023-01-18T20:09:39.978Z,2023-01-19T04:25:36Z,,,,,,,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514517,126,1,1,8,36,6eqit8ye8aomdsrrq0hk3v7gh,1,18.7,93.9,2023-01-18T20:09:40.008Z,2023-01-19T04:25:39Z,3983930451,140,14.6,3983930457,213,4.2,3983930449,56,Back,3983930455,212,8.5,3984273459,178,,3983930453,141,83.2,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514519,127,1,1,8,37,6eqit8ye8aomdsrrq0hk3v7gh,0,14.6,83.2,2023-01-18T20:09:41.656Z,2023-01-19T04:25:43Z,3983930465,56,Back,3983930473,213,5.5,3983930467,140,23.6,3984273483,178,,3983930469,141,69.4,3983930471,212,13.3,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514509,111,61,1,8,38,1c8m2ko0wxq1asfkuykurdr0y,1,74.4,32.9,2023-01-18T20:09:42.439Z,2023-01-19T04:26:03Z,3983930399,56,Center,3984273539,178,,,,,,,,,,,,,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514545,128,1,1,8,40,6eqit8ye8aomdsrrq0hk3v7gh,1,22.4,73.9,2023-01-18T20:09:44.147Z,2023-01-19T04:26:09Z,3983930605,141,92.3,3984273613,178,,3983930603,140,17.8,3983930601,56,Back,3983930607,212,13.4,3983930609,213,1.9,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514557,129,1,1,8,42,6eqit8ye8aomdsrrq0hk3v7gh,1,18.1,92.3,2023-01-18T20:09:46.551Z,2023-01-19T04:26:11Z,3983930665,212,23.9,3984273625,178,,3983930663,141,85.6,3983930667,213,6.1,3983930659,56,Back,3983930661,140,40.4,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514565,130,1,1,8,43,6eqit8ye8aomdsrrq0hk3v7gh,1,40.5,85.4,2023-01-18T20:09:47.518Z,2023-01-19T04:26:16Z,3983930689,140,37.3,3983930695,213,2.2,3983930693,212,5.9,3983930687,56,Back,3983930713,156,,3984273657,178,,3983930691,141,92.6,,,,57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514601,131,1,1,8,49,6eqit8ye8aomdsrrq0hk3v7gh,0,83.8,82.6,2023-01-18T20:09:53.449Z,2023-01-19T04:26:26Z,3983930885,141,49.1,3983930883,140,93.3,3983930881,56,Center,3984273717,178,,3983930887,212,24.9,3983930889,213,5.1,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514607,112,11,1,8,50,1c8m2ko0wxq1asfkuykurdr0y,0,6.4,47.6,2023-01-18T20:09:54.742Z,2023-01-19T04:26:30Z,3983932257,56,Back,3984273745,388,,3983932259,88,,3983932319,233,131,3984176539,376,,,,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514637,113,61,1,8,52,1c8m2ko0wxq1asfkuykurdr0y,1,13.1,45.2,2023-01-18T20:09:56.635Z,2023-01-19T04:26:36Z,3983931055,56,Back,3984273791,178,,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514649,114,61,1,8,52,1c8m2ko0wxq1asfkuykurdr0y,1,12.8,48,2023-01-18T20:09:56.647Z,2023-01-19T04:26:41Z,3984273815,178,,3983931111,56,Back,,,,,,,,,,,,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498533841,418,61,1,8,52,1c8m2ko0wxq1asfkuykurdr0y,1,10.3,53.5,2023-01-18T20:09:56.809Z,2023-01-19T04:26:53Z,3984273903,178,,3984040855,56,Back,,,,,,,,,,,,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498534055,419,61,1,8,54,1c8m2ko0wxq1asfkuykurdr0y,1,12.6,54,2023-01-18T20:09:57.899Z,2023-01-19T04:27:01Z,3984273963,178,,3984042071,56,Back,,,,,,,,,,,,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514689,115,12,1,8,54,1c8m2ko0wxq1asfkuykurdr0y,1,12.1,54.2,2023-01-18T20:09:58.189Z,2023-01-19T04:27:07Z,3984273989,178,,3983931317,213,0.8,3983931311,140,23.9,3983931313,141,74.0,3983931307,56,Back,3983931315,212,18.3,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514693,116,49,1,8,56,1c8m2ko0wxq1asfkuykurdr0y,1,23,71.8,2023-01-18T20:10:00.095Z,2023-01-19T04:27:12Z,,,,,,,,,,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498514731,117,1,1,8,59,1c8m2ko0wxq1asfkuykurdr0y,1,23,70.3,2023-01-18T20:10:03.026Z,2023-01-19T04:27:15Z,3983931453,56,Back,3983931455,140,19.3,3983931461,213,4.5,3984274021,178,,3983931459,212,23.6,3983931457,141,36.0,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
