id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2474311509,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-19T18:15:28.538Z,2022-10-19T19:11:51Z,3856311641,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3856311639,30,"e00004wkpfc8jawioejmpu1n9, 3f3jcsa7gk6in9fskp9w5a5t5, 7uxt9a7t22ij4reg1uire5uqd, dubi41xs74u89icfnn80vxx3p, 3dph74ixutmbpscaon0b25sl, b17tkj4ea4jld8yupekcolall, v22q59d00b5v78rgx7v8z3vu, 6nb8hub5usi3iasywa2fjf1lh, 604osk9a3lxpfpkavuziqmn6x, 3vtjjrqof5z2tjj84ehadqc45, cv8egyrq9dlfgeamk6b7fdgq1, a3ms8havadt1y9x381l325txx, h17s3qts1dz1zqjw19jazzkl, bl8667xvrhy0tft8x3lgopomh, awda32rw2clw0sjemf7rkcel1, 84hisj17nuwx4scnizuxap239, 6oq2axbijb2qrhw86l7erxmcq, 5wengf05apke7rv3kms186j56, 9fvo9v5e9r0ptibied6ejv3zd, e5eiuko5p1yms97xndrvcr0bu",3856579515,197,418,3856311643,59,"1, 20, 23, 17, 19, 6, 21, 18, 10, 8, 25, 2, 7, 12, 14, 22, 28, 36, 39, 49",3856311645,130,8,3856311647,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856311649,194,3vtjjrqof5z2tjj84ehadqc45,3856311651,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474311543,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-19T18:15:32.787Z,2022-10-19T19:17:01Z,3856311889,130,12,3856601697,197,2077,3856311887,59,"1, 2, 14, 33, 15, 17, 30, 5, 7, 10, 38, 4, 6, 11, 19, 20, 24, 25, 27, 34",3856311885,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3856311883,30,"ombvyo6p3p5khkn91vubvpat, 31wf775s975qy3il33oora8k5, 2gsq05yyxwe4f8t79j6d49q6t, 7qy1hiitksyuaa9l0irxg240l, az7wa6km1zhvsb8y4mndlogyd, 2w7i4jfw5wgh3j2wuworoumeh, 3wp8fuk07m1ph1fpmbqe7tf55, 4zxrdmwphkxvkvo6bt30uanrp, 12ekwo6gbza410blv4b4r7ydx, b9g4qurpll4wizajo95c406hh, 1g15ehziupxnsy1kvl3pqmbc9, 9bamtyvun46xn9e64lqn9ogyx, 4k0ni039sbjs4sqipk4v7k79x, cjd62gwj9ptwrrtu6y6xnpeui, cag3gzjcv8erx3zpp2lidzcvd, 8wz5pdydepr5kzcichz17pv4l, 9irgn82qm11logbhup51rg5wp, 5gb7v3m0qisn24c7h49xn250p, 8c1r97aweyfc0woefvlfy2l05, 3gsprcdyogabeb8lr2y0bmytx",3856311893,194,ombvyo6p3p5khkn91vubvpat,3856311895,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856311891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474363913,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-10-19T19:15:09.287Z,2022-10-20T00:33:26Z,3856598099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474363873,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-19T19:15:09.287Z,2022-10-19T19:15:25Z,3856597893,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474363937,3,1,1,0,0,22doj4sgsocqpxw45h607udje,1,50,50,2022-10-19T19:15:09.329Z,2022-10-20T00:41:55Z,3856598223,56,Back,3856598225,140,32.0,3857177035,178,,3856598229,212,19.2,3856598227,141,54.6,3856598231,213,3.0,3856598233,279,S,,,,1g15ehziupxnsy1kvl3pqmbc9,Y. Bissouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474363989,4,1,1,0,2,22doj4sgsocqpxw45h607udje,1,32.5,52.7,2022-10-19T19:15:12.057Z,2022-10-20T00:42:03Z,3856598557,213,4.9,3856598549,56,Back,3856598551,140,35.9,3856598555,212,21.3,3856598553,141,21.8,3857177179,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474364027,5,1,1,0,5,22doj4sgsocqpxw45h607udje,1,35.5,21.1,2022-10-19T19:15:15.107Z,2022-10-20T00:42:06Z,3856598707,141,22.1,3856598713,212,15.7,3857177203,178,,3856598703,140,50.4,3856598697,56,Center,3856598717,213,0.0,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474364123,6,1,1,0,6,22doj4sgsocqpxw45h607udje,1,50.7,22.5,2022-10-19T19:15:16.031Z,2022-10-20T00:42:09Z,3856599225,212,15.4,3856599221,141,19.6,3856599229,213,3.3,3856599219,140,36.2,3856599217,56,Back,3857177223,178,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474364279,7,1,1,0,11,22doj4sgsocqpxw45h607udje,1,34.2,24.2,2022-10-19T19:15:21.102Z,2022-10-20T00:42:15Z,3856600033,213,2.0,3857177253,178,,3856600031,212,19.1,3856600027,140,26.4,3856600029,141,49.5,3856600025,56,Back,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474364289,8,1,1,0,14,22doj4sgsocqpxw45h607udje,1,26.2,49.7,2022-10-19T19:15:23.747Z,2022-10-20T00:42:19Z,3856600079,56,Back,3856600085,141,86.0,3856600081,140,32.0,3856600093,213,1.3,3856600089,212,25.4,3857177287,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474364303,9,1,1,0,17,22doj4sgsocqpxw45h607udje,0,32,86,2022-10-19T19:15:26.345Z,2022-10-20T00:42:23Z,3856600579,155,,3856600125,56,Left,3857177403,178,,3856600131,212,38.9,3856600133,213,6.3,3856600135,1,,3856600129,141,85.6,3856600127,140,69.0,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474364327,3,49,1,0,20,6eqit8ye8aomdsrrq0hk3v7gh,1,23.3,11.7,2022-10-19T19:15:29.609Z,2022-10-20T00:42:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
