id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,keyPass,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2442463399,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-08-06T13:00:15.660Z,2022-08-06T23:14:04Z,3686932867,197,2071,3686931071,194,7gyfpskzbb3r5nhiniky22o6h,3686931063,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686931073,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686931061,30,"12l99v9rpet6ug6n121tg6ay1, 80bmtj7l07ohb2h475w955n9, 918sxflcvngsy0xvc9dh3jaei, 7gyfpskzbb3r5nhiniky22o6h, bvlkh4zxfuo5frhj7ogpnecbt, 6gxyeuqjnyj9bl4n8kz14sv6d, 2ubxzcc4zioelrh0cvxnae4lx, 33cny48k38nlo8pcx3i24ldqt, efq6i6kz6ca3u91snwmptef2t, b3gobhr43y8oxpafvp4f8rgmh, dvj6rdi2k0td95oxldbj6e28l, djelmk2oafas355n2u0d1bumt, cr4c6htcw2jewsvboj6s8p045, 1e7gbqj7riv8a7kxsfjr0q7kl, bzjzvw54k5cmo93wdkjv89knp, 4fsvhj2hcujfwrz0kjo76u1g5, 9ea8t509bssf2bhp1n5xxvrl6, 8cmkqkrjme3wb0gegzn1e6xre, b187awt0wdxh20fx1rn5vgewa, b1y7pnmjciimn2ntaf8o5m73e",3686931067,130,17,3686931065,59,"1, 15, 33, 5, 6, 8, 22, 29, 21, 16, 9, 4, 10, 11, 17, 19, 23, 32, 20, 40",3686931069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442463405,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-08-06T13:00:19.408Z,2022-08-06T14:01:24Z,3686931131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686931123,59,"1, 2, 27, 44, 4, 3, 7, 41, 9, 31, 23, 5, 6, 10, 11, 16, 17, 18, 25, 35",3686931119,30,"3zl1q2gk6tdmzirsyfgm38no5, 1e9txzr9hqz94xtun6byo0vs9, e8gz0tmmdh1ql8qrn1ncrvnpx, blth4klpu88kgh73abpjlgusp, 8qys6qtdwgsycxducl062zld5, cot71zatz9vm1hyzp5ecqhvpx, btvuam6p4391am219taqtcted, bhsh1n3qfg8awmctxlh8k7yzt, ashza2qkgnak7wb3vuz5bnzyt, 4jyrztlaueae7eg18kuvxa489, 3vxh219sef8mooilemi8xbs9h, 2smmv9hdoiet7necaf00ol51x, 7j84ozqdpgupzxevbxemi5tyh, l0qqn9tlgov91p5d1zzdupcl, 5m0j33eoa5c8pqlr0tdf7undh, 172klpuv2h1enskc8fz79xg45, eb48g14m2erkf7yzqz8gj4u6t, 7paw998ux29k7hx4t1g0wu85x, 4myy5br8yj5678xlji3up1ryt, 7gaf68yeu28zp80kkb0tqgpd6",3686935705,197,16360,3686931127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686931121,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686931125,130,4,3686931129,194,btvuam6p4391am219taqtcted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494389,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-08-06T14:00:14.307Z,2022-08-06T14:00:14Z,3687086099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494401,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-08-06T14:00:14.307Z,2022-08-06T18:45:41Z,3687086149,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494427,3,1,1,0,0,b496gs285it6bheuikox6z9mj,1,50,50,2022-08-06T14:00:14.427Z,2022-08-06T21:38:59Z,3687086259,56,Back,3687086263,141,69.0,3689400229,178,,3687086261,140,29.8,3687086267,213,2.6,3687086269,279,S,3687086265,212,24.8,,,,ashza2qkgnak7wb3vuz5bnzyt,D. Ings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494481,4,1,1,0,2,b496gs285it6bheuikox6z9mj,1,29.8,69,2022-08-06T14:00:17.217Z,2022-08-06T21:39:02Z,3687086507,141,16.6,3687086505,140,32.6,3687086509,212,35.8,3687086513,1,,3689400343,178,,3687086503,56,Back,3687086511,213,4.8,,,,cot71zatz9vm1hyzp5ecqhvpx,Diego Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494517,5,1,1,0,7,b496gs285it6bheuikox6z9mj,0,35,16.9,2022-08-06T14:00:21.827Z,2022-08-06T21:39:06Z,3687086711,155,,3687086717,141,34.7,3687086715,140,96.6,3687086713,56,Center,3687086719,212,65.8,3689400453,178,,3687086721,213,0.2,3687086723,1,,1e9txzr9hqz94xtun6byo0vs9,M. Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494529,3,52,1,0,11,1pse9ta7a45pi2w2grjim70ge,1,3.8,64.3,2022-08-06T14:00:25.756Z,2022-08-06T21:39:13Z,3688201483,376,,3689400687,178,,,,,,,,,,,,,,,,,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494657,4,1,1,0,19,1pse9ta7a45pi2w2grjim70ge,1,7.2,52.5,2022-08-06T14:00:33.717Z,2022-08-06T21:39:17Z,3687087321,141,69.1,3689400795,178,,3687087325,213,1.5,3687087323,212,11.3,3687087317,56,Back,3687087319,140,7.5,3687087315,123,,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494679,5,1,1,0,21,1pse9ta7a45pi2w2grjim70ge,1,7.6,68.8,2022-08-06T14:00:36.117Z,2022-08-06T21:39:25Z,3687087411,212,7.6,3689401067,178,,3687087409,141,66.0,3687087405,56,Back,3687087407,140,14.6,3687087413,213,6.0,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
