id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/14/value,qualifier/9/value,qualifier/15/value,qualifier/17/value
2533627257,4,1,1,0,18,b9si1jn1lfxfund69e9ogcu2n,0,11.5,5,2023-04-15T14:00:34.449Z,2023-04-15T20:21:42Z,4192571715,178,,4190264951,1,,4190264939,155,,4190264943,140,52.2,4190264947,212,50.2,4190264945,141,43.7,4190264941,56,Center,4190264949,213,0.6,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627291,8,1,1,0,21,7yx5dqhhphyvfisohikodajhv,1,45.6,57,2023-04-15T14:00:37.547Z,2023-04-15T20:21:57Z,4190265153,213,5.5,4190265159,1,,4190265143,140,61.7,4190265139,157,,4190265149,212,23.7,4190265141,56,Center,4190265145,141,32.6,4192572825,388,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627301,9,1,1,0,24,7yx5dqhhphyvfisohikodajhv,1,62.3,30.8,2023-04-15T14:00:40.161Z,2023-04-15T20:22:00Z,4190265191,140,57.6,4190265195,212,5.3,4192573021,388,,4190265197,213,2.7,4190265193,141,33.8,4190265187,3,,4190265189,56,Center,4190265201,156,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627307,10,49,1,0,25,7yx5dqhhphyvfisohikodajhv,1,55.5,34.4,2023-04-15T14:00:41.560Z,2023-04-15T20:22:04Z,,,,,,,,,,,,,,,,,,,,,,,,,bs7iyv9ys61m88qh4rvb0tpzp,J. Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627331,11,1,1,0,25,7yx5dqhhphyvfisohikodajhv,1,55.3,34.4,2023-04-15T14:00:41.593Z,2023-04-15T20:22:07Z,4190265333,212,19.4,4192573557,178,,4190265331,141,32.6,4190265335,213,3.2,4190265327,56,Back,4190265329,140,36.9,,,,,,,bs7iyv9ys61m88qh4rvb0tpzp,J. Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627393,12,1,1,0,27,7yx5dqhhphyvfisohikodajhv,1,37.4,32.6,2023-04-15T14:00:43.604Z,2023-04-15T20:22:10Z,4190265651,56,Back,4190265659,213,2.7,4190265657,212,30.8,4190265655,141,51.0,4190265653,140,10.6,4192573815,178,,,,,,,,9xfrrmf19uv4i69ge0kg1hh7u,A. Hickey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627467,13,1,1,0,31,7yx5dqhhphyvfisohikodajhv,0,10.5,49.7,2023-04-15T14:00:47.866Z,2023-04-15T20:22:12Z,4190265979,141,0.0,4190265981,212,51.6,4190265985,1,,4190265977,140,46.9,4190265975,56,Back,4190265983,213,5.5,4190265973,155,,4192574013,178,,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627809,5,5,1,0,35,b9si1jn1lfxfund69e9ogcu2n,1,53.7,101.6,2023-04-15T14:00:51.626Z,2023-04-15T20:22:16Z,4190267497,347,,4190267541,233,14,4190267495,56,Left,,,,,,,,,,,,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627481,14,5,1,0,35,7yx5dqhhphyvfisohikodajhv,0,46.3,-1.6,2023-04-15T14:00:51.626Z,2023-04-15T20:22:16Z,4190266023,347,,4190267599,233,5,4190266019,56,Back,,,,,,,,,,,,,,,,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627849,6,1,1,0,48,b9si1jn1lfxfund69e9ogcu2n,1,52.1,100,2023-04-15T14:01:04.614Z,2023-04-15T20:22:27Z,4190267673,140,72.7,4190267679,213,5.7,4190267671,56,Left,4190267681,1,,4190267677,212,25.8,4190267675,141,81.2,4190267669,107,,,,,29f3jvukalzylzr19t9phgxgq,Toti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627861,7,1,1,0,50,b9si1jn1lfxfund69e9ogcu2n,0,72.7,81.2,2023-04-15T14:01:06.084Z,2023-04-15T20:22:34Z,4190267719,56,Left,4190267717,3,,4192576129,388,,4190267723,141,86.8,4190267727,213,2.6,4190267769,156,,4190267725,212,6.9,4190267721,140,67.2,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627897,15,1,1,0,51,7yx5dqhhphyvfisohikodajhv,0,32.1,9.8,2023-04-15T14:01:07.015Z,2023-04-15T20:22:41Z,4190267933,56,Back,4192576657,388,,4190267941,213,0.3,4190267931,3,,4190267939,212,13.0,4190267937,141,16.3,4190267935,140,43.7,,,,bs7iyv9ys61m88qh4rvb0tpzp,J. Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627939,8,1,1,0,53,b9si1jn1lfxfund69e9ogcu2n,0,59.1,77.5,2023-04-15T14:01:09.246Z,2023-04-15T20:22:44Z,4192576941,388,,4190268127,56,Center,4190268129,140,57.1,4190268123,3,,4190268133,212,2.1,4190268131,141,77.5,4190268135,213,3.1,,,,29f3jvukalzylzr19t9phgxgq,Toti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627943,16,61,1,0,53,7yx5dqhhphyvfisohikodajhv,1,44.2,19.7,2023-04-15T14:01:09.464Z,2023-04-15T20:22:48Z,4192577199,21,,4190268143,56,Back,4192577201,178,,,,,,,,,,,,,,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628083,9,1,1,0,54,b9si1jn1lfxfund69e9ogcu2n,1,47.4,67.8,2023-04-15T14:01:10.842Z,2023-04-15T20:22:54Z,4190268713,213,4.0,4190268707,140,35.9,4190268711,212,19.5,4190268705,56,Back,4192577613,178,,4190268709,141,45.2,,,,,,,29f3jvukalzylzr19t9phgxgq,Toti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628317,10,1,1,0,57,b9si1jn1lfxfund69e9ogcu2n,1,35.2,39.1,2023-04-15T14:01:13.074Z,2023-04-15T20:22:58Z,4190269793,141,13.4,4190269797,212,20.1,4190269799,213,5.2,4192577855,178,,4190269789,140,44.6,4190269787,56,Back,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628413,11,1,1,1,6,b9si1jn1lfxfund69e9ogcu2n,1,46.8,15,2023-04-15T14:01:22.298Z,2023-04-15T20:23:02Z,4190270249,140,37.7,4190270245,56,Back,4190270257,212,15.2,4190270255,141,32.4,4192578243,178,,4190270259,213,2.3,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628503,12,1,1,1,7,b9si1jn1lfxfund69e9ogcu2n,1,37,34.6,2023-04-15T14:01:23.505Z,2023-04-15T20:23:06Z,4190270689,140,35.9,4190270685,56,Back,4192578723,178,,4190270693,212,15.7,4190270695,213,1.6,4190270691,141,57.6,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628579,13,1,1,1,12,b9si1jn1lfxfund69e9ogcu2n,1,34.5,53.3,2023-04-15T14:01:28.262Z,2023-04-15T20:23:09Z,4190271003,212,17.7,4190270999,140,37.4,4192579015,178,,4190271001,141,27.6,4190270997,56,Back,4190271005,213,4.9,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628699,14,1,1,1,13,b9si1jn1lfxfund69e9ogcu2n,1,36.4,29.8,2023-04-15T14:01:29.417Z,2023-04-15T20:23:13Z,4190271585,212,15.7,4190271587,213,2.4,4190271579,56,Back,4190271581,140,25.1,4190271583,141,44.9,4192579245,178,,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628745,15,1,1,1,17,b9si1jn1lfxfund69e9ogcu2n,1,25.5,50.6,2023-04-15T14:01:33.172Z,2023-04-15T20:23:17Z,4190271847,56,Back,4190271849,140,27.2,4190271851,141,66.7,4190271855,213,1.4,4190271853,212,11.1,4192579485,178,,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628827,16,1,1,1,19,b9si1jn1lfxfund69e9ogcu2n,1,27.2,67,2023-04-15T14:01:35.731Z,2023-04-15T20:23:19Z,4190272219,213,1.5,4190272211,56,Back,4192579685,178,,4190272217,212,17.4,4190272215,141,92.4,4190272213,140,29.0,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628877,17,1,1,1,21,b9si1jn1lfxfund69e9ogcu2n,1,28.9,92.3,2023-04-15T14:01:37.788Z,2023-04-15T20:23:23Z,4190272503,141,94.7,4192580035,178,,4190272499,56,Back,4190272501,140,32.2,4190272509,213,0.4,4190272505,212,3.8,,,,,,,29f3jvukalzylzr19t9phgxgq,Toti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628943,18,1,1,1,22,b9si1jn1lfxfund69e9ogcu2n,1,34.8,92,2023-04-15T14:01:38.639Z,2023-04-15T20:23:27Z,4192580365,178,,4190272829,212,12.4,4190272825,140,35.8,4190272827,141,73.8,4190272823,56,Back,4190272831,213,4.8,,,,,,,4pyehox7p3z64c4l3k8yoyfv9,Pablo Sarabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629101,19,1,1,1,25,b9si1jn1lfxfund69e9ogcu2n,1,35.6,72.3,2023-04-15T14:01:41.207Z,2023-04-15T20:23:30Z,4190273433,212,49.6,4192580619,178,,4190273431,141,5.5,4190273435,213,5.1,4190273437,1,,4190273425,196,,4190273427,56,Right,4190273429,140,54.5,29f3jvukalzylzr19t9phgxgq,Toti,4190273423,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629157,20,1,1,1,29,b9si1jn1lfxfund69e9ogcu2n,1,57,6.1,2023-04-15T14:01:45.298Z,2023-04-15T20:23:35Z,4190273675,56,Right,4190273677,140,70.3,4190273681,212,14.0,4190273679,141,7.1,4192580963,178,,4190273683,213,0.0,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629163,21,3,1,1,32,b9si1jn1lfxfund69e9ogcu2n,0,74.1,6.8,2023-04-15T14:01:48.324Z,2023-04-15T20:23:44Z,4190274145,233,17,4192581677,178,,4192038923,464,,4190273693,56,Right,4190273695,286,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629217,17,7,1,1,32,7yx5dqhhphyvfisohikodajhv,1,25.9,93.2,2023-04-15T14:01:48.346Z,2023-04-15T20:23:49Z,4190273931,285,,4192581989,178,,4190274083,233,21,4190273927,167,,4192038765,385,,4190273929,56,Back,,,,,,,1h3mduwlaf89ebwtqxuegsodm,K. Schade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629235,18,5,1,1,34,7yx5dqhhphyvfisohikodajhv,0,26.6,101.6,2023-04-15T14:01:50.802Z,2023-04-15T20:23:52Z,4190273995,347,,4190274851,233,22,4190273993,56,Back,,,,,,,,,,,,,,,,1h3mduwlaf89ebwtqxuegsodm,K. Schade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629409,22,5,1,1,34,b9si1jn1lfxfund69e9ogcu2n,1,73.4,-1.6,2023-04-15T14:01:50.802Z,2023-04-15T20:23:52Z,4190274829,233,18,4190274761,347,,4190274759,56,Right,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629471,23,1,1,1,38,b9si1jn1lfxfund69e9ogcu2n,1,73.4,0,2023-04-15T14:01:54.342Z,2023-04-15T20:23:57Z,4190275075,140,58.6,4190275087,141,6.4,4190275071,56,Right,4190275093,213,2.8,4190275091,212,16.6,4190275067,107,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629557,24,1,1,1,41,b9si1jn1lfxfund69e9ogcu2n,1,59,9.1,2023-04-15T14:01:57.053Z,2023-04-15T20:24:00Z,4190275495,56,Center,4190275503,213,2.0,4190275497,140,55.4,4190275499,141,21.8,4190275501,212,9.4,4192582955,178,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629751,25,1,1,1,43,b9si1jn1lfxfund69e9ogcu2n,1,55.7,28.9,2023-04-15T14:01:59.609Z,2023-04-15T20:24:02Z,4190276447,56,Center,4190276449,140,52.1,4190276451,141,52.1,4192583113,178,,4190276455,213,1.8,4190276453,212,16.2,,,,,,,5hu4oy1jz8k1c3ajuiueoo2ga,João Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629853,26,1,1,1,48,b9si1jn1lfxfund69e9ogcu2n,1,65.6,73.3,2023-04-15T14:02:04.918Z,2023-04-15T20:24:06Z,4192583381,178,,4190276993,56,Center,4190277001,213,3.4,4190276999,212,14.2,4190276997,141,68.4,4190276995,140,52.5,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629951,27,1,1,1,51,b9si1jn1lfxfund69e9ogcu2n,1,54.4,67.8,2023-04-15T14:02:07.609Z,2023-04-15T20:24:08Z,4192583621,178,,4190277451,155,,4190277459,141,4.1,4190277461,212,46.2,4190277465,1,,4190277455,56,Right,4190277453,196,,4190277463,213,5.1,2nz313c0ot91untg011l3pc6h,M. Kilman,4190277457,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630041,28,1,1,1,55,b9si1jn1lfxfund69e9ogcu2n,1,69.2,4.6,2023-04-15T14:02:11.175Z,2023-04-15T20:24:12Z,4192583877,178,,4190277833,140,85.2,4190277837,212,16.8,4190277835,141,5.5,4190277831,56,Right,4190277839,213,0.0,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630127,29,1,1,1,57,b9si1jn1lfxfund69e9ogcu2n,0,86.4,5.5,2023-04-15T14:02:13.956Z,2023-04-15T20:24:16Z,4190278237,140,91.5,4192039951,224,,4190278241,212,28.9,4190278233,155,,4192584183,178,,4190278243,213,1.4,4190278235,56,Center,4190278239,141,47.2,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,4190278231,2,,4192039953,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630137,19,44,1,1,59,7yx5dqhhphyvfisohikodajhv,1,9,53.6,2023-04-15T14:02:15.293Z,2023-04-15T21:13:17Z,4190278453,233,30,4190278271,56,Back,4190278277,285,,,,,,,,,,,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630143,30,44,1,1,59,b9si1jn1lfxfund69e9ogcu2n,0,91,46.4,2023-04-15T14:02:15.294Z,2023-04-15T20:24:20Z,4190278291,56,Center,4190278569,233,19,4190278293,286,,,,,,,,,,,,,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630147,20,12,1,1,59,7yx5dqhhphyvfisohikodajhv,1,8.9,52.5,2023-04-15T14:02:15.327Z,2023-04-15T21:13:17Z,4190278315,212,3.4,4190278309,140,11.5,4190278319,213,0.6,4190278311,141,55.5,4190278307,56,Back,4190278391,15,,4192584785,388,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630193,31,61,1,1,59,b9si1jn1lfxfund69e9ogcu2n,1,91.5,47.2,2023-04-15T14:02:15.367Z,2023-04-15T20:24:59Z,4192587521,388,,4192587519,15,,4190278539,56,Center,,,,,,,,,,,,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630213,21,12,1,2,1,7yx5dqhhphyvfisohikodajhv,1,7.9,62.6,2023-04-15T14:02:17.781Z,2023-04-15T20:25:13Z,4190278643,212,14.8,4190278637,56,Back,4190278639,140,20.8,4190278641,141,53.7,4190278645,213,5.9,4190278727,15,,4192588451,388,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630271,32,15,1,2,3,b9si1jn1lfxfund69e9ogcu2n,1,81.5,46.6,2023-04-15T14:02:19.338Z,2023-04-15T20:25:17Z,4190479459,108,,4190283985,146,84.1,4190283981,458,,4190278959,56,Center,4190283523,233,22,4190283973,102,47.7,4190283977,328,,4190283439,20,,4pyehox7p3z64c4l3k8yoyfv9,Pablo Sarabia,4190283995,230,99.0,4190283443,82,4190283975,103,19,4190283989,147,46.8,4190278955,22,4192041229,80,4192588801,178,4190284411,18,4190283999,231,48.0,,,,,,,,,,,,
2533630289,22,10,1,2,3,7yx5dqhhphyvfisohikodajhv,1,16,53.6,2023-04-15T14:02:19.396Z,2023-04-15T20:25:22Z,4192589229,178,,4190279061,56,Back,4190279059,94,,4190283619,233,32,,,,,,,,,,,,,bs7iyv9ys61m88qh4rvb0tpzp,J. Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631509,37,61,1,2,3,b9si1jn1lfxfund69e9ogcu2n,1,79.3,49.9,2023-04-15T14:02:19.631Z,2023-04-15T20:25:35Z,4190285157,56,Center,4192590319,388,,,,,,,,,,,,,,,,,,,,4pyehox7p3z64c4l3k8yoyfv9,Pablo Sarabia,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
