id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,qualifier/14/value
2442463311,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-08-06T13:00:02.008Z,2022-08-06T13:14:31Z,3686930605,130,8,3686930599,30,"71rob1lsnmdviy1siakkzpqdx, 7wzwqegxhekjwq361dd2nidp1, 9jxhgh1vhc531ho0ez5alfazu, 8kw1y8mzxtwl4fv8qkc8hoc7p, csinkvzxcphggdjeflmo173zd, 2nz313c0ot91untg011l3pc6h, 50y6nq2eok9lnmldevkamkkwl, 1emj0rlthc8syfleox4c39kut, dl8x6fzdexn8r0sj65vgcgq8l, 55yy0p6johtu9nxk90zsfctt5, 6psklvi66inwws7buzf16yjft, ee0c6prj79s48erjp7bgbr3dh, 8i3y6fo1y3gizq05j2im17c6i, cfpqqzqrpzv6dq89yw7nfd1p1, ed4w2l6hglrrxu2a75bn0tt5h, dp3cwbaz62y3kemf4b6dg08vd, ehv4rise2fx4u1wepwtwllb6x, dez3rm7q89xk157fwnc3tgqcq, 5he3j18ix8tre84r8uls8ytm2, f1lellpt59ka10kyngi7vsqy2",3686930607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686930609,194,8kw1y8mzxtwl4fv8qkc8hoc7p,3686930611,197,4986,3686930601,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686930613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686930603,59,"1, 19, 3, 8, 4, 23, 10, 32, 11, 18, 7, 13, 14, 15, 16, 39, 25, 77, 59, 64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442463321,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-06T13:00:03.526Z,2022-08-06T14:02:22Z,3686930667,197,4773,3686930669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686930657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686930663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686930659,59,"1, 25, 21, 12, 5, 14, 7, 8, 9, 19, 11, 18, 10, 13, 30, 33, 37, 42, 43, 63",3686930665,194,6q6i9x4w4vcdwwmiwq8k6sixh,3686930655,30,"8szyip8c62bier901hmpqc7vt, dn3llv8xjdbbndltfym5ar561, b275i2lg3anqae5lv9gmrzmqx, 7dbzcwyph2xoljyhaogjo7mcp, 1zumt9vkrqd8d3p3eqtwezi6t, 9ao7l82r1xd2rjnvv5u6plcr9, 8rrcscn29rs1gk8mi1pwpu92i, 4r6jcuotjs6rz8iwu20996z85, 6q6i9x4w4vcdwwmiwq8k6sixh, 4hmivvhmplqof776e9tbqg251, 6kih58n0fzlod6c792xpey57t, a7k01exbkdcshdjzq049ywkq, 7sdbx7mzjxhvofvke9mp26kbu, 9trvbmdwo8fkndwjz9mr1bfmx, 3ojnucluy7h8fgk2myyo0zx4a, dvks9tdtrt7orsbravvxpz59m, ab2502dhe0p0fr35nf7urjxbe, 7oikovl62nfxs6z54dzd85gx5, 1r5zkfhxkrrgzhd0k0huxtas5, 4stnvxbf7enogqej29n3ll0d0",3686930661,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494925,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-08-06T14:00:48.690Z,2022-08-06T14:00:52Z,3687088455,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442494913,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-06T14:00:48.690Z,2022-08-06T20:57:39Z,3687088431,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495049,3,1,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,49.8,50.1,2022-08-06T14:00:48.836Z,2022-08-06T21:56:41Z,3687088923,212,2.6,3687088919,140,48.2,3687088921,141,53.0,3689428467,178,,3687088917,56,Back,3687088927,279,S,3687088925,213,2.3,,,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495071,4,1,1,0,2,48gk2hpqtsl6p9sx9kjhaydq4,1,52.3,43.9,2022-08-06T14:00:50.961Z,2022-08-06T21:56:44Z,3687089067,56,Back,3689428543,178,,3687089069,140,47.9,3687089075,213,4.5,3687089071,141,6.7,3687089073,212,25.7,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495109,5,1,1,0,4,48gk2hpqtsl6p9sx9kjhaydq4,1,47.1,6.4,2022-08-06T14:00:53.136Z,2022-08-06T21:56:51Z,3687089263,213,2.2,3687089253,56,Back,3687089255,140,33.4,3689428659,178,,3687089257,141,34.0,3687089259,212,23.6,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495243,6,1,1,0,7,48gk2hpqtsl6p9sx9kjhaydq4,1,35,36,2022-08-06T14:00:55.808Z,2022-08-06T21:56:53Z,3689428729,178,,3687089841,56,Back,3687089843,140,31.5,3687089845,141,67.5,3687089849,213,1.7,3687089847,212,21.7,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495295,7,1,1,0,11,48gk2hpqtsl6p9sx9kjhaydq4,1,32.1,64.6,2022-08-06T14:01:00.364Z,2022-08-06T21:56:56Z,3687090039,212,17.3,3687090037,141,40.1,3687090041,213,5.0,3687090035,140,36.6,3687090033,56,Back,3689428767,178,,,,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442495405,8,1,1,0,12,48gk2hpqtsl6p9sx9kjhaydq4,1,36.4,38.6,2022-08-06T14:01:01.371Z,2022-08-06T21:56:59Z,3687090571,212,17.3,3687090561,140,28.0,3687090575,213,4.2,3687090559,56,Back,3689428819,178,,3687090565,141,16.7,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
