id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,assist
2494320445,17,1,1,0,8,6eqit8ye8aomdsrrq0hk3v7gh,1,39,64.1,2022-12-31T12:31:18.736Z,2022-12-31T20:13:56Z,3961835459,213,2.8,3961835457,212,9.3,3961835451,56,Back,3961835453,140,30.6,3962234843,178,,3961835455,141,68.4,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320351,9,1,1,0,9,6eqit8ye8aomdsrrq0hk3v7gh,1,24.2,74.4,2022-12-31T12:31:20.674Z,2022-12-31T20:13:07Z,3961835035,140,28.5,3961835041,213,1.3,3961835033,56,Back,3962235111,178,,3961835037,141,95.6,3961835039,212,15.1,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320383,10,1,1,0,14,6eqit8ye8aomdsrrq0hk3v7gh,1,40.2,92.9,2022-12-31T12:31:25.128Z,2022-12-31T20:14:37Z,3961835167,140,33.0,3961835173,213,4.0,3961835169,141,80.6,3962235461,178,,3961835165,56,Back,3961835171,212,11.3,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320387,11,1,1,0,20,6eqit8ye8aomdsrrq0hk3v7gh,1,35.1,75.1,2022-12-31T12:31:30.919Z,2022-12-31T20:14:42Z,3961835201,213,4.1,3961835199,212,19.2,3961835197,141,51.6,3962235493,178,,3961835193,56,Back,3961835195,140,25.0,,,,,,,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320393,12,1,1,0,23,6eqit8ye8aomdsrrq0hk3v7gh,1,25.2,45.2,2022-12-31T12:31:34.198Z,2022-12-31T20:14:46Z,3961835219,212,26.8,3961835221,213,4.9,3961835217,141,6.7,3962235525,178,,3961835213,56,Back,3961835215,140,30.5,,,,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320403,13,1,1,0,26,6eqit8ye8aomdsrrq0hk3v7gh,1,30.1,7.3,2022-12-31T12:31:36.800Z,2022-12-31T20:15:07Z,3961835271,56,Back,3961835277,212,15.7,3961835279,213,6.2,3961835275,141,4.4,3961835273,140,44.9,3962235637,178,,,,,,,,e1t5rgvs2hwnldts6vn8agzc9,A. Wan-Bissaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320407,14,1,1,0,27,6eqit8ye8aomdsrrq0hk3v7gh,1,44.6,4.3,2022-12-31T12:31:37.898Z,2022-12-31T20:15:12Z,3961835303,213,1.8,3961835297,140,43.8,3962235657,178,,3961835299,141,10.0,3961835301,212,4.0,3961835295,56,Back,,,,,,,v22q59d00b5v78rgx7v8z3vu,Antony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320417,15,1,1,0,27,6eqit8ye8aomdsrrq0hk3v7gh,0,43.8,10,2022-12-31T12:31:38.600Z,2022-12-31T20:15:15Z,3961835343,140,64.8,3961835345,141,0.0,3962235669,178,,3961835349,213,5.9,3961835347,212,23.5,3961835341,56,Right,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320465,3,5,1,0,30,b9si1jn1lfxfund69e9ogcu2n,1,34.7,101.9,2022-12-31T12:31:41.604Z,2022-12-31T20:15:17Z,3961835527,56,Back,3961835531,233,16,3961835529,347,,,,,,,,,,,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320419,16,5,1,0,30,6eqit8ye8aomdsrrq0hk3v7gh,0,65.3,-1.9,2022-12-31T12:31:41.604Z,2022-12-31T20:15:18Z,3961835357,347,,3961835535,233,3,3961835355,56,Right,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320471,4,1,1,0,46,b9si1jn1lfxfund69e9ogcu2n,1,30.6,100,2022-12-31T12:31:57.586Z,2022-12-31T20:15:44Z,3961835573,212,8.2,3961835569,140,25.4,3961835575,213,4.0,3961835567,56,Back,3961835571,141,93.1,3961835565,107,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320481,5,1,1,0,49,b9si1jn1lfxfund69e9ogcu2n,0,25.4,93.1,2022-12-31T12:31:59.742Z,2022-12-31T20:15:58Z,3961835609,212,35.2,3961835601,157,,3961835611,213,6.1,3961835607,141,81.6,3962235853,178,,3961835605,140,58.1,3961835613,1,,3961835603,56,Left,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320487,18,1,1,0,52,6eqit8ye8aomdsrrq0hk3v7gh,0,40.7,15.3,2022-12-31T12:32:03.327Z,2022-12-31T20:16:11Z,3961835633,213,0.2,3961835625,56,Center,3961835623,3,,3961835629,141,21.2,3961835631,212,20.2,3962235901,388,,3961835627,140,59.6,,,,3dph74ixutmbpscaon0b25sl,R. Varane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320501,6,1,1,0,54,b9si1jn1lfxfund69e9ogcu2n,1,39.3,75.5,2022-12-31T12:32:05.296Z,2022-12-31T20:16:21Z,3961835679,141,68.2,3962235947,178,,3961835683,213,6.0,3961835677,140,56.8,3961835675,56,Center,3961835673,3,,3961835681,212,19.0,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320505,7,44,1,0,56,b9si1jn1lfxfund69e9ogcu2n,1,58,72.2,2022-12-31T12:32:07.291Z,2023-01-01T00:33:18Z,3961835693,286,,3961835691,56,Center,3961835701,233,19,,,,,,,,,,,,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320507,19,44,1,0,56,6eqit8ye8aomdsrrq0hk3v7gh,0,42,27.8,2022-12-31T12:32:07.292Z,2022-12-31T20:16:27Z,3961835697,285,,3961835695,56,Back,3961835707,233,7,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320511,8,1,1,0,56,b9si1jn1lfxfund69e9ogcu2n,1,56.8,68.2,2022-12-31T12:32:07.310Z,2023-01-01T00:33:18Z,3961835725,141,62.8,3961835723,140,49.9,3961835727,212,8.1,3961835719,3,,3961835721,56,Back,3961835729,213,3.6,3962235981,388,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320513,9,61,1,0,58,b9si1jn1lfxfund69e9ogcu2n,1,49.1,65.3,2022-12-31T12:32:09.125Z,2022-12-31T20:16:50Z,3962236057,388,,3961835733,56,Back,3962236055,15,,,,,,,,,,,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320515,20,49,1,0,59,6eqit8ye8aomdsrrq0hk3v7gh,1,55.2,33.1,2022-12-31T12:32:10.235Z,2022-12-31T20:16:56Z,,,,,,,,,,,,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320539,21,1,1,0,59,6eqit8ye8aomdsrrq0hk3v7gh,1,53,33.6,2022-12-31T12:32:10.277Z,2022-12-31T20:17:01Z,3962236091,178,,3961835835,212,30.4,3961835833,141,48.1,3961835829,56,Back,3961835831,140,25.6,3961835837,213,2.8,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320547,22,1,1,1,7,6eqit8ye8aomdsrrq0hk3v7gh,0,20.8,83.3,2022-12-31T12:32:18.211Z,2022-12-31T20:17:05Z,3961835879,212,40.1,3962236117,178,,3961835871,155,,3961835883,1,,3961835877,141,79.6,3961835875,140,58.9,3961835873,56,Left,3961835881,213,6.2,7uxt9a7t22ij4reg1uire5uqd,L. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320551,10,49,1,1,9,b9si1jn1lfxfund69e9ogcu2n,1,39.7,24.5,2022-12-31T12:32:20.638Z,2022-12-31T20:17:21Z,,,,,,,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320559,11,3,1,1,12,b9si1jn1lfxfund69e9ogcu2n,0,48.6,31.8,2022-12-31T12:32:23.641Z,2022-12-31T20:17:53Z,3961835913,211,,3961835911,286,,3962236231,178,,3962019025,465,,3961835909,56,Back,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320569,23,4,1,1,13,6eqit8ye8aomdsrrq0hk3v7gh,1,47,67.4,2022-12-31T12:32:24.397Z,2022-12-31T20:18:01Z,3961835939,286,,3961835937,265,,3961835945,233,12,3961835931,13,,3961835933,56,Back,3961835935,152,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320565,12,4,1,1,13,b9si1jn1lfxfund69e9ogcu2n,0,53,32.6,2022-12-31T12:32:24.398Z,2022-12-31T20:18:01Z,3962236319,178,,3961835925,265,,3961835923,152,,3961835921,56,Center,3961835919,13,,3961835951,233,23,3961835927,285,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494379207,877,1,1,1,30,6eqit8ye8aomdsrrq0hk3v7gh,1,48.4,56.5,2022-12-31T12:32:41.052Z,2022-12-31T20:39:28Z,3962153205,189,,3962153165,5,,3962153171,140,48.4,3962153177,213,1.6,3962238003,178,,3962153167,152,,3962153175,212,9.4,3962153169,56,Back,6nb8hub5usi3iasywa2fjf1lh,Casemiro,3962153173,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320637,24,1,1,1,32,6eqit8ye8aomdsrrq0hk3v7gh,0,53.1,70.7,2022-12-31T12:32:42.852Z,2022-12-31T20:39:33Z,3962238015,178,,3961836155,56,Left,3961836163,213,1.1,3961836159,141,85.9,3961836189,189,,3961836157,140,58.1,3961836161,212,11.6,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320643,13,3,1,1,34,b9si1jn1lfxfund69e9ogcu2n,1,46.6,17.9,2022-12-31T12:32:45.590Z,2022-12-31T20:25:26Z,3961836243,233,25,3961836173,56,Back,3961836175,286,,3962019515,464,,3962238049,178,,,,,,,,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320655,25,45,1,1,34,6eqit8ye8aomdsrrq0hk3v7gh,0,53.4,82.1,2022-12-31T12:32:45.590Z,2022-12-31T20:25:26Z,3961836247,233,13,3961836233,285,,3961836231,56,Left,,,,,,,,,,,,,,,,awda32rw2clw0sjemf7rkcel1,C. Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320645,14,49,1,1,36,b9si1jn1lfxfund69e9ogcu2n,1,48.8,16.9,2022-12-31T12:32:46.712Z,2022-12-31T20:25:32Z,,,,,,,,,,,,,,,,,,,,,,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320649,15,1,1,1,36,b9si1jn1lfxfund69e9ogcu2n,0,51.7,17.8,2022-12-31T12:32:46.901Z,2022-12-31T20:25:37Z,3961836197,140,52.7,3961836199,141,22.7,3961836201,212,3.5,3962238105,178,,3961836195,56,Center,3961836203,213,1.3,3961836293,233,27,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320661,26,8,1,1,36,6eqit8ye8aomdsrrq0hk3v7gh,1,46,74.1,2022-12-31T12:32:47.074Z,2022-12-31T22:19:32Z,3961836255,56,Back,3962019843,385,,3962238133,178,,,,,,,,,,,,,,,,,6nb8hub5usi3iasywa2fjf1lh,Casemiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320667,16,1,1,1,38,b9si1jn1lfxfund69e9ogcu2n,0,45,37.3,2022-12-31T12:32:48.762Z,2022-12-31T22:22:48Z,3961836605,233,27,3962238209,178,,3961836267,140,43.9,3961836603,286,,3961836269,141,40.0,3961836273,213,2.1,3961836601,236,,3961836265,56,Back,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,3961836271,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320665,27,74,1,1,38,6eqit8ye8aomdsrrq0hk3v7gh,1,54.6,57.7,2022-12-31T12:32:48.773Z,2022-12-31T22:22:56Z,3961836263,285,,3961836303,233,16,3961836261,56,Center,3962238239,178,,,,,,,,,,,,,,3vtjjrqof5z2tjj84ehadqc45,Bruno Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320693,17,1,1,1,39,b9si1jn1lfxfund69e9ogcu2n,1,43.3,28.7,2022-12-31T12:32:49.745Z,2022-12-31T22:23:03Z,3961836395,141,40.8,3961836393,140,40.9,3962238417,178,,3961836391,56,Back,3961836397,212,8.6,3961836399,213,1.9,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320709,18,1,1,1,43,b9si1jn1lfxfund69e9ogcu2n,1,43.5,64.7,2022-12-31T12:32:54.310Z,2022-12-31T20:28:31Z,3962238525,178,,3961836441,140,52.1,3961836447,213,1.1,3961836439,56,Left,3961836445,212,21.8,3961836443,141,93.9,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320713,19,1,1,1,46,b9si1jn1lfxfund69e9ogcu2n,1,45,95.6,2022-12-31T12:32:57.339Z,2022-12-31T21:30:20Z,3961836467,213,3.7,3961836461,140,33.6,3961836459,56,Back,3962238545,178,,3961836463,141,83.8,3961836465,212,14.4,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320723,20,1,1,1,48,b9si1jn1lfxfund69e9ogcu2n,1,33.6,83.8,2022-12-31T12:32:59.547Z,2022-12-31T21:30:56Z,3961836505,212,30.3,3961836503,141,58.1,3961836501,140,10.0,3961836507,213,3.8,3961836499,56,Back,3962238557,178,,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320739,21,1,1,1,53,b9si1jn1lfxfund69e9ogcu2n,1,11,54.7,2022-12-31T12:33:04.038Z,2022-12-31T20:28:44Z,3961836571,141,2.6,3961836577,1,,3961836565,155,,3962238569,178,,3961836575,213,5.4,3961836569,140,36.0,3961836573,212,44.1,3961836567,56,Back,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320743,22,3,1,1,58,b9si1jn1lfxfund69e9ogcu2n,0,64.2,6.2,2022-12-31T12:33:09.396Z,2022-12-31T20:28:49Z,3961836585,56,Right,3962238587,178,,3961836587,286,,3962020751,465,,3961836599,233,28,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320745,28,7,1,1,58,6eqit8ye8aomdsrrq0hk3v7gh,0,35.8,93.8,2022-12-31T12:33:09.446Z,2022-12-31T20:28:54Z,3962238629,178,,3962020825,385,,3961836593,233,22,3961836589,56,Back,3961836591,285,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320749,23,4,1,1,59,b9si1jn1lfxfund69e9ogcu2n,1,71.6,20.2,2022-12-31T12:33:10.562Z,2022-12-31T20:29:07Z,3961836695,13,,3961836629,56,Right,3961836697,295,,3961836729,233,30,3961836699,152,,3961836701,286,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320767,30,4,1,1,59,6eqit8ye8aomdsrrq0hk3v7gh,0,28.4,79.8,2022-12-31T12:33:10.563Z,2022-12-31T20:29:07Z,3961836723,56,Back,3961836725,152,,3961836727,285,,3961836721,295,,3961836719,13,,3961836737,233,23,3962238769,178,,,,,e5eiuko5p1yms97xndrvcr0bu,A. Garnacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320757,29,43,1,2,3,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2022-12-31T12:33:14.452Z,2022-12-31T12:33:23Z,3961836761,144,49,,,,,,,,,,,,,,,,,,,,,,bl8667xvrhy0tft8x3lgopomh,T. Malacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320845,24,1,1,2,45,b9si1jn1lfxfund69e9ogcu2n,1,72,19.4,2022-12-31T12:33:56.010Z,2022-12-31T20:29:12Z,3962238831,178,,3961837105,140,73.0,3961837103,56,Center,3961837109,212,18.8,3961837101,152,,3961837099,5,,3961837107,141,47.0,3961837111,213,1.5,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494320849,25,1,1,2,47,b9si1jn1lfxfund69e9ogcu2n,0,73,47,2022-12-31T12:33:58.693Z,2022-12-31T20:29:19Z,3961837119,155,,3961837121,56,Center,3961837127,212,30.1,3962238895,178,,3961837129,213,6.1,3961837125,141,38.4,3961837123,140,100.0,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
