id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/10/value,assist,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2494887853,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-01-03T18:45:24.521Z,2023-01-03T20:10:52Z,3964813437,197,16498,3964813433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3964813435,194,eo4uva2gnx08xdazfaqzyz2dx,3964813439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813431,130,8,3964813425,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 70jmsf551d1sspqnm8t5lrch5, egi71rvlclvis07nzbvjhl9m1, enyatxtjef9lacem6c8cc1mmt, 72d5uxwcmvhd6mzthxuvev1sl, drwacyyicuhy3heg4j0ipqj85, 6tma6gvgf6xphc5gm2el35vbp, 6v1o4s2acog9guff3folo1jh1, eo4uva2gnx08xdazfaqzyz2dx, 18paf5a7rfe4kutxjl4cwd695, ayyswiouwrh2yn1j75owovob9, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, 4316y525qbk02gs9l3fm8z8b9, 7wu5l9m2kt30c4nifxdi3btg5, bm9qgspytvdwy514kk6ytztg5, dhx0lu8rw0jupzzmbvqe8txwp, 4w3hixbz661gepdin7ji0flgq",3964813429,59,"1, 27, 33, 42, 18, 3, 17, 25, 9, 8, 7, 4, 11, 14, 23, 24, 31, 34, 47",3964813427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494887877,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-03T18:45:29.227Z,2023-01-03T18:45:29Z,3964813603,197,4967,3964813605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813591,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, 661b6x35l9b9uieqbcq7el1hx, b1el7j39v2pgvl9zodd9usded, ch8dgambei1xbzmikkglg3c9h, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, 46jsa691lantlbcfqm1rtnlcl, 8oyxr0sr61uhi2gm6bbtjdy39, dlpk0a4jgiswcm2r75uh1czpx, cgvp2cli2gi4cnyl62kt80r11, f0drogjsrwqv3hyjxuqcnk8vd, 8u8he2dwkbgjf3yo8jsltq9qt, dkwkmrmpb7rq4e660efcu5hat, 94zmvxw7yw020w43dn0qiclbd, chn2v9j6dqmuz2haoiuulbd91",3964813599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3964813601,194,b1el7j39v2pgvl9zodd9usded,3964813595,59,"17, 2, 33, 26, 4, 13, 14, 6, 9, 18, 20, 1, 3, 8, 10, 11, 12, 21, 30, 31",3964813593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3964813597,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900681,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-01-03T19:45:12.708Z,2023-01-04T14:03:49Z,3964884203,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900679,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-01-03T19:45:12.708Z,2023-01-03T19:45:12Z,3964884201,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900693,3,1,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,49.9,50.1,2023-01-03T19:45:12.736Z,2023-01-04T06:37:04Z,3964884279,213,3.6,3964884275,141,37.3,3964884281,279,S,3964884273,140,32.4,3964884277,212,20.3,3965124295,178,,3964884271,56,Back,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900703,4,1,1,0,2,hzqh7z0mdl3v7gwete66syxp,0,33.4,37.3,2023-01-03T19:45:15.535Z,2023-01-04T06:37:10Z,3965124315,178,,3964884359,140,66.1,3964884355,155,,3964884363,212,51.7,3964884367,213,0.8,3964884357,56,Left,3964884361,141,94.2,3964884371,1,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900717,3,12,1,0,5,avxknfz4f6ob0rv9dbnxdzde0,1,28.4,14,2023-01-03T19:45:18.068Z,2023-01-04T06:38:05Z,3964884411,212,10.5,3965124515,388,,3964884409,141,0.0,3964884421,167,,3964884413,213,4.6,3964884405,56,Back,3964884415,15,,3964884407,140,27.6,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900719,4,5,1,0,6,avxknfz4f6ob0rv9dbnxdzde0,0,30.4,-1.4,2023-01-03T19:45:19.189Z,2023-01-04T06:38:12Z,3964884417,56,Back,3964884429,233,5,3964884419,347,,,,,,,,,,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900709,5,5,1,0,6,hzqh7z0mdl3v7gwete66syxp,1,69.6,101.4,2023-01-03T19:45:19.189Z,2023-01-04T06:38:13Z,3964884375,56,Left,3964884423,233,4,3964884377,347,,,,,,,,,,,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900743,6,1,1,0,15,hzqh7z0mdl3v7gwete66syxp,0,74.6,100,2023-01-03T19:45:27.977Z,2023-01-04T06:38:16Z,3964884583,212,10.7,3964884585,213,5.9,3964884577,56,Left,3964884581,141,95.2,3964884575,107,,3964884579,140,84.0,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
