id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/16/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value
2484663911,249,1,1,29,10,ehd2iemqmschhj2ec0vayztzz,1,30.2,25.5,2022-11-12T15:30:16.876Z,2022-11-12T22:48:59Z,3912744757,178,,3910794989,1,,3910794985,213,6.2,3910794977,56,Right,3910794979,140,96.1,3910794975,155,,3910794983,212,69.7,3910794981,141,12.8,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484663939,250,1,1,29,15,ehd2iemqmschhj2ec0vayztzz,0,96.1,12.8,2022-11-12T15:30:21.913Z,2022-11-12T22:49:05Z,3910795127,140,89.3,3910795129,141,12.6,3910795125,56,Right,3910795131,212,7.1,3912744795,178,,3910795135,213,3.2,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484663993,197,49,1,29,16,1pse9ta7a45pi2w2grjim70ge,1,12.8,89.6,2022-11-12T15:30:23.332Z,2022-11-12T22:49:11Z,,,,,,,,,,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664087,198,1,1,29,16,1pse9ta7a45pi2w2grjim70ge,1,12.8,89.6,2022-11-12T15:30:23.350Z,2022-11-12T22:49:16Z,3912744959,178,,3910795983,56,Back,3910795993,213,3.6,3910795987,141,85.7,3910795989,212,6.5,3910795985,140,7.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664239,199,1,1,29,17,1pse9ta7a45pi2w2grjim70ge,1,6.9,85.7,2022-11-12T15:30:24.349Z,2022-11-12T22:49:25Z,3910796801,213,0.2,3910796793,56,Back,3912745103,178,,3910796791,155,,3910796799,212,26.2,3910796795,140,31.5,3910796797,141,92.4,,,,918sxflcvngsy0xvc9dh3jaei,J. Zemura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664255,200,50,1,29,22,1pse9ta7a45pi2w2grjim70ge,1,29.6,93.9,2022-11-12T15:30:29.742Z,2022-11-12T22:49:33Z,3910796885,56,Back,3910797683,233,251,3910796887,285,,,,,,,,,,,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664339,251,7,1,29,23,ehd2iemqmschhj2ec0vayztzz,1,70.4,6.1,2022-11-12T15:30:30.375Z,2022-11-12T22:49:37Z,3910797451,233,200,3910797291,56,Right,3910797289,167,,3912447193,385,,3910797293,286,,3912745271,178,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664897,201,5,1,29,23,1pse9ta7a45pi2w2grjim70ge,1,28.8,102,2022-11-12T15:30:30.523Z,2022-11-12T22:49:43Z,3910800451,233,252,3910800397,56,Back,3910800399,347,,,,,,,,,,,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664351,252,5,1,29,23,ehd2iemqmschhj2ec0vayztzz,0,71.2,-2,2022-11-12T15:30:30.523Z,2022-11-12T22:49:44Z,3910797367,347,,3910797365,56,Right,3910800497,233,201,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484664979,202,1,1,29,43,1pse9ta7a45pi2w2grjim70ge,1,30.8,100,2022-11-12T15:30:50.370Z,2022-11-12T22:49:44Z,3910800819,56,Back,3910800817,107,,3910800825,212,13.0,3910800827,213,5.4,3910800823,141,86.6,3910800821,140,38.4,,,,,,,918sxflcvngsy0xvc9dh3jaei,J. Zemura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665125,203,1,1,29,45,1pse9ta7a45pi2w2grjim70ge,1,27.9,86.3,2022-11-12T15:30:52.766Z,2022-11-12T22:49:48Z,3910801503,140,14.7,3912745413,178,,3910801513,212,14.2,3910801497,56,Back,3910801507,141,90.8,3910801519,213,2.9,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665257,204,1,1,29,48,1pse9ta7a45pi2w2grjim70ge,1,19.4,93,2022-11-12T15:30:55.334Z,2022-11-12T22:49:52Z,3910802255,213,5.7,3910802243,155,,3910802247,56,Back,3910802253,212,27.1,3912745455,178,,3910802249,140,40.8,3910802251,141,70.6,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665263,205,4,1,29,51,1pse9ta7a45pi2w2grjim70ge,1,41.6,73.6,2022-11-12T15:30:58.042Z,2022-11-12T22:50:04Z,3910802687,233,253,3910802297,152,,3910802291,13,,3910802299,286,,3910802293,294,,3910802295,56,Back,,,,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665313,253,4,1,29,51,ehd2iemqmschhj2ec0vayztzz,0,58.4,26.4,2022-11-12T15:30:58.043Z,2022-11-12T22:50:03Z,3912745523,178,,3910802577,152,,3910802579,285,,3910802723,233,205,3910802575,56,Center,3910802571,13,,3910802573,294,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665891,206,1,1,30,9,1pse9ta7a45pi2w2grjim70ge,1,36.2,69,2022-11-12T15:31:15.995Z,2022-11-12T22:24:18Z,3912722665,178,,3910805855,140,53.9,3910805859,141,74.2,3910805853,56,Center,3910805861,212,18.9,3910805849,5,,3910805863,213,0.2,3910805851,152,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665907,207,50,1,30,10,1pse9ta7a45pi2w2grjim70ge,1,52.3,78.9,2022-11-12T15:31:17.332Z,2022-11-12T22:24:25Z,3910805955,56,Left,3910805957,286,,3910806217,233,254,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665925,254,7,1,30,11,ehd2iemqmschhj2ec0vayztzz,0,47.7,21.1,2022-11-12T15:31:18.039Z,2022-11-12T22:24:44Z,3912723097,178,,3910806065,285,,3910806189,233,207,3912448009,384,,3910806063,56,Back,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665967,208,3,1,30,13,1pse9ta7a45pi2w2grjim70ge,1,46,83.2,2022-11-12T15:31:20.235Z,2022-11-12T22:24:49Z,3912448287,464,,3910806669,233,255,3910806401,56,Back,3912723181,178,,3910806405,286,,,,,,,,,,,918sxflcvngsy0xvc9dh3jaei,J. Zemura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484665985,255,45,1,30,13,ehd2iemqmschhj2ec0vayztzz,0,54,16.8,2022-11-12T15:31:20.235Z,2022-11-12T22:24:50Z,3910806707,233,208,3910806493,56,Right,3910806499,285,,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666001,209,3,1,30,14,1pse9ta7a45pi2w2grjim70ge,0,56.6,71.3,2022-11-12T15:31:21.493Z,2022-11-12T22:24:54Z,3910807469,233,256,3912723239,178,,3910806605,56,Center,3912448565,464,,3910806609,286,,,,,,,,,,,918sxflcvngsy0xvc9dh3jaei,J. Zemura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666123,256,7,1,30,14,ehd2iemqmschhj2ec0vayztzz,1,43.4,28.7,2022-11-12T15:31:21.619Z,2022-11-12T22:24:57Z,3910807391,233,209,3912448667,383,,3910807299,56,Back,3910807301,285,,3912723301,178,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485025521,1146,67,1,30,16,ehd2iemqmschhj2ec0vayztzz,1,32.8,20.6,2022-11-12T15:31:23.723Z,2022-11-12T23:32:52Z,3912752523,233,849,,,,,,,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485025519,849,67,1,30,16,1pse9ta7a45pi2w2grjim70ge,0,67.2,79.4,2022-11-12T15:31:23.724Z,2022-11-12T23:04:51Z,3912752527,233,1146,,,,,,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666155,257,1,1,30,16,ehd2iemqmschhj2ec0vayztzz,0,31.3,17,2022-11-12T15:31:23.756Z,2022-11-12T23:32:52Z,3910807507,213,5.6,3912723417,389,,3910807489,56,Back,3910807497,141,14.1,3910807613,233,210,3910807611,236,,3910807493,140,33.8,3910807621,286,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,3910807501,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666139,210,74,1,30,17,1pse9ta7a45pi2w2grjim70ge,1,66,84.2,2022-11-12T15:31:23.803Z,2022-11-12T22:25:08Z,3910807413,285,,3910807669,233,257,3912723483,178,,3910807409,56,Left,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666189,258,49,1,30,19,ehd2iemqmschhj2ec0vayztzz,1,22.3,9.1,2022-11-12T15:31:25.977Z,2022-11-12T22:25:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666239,259,1,1,30,19,ehd2iemqmschhj2ec0vayztzz,1,22.3,9.1,2022-11-12T15:31:26.084Z,2022-11-12T22:25:19Z,3912723717,178,,3910808095,213,2.7,3910808087,56,Back,3910808093,212,6.5,3910808089,140,16.7,3910808091,141,13.2,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666373,260,1,1,30,21,ehd2iemqmschhj2ec0vayztzz,1,18.3,10.3,2022-11-12T15:31:28.670Z,2022-11-12T22:25:32Z,3910808839,213,0.1,3910808835,212,41.4,3910808845,1,,3910808827,56,Right,3910808831,141,13.5,3910808829,140,57.7,3910808825,155,,3912723939,178,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666383,261,4,1,30,24,ehd2iemqmschhj2ec0vayztzz,1,59.3,12.6,2022-11-12T15:31:31.187Z,2022-11-12T22:25:37Z,3910809161,233,211,3910808895,286,,3910808889,294,,3910808891,56,Right,3910808887,13,,3910808893,152,,,,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484666407,211,4,1,30,24,1pse9ta7a45pi2w2grjim70ge,0,40.7,87.4,2022-11-12T15:31:31.188Z,2022-11-12T22:25:37Z,3912723993,388,,3910809025,13,,3910809029,56,Back,3910809031,152,,3910809027,294,,3910809033,285,,3910809217,233,261,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667237,262,1,1,30,41,ehd2iemqmschhj2ec0vayztzz,1,60.3,11.9,2022-11-12T15:31:48.033Z,2022-11-12T22:25:53Z,3910813519,5,,3910826421,189,,3910813541,212,22.6,3910813527,56,Back,3910813533,140,40.5,3910813547,213,2.7,3910813523,152,,3910813537,141,25.0,a559ewan4122b6orx6d0f6s16,N. Patterson,3912724051,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667267,263,1,1,30,44,ehd2iemqmschhj2ec0vayztzz,1,40.5,25,2022-11-12T15:31:51.178Z,2022-11-12T22:25:49Z,3910813703,56,Back,3912724141,178,,3910813713,213,1.8,3910813709,212,26.9,3910813705,140,33.5,3910813707,141,63.0,3910826567,189,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667329,264,1,1,30,45,ehd2iemqmschhj2ec0vayztzz,1,33.5,63,2022-11-12T15:31:52.261Z,2022-11-12T22:26:01Z,3910814023,56,Back,3910814037,213,4.9,3910814029,141,25.3,3910814025,140,38.5,3912724267,178,,3910814033,212,26.2,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667407,265,1,1,30,50,ehd2iemqmschhj2ec0vayztzz,1,38.6,25.3,2022-11-12T15:31:57.417Z,2022-11-12T22:26:07Z,3910814457,140,57.4,3912724345,178,,3910814455,56,Center,3910814459,141,28.3,3910814463,213,0.1,3910814461,212,19.8,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667473,266,1,1,30,51,ehd2iemqmschhj2ec0vayztzz,1,57.2,29.5,2022-11-12T15:31:58.543Z,2022-11-12T22:26:13Z,3910814845,140,38.4,3910814849,212,20.6,3910814851,213,3.4,3910814847,141,20.7,3910814843,56,Back,3912724399,178,,3910828637,156,,,,,xu7mykgl15kaib3olilmsez9,N. Maupay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667523,267,1,1,30,54,ehd2iemqmschhj2ec0vayztzz,1,36,22.8,2022-11-12T15:32:00.943Z,2022-11-12T22:26:18Z,3912724485,178,,3910815133,213,2.3,3910815127,140,22.1,3910815131,212,22.3,3910815129,141,47.5,3910815125,56,Back,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667577,268,1,1,30,57,ehd2iemqmschhj2ec0vayztzz,1,22.1,47.5,2022-11-12T15:32:04.527Z,2022-11-12T22:26:21Z,3910815417,212,19.5,3910815405,56,Back,3910815407,140,24.2,3910815413,141,76.0,3912724529,178,,3910815421,213,1.5,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667767,269,1,1,31,0,ehd2iemqmschhj2ec0vayztzz,1,24.2,76,2022-11-12T15:32:06.918Z,2022-11-12T22:26:25Z,3910816463,140,31.6,3912724585,178,,3910816461,56,Back,3910816469,213,1.0,3910816465,141,93.5,3910816467,212,14.2,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484667897,270,1,1,31,3,ehd2iemqmschhj2ec0vayztzz,1,30.9,94.4,2022-11-12T15:32:10.618Z,2022-11-12T22:26:28Z,3910817243,213,4.0,3910817241,212,15.9,3910817229,140,20.5,3910817225,56,Back,3912724635,178,,3910817235,141,77.5,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668045,271,1,1,31,6,ehd2iemqmschhj2ec0vayztzz,1,17.8,76.1,2022-11-12T15:32:13.783Z,2022-11-12T22:26:31Z,3912724719,178,,3910817989,213,4.3,3910817983,140,6.3,3910817985,141,40.4,3910817981,56,Back,3910817987,212,27.1,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668293,272,1,1,31,10,ehd2iemqmschhj2ec0vayztzz,1,7.8,39.8,2022-11-12T15:32:17.609Z,2022-11-12T22:26:34Z,3910819537,56,Back,3910819539,140,17.4,3910819545,213,5.2,3912724773,178,,3910819541,141,14.3,3910819543,212,20.1,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668343,273,1,1,31,16,ehd2iemqmschhj2ec0vayztzz,1,28.1,7,2022-11-12T15:32:23.082Z,2022-11-12T22:26:38Z,3910819817,56,Back,3910819819,140,40.8,3910819825,213,0.7,3912724849,178,,3910819821,141,24.1,3910819823,212,17.7,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668543,274,1,1,31,17,ehd2iemqmschhj2ec0vayztzz,1,40.8,24.1,2022-11-12T15:32:24.158Z,2022-11-12T22:26:41Z,3910820873,56,Back,3910820883,213,2.7,3910820881,212,10.0,3910820879,141,30.6,3910820875,140,32.3,3912724903,178,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668643,275,1,1,31,24,ehd2iemqmschhj2ec0vayztzz,1,41.8,51.3,2022-11-12T15:32:31.748Z,2022-11-12T22:26:48Z,3910821453,212,15.9,3910821445,140,33.7,3910821451,141,71.1,3910821441,56,Back,3910821455,213,2.1,3912724985,178,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668759,276,1,1,31,26,ehd2iemqmschhj2ec0vayztzz,1,33.4,66.9,2022-11-12T15:32:33.142Z,2022-11-12T22:26:51Z,3910822061,212,24.2,3910822053,56,Back,3912725019,178,,3910822063,213,4.8,3910822055,140,36.1,3910822057,141,31.6,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668957,277,1,1,31,30,ehd2iemqmschhj2ec0vayztzz,1,38.2,25.8,2022-11-12T15:32:36.900Z,2022-11-12T22:26:55Z,3910823195,1,,3912725093,178,,3910823183,155,,3910823193,213,6.1,3910823187,140,94.0,3910823191,212,60.0,3910823185,56,Right,3910823189,141,7.1,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669001,278,1,1,31,35,ehd2iemqmschhj2ec0vayztzz,0,95.9,6.8,2022-11-12T15:32:41.905Z,2022-11-12T22:27:02Z,3910823415,140,100.0,3910823419,141,43.9,3912455567,224,,3912725215,178,,3910823411,56,Center,3910823423,213,1.4,3910823421,212,25.8,3910823405,155,,a559ewan4122b6orx6d0f6s16,N. Patterson,3912455569,20,,,3910823401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484668973,212,5,1,31,38,1pse9ta7a45pi2w2grjim70ge,1,-1.1,71.4,2022-11-12T15:32:45.747Z,2022-11-12T22:27:08Z,3910823661,233,279,3910823269,346,,3910823267,56,Back,,,,,,,,,,,,,,,,918sxflcvngsy0xvc9dh3jaei,J. Zemura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484669027,279,5,1,31,38,ehd2iemqmschhj2ec0vayztzz,0,101.1,28.6,2022-11-12T15:32:45.747Z,2022-11-12T22:27:09Z,3910823565,346,,3910823731,233,212,3910823563,56,Center,,,,,,,,,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670237,213,1,1,32,3,1pse9ta7a45pi2w2grjim70ge,0,5.1,49.6,2022-11-12T15:33:09.848Z,2022-11-12T22:27:14Z,3910830053,141,59.4,3910830061,74,,3910830045,56,Center,3910830049,140,53.8,3910830041,124,,3910830055,212,51.6,3910830059,1,,3910830057,213,0.1,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670303,280,1,1,32,7,ehd2iemqmschhj2ec0vayztzz,0,44.7,43.4,2022-11-12T15:33:13.830Z,2022-11-12T22:27:26Z,3910830417,140,53.1,3910830409,56,Center,3910830427,212,9.1,3910830407,3,,3910830433,213,0.2,3912725595,388,,3910830423,141,46.4,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670297,214,61,1,32,7,1pse9ta7a45pi2w2grjim70ge,1,47.2,57,2022-11-12T15:33:14.389Z,2022-11-12T22:27:31Z,3912725703,178,,3910830369,56,Back,,,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670401,215,1,1,32,8,1pse9ta7a45pi2w2grjim70ge,1,37.6,54.9,2022-11-12T15:33:15.609Z,2022-11-12T22:27:41Z,3910830941,140,46.3,3910830943,141,54.3,3912725937,178,,3910830947,213,6.2,3910830939,56,Back,3910830945,212,9.1,,,,,,,e6la6wx7o6x7k4srpq8tdsafp,J. Stephens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670441,216,1,1,32,9,1pse9ta7a45pi2w2grjim70ge,1,46.3,54.3,2022-11-12T15:33:16.317Z,2022-11-12T22:27:55Z,3910831235,213,2.8,3912726109,178,,3910831227,56,Back,3910831233,212,15.3,3910831229,140,32.4,3910831231,141,60.9,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670481,217,1,1,32,11,1pse9ta7a45pi2w2grjim70ge,0,32.4,60.9,2022-11-12T15:33:18.588Z,2022-11-12T22:28:01Z,3910831477,56,Center,3910831487,212,38.1,3910831493,1,,3910831491,213,5.6,3910831473,155,,3912726287,178,,3910831481,140,60.1,3910831483,141,24.7,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670583,281,1,1,32,13,ehd2iemqmschhj2ec0vayztzz,1,33.7,81.5,2022-11-12T15:33:20.461Z,2022-11-12T22:28:06Z,3910832003,56,Left,3910832011,213,0.0,3910832007,141,82.9,3910832009,212,20.8,3910832005,140,53.5,3912726371,388,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670631,282,49,1,32,15,ehd2iemqmschhj2ec0vayztzz,1,53.5,82.9,2022-11-12T15:33:21.910Z,2022-11-12T22:28:30Z,,,,,,,,,,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484670947,283,1,1,32,20,ehd2iemqmschhj2ec0vayztzz,1,56.2,71.4,2022-11-12T15:33:26.967Z,2022-11-12T22:28:23Z,3910834039,56,Right,3910834035,196,,3910834049,213,5.0,3910834045,141,4.9,3910834053,1,,3910834047,212,47.8,3912726655,178,,3910834043,140,70.9,4n782p6eaok71ai7ecj1jo1jp,D. Gray,3910834031,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671027,284,1,1,32,25,ehd2iemqmschhj2ec0vayztzz,1,68.5,7.9,2022-11-12T15:33:32.493Z,2022-11-12T22:28:38Z,3910834473,140,67.0,3912726863,178,,3910834471,56,Center,3910834481,212,12.7,3910834477,141,26.4,3910834485,213,1.7,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671167,285,1,1,32,28,ehd2iemqmschhj2ec0vayztzz,1,67.2,26.2,2022-11-12T15:33:35.092Z,2022-11-12T22:28:44Z,3910835307,212,35.5,3910835309,213,1.5,3910835305,141,78.4,3910835299,155,,3910835301,56,Center,3910835303,140,68.1,3912726871,178,,3910835311,1,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671197,286,1,1,32,32,ehd2iemqmschhj2ec0vayztzz,1,67.8,78.7,2022-11-12T15:33:38.804Z,2022-11-12T22:28:49Z,3910835483,141,65.1,3910835487,213,5.3,3912727043,178,,3910835485,212,11.0,3910835475,56,Center,3910835479,140,73.5,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671285,287,1,1,32,33,ehd2iemqmschhj2ec0vayztzz,1,73.2,65.1,2022-11-12T15:33:40.679Z,2022-11-12T22:28:53Z,3912727109,178,,3910835983,212,19.0,3910835977,140,55.1,3910835975,56,Center,3910835979,141,65.4,3910835987,213,3.1,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671429,288,1,1,32,36,ehd2iemqmschhj2ec0vayztzz,1,54.4,63.4,2022-11-12T15:33:43.636Z,2022-11-12T22:28:58Z,3910836777,213,5.0,3910836769,56,Center,3910836775,212,26.3,3912727183,178,,3910836771,140,60.9,3910836773,141,26.1,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484671519,289,1,1,32,39,ehd2iemqmschhj2ec0vayztzz,1,65.6,24.3,2022-11-12T15:33:46.792Z,2022-11-12T23:32:53Z,3910839893,210,13,3910837267,56,Center,3910837277,213,0.7,3910837269,140,88.6,3910837265,155,,3910839895,154,,3910837271,141,54.2,3912727259,178,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,3910837273,212,31.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
