id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/18/value
2453896763,7,1,1,0,8,c8h9bw1l82s06h77xxrelzhur,1,75.9,80,2022-08-31T19:00:27.279Z,2022-09-01T06:18:02Z,3747771765,56,Left,3747771773,213,3.1,3747771767,140,61.7,3749032115,178,,3747771769,141,81.6,3747771771,212,14.9,3747771763,3,,3747771777,156,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453896811,8,1,1,0,10,c8h9bw1l82s06h77xxrelzhur,1,61.2,82.7,2022-08-31T19:00:28.800Z,2022-09-01T06:18:08Z,3747771967,140,62.3,3747771973,213,1.4,3747771965,56,Left,3747771963,3,,3747771971,212,6.8,3747771969,141,92.6,3749032387,178,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453896833,9,1,1,0,11,c8h9bw1l82s06h77xxrelzhur,1,62.3,92.6,2022-08-31T19:00:30.028Z,2022-09-01T06:18:15Z,3747772073,56,Back,3747772081,213,3.8,3749032617,178,,3747772079,212,26.1,3747772077,141,70.1,3747772075,140,42.2,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453896881,10,1,1,0,14,c8h9bw1l82s06h77xxrelzhur,1,42.2,70.1,2022-08-31T19:00:32.937Z,2022-09-01T06:18:20Z,3749032843,178,,3747772353,141,49.0,3747772357,213,3.7,3747772355,212,28.3,3747772349,56,Back,3747772351,140,19.0,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453896913,11,1,1,0,19,c8h9bw1l82s06h77xxrelzhur,0,19,49,2022-08-31T19:00:37.938Z,2022-09-01T06:18:23Z,3747772513,155,,3747772525,1,,3747772521,212,55.9,3749032997,178,,3747772519,141,69.8,3747772517,140,70.5,3747772515,56,Center,3747772523,213,0.3,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453896963,5,1,1,0,22,7vn2i2kd35zuetw6b38gw9jsz,1,30,32.8,2022-08-31T19:00:40.780Z,2022-09-01T06:18:27Z,3747772787,140,45.6,3747772791,212,18.1,3747772785,56,Back,3749033109,388,,3747772783,3,,3747772793,213,0.4,3747772789,141,44.2,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453896971,6,49,1,0,24,7vn2i2kd35zuetw6b38gw9jsz,1,45.8,44.5,2022-08-31T19:00:43.202Z,2022-09-01T06:18:32Z,,,,,,,,,,,,,,,,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897029,7,1,1,0,25,7vn2i2kd35zuetw6b38gw9jsz,1,46,43.6,2022-08-31T19:00:44.056Z,2022-09-01T06:18:47Z,3749033529,178,,3747773077,155,,3747773083,141,23.0,3747773081,140,48.1,3747773085,212,14.2,3747773087,213,4.9,3747773079,56,Back,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897095,8,1,1,0,27,7vn2i2kd35zuetw6b38gw9jsz,1,48.2,22.2,2022-08-31T19:00:46.095Z,2022-09-01T06:18:59Z,3747773413,140,64.1,3749033723,178,,3747773419,213,5.7,3747773417,212,19.5,3747773415,141,7.4,3747773411,56,Right,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897119,9,1,1,0,33,7vn2i2kd35zuetw6b38gw9jsz,1,68.9,4.7,2022-08-31T19:00:52.232Z,2022-09-01T06:19:04Z,3747773549,141,3.2,3747773545,56,Right,3747773551,212,4.0,3749033835,178,,3747773547,140,72.6,3747773553,213,6.0,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897127,10,3,1,0,34,7vn2i2kd35zuetw6b38gw9jsz,0,73.2,3.1,2022-08-31T19:00:52.981Z,2022-09-01T06:19:11Z,3749033965,178,,3747773599,286,,3747773597,56,Right,3747773689,233,12,3748297017,465,,,,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897137,12,7,1,0,34,c8h9bw1l82s06h77xxrelzhur,1,26.8,96.9,2022-08-31T19:00:53.148Z,2022-09-01T06:19:15Z,3749034017,178,,3747773663,233,10,3748298401,384,,3747773647,285,,3747773645,56,Back,,,,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897143,13,49,1,0,36,c8h9bw1l82s06h77xxrelzhur,1,33.4,96.6,2022-08-31T19:00:54.931Z,2022-09-01T06:19:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897169,14,1,1,0,39,c8h9bw1l82s06h77xxrelzhur,0,45.3,88.1,2022-08-31T19:00:57.496Z,2022-09-01T06:19:31Z,3747773797,56,Left,3747773803,212,9.5,3747773805,213,0.1,3747773801,141,88.8,3747773799,140,54.3,3749034289,178,,,,,,,,5ch0r2awkzjfd4hv6kbw6c9gp,L. Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897191,11,61,1,0,39,7vn2i2kd35zuetw6b38gw9jsz,1,45.7,15.3,2022-08-31T19:00:57.911Z,2022-09-01T06:19:39Z,3747773899,56,Back,3749034401,388,,,,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897201,12,49,1,0,41,7vn2i2kd35zuetw6b38gw9jsz,1,34.2,25.2,2022-08-31T19:00:59.897Z,2022-09-01T06:19:54Z,,,,,,,,,,,,,,,,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897245,13,1,1,0,42,7vn2i2kd35zuetw6b38gw9jsz,1,33.4,25.2,2022-08-31T19:01:01.097Z,2022-09-01T06:19:58Z,3747774145,140,14.1,3747774149,212,22.1,3747774151,213,2.7,3749034739,178,,3747774143,56,Back,3747774147,141,38.2,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897281,14,1,1,0,45,7vn2i2kd35zuetw6b38gw9jsz,0,14.2,38.2,2022-08-31T19:01:03.369Z,2022-09-01T06:20:03Z,3749034805,178,,3747774337,141,18.6,3747774335,140,58.3,3747774341,213,6.0,3747774331,157,,3747774343,1,,3747774333,56,Right,3747774339,212,48.2,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897315,15,1,1,0,49,c8h9bw1l82s06h77xxrelzhur,0,42,81.2,2022-08-31T19:01:07.429Z,2022-09-01T06:20:09Z,3747774485,140,68.2,3747774489,212,27.9,3747774481,3,,3749034945,178,,3747774491,213,6.1,3747774483,56,Center,3747774487,141,74.7,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897363,15,1,1,0,51,7vn2i2kd35zuetw6b38gw9jsz,1,30.1,30.4,2022-08-31T19:01:09.485Z,2022-09-01T06:20:15Z,3747774729,212,28.8,3747774731,213,6.1,3747774723,56,Center,3747774721,3,,3747774725,140,57.1,3747774727,141,23.3,3749035065,178,,,,,7z5ugeh3ejhwa3c8tg7idkpud,J. Lascelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454134557,1053,83,1,0,53,c8h9bw1l82s06h77xxrelzhur,1,46.5,67.9,2022-08-31T19:01:11.547Z,2022-09-01T06:47:22Z,3749060105,399,219168,,,,,,,,,,,,,,,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897405,16,1,1,0,53,7vn2i2kd35zuetw6b38gw9jsz,1,56.2,23.4,2022-08-31T19:01:11.580Z,2022-09-01T06:20:19Z,3747774939,56,Back,3749035153,178,,3747774943,141,29.8,3747774941,140,45.7,3747774945,212,11.9,3747774947,213,2.8,,,,,,,7x6mnev1ob4u5ffmdsvusb4rt,A. Isak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897413,17,1,1,0,55,7vn2i2kd35zuetw6b38gw9jsz,1,39.7,26.7,2022-08-31T19:01:13.510Z,2022-09-01T06:20:24Z,3747774989,213,4.1,3747774985,141,16.1,3749035237,178,,3747774981,56,Back,3747774983,140,34.6,3747774987,212,9.0,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897453,18,1,1,0,56,7vn2i2kd35zuetw6b38gw9jsz,1,34.6,16.1,2022-08-31T19:01:15.168Z,2022-09-01T06:20:30Z,3747775183,141,30.9,3747775187,213,0.8,3747775179,56,Back,3747775185,212,13.7,3749035351,178,,3747775181,140,43.4,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897501,19,1,1,0,58,7vn2i2kd35zuetw6b38gw9jsz,1,43.7,34,2022-08-31T19:01:17.172Z,2022-09-01T06:20:34Z,3749035457,178,,3747775413,140,48.3,3747775421,1,,3747775419,213,1.4,3747775417,212,36.3,3747775411,56,Back,3747775415,141,86.9,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897577,20,1,1,1,2,7vn2i2kd35zuetw6b38gw9jsz,0,58.2,88.1,2022-08-31T19:01:20.643Z,2022-09-01T06:20:37Z,3747775795,212,39.7,3747775791,140,94.4,3749035529,178,,3747775797,213,6.0,3747775799,1,,3747775793,141,71.5,3747775789,56,Center,,,,7g5elxh8h34yj55h9heydhzv9,M. Targett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897573,16,52,1,1,5,c8h9bw1l82s06h77xxrelzhur,1,2.9,28.4,2022-08-31T19:01:24.089Z,2022-09-01T06:20:41Z,3748298981,376,,3749035605,178,,,,,,,,,,,,,,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897825,17,1,1,1,13,c8h9bw1l82s06h77xxrelzhur,0,15.9,29.9,2022-08-31T19:01:32.180Z,2022-09-01T06:20:45Z,3747776981,213,6.2,3747776973,56,Center,3747776979,212,76.4,3747776977,141,24.7,3747776983,1,,3747776975,140,88.6,3747776971,199,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897859,21,49,1,1,19,7vn2i2kd35zuetw6b38gw9jsz,1,9.8,87.1,2022-08-31T19:01:37.402Z,2022-09-01T06:50:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897881,22,1,1,1,22,7vn2i2kd35zuetw6b38gw9jsz,0,2.4,96.8,2022-08-31T19:01:40.544Z,2022-09-01T06:21:00Z,3747777273,56,Back,3747777281,213,6.2,3747777279,212,11.1,3747777277,141,95.6,3749035971,178,,3747777275,140,12.9,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897887,18,49,1,1,23,c8h9bw1l82s06h77xxrelzhur,1,88.3,3.8,2022-08-31T19:01:41.537Z,2022-09-01T06:21:04Z,,,,,,,,,,,,,,,,,,,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897947,19,1,1,1,25,c8h9bw1l82s06h77xxrelzhur,0,92.1,8.6,2022-08-31T19:01:43.839Z,2022-09-01T06:21:08Z,3747777589,212,22.3,3747777583,56,Center,3747777585,140,81.8,3749036131,178,,3747777591,213,2.1,3747777587,141,37.3,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897961,23,49,1,1,26,7vn2i2kd35zuetw6b38gw9jsz,1,21.4,64,2022-08-31T19:01:45.139Z,2022-09-01T06:21:13Z,,,,,,,,,,,,,,,,,,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897967,24,1,1,1,26,7vn2i2kd35zuetw6b38gw9jsz,0,21.4,64.8,2022-08-31T19:01:45.175Z,2022-09-01T06:21:17Z,3747777667,141,81.8,3747777665,140,25.3,3749036305,178,,3747777663,56,Back,3747777669,212,12.3,3747777671,213,1.2,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897975,20,49,1,1,28,c8h9bw1l82s06h77xxrelzhur,1,77.9,16.4,2022-08-31T19:01:46.658Z,2022-09-01T06:21:21Z,,,,,,,,,,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898015,21,1,1,1,28,c8h9bw1l82s06h77xxrelzhur,1,77.9,16.7,2022-08-31T19:01:47.311Z,2022-09-01T06:21:25Z,3747777845,140,66.4,3747777849,212,16.7,3747777851,213,2.4,3749036447,178,,3747777843,56,Center,3747777847,141,33.7,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898029,22,1,1,1,30,c8h9bw1l82s06h77xxrelzhur,1,66.4,33.7,2022-08-31T19:01:49.182Z,2022-09-01T06:21:28Z,3747777909,140,61.1,3747777917,212,6.9,3749036515,178,,3747777905,56,Center,3747777921,213,3.8,3747777913,141,27.8,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898065,23,1,1,1,32,c8h9bw1l82s06h77xxrelzhur,1,60.7,28.3,2022-08-31T19:01:50.682Z,2022-09-01T06:21:31Z,3747778107,212,18.9,3747778101,56,Center,3747778105,141,54.8,3747778103,140,55.4,3749036573,178,,3747778109,213,1.9,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898125,24,1,1,1,34,c8h9bw1l82s06h77xxrelzhur,1,55.4,54.8,2022-08-31T19:01:53.008Z,2022-09-01T06:21:34Z,3747778415,212,15.1,3747778411,141,76.8,3749036611,178,,3747778419,213,1.4,3747778407,140,57.4,3747778405,56,Center,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898157,25,1,1,1,38,c8h9bw1l82s06h77xxrelzhur,1,59.9,73.8,2022-08-31T19:01:56.430Z,2022-09-01T06:21:37Z,3747778577,56,Center,3747778583,212,14.2,3747778585,213,4.1,3747778581,141,57.0,3747778579,140,51.8,3749036675,178,,,,,,,,eziqega9e25bg939pfh4vjp3p,A. Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898195,26,1,1,1,39,c8h9bw1l82s06h77xxrelzhur,1,51.8,57,2022-08-31T19:01:58.275Z,2022-09-01T06:21:40Z,3749036723,178,,3747778791,140,61.7,3747778795,212,11.3,3747778797,213,5.9,3747778789,56,Center,3747778793,141,50.4,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898249,27,1,1,1,41,c8h9bw1l82s06h77xxrelzhur,1,57.5,50.7,2022-08-31T19:01:59.764Z,2022-09-01T06:21:44Z,3747779053,141,31.9,3747779059,213,4.4,3749036819,178,,3747779057,212,13.3,3747779049,56,Center,3747779051,140,54.0,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898287,28,1,1,1,44,c8h9bw1l82s06h77xxrelzhur,1,52.5,33.4,2022-08-31T19:02:03.152Z,2022-09-01T06:21:47Z,3747779233,140,44.7,3747779239,213,2.1,3749036861,178,,3747779237,212,16.7,3747779231,56,Back,3747779235,141,54.8,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898349,29,1,1,1,47,c8h9bw1l82s06h77xxrelzhur,1,37.4,58.8,2022-08-31T19:02:05.412Z,2022-09-01T06:21:51Z,3749036947,178,,3747779595,140,19.3,3747779597,141,40.0,3747779601,213,3.7,3747779599,212,22.9,3747779593,56,Back,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453898371,30,1,1,1,51,c8h9bw1l82s06h77xxrelzhur,1,21.1,37.7,2022-08-31T19:02:09.382Z,2022-09-01T06:22:52Z,3747779713,212,8.2,3749037963,178,,3747779707,56,Back,3747779709,140,21.5,3747779711,141,25.6,3747779715,213,4.8,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
