id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/17/value,qualifier/20/value
2493417145,1339,67,1,0,7,22doj4sgsocqpxw45h607udje,0,76.4,88.4,2022-12-26T12:31:12.569Z,2022-12-26T20:31:33Z,3957076743,233,913,,,,,,,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196397,5,1,1,0,7,7yx5dqhhphyvfisohikodajhv,0,22.5,9.2,2022-12-26T12:31:12.577Z,2022-12-26T20:50:33Z,3955878295,140,24.2,3955878299,212,1.8,3955878321,286,,3955878297,141,9.1,3955878301,213,6.2,3955878315,236,,3956975365,178,,3955878317,233,6,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,3955878293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196381,6,74,1,0,7,22doj4sgsocqpxw45h607udje,1,75.6,88.9,2022-12-26T12:31:12.596Z,2022-12-26T20:30:57Z,3956975453,178,,3955878237,285,,3955878235,56,Left,3955878337,233,5,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196393,7,49,1,0,8,22doj4sgsocqpxw45h607udje,1,76.9,91.2,2022-12-26T12:31:13.427Z,2022-12-26T19:28:28Z,,,,,,,,,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196419,8,61,1,0,12,22doj4sgsocqpxw45h607udje,0,85,91.2,2022-12-26T12:31:16.869Z,2022-12-26T19:28:37Z,3956975591,178,,3955878409,56,Left,,,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196429,6,50,1,0,14,7yx5dqhhphyvfisohikodajhv,1,16.2,11.8,2022-12-26T12:31:18.763Z,2022-12-26T19:29:07Z,3955878463,233,9,3955878455,56,Back,3955878457,285,,,,,,,,,,,,,,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196421,9,7,1,0,14,22doj4sgsocqpxw45h607udje,0,83.8,88.2,2022-12-26T12:31:19.639Z,2022-12-26T19:29:13Z,3956975855,178,,3955878419,286,,3956105825,383,,3955878417,56,Left,3955878459,233,6,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493197091,37,61,1,0,15,7yx5dqhhphyvfisohikodajhv,1,10.5,8.3,2022-12-26T12:31:20.372Z,2022-12-26T19:29:27Z,3955882563,56,Back,3956975991,389,,,,,,,,,,,,,,,,,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196439,7,49,1,0,17,7yx5dqhhphyvfisohikodajhv,1,18.3,7.9,2022-12-26T12:31:21.830Z,2022-12-26T20:34:25Z,,,,,,,,,,,,,,,,,,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493444415,1773,83,1,0,17,22doj4sgsocqpxw45h607udje,1,88,91.4,2022-12-26T12:31:22.038Z,2022-12-26T21:47:27Z,3957226167,399,207283,,,,,,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196445,8,1,1,0,20,7yx5dqhhphyvfisohikodajhv,1,18.3,7.9,2022-12-26T12:31:24.750Z,2022-12-26T19:30:03Z,3955878529,140,13.2,3955878533,212,6.3,3955878527,56,Back,3955878531,141,12.8,3955878535,213,2.6,3956976327,178,,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196449,9,1,1,0,21,7yx5dqhhphyvfisohikodajhv,0,13.2,12.8,2022-12-26T12:31:25.869Z,2022-12-29T12:36:00Z,3955878555,1,,3955878545,56,Back,3955878549,141,10.4,3955878547,140,26.3,3959361997,236,,3955878551,212,13.9,3959361999,233,12,3955878553,213,6.2,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,3955878543,157,,3956976401,178,3959362003,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196451,10,49,1,0,22,22doj4sgsocqpxw45h607udje,1,70.5,87.2,2022-12-26T12:31:27.249Z,2022-12-26T19:30:26Z,,,,,,,,,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196455,11,1,1,0,22,22doj4sgsocqpxw45h607udje,0,70.5,87.2,2022-12-26T12:31:27.302Z,2022-12-26T19:30:31Z,3955878579,140,81.0,3955878583,212,12.7,3955878577,56,Left,3956976653,178,,3955878581,141,96.6,3955878585,213,0.5,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493240029,764,49,1,0,24,7yx5dqhhphyvfisohikodajhv,1,25.3,3.2,2022-12-26T12:31:29.094Z,2022-12-26T19:30:41Z,,,,,,,,,,,,,,,,,,,,,,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196459,10,1,1,0,24,7yx5dqhhphyvfisohikodajhv,1,25,11.6,2022-12-26T12:31:29.137Z,2022-12-26T19:30:59Z,3955878611,141,15.2,3955878615,213,0.7,3955878607,56,Back,3956976971,178,,3955878609,140,27.7,3955878613,212,3.7,,,,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196467,12,1,1,0,25,7yx5dqhhphyvfisohikodajhv,0,27.7,15.2,2022-12-26T12:31:30.315Z,2022-12-26T19:31:06Z,3955878645,140,29.4,3955878655,233,12,3955878659,286,,3955878649,212,2.2,3955878647,141,13.4,3956977081,178,,3955878651,213,5.7,3955878643,56,Back,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,3955878653,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196465,12,74,1,0,25,22doj4sgsocqpxw45h607udje,1,74.9,91.1,2022-12-26T12:31:30.521Z,2022-12-26T19:31:10Z,3955878679,233,12,3955878641,285,,3956977173,178,,3955878639,56,Left,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196463,11,43,1,0,27,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-12-26T12:31:31.890Z,2022-12-26T15:04:17Z,3956117483,144,49,,,,,,,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196477,13,5,1,0,27,7yx5dqhhphyvfisohikodajhv,1,16.2,-1.1,2022-12-26T12:31:32.594Z,2022-12-26T19:31:27Z,3955878701,56,Back,3955878703,347,,3955878721,233,13,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196475,13,5,1,0,27,22doj4sgsocqpxw45h607udje,0,83.8,101.1,2022-12-26T12:31:32.594Z,2022-12-26T19:31:28Z,3955878699,347,,3955878697,56,Left,3955878725,233,13,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196513,14,1,1,0,41,7yx5dqhhphyvfisohikodajhv,0,19.4,0,2022-12-26T12:31:46.493Z,2022-12-26T19:31:32Z,3955878891,56,Back,3955878893,140,43.3,3955878899,213,0.5,3955878901,1,,3955878895,141,20.5,3955878889,107,,3955878897,212,29.3,,,,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196517,14,49,1,0,45,22doj4sgsocqpxw45h607udje,1,56.7,73,2022-12-26T12:31:50.062Z,2022-12-26T19:31:47Z,,,,,,,,,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196529,15,1,1,0,46,22doj4sgsocqpxw45h607udje,1,55.7,73,2022-12-26T12:31:50.708Z,2022-12-26T19:31:52Z,3955878977,213,3.7,3955878975,212,27.5,3956977797,178,,3955878969,56,Back,3955878973,141,50.9,3955878971,140,33.8,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196549,16,1,1,0,51,22doj4sgsocqpxw45h607udje,1,30.4,51.6,2022-12-26T12:31:56.573Z,2022-12-26T19:32:00Z,3955879085,213,2.1,3955879081,141,67.9,3956977841,178,,3955879077,56,Back,3955879079,140,23.9,3955879083,212,13.0,,,,,,,5gb7v3m0qisn24c7h49xn250p,J. Tanganga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196561,17,1,1,0,53,22doj4sgsocqpxw45h607udje,1,22.2,67.5,2022-12-26T12:31:58.686Z,2022-12-26T19:32:09Z,3955879163,212,18.9,3955879161,141,50.4,3955879159,140,8.0,3955879157,56,Back,3956977959,178,,3955879165,213,3.8,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196571,18,1,1,0,57,22doj4sgsocqpxw45h607udje,0,7.9,57,2022-12-26T12:32:01.903Z,2022-12-26T19:32:23Z,3955879203,213,0.3,3955879193,157,,3955879201,212,37.5,3955879197,140,42.3,3955879195,56,Back,3955879199,141,71.7,3956978165,178,,3955879205,1,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196581,15,1,1,0,59,7yx5dqhhphyvfisohikodajhv,1,55.1,28.7,2022-12-26T12:32:04.280Z,2022-12-26T19:32:37Z,3955879263,3,,3955879271,212,10.5,3956978427,388,,3955879267,140,63.4,3955879273,213,5.7,3955879269,141,20.2,3955879265,56,Right,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196583,16,1,1,1,0,7yx5dqhhphyvfisohikodajhv,0,63.4,20.2,2022-12-26T12:32:05.370Z,2022-12-26T19:33:01Z,3955879287,212,8.9,3955879289,213,0.9,3955879285,141,30.2,3956978881,178,,3955879279,168,,3955879283,140,68.8,3955879281,56,Center,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196601,19,1,1,1,2,22doj4sgsocqpxw45h607udje,1,31.1,63,2022-12-26T12:32:07.205Z,2022-12-26T19:33:12Z,3956979079,178,,3955879385,213,0.4,3955879383,212,16.7,3955879379,140,45.5,3955879375,3,,3955879381,141,73.3,3955879377,56,Back,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196605,20,1,1,1,6,22doj4sgsocqpxw45h607udje,0,41.5,67.3,2022-12-26T12:32:11.118Z,2022-12-26T19:33:22Z,3955879403,141,66.7,3955879401,140,41.2,3955879543,236,,3955879545,233,17,3955879407,213,4.1,3955879549,286,,3956979161,178,,3955879405,212,0.5,b9g4qurpll4wizajo95c406hh,H. Kane,3955879399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196633,17,74,1,1,6,7yx5dqhhphyvfisohikodajhv,1,60.2,34.6,2022-12-26T12:32:11.265Z,2022-12-26T19:33:28Z,3956979251,178,,3955879537,285,,3955879555,233,20,3955879535,56,Center,,,,,,,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196613,21,61,1,1,6,22doj4sgsocqpxw45h607udje,1,40.8,66.3,2022-12-26T12:32:11.352Z,2022-12-26T19:33:35Z,3955879449,56,Back,3956979343,178,,,,,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196637,18,49,1,1,7,7yx5dqhhphyvfisohikodajhv,1,62.7,33.7,2022-12-26T12:32:12.579Z,2022-12-26T19:33:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196641,19,1,1,1,7,7yx5dqhhphyvfisohikodajhv,1,62.7,33.7,2022-12-26T12:32:12.601Z,2022-12-26T19:33:54Z,3955879589,213,6.2,3955879585,141,32.3,3956979521,178,,3955879587,212,12.0,3955879581,56,Center,3955879583,140,74.1,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196647,20,1,1,1,8,7yx5dqhhphyvfisohikodajhv,1,68.2,28.5,2022-12-26T12:32:13.260Z,2022-12-26T19:34:00Z,3955879611,56,Center,3955879613,140,67.5,3955879615,141,33.8,3955879619,213,1.8,3955879617,212,3.7,3956979555,178,,,,,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196669,21,1,1,1,11,7yx5dqhhphyvfisohikodajhv,1,75.8,56.7,2022-12-26T12:32:16.638Z,2022-12-26T19:34:09Z,3956979627,178,,3955879725,56,Center,3955879729,141,71.1,3955879733,213,0.5,3955879727,140,92.1,3955879731,212,19.7,,,,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196673,22,1,1,1,14,7yx5dqhhphyvfisohikodajhv,0,95.1,74.7,2022-12-26T12:32:19Z,2022-12-26T19:34:22Z,3956143031,286,,3955879751,141,67.7,3956143025,233,22,3955879753,212,5.0,3955879745,155,,3955879755,213,4.4,3955879749,140,93.8,3955879747,56,Center,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,3956979771,178,,3956143021,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196655,22,74,1,1,14,22doj4sgsocqpxw45h607udje,1,8.4,30.6,2022-12-26T12:32:19.209Z,2022-12-26T19:34:51Z,3956980151,178,,3955879651,56,Back,3956980149,21,,3956143075,233,22,3956142973,285,,,,,,,,,,,31wf775s975qy3il33oora8k5,M. Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196683,23,6,1,1,15,7yx5dqhhphyvfisohikodajhv,1,92.7,68.6,2022-12-26T12:32:19.949Z,2022-12-26T19:35:02Z,3955879799,56,Center,3955879801,73,,3955879803,233,23,,,,,,,,,,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196671,23,6,1,1,15,22doj4sgsocqpxw45h607udje,0,7.3,31.4,2022-12-26T12:32:19.949Z,2022-12-26T19:35:02Z,3955879743,73,,3955879807,233,23,3955879741,56,Back,,,,,,,,,,,,,,,,31wf775s975qy3il33oora8k5,M. Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196799,24,1,1,1,55,7yx5dqhhphyvfisohikodajhv,1,99.5,99.5,2022-12-26T12:33:00.109Z,2022-12-26T19:35:09Z,3955880541,213,4.3,3955880527,6,,3955880525,2,,3955880529,155,,3956980363,178,,3956172571,20,,3955880531,223,,3955880533,56,Center,dtol82tjlq48bs0s70sisguz9,M. Jensen,3955880535,140,91.0,3955880539,212,3955880537,141,24.3,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196801,25,1,1,1,56,7yx5dqhhphyvfisohikodajhv,0,92.6,67.6,2022-12-26T12:33:01.320Z,2022-12-26T19:35:34Z,3955880551,56,Center,3956980723,388,,3955880553,140,93.5,3955880559,213,4.8,3955880549,168,,3955880555,141,46.8,3955880557,212,14.2,3955880547,3,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196807,24,12,1,1,57,22doj4sgsocqpxw45h607udje,1,6.1,53.2,2022-12-26T12:33:02.023Z,2022-12-26T19:35:43Z,3955880593,56,Back,3955880601,213,1.3,3955880597,141,76.6,3955880599,212,16.6,3955880619,15,,3955880595,140,10.5,3956980891,388,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196815,26,1,1,2,0,7yx5dqhhphyvfisohikodajhv,0,92.2,23.2,2022-12-26T12:33:05.482Z,2022-12-26T19:35:50Z,3955880683,56,Center,3955880691,213,0.8,3955880681,3,,3955880687,141,38.0,3955880685,140,100.0,3956980971,178,,3955880689,212,13.6,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493196821,25,5,1,2,2,22doj4sgsocqpxw45h607udje,1,-1,61.3,2022-12-26T12:33:06.855Z,2022-12-26T19:35:55Z,3955880703,233,27,3955880699,56,Back,3955880701,346,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
