id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/18/value
2494362313,406,61,1,0,5,48gk2hpqtsl6p9sx9kjhaydq4,1,66.5,91.7,2022-12-31T15:03:04.583Z,2022-12-31T22:32:34Z,3962267309,15,,3962267311,388,,3962059773,56,Left,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348617,7,1,1,0,6,48gk2hpqtsl6p9sx9kjhaydq4,0,73.4,79.6,2022-12-31T15:03:05.988Z,2022-12-31T22:33:29Z,3961986049,212,9.0,3961986047,141,82.8,3962267453,178,,3961986051,213,2.9,3961986045,140,65.1,3961986043,56,Left,,,,,,,9z2j13bl5yh4i1vyofautc9yi,W. Gnonto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348619,8,1,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,0,67.7,88.4,2022-12-31T15:03:07.367Z,2022-12-31T22:33:59Z,3962267585,178,,3961986063,213,5.1,3961986061,212,23.4,3961986055,56,Center,3961986057,140,75.1,3961986059,141,55.9,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348611,4,49,1,0,9,7vn2i2kd35zuetw6b38gw9jsz,1,24.9,42.4,2022-12-31T15:03:09.002Z,2022-12-31T22:34:08Z,,,,,,,,,,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348629,5,1,1,0,9,7vn2i2kd35zuetw6b38gw9jsz,0,24.9,42.4,2022-12-31T15:03:09.078Z,2022-12-31T22:34:12Z,3961986113,141,27.4,3961986111,140,45.0,3961986115,212,23.4,3961986109,56,Back,3961986107,157,,3961986117,213,5.8,3961986119,1,,3962267659,178,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348641,9,1,1,0,12,48gk2hpqtsl6p9sx9kjhaydq4,0,53,70.3,2022-12-31T15:03:11.841Z,2022-12-31T22:34:21Z,3961986189,141,72.7,3961986187,140,69.9,3961986191,212,17.8,3961986193,213,0.1,3962267689,388,,3961986185,56,Center,3961986183,3,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348651,6,61,1,0,14,7vn2i2kd35zuetw6b38gw9jsz,0,32.7,35.4,2022-12-31T15:03:13.293Z,2022-12-31T22:34:43Z,3962267765,15,,3962267767,388,,3961986229,56,Back,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348677,10,1,1,0,15,48gk2hpqtsl6p9sx9kjhaydq4,1,67,62.3,2022-12-31T15:03:15.049Z,2022-12-31T22:34:50Z,3961986327,56,Center,3961986329,140,65.4,3961986333,212,20.7,3961986331,141,31.9,3962267793,178,,3961986335,213,4.6,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348679,11,3,1,0,18,48gk2hpqtsl6p9sx9kjhaydq4,0,66.8,31.8,2022-12-31T15:03:17.323Z,2022-12-31T22:34:54Z,3961988939,233,7,3961986343,56,Center,3962236361,465,,3961986361,286,,3962267809,178,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348673,7,7,1,0,18,7vn2i2kd35zuetw6b38gw9jsz,0,33.2,68.2,2022-12-31T15:03:17.466Z,2022-12-31T22:35:17Z,3962267909,178,,3961988935,233,11,3961986321,285,,3961986319,56,Back,3962236367,384,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348689,12,49,1,0,20,48gk2hpqtsl6p9sx9kjhaydq4,1,55,44.8,2022-12-31T15:03:19.205Z,2022-12-31T22:35:22Z,,,,,,,,,,,,,,,,,,,,,,,,,ao2tl1brzen40y5leuuc3b5qt,A. Forshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348691,13,1,1,0,20,48gk2hpqtsl6p9sx9kjhaydq4,1,55.1,45.1,2022-12-31T15:03:19.388Z,2022-12-31T22:35:27Z,3961986425,213,2.0,3961986421,141,51.3,3961986417,56,Center,3961986419,140,53.4,3961986423,212,4.6,3962267955,178,,,,,,,,ao2tl1brzen40y5leuuc3b5qt,A. Forshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348719,14,1,1,0,20,48gk2hpqtsl6p9sx9kjhaydq4,1,53,51.3,2022-12-31T15:03:19.888Z,2022-12-31T22:35:32Z,3961986581,212,11.5,3961986583,213,0.7,3962267979,178,,3961986577,140,61.4,3961986579,141,62.1,3961986575,56,Center,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494403133,960,43,1,0,22,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-12-31T15:03:22.144Z,2023-01-01T01:01:16Z,3962277605,399,221399,3962299963,144,83,,,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348721,15,1,1,0,23,48gk2hpqtsl6p9sx9kjhaydq4,1,61.4,62.1,2022-12-31T15:03:22.811Z,2022-12-31T22:35:38Z,3961986587,56,Center,3961986589,140,59.6,3961986595,213,2.4,3961986591,141,64.5,3961986593,212,2.5,3962268011,178,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494350375,66,61,1,0,23,48gk2hpqtsl6p9sx9kjhaydq4,1,55.6,68.6,2022-12-31T15:03:22.977Z,2022-12-31T22:35:49Z,3962268075,178,,3961995639,56,Center,,,,,,,,,,,,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349381,45,43,1,0,24,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-12-31T15:03:23.341Z,2022-12-31T15:57:30Z,3961989655,286,0,3961989653,56,Center,3961989767,233,8,3962061339,144,50,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348729,8,43,1,0,24,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-12-31T15:03:23.342Z,2022-12-31T15:57:33Z,3962061363,144,7,3961989621,285,0,3961986629,56,Back,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348725,16,1,1,0,24,48gk2hpqtsl6p9sx9kjhaydq4,0,61.9,64.3,2022-12-31T15:03:23.849Z,2022-12-31T22:36:04Z,3961986605,141,84.2,3961986609,213,1.8,3961986607,212,14.0,3961986601,56,Left,3961986603,140,58.6,3962268131,178,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348745,9,49,1,0,25,7vn2i2kd35zuetw6b38gw9jsz,1,42.2,10.3,2022-12-31T15:03:25.058Z,2022-12-31T22:36:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348781,10,61,1,0,29,7vn2i2kd35zuetw6b38gw9jsz,0,61.1,4.9,2022-12-31T15:03:28.515Z,2022-12-31T22:36:26Z,3961986807,56,Right,3962268215,178,,,,,,,,,,,,,,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348789,17,49,1,0,31,48gk2hpqtsl6p9sx9kjhaydq4,1,28.6,92.7,2022-12-31T15:03:31.142Z,2022-12-31T22:36:36Z,,,,,,,,,,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348795,18,1,1,0,32,48gk2hpqtsl6p9sx9kjhaydq4,1,31.9,95.3,2022-12-31T15:03:31.250Z,2022-12-31T22:36:44Z,3961986875,141,90.6,3961986871,56,Back,3961986873,140,27.3,3962268299,178,,3961986879,213,3.7,3961986877,212,5.8,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348799,19,1,1,0,33,48gk2hpqtsl6p9sx9kjhaydq4,1,29.1,88.6,2022-12-31T15:03:33.071Z,2022-12-31T22:36:54Z,3961986905,213,3.7,3962268361,178,,3961986903,212,17.9,3961986901,141,75.4,3961986899,140,14.4,3961986897,56,Back,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348809,20,1,1,0,35,48gk2hpqtsl6p9sx9kjhaydq4,1,13.8,74.8,2022-12-31T15:03:35.188Z,2022-12-31T22:36:58Z,3961986925,213,4.0,3961986917,56,Back,3961986919,140,7.1,3961986923,212,10.6,3961986921,141,63.1,3962268401,178,,,,,,,,6clj9dk6hdeaomo6yi7vcsv6d,L. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348829,21,1,1,0,37,48gk2hpqtsl6p9sx9kjhaydq4,0,7.3,63.1,2022-12-31T15:03:36.480Z,2022-12-31T22:37:05Z,3961987025,213,0.4,3962236371,157,,3961987019,140,45.9,3961987017,56,Back,3961987023,212,44.7,3961987021,141,90.9,3962268431,178,,3961987027,1,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348851,11,1,1,0,41,7vn2i2kd35zuetw6b38gw9jsz,0,55.5,5.2,2022-12-31T15:03:40.653Z,2022-12-31T22:37:16Z,3961987133,140,64.0,3961987131,56,Right,3961987135,141,6.8,3962268479,388,,3961987139,213,0.1,3961987129,3,,3961987137,212,9.0,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348853,22,44,1,0,44,48gk2hpqtsl6p9sx9kjhaydq4,1,32.6,90.3,2022-12-31T15:03:43.208Z,2023-01-01T02:16:04Z,3961987147,285,,3961987189,233,12,3961987145,56,Back,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348861,12,44,1,0,44,7vn2i2kd35zuetw6b38gw9jsz,0,67.4,9.7,2022-12-31T15:03:43.209Z,2023-01-01T02:15:28Z,3961987225,233,22,3961987185,56,Right,3961987187,286,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348867,23,1,1,0,44,48gk2hpqtsl6p9sx9kjhaydq4,1,29.1,87.4,2022-12-31T15:03:43.269Z,2023-01-01T02:16:04Z,3961987209,56,Back,3961987211,140,41.0,3961987213,141,97.1,3961987215,212,14.1,3961987207,3,,3962268513,388,,3961987217,213,0.5,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348875,24,1,1,0,46,48gk2hpqtsl6p9sx9kjhaydq4,1,41.1,97.1,2022-12-31T15:03:45.455Z,2023-01-01T01:02:57Z,3962268585,178,,3961987267,212,8.2,3961987269,213,3.7,3961987261,56,Back,3961987263,140,34.5,3961987265,141,90.6,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348879,25,1,1,0,48,48gk2hpqtsl6p9sx9kjhaydq4,0,34.5,90.6,2022-12-31T15:03:47.477Z,2022-12-31T22:38:02Z,3961987281,141,93.9,3961987283,212,6.8,3961987285,213,0.3,3961987277,56,Back,3961987279,140,40.6,3961987293,286,,3961987287,236,,3961987289,233,13,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,3962268647,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348877,13,74,1,0,48,7vn2i2kd35zuetw6b38gw9jsz,1,61.5,11.4,2022-12-31T15:03:47.618Z,2022-12-31T22:38:08Z,3962268711,178,,3961987301,233,25,3961987273,56,Right,3961987275,285,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348883,14,49,1,0,48,7vn2i2kd35zuetw6b38gw9jsz,1,61.3,13.4,2022-12-31T15:03:47.810Z,2022-12-31T22:38:12Z,,,,,,,,,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348889,15,1,1,0,49,7vn2i2kd35zuetw6b38gw9jsz,1,61.3,13.4,2022-12-31T15:03:48.790Z,2022-12-31T22:38:24Z,3962268755,178,,3961987317,212,10.8,3961987319,213,1.7,3961987313,140,60.0,3961987311,56,Center,3961987315,141,29.2,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348891,16,1,1,0,50,7vn2i2kd35zuetw6b38gw9jsz,1,60,29.2,2022-12-31T15:03:49.576Z,2022-12-31T22:38:37Z,3961987331,213,6.1,3961987323,56,Center,3961987325,140,67.5,3962268809,178,,3961987327,141,27.0,3961987329,212,8.0,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348895,17,1,1,0,51,7vn2i2kd35zuetw6b38gw9jsz,1,67.5,27,2022-12-31T15:03:50.703Z,2022-12-31T22:38:40Z,3961987353,141,31.8,3961987351,140,64.9,3961987365,156,,3961987355,212,4.3,3961987349,56,Center,3962268823,178,,3961987357,213,2.3,,,,cjdycctu96jilvbvnl7ndh9sl,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348903,18,1,1,0,53,7vn2i2kd35zuetw6b38gw9jsz,1,65.9,37.3,2022-12-31T15:03:52.281Z,2022-12-31T22:38:44Z,3961987403,212,18.0,3961987401,141,61.8,3961987405,213,1.2,3961987399,140,72.3,3961987397,56,Center,3962268851,178,,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348905,19,3,1,0,56,7vn2i2kd35zuetw6b38gw9jsz,0,79.5,69.8,2022-12-31T15:03:55.380Z,2022-12-31T22:38:54Z,3962236377,464,,3961987411,286,,3961987467,233,26,3962268873,178,,3961987409,56,Center,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348911,26,7,1,0,56,48gk2hpqtsl6p9sx9kjhaydq4,0,20.5,30.2,2022-12-31T15:03:55.443Z,2022-12-31T22:38:58Z,3962236379,383,,3962268891,178,,3961987459,233,19,3961987437,56,Back,3961987439,285,,,,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348909,20,1,1,0,57,7vn2i2kd35zuetw6b38gw9jsz,0,80.1,63.1,2022-12-31T15:03:56.740Z,2022-12-31T22:39:05Z,3961987427,56,Center,3961987521,286,,3961987517,233,27,3961987515,236,,3961987429,140,82.2,3961987435,213,0.3,3961987431,141,64.0,3962268939,178,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,3961987433,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348921,27,74,1,0,57,48gk2hpqtsl6p9sx9kjhaydq4,1,20.5,23.9,2022-12-31T15:03:56.767Z,2022-12-31T22:39:16Z,3961987471,56,Back,3961987473,285,,3962268971,178,,3961987535,233,20,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348935,21,5,1,1,0,7vn2i2kd35zuetw6b38gw9jsz,1,79.5,101.4,2022-12-31T15:04:00.031Z,2022-12-31T22:39:19Z,3961987977,233,28,3961987555,56,Left,3961987557,347,,,,,,,,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494349009,28,5,1,1,0,48gk2hpqtsl6p9sx9kjhaydq4,0,20.5,-1.4,2022-12-31T15:04:00.031Z,2022-12-31T22:39:19Z,3961987989,233,21,3961987847,56,Back,3961987849,347,,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348981,22,1,1,1,11,7vn2i2kd35zuetw6b38gw9jsz,1,82.8,100,2022-12-31T15:04:11.121Z,2022-12-31T22:39:23Z,3961987757,212,8.8,3961987759,213,4.2,3961987751,56,Left,3961987753,140,78.9,3961987749,107,,3961987755,141,90.2,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
