id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2455373567,842,1,1,22,25,hzqh7z0mdl3v7gwete66syxp,1,15.1,76.9,2022-09-03T14:22:54.230Z,2022-09-03T22:38:28Z,3755660553,140,7.1,3755892523,178,,3755660555,141,50.9,3755660559,213,4.3,3755660557,212,19.6,3755660551,56,Back,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455373675,843,1,1,22,27,hzqh7z0mdl3v7gwete66syxp,1,9.3,49.3,2022-09-03T14:22:56.729Z,2022-09-03T22:38:31Z,3755661205,212,15.5,3755892637,178,,3755661201,140,17.4,3755661207,213,5.3,3755661203,141,30.3,3755661199,56,Back,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454949743,182,1,1,22,32,hzqh7z0mdl3v7gwete66syxp,1,24.4,39.4,2022-09-03T14:23:01.733Z,2022-09-03T22:39:13Z,3753377015,141,71.6,3753377011,56,Back,3753377017,212,21.9,3755894029,178,,3753377013,140,25.8,3753377021,213,1.5,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454949899,183,1,1,22,38,hzqh7z0mdl3v7gwete66syxp,1,41,70.7,2022-09-03T14:23:07.683Z,2022-09-03T22:39:24Z,3753377923,212,22.6,3753377917,56,Back,3753377919,140,32.4,3753377921,141,40.3,3753377925,213,4.3,3755894829,178,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950135,184,1,1,22,43,hzqh7z0mdl3v7gwete66syxp,1,42.2,34,2022-09-03T14:23:12.194Z,2022-09-03T22:39:26Z,3753379161,56,Right,3755894957,178,,3753379167,141,5.8,3753379169,212,28.9,3753379171,213,5.6,3753379163,140,62.8,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950193,185,1,1,22,49,hzqh7z0mdl3v7gwete66syxp,1,63,37.6,2022-09-03T14:23:18.545Z,2022-09-03T22:39:30Z,3753379459,140,53.9,3753379457,56,Center,3755895137,178,,3753379463,212,18.3,3753379461,141,60.6,3753379465,213,2.1,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950337,186,1,1,22,52,hzqh7z0mdl3v7gwete66syxp,1,54.1,63.2,2022-09-03T14:23:21.359Z,2022-09-03T22:39:35Z,3753380223,212,31.0,3753380219,140,75.2,3753380217,56,Left,3753380225,213,0.8,3755895343,178,,3753380221,141,95.1,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950375,187,1,1,22,56,hzqh7z0mdl3v7gwete66syxp,1,81.8,91.7,2022-09-03T14:23:25.609Z,2022-09-03T22:39:44Z,3755895667,178,,3753380447,213,6.2,3753380441,140,93.7,3753380445,212,12.5,3753380439,56,Left,3753380443,141,90.9,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950409,188,1,1,22,57,hzqh7z0mdl3v7gwete66syxp,0,94,90.8,2022-09-03T14:23:26.789Z,2022-09-03T22:39:57Z,3754985193,386,,3753380647,141,86.7,3755896227,178,,3753380649,212,2.9,3754985191,225,,3754985195,72,,3753380651,213,4.4,3753380641,155,,bgc1psqiv7vagmphfl920nbah,A. Robinson,3753380645,140,3753380643,56,Left,3753380639,2,,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,,
2454950385,236,61,1,22,57,22doj4sgsocqpxw45h607udje,1,5.8,16.2,2022-09-03T14:23:26.929Z,2022-09-03T22:40:05Z,3753380493,56,Back,3755896563,178,,,,,,,,,,,,,,,,,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455431439,1287,43,1,22,58,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:23:28.020Z,2022-09-03T23:19:41Z,3755983671,233,1339,3755984045,144,67,,,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455431551,1290,67,1,22,58,hzqh7z0mdl3v7gwete66syxp,1,91.4,61.7,2022-09-03T14:23:28.020Z,2022-09-04T00:32:59Z,3755984357,233,1342,,,,,,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455431433,1339,43,1,22,58,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:23:28.021Z,2022-09-03T23:19:41Z,3755984043,144,67,3755983683,233,1287,,,,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455431545,1342,67,1,22,58,22doj4sgsocqpxw45h607udje,0,8.6,38.3,2022-09-03T14:23:28.021Z,2022-09-03T23:19:47Z,3755984373,233,1290,,,,,,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950505,189,13,1,22,58,hzqh7z0mdl3v7gwete66syxp,1,91.2,62,2022-09-03T14:23:28.024Z,2022-09-04T00:33:00Z,3755897307,178,,3753385277,102,74.6,3753385309,328,,3753385307,103,22.2,3753385311,458,,3754986339,17,,3753385315,230,99.0,3753383911,22,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,3753381109,56,3753385275,73,,3753385319,231,52.7,3753384581,20,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2454950555,190,5,1,22,59,hzqh7z0mdl3v7gwete66syxp,0,100.5,65.4,2022-09-03T14:23:29.065Z,2022-09-03T22:40:27Z,3753381373,56,Center,3753381557,233,238,3753381375,346,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950541,238,5,1,22,59,22doj4sgsocqpxw45h607udje,1,-0.5,34.6,2022-09-03T14:23:29.065Z,2022-09-03T22:40:27Z,3753381465,233,190,3753381285,346,,3753381283,56,Back,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454950527,237,43,1,23,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:23:29.513Z,2022-09-03T14:23:45Z,3753381205,56,Back,3753381209,141,40.1,3753381207,140,8.2,3753381213,213,6.0,3753384081,144,12,3753381211,212,0.8,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454951617,192,27,1,23,39,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:24:08.860Z,2022-09-03T22:40:36Z,3753387567,53,bgc1psqiv7vagmphfl920nbah,3753387565,41,Injury,3753404785,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454951367,239,27,1,23,39,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:24:08.860Z,2022-09-03T22:40:37Z,3753404717,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954507,193,28,1,25,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:25:29.761Z,2022-09-04T00:34:20Z,3753403173,55,192,3753403459,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954535,240,28,1,25,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:25:29.761Z,2022-09-04T00:34:20Z,3753403375,233,193,3753403317,55,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954595,241,1,1,25,1,22doj4sgsocqpxw45h607udje,1,4.4,49.9,2022-09-03T14:25:30.581Z,2022-09-03T22:40:43Z,3753403679,140,17.2,3753403681,141,68.5,3753403675,124,,3753403677,56,Back,3753403689,237,,3753403685,213,0.8,3753403683,212,18.5,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455476809,1530,43,1,25,6,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:25:35.252Z,2022-09-04T00:34:11Z,3756239819,178,0,3756239981,144,82,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954737,242,1,1,25,6,22doj4sgsocqpxw45h607udje,1,21.9,67.6,2022-09-03T14:25:35.464Z,2022-09-03T22:40:48Z,3753404531,141,38.9,3753404535,213,5.2,3753404527,56,Back,3755898305,178,,3753404533,212,22.0,3753404529,140,31.5,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954795,243,1,1,25,11,22doj4sgsocqpxw45h607udje,1,44.4,34.9,2022-09-03T14:25:40.949Z,2022-09-03T22:41:07Z,3753404837,213,1.5,3753404831,140,45.9,3753404835,212,19.1,3755899077,178,,3753404833,141,62.9,3753404829,56,Back,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954881,244,1,1,25,14,22doj4sgsocqpxw45h607udje,1,48.1,65.5,2022-09-03T14:25:43.192Z,2022-09-03T22:41:09Z,3755899149,178,,3753405293,140,64.0,3753405289,56,Left,3753405301,141,96.3,3753405307,212,26.8,3753405309,213,0.9,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454954941,245,1,1,25,17,22doj4sgsocqpxw45h607udje,1,69.9,94.7,2022-09-03T14:25:46.899Z,2022-09-03T22:41:13Z,3753405713,140,60.4,3753405715,141,81.4,3755899349,178,,3753405719,213,3.9,3753405711,56,Left,3753405717,212,13.5,,,,,,,cag3gzjcv8erx3zpp2lidzcvd,R. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955039,246,1,1,25,19,22doj4sgsocqpxw45h607udje,1,58.7,78.8,2022-09-03T14:25:48.955Z,2022-09-03T22:41:18Z,3753406257,213,4.3,3753406253,212,17.1,3753406249,141,55.8,3753406245,56,Center,3753406247,140,52.1,3755899467,178,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955211,247,1,1,25,22,22doj4sgsocqpxw45h607udje,1,52.8,56,2022-09-03T14:25:51.622Z,2022-09-03T22:41:21Z,3753407253,140,60.8,3753407255,141,19.5,3753407259,213,5.0,3753407257,212,26.2,3753407251,56,Right,3755899599,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955381,248,1,1,25,28,22doj4sgsocqpxw45h607udje,1,70.9,13.5,2022-09-03T14:25:57.209Z,2022-09-03T22:41:26Z,3755899687,178,,3753408101,213,0.3,3753408097,141,22.8,3753408093,56,Center,3753408095,140,93.1,3753408099,212,24.2,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955389,249,61,1,25,31,22doj4sgsocqpxw45h607udje,0,94.2,25.2,2022-09-03T14:26:00.564Z,2022-09-03T22:41:41Z,3755900233,178,,3753408147,56,Center,,,,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955489,194,12,1,25,32,hzqh7z0mdl3v7gwete66syxp,1,3.6,74,2022-09-03T14:26:01.592Z,2022-09-03T22:41:46Z,3753408691,213,6.2,3755900445,178,,3753408675,56,Back,3753408687,212,20.9,3753408679,140,23.5,3753408683,141,72.8,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955617,250,1,1,25,36,22doj4sgsocqpxw45h607udje,1,68.7,25.5,2022-09-03T14:26:05.127Z,2022-09-03T22:41:49Z,3753409373,141,30.7,3753409367,56,Center,3753409371,140,56.9,3753409377,213,2.9,3753409375,212,12.9,3755900555,178,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955699,251,1,1,25,39,22doj4sgsocqpxw45h607udje,1,59.2,33,2022-09-03T14:26:08.206Z,2022-09-03T22:41:52Z,3753409811,140,59.3,3753409817,213,1.6,3753409815,212,22.9,3753409809,56,Center,3755900641,178,,3753409813,141,66.7,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955821,252,1,1,25,42,22doj4sgsocqpxw45h607udje,1,60.6,67.3,2022-09-03T14:26:11.174Z,2022-09-03T22:41:56Z,3753410421,141,56.0,3753410425,213,5.3,3753410419,140,65.1,3753410415,56,Center,3753410423,212,9.0,3755900791,178,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454955983,253,1,1,25,44,22doj4sgsocqpxw45h607udje,1,65.4,50.7,2022-09-03T14:26:13.534Z,2022-09-03T22:41:59Z,3753411079,56,Center,3753411087,213,6.2,3753411081,140,89.7,3753411085,212,25.7,3753411077,155,,3755900957,178,,3753411083,141,46.8,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455451777,1447,43,1,25,47,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:26:16.900Z,2022-09-03T23:51:17Z,3756104789,144,82,3756104585,178,0,,,,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455452287,1374,83,1,25,47,hzqh7z0mdl3v7gwete66syxp,1,14.9,50.5,2022-09-03T14:26:16.971Z,2022-09-03T23:51:55Z,3756107513,399,212319,,,,,,,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956013,254,1,1,25,47,22doj4sgsocqpxw45h607udje,1,92.7,48.7,2022-09-03T14:26:16.985Z,2022-09-03T23:51:26Z,3753411263,141,47.8,3753411259,56,Center,3755901185,178,,3753411261,140,89.2,3753411265,212,3.7,3753411269,213,3.3,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454957949,202,45,1,25,49,hzqh7z0mdl3v7gwete66syxp,0,11.4,50.1,2022-09-03T14:26:18.102Z,2022-09-03T22:42:32Z,3753422163,56,Back,3753422165,285,,3753422693,233,265,,,,,,,,,,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454957987,265,3,1,25,49,22doj4sgsocqpxw45h607udje,1,88.6,49.9,2022-09-03T14:26:18.102Z,2022-09-03T22:42:31Z,3753422359,286,,3753422613,233,202,3753422357,56,Center,3754989351,464,,3755902265,178,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956021,255,3,1,25,49,22doj4sgsocqpxw45h607udje,0,89,53.1,2022-09-03T14:26:18.819Z,2022-09-03T22:43:10Z,3755025205,464,,3755903031,178,,3753411323,56,Center,3753411325,286,,3753411801,233,195,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956079,195,7,1,25,49,hzqh7z0mdl3v7gwete66syxp,0,11,46.9,2022-09-03T14:26:18.915Z,2022-09-03T22:43:00Z,3753411615,56,Back,3753411617,285,,3753411655,233,255,3755025705,384,,3755903441,178,,,,,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454959731,268,61,1,25,49,22doj4sgsocqpxw45h607udje,1,87.8,53.7,2022-09-03T14:26:18.969Z,2022-09-03T22:43:03Z,3755903595,178,,3753432093,56,Center,,,,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956035,256,43,1,25,50,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:26:19.159Z,2022-09-03T14:27:00Z,3753411389,56,Center,3753418713,144,61,,,,,,,,,,,,,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956175,196,12,1,25,51,hzqh7z0mdl3v7gwete66syxp,1,10.5,46,2022-09-03T14:26:20.274Z,2022-09-03T22:43:41Z,3753412231,141,42.5,3753412227,56,Back,3753412229,140,19.9,3753412233,212,10.2,3753412235,213,6.0,3755905493,178,,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455433305,1412,67,1,25,53,22doj4sgsocqpxw45h607udje,1,79.7,58.4,2022-09-03T14:26:22.142Z,2022-09-04T00:33:00Z,3755994131,233,1323,,,,,,,,,,,,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455433303,1323,67,1,25,53,hzqh7z0mdl3v7gwete66syxp,0,20.3,41.6,2022-09-03T14:26:22.143Z,2022-09-03T23:22:56Z,3755994149,233,1412,,,,,,,,,,,,,,,,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956147,257,1,1,25,53,22doj4sgsocqpxw45h607udje,0,79.5,57.1,2022-09-03T14:26:22.153Z,2022-09-04T00:33:01Z,3753412063,141,58.3,3753412059,140,80.2,3755905989,178,,3753412067,212,1.1,3753412069,213,0.8,3753412385,286,,3753412379,236,,3753412381,233,197,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,3753412055,56,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,
2454956189,197,74,1,25,53,hzqh7z0mdl3v7gwete66syxp,1,19.9,41.7,2022-09-03T14:26:22.216Z,2022-09-03T22:43:56Z,3753412317,285,,3753412485,233,257,3753412313,56,Back,3755906193,178,,,,,,,,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956331,258,1,1,25,57,22doj4sgsocqpxw45h607udje,1,91.4,68.1,2022-09-03T14:26:26.222Z,2022-09-03T22:44:12Z,3753413087,212,3.8,3753413079,56,Center,3753413085,141,72.0,3753413089,213,2.4,3755906839,178,,3753413083,140,88.8,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956349,198,45,1,25,58,hzqh7z0mdl3v7gwete66syxp,0,10.6,24.1,2022-09-03T14:26:27.639Z,2022-09-03T23:33:18Z,3753413473,233,259,3753413173,56,Back,3753413175,285,,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956375,259,3,1,25,58,22doj4sgsocqpxw45h607udje,1,89.4,75.9,2022-09-03T14:26:27.639Z,2022-09-03T23:33:18Z,3755907203,178,,3755028861,464,,3753413373,233,198,3753413299,56,Center,3753413301,286,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455433733,1337,43,1,25,58,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:26:28.067Z,2022-09-03T23:23:58Z,3755997017,144,83,3755996591,399,85971,,,,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956435,260,1,1,26,1,22doj4sgsocqpxw45h607udje,1,96.4,81,2022-09-03T14:26:30.419Z,2022-09-03T22:44:25Z,3753413657,213,1.7,3753413653,212,6.8,3753413649,141,90.9,3753413645,56,Left,3753413647,140,95.3,3755907495,178,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956511,261,1,1,26,2,22doj4sgsocqpxw45h607udje,0,96.2,90.8,2022-09-03T14:26:31.673Z,2022-09-03T22:44:35Z,3755907889,178,,3753414073,56,Center,3753414075,140,91.7,3753414071,155,,3755029451,72,,3753414069,2,,3755029449,224,,3753414079,212,31.2,cag3gzjcv8erx3zpp2lidzcvd,R. Sessegnon,3753414081,213,3753414077,141,45.5,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,
2454956537,199,44,1,26,4,hzqh7z0mdl3v7gwete66syxp,1,9.4,53.4,2022-09-03T14:26:33.469Z,2022-09-04T00:33:01Z,3753414189,285,,3753414285,233,262,3753414187,56,Back,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956519,262,44,1,26,4,22doj4sgsocqpxw45h607udje,0,90.6,46.6,2022-09-03T14:26:33.470Z,2022-09-03T22:44:39Z,3753414113,286,,3753414111,56,Center,3753414353,233,199,,,,,,,,,,,,,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956591,200,12,1,26,4,hzqh7z0mdl3v7gwete66syxp,1,10.8,52.5,2022-09-03T14:26:33.516Z,2022-09-04T00:33:01Z,3753414463,212,20.6,3753414459,141,53.1,3753414455,140,30.4,3753414695,15,,3753414465,213,0.0,3753414453,56,Back,3755908069,388,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956705,201,4,1,26,7,hzqh7z0mdl3v7gwete66syxp,1,29,52.4,2022-09-03T14:26:36.493Z,2022-09-03T22:45:05Z,3753414999,56,Back,3753414997,13,,3753415323,233,263,3753415003,265,,3753415005,285,,3753415001,152,,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956751,263,4,1,26,7,22doj4sgsocqpxw45h607udje,0,71,47.6,2022-09-03T14:26:36.494Z,2022-09-03T22:45:04Z,3755908983,178,,3753415335,233,201,3753415269,13,,3753415271,56,Center,3753415277,286,,3753415275,265,,3753415273,152,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454956981,264,17,1,26,16,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:26:45.590Z,2022-09-03T22:45:06Z,3753416555,392,,3753416553,31,,3753416557,13,243,,,,,,,,,,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454958675,203,27,1,26,57,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:27:26.648Z,2022-09-03T22:48:33Z,3753500019,233,266,3753426283,53,bgc1psqiv7vagmphfl920nbah,3753426281,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454958155,266,27,1,26,57,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:27:26.648Z,2022-09-03T22:48:34Z,3753499907,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454961055,206,28,1,27,41,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:28:10.444Z,2022-09-03T22:46:17Z,3753439357,55,203,3753500099,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454959611,267,28,1,27,41,22doj4sgsocqpxw45h607udje,1,0,0,2022-09-03T14:28:10.444Z,2022-09-03T22:46:17Z,3753500067,233,206,3753431429,55,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454960727,204,18,1,28,13,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-09-03T14:28:42.985Z,2022-09-03T22:49:34Z,3753437605,55,205,3753437503,59,33,3753437499,41,,3753437501,44,Defender,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
