id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/15/value,qualifier/18/value,qualifier/17/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2448368409,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-08-20T13:00:03.148Z,2022-08-20T14:01:30Z,3718351591,59,"1, 27, 2, 25, 18, 6, 17, 10, 9, 22, 7, 4, 8, 11, 14, 20, 24, 26, 31, 33",3718351595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718351597,194,7o49rb7fgi2ml87up7hh2z0t1,3718351599,197,16498,3718351593,130,7,3718351601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718351589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718351587,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 6icypdqtfk2k81ax0i49j5xpl, 6tma6gvgf6xphc5gm2el35vbp, enyatxtjef9lacem6c8cc1mmt, 7o49rb7fgi2ml87up7hh2z0t1, drwacyyicuhy3heg4j0ipqj85, a1yoz8f4985o166nzcyigpj2t, 6v1o4s2acog9guff3folo1jh1, 2bkp1lcaxmvwoanxwo0775cdl, 18paf5a7rfe4kutxjl4cwd695, ayyswiouwrh2yn1j75owovob9, eo4uva2gnx08xdazfaqzyz2dx, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, otz9c2ifww514ummo10nfoix, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, bm9qgspytvdwy514kk6ytztg5, 70jmsf551d1sspqnm8t5lrch5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448368417,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-08-20T13:00:04.879Z,2022-08-20T14:01:57Z,3718351637,30,"8jw1c54yfsk2m13uyl5yi5hm2, 2uiza5b6fbum38chxtvmnkzqh, e382powtgetwn8npxf9nqeaga, dgjl6ks0r7lbh09fe8cuwj7ro, 7zkku0gboniozaks9yx0ous8a, 2r1u01vlym0nwcwx86bwbuusq, 37bmb84zex63yoipqwj01bcgl, 7r6vds5j65fohi1k28cnqjqvp, 1qcj2upaz0xa98zkc835djo8a, 6tckvu2rw7ns18dq7dim0sout, dusjrdiyxfadenwx4pjr7catx, d3p7p18i2ybzlwz5p5gjdd239, 4042kk7ylrs378rh26b7mh42x, cuqawmfekh86mgo758udxw7v9, 59ujnkvl7rlffomi2bqpsmbpx, axnmil0bg1giwhoa31tks7ljp, 6xdgasd4dvfgg4n23jw38473d, 2oijcg6e36mwy3ie1num5wclx, 1tbc8iokapjgu8zjrc1knq28l, 9tdb905kq5becch102boicdex",3718351647,130,8,3718351649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718351655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718351645,59,"31, 2, 19, 45, 37, 22, 7, 8, 18, 24, 9, 1, 4, 6, 10, 17, 27, 32, 35, 43",3718351653,197,425,3718351641,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718351651,194,7r6vds5j65fohi1k28cnqjqvp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401517,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-08-20T14:00:12.217Z,2022-08-20T14:00:14Z,3718508667,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401535,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-08-20T14:00:12.217Z,2022-08-20T21:24:21Z,3718508737,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448452391,203,43,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-08-20T14:00:12.317Z,2022-08-20T15:09:42Z,3719116051,144,1,3718775601,141,69.6,3718775597,56,Back,3718775599,140,45.9,3718775605,213,1.8,3718775603,212,9.8,,,,,,,1qcj2upaz0xa98zkc835djo8a,S. Mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401543,3,1,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,50.4,50,2022-08-20T14:00:12.337Z,2022-08-20T21:37:40Z,3718508777,141,50.7,3718508779,212,4.2,3718508775,140,46.4,3718508781,213,3.0,3718508773,56,Back,3720944409,178,,3718508783,279,S,,,,dusjrdiyxfadenwx4pjr7catx,A. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401593,4,1,1,0,2,d5ydtvt96bv7fq04yqm2w2632,0,47.2,49.3,2022-08-20T14:00:14.946Z,2022-08-20T21:37:44Z,3718509051,212,46.5,3718509053,213,0.2,3718509043,155,,3720944539,178,,3718509045,56,Center,3718509055,1,,3718509049,141,61.8,3718509047,140,90.7,1qcj2upaz0xa98zkc835djo8a,S. Mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401597,3,52,1,0,5,avxknfz4f6ob0rv9dbnxdzde0,1,7.2,33.4,2022-08-20T14:00:18.118Z,2022-08-20T21:37:47Z,3720944637,178,,3719730385,377,,,,,,,,,,,,,,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401693,4,1,1,0,7,avxknfz4f6ob0rv9dbnxdzde0,1,9.7,25,2022-08-20T14:00:19.279Z,2022-08-20T21:37:51Z,3720944747,178,,3718509525,56,Back,3718509527,140,29.2,3718509529,141,4.6,3718509523,123,,3718509531,212,24.7,3718509533,213,5.7,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401725,5,1,1,0,10,avxknfz4f6ob0rv9dbnxdzde0,1,34.3,6.2,2022-08-20T14:00:23.089Z,2022-08-20T21:37:54Z,3718509651,141,16.4,3720944837,178,,3718509647,56,Back,3718509649,140,45.5,3718509655,213,0.5,3718509653,212,13.7,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
