id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2476981965,6,1,1,0,19,1pse9ta7a45pi2w2grjim70ge,1,45.8,95.9,2022-10-24T19:01:11.089Z,2022-10-25T04:21:36Z,3870459085,56,Back,3870459091,212,5.8,3870459087,140,42.5,3870459093,213,4.1,3870459083,3,,3870887829,388,,3870459089,141,89.0,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476981975,7,1,1,0,21,1pse9ta7a45pi2w2grjim70ge,1,40.7,91.2,2022-10-24T19:01:13.025Z,2022-10-25T04:21:40Z,3870459149,212,4.0,3870459151,213,5.8,3870887853,178,,3870459143,56,Back,3870459147,141,88.7,3870459145,140,44.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476981981,8,1,1,0,21,1pse9ta7a45pi2w2grjim70ge,0,44.1,88.7,2022-10-24T19:01:13.704Z,2022-10-25T04:21:47Z,3870459169,212,9.1,3870887897,178,,3870459171,213,1.9,3870459163,56,Back,3870459165,140,41.2,3870459167,141,100.0,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982021,4,5,1,0,23,4txjdaqveermfryvbfrr4taf7,1,59,-1.2,2022-10-24T19:01:15.176Z,2022-10-25T04:21:49Z,3870459341,56,Right,3870459353,233,9,3870459343,347,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476981983,9,5,1,0,23,1pse9ta7a45pi2w2grjim70ge,0,41,101.2,2022-10-24T19:01:15.176Z,2022-10-25T04:21:49Z,3870459361,233,4,3870459175,347,,3870459173,56,Back,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982035,5,1,1,0,28,4txjdaqveermfryvbfrr4taf7,1,57.6,0,2022-10-24T19:01:20.593Z,2022-10-25T04:22:10Z,3870459423,212,22.5,3870459427,213,2.8,3870459419,140,37.3,3870459421,141,9.7,3870459431,1,,3870459415,107,,3870459417,56,Back,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982061,6,1,1,0,31,4txjdaqveermfryvbfrr4taf7,1,37.3,10.7,2022-10-24T19:01:23.094Z,2022-10-25T04:22:12Z,3870459569,140,31.7,3870459573,212,27.4,3870459565,56,Back,3870888151,178,,3870459575,213,1.8,3870459571,141,50.0,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982079,7,1,1,0,34,4txjdaqveermfryvbfrr4taf7,1,32,49.7,2022-10-24T19:01:26.231Z,2022-10-25T04:22:15Z,3870459661,140,34.7,3870459665,212,17.8,3870459667,213,4.9,3870459659,56,Back,3870888199,178,,3870459663,141,23.9,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982105,8,1,1,0,36,4txjdaqveermfryvbfrr4taf7,1,35.2,22,2022-10-24T19:01:28.736Z,2022-10-25T04:22:24Z,3870459779,212,12.4,3870888363,178,,3870459783,213,5.1,3870459773,56,Back,3870459777,141,5.0,3870459775,140,39.4,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982109,9,1,1,0,38,4txjdaqveermfryvbfrr4taf7,0,39.6,4.3,2022-10-24T19:01:30.819Z,2022-10-25T04:22:30Z,3870459815,140,42.4,3870459817,141,4.0,3870459813,56,Back,3870460021,236,,3870460027,286,,3870888461,178,,3870459821,213,6.2,3870460023,233,10,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,3870459819,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982139,10,74,1,0,38,1pse9ta7a45pi2w2grjim70ge,1,58.8,92.7,2022-10-24T19:01:30.836Z,2022-10-25T04:22:48Z,3870459971,56,Left,3870888623,178,,3870459973,285,,3870460033,233,9,,,,,,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982195,10,5,1,0,39,4txjdaqveermfryvbfrr4taf7,1,41.6,-2,2022-10-24T19:01:30.979Z,2022-10-25T04:23:19Z,3870460297,347,,3870460295,56,Back,3870460311,233,11,,,,,,,,,,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982151,11,5,1,0,39,1pse9ta7a45pi2w2grjim70ge,0,58.4,102,2022-10-24T19:01:30.979Z,2022-10-25T04:23:19Z,3870460039,347,,3870460321,233,10,3870460037,56,Left,,,,,,,,,,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982201,11,1,1,0,48,4txjdaqveermfryvbfrr4taf7,1,35,0,2022-10-24T19:01:40.677Z,2022-10-25T04:23:28Z,3870460357,107,,3870460363,141,5.0,3870460359,56,Back,3870460367,213,2.7,3870460361,140,26.1,3870460365,212,10.2,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982223,12,1,1,0,51,4txjdaqveermfryvbfrr4taf7,1,26.8,6.8,2022-10-24T19:01:43.535Z,2022-10-25T04:23:28Z,3870460511,140,25.2,3870460515,212,29.4,3870460517,213,1.6,3870888915,178,,3870460513,141,49.9,3870460509,56,Back,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982257,13,1,1,0,54,4txjdaqveermfryvbfrr4taf7,1,25.8,52.1,2022-10-24T19:01:46.144Z,2022-10-25T04:23:35Z,3870460705,140,31.9,3870460707,141,91.1,3870460711,213,1.3,3870460703,56,Back,3870888983,178,,3870460709,212,27.3,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982271,14,1,1,0,57,4txjdaqveermfryvbfrr4taf7,1,31.2,88.4,2022-10-24T19:01:49.650Z,2022-10-25T04:23:38Z,3870460809,140,29.4,3870889011,178,,3870460811,141,72.3,3870460815,213,4.5,3870460813,212,11.1,3870460807,56,Back,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982291,15,1,1,1,0,4txjdaqveermfryvbfrr4taf7,1,30.3,72.2,2022-10-24T19:01:51.863Z,2022-10-25T04:23:42Z,3870889039,178,,3870460913,212,12.6,3870460907,56,Back,3870460915,213,1.3,3870460911,141,90.0,3870460909,140,33.7,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982303,16,1,1,1,2,4txjdaqveermfryvbfrr4taf7,1,34.8,90.6,2022-10-24T19:01:54.812Z,2022-10-25T04:23:46Z,3870460993,213,0.1,3870460985,56,Back,3870460991,212,8.3,3870460987,140,42.7,3870460989,141,91.7,3870889079,178,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982309,17,1,1,1,5,4txjdaqveermfryvbfrr4taf7,1,42.1,92.1,2022-10-24T19:01:56.896Z,2022-10-25T04:23:47Z,3870461033,213,3.9,3870889085,178,,3870461031,212,6.8,3870461029,141,84.9,3870461025,56,Back,3870461027,140,37.6,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982315,18,1,1,1,5,4txjdaqveermfryvbfrr4taf7,1,37.6,84.9,2022-10-24T19:01:57.087Z,2022-10-25T04:23:54Z,3870461069,212,9.6,3870461061,56,Back,3870461065,141,95.6,3870461071,213,2.3,3870889153,178,,3870461063,140,31.7,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982331,19,1,1,1,7,4txjdaqveermfryvbfrr4taf7,1,31.3,93.5,2022-10-24T19:01:59.003Z,2022-10-25T04:23:58Z,3870461165,213,4.2,3870461161,141,70.7,3870461157,56,Back,3870889197,178,,3870461159,140,22.9,3870461163,212,17.8,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982339,20,1,1,1,9,4txjdaqveermfryvbfrr4taf7,1,19.9,67.2,2022-10-24T19:02:01.683Z,2022-10-25T04:24:04Z,3870461219,213,4.7,3870889273,178,,3870461217,212,26.2,3870461215,141,28.7,3870461211,56,Back,3870461213,140,20.2,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982359,21,1,1,1,12,4txjdaqveermfryvbfrr4taf7,1,20.3,26.5,2022-10-24T19:02:04.394Z,2022-10-25T04:24:07Z,3870889293,178,,3870461329,213,5.0,3870461323,140,24.4,3870461327,212,15.1,3870461325,141,5.2,3870461321,56,Back,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982371,22,1,1,1,14,4txjdaqveermfryvbfrr4taf7,1,23.8,5,2022-10-24T19:02:06.487Z,2022-10-25T04:24:11Z,3870461415,213,2.4,3870461411,141,19.1,3870461413,212,14.1,3870461407,56,Back,3870461409,140,14.0,3870889317,178,,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982391,23,1,1,1,17,4txjdaqveermfryvbfrr4taf7,1,13.2,21.5,2022-10-24T19:02:08.949Z,2022-10-25T04:24:16Z,3870889377,178,,3870461503,140,1.3,3870461505,141,33.2,3870461501,56,Back,3870461507,212,14.8,3870461509,213,2.6,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982435,24,1,1,1,19,4txjdaqveermfryvbfrr4taf7,0,1.3,33.2,2022-10-24T19:02:11.012Z,2022-10-25T04:24:23Z,3870461781,141,37.6,3870461785,213,0.1,3870461779,140,57.2,3870461783,212,58.8,3870889459,178,,3870461789,1,,3870461775,155,,3870461777,56,Center,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982451,12,1,1,1,24,1pse9ta7a45pi2w2grjim70ge,0,39.6,56.6,2022-10-24T19:02:16.772Z,2022-10-25T04:24:45Z,3870461877,3,,3870889647,178,,3870461883,141,34.2,3870461879,56,Back,3870461881,140,37.0,3870461885,212,15.5,3870461887,213,4.5,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982455,25,44,1,1,27,4txjdaqveermfryvbfrr4taf7,1,62.4,60,2022-10-24T19:02:19.747Z,2022-10-25T05:44:14Z,3870461921,233,13,3870461905,286,,3870461903,56,Center,,,,,,,,,,,,,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982453,13,44,1,1,27,1pse9ta7a45pi2w2grjim70ge,0,37.6,40,2022-10-24T19:02:19.748Z,2022-10-25T04:24:52Z,3870461899,56,Back,3870461901,285,,3870461939,233,25,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982467,26,1,1,1,27,4txjdaqveermfryvbfrr4taf7,0,61.9,53.4,2022-10-24T19:02:19.781Z,2022-10-25T05:44:14Z,3870461969,212,1.6,3870461963,56,Center,3870889827,388,,3870461971,213,0.8,3870461967,141,55.1,3870461961,3,,3870461965,140,63.0,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982461,14,49,1,1,29,1pse9ta7a45pi2w2grjim70ge,1,38.9,38,2022-10-24T19:02:20.988Z,2022-10-25T04:25:11Z,,,,,,,,,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982501,15,50,1,1,34,1pse9ta7a45pi2w2grjim70ge,1,54.2,25.8,2022-10-24T19:02:26.235Z,2022-10-25T04:25:20Z,3870462259,233,27,3870462145,56,Center,3870462147,286,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982517,27,7,1,1,34,4txjdaqveermfryvbfrr4taf7,0,45.8,74.2,2022-10-24T19:02:26.519Z,2022-10-25T04:25:24Z,3870462213,233,15,3870462201,56,Back,3870890011,178,,3870462203,285,,3870776755,383,,,,,,,,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982515,16,61,1,1,34,1pse9ta7a45pi2w2grjim70ge,1,53,26,2022-10-24T19:02:26.727Z,2022-10-25T04:25:34Z,3870462191,56,Center,3870890105,178,,,,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982543,17,1,1,1,37,1pse9ta7a45pi2w2grjim70ge,1,46.3,34.6,2022-10-24T19:02:28.933Z,2022-10-25T04:25:38Z,3870462321,56,Center,3870462325,141,30.6,3870462327,212,13.8,3870462323,140,59.2,3870890139,178,,3870462329,213,6.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982553,18,1,1,1,38,1pse9ta7a45pi2w2grjim70ge,1,59.2,30.6,2022-10-24T19:02:30.003Z,2022-10-25T04:25:44Z,3870462369,212,12.1,3870462371,213,3.0,3870462363,56,Back,3870890179,178,,3870462365,140,47.8,3870462367,141,33.6,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982607,19,1,1,1,38,1pse9ta7a45pi2w2grjim70ge,1,47.8,33.6,2022-10-24T19:02:30.633Z,2022-10-25T04:26:16Z,3870462613,212,13.9,3870462607,56,Back,3870462615,213,4.7,3870462611,141,13.1,3870890183,178,,3870462609,140,47.3,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982609,20,1,1,1,39,1pse9ta7a45pi2w2grjim70ge,1,47.3,13.1,2022-10-24T19:02:31.450Z,2022-10-25T04:26:25Z,3870890545,178,,3870462629,213,2.5,3870462621,56,Back,3870462625,141,23.0,3870462627,212,11.6,3870462623,140,38.3,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982615,21,1,1,1,42,1pse9ta7a45pi2w2grjim70ge,1,36.2,24.4,2022-10-24T19:02:34.371Z,2022-10-25T04:27:04Z,3870462693,213,0.7,3870462679,140,45.0,3870890901,178,,3870462685,212,11.7,3870462681,141,34.9,3870462675,56,Back,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982631,22,1,1,1,44,1pse9ta7a45pi2w2grjim70ge,1,43,36.3,2022-10-24T19:02:36.126Z,2022-10-25T04:27:10Z,3870462757,141,30.3,3870462761,213,3.5,3870462755,140,33.5,3870462753,56,Back,3870462759,212,10.8,3870890947,178,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982639,23,1,1,1,48,1pse9ta7a45pi2w2grjim70ge,1,35.3,27.4,2022-10-24T19:02:40.131Z,2022-10-25T04:27:26Z,3870462803,141,68.7,3870890951,178,,3870462801,140,32.1,3870462805,212,28.3,3870462807,213,1.7,3870462799,56,Back,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982649,24,1,1,1,51,1pse9ta7a45pi2w2grjim70ge,1,32.1,68.7,2022-10-24T19:02:43.052Z,2022-10-25T04:27:29Z,3870462859,140,24.8,3870462863,212,15.4,3870462865,213,2.1,3870462861,141,88.3,3870891077,178,,3870462857,56,Back,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476982667,25,1,1,1,52,1pse9ta7a45pi2w2grjim70ge,1,24.8,88.3,2022-10-24T19:02:44.163Z,2022-10-25T04:27:40Z,3870462961,140,35.9,3870462965,212,17.1,3870462967,213,5.5,3870462959,56,Back,3870891081,178,,3870462963,141,69.9,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
